name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"108,414,000","-6,427,000","34,936,000","21,846,000","58,059,000","-4,359,000","67,289,000","79,464,000","9,947,000","-7,991,000","39,295,000","41,996,000","26,435,000","-11,846,000","72,000","5,789,000","-1,294,000","12,851,000","94,474,000","29,432,000","29,279,000","55,271,000","25,449,000","47,812,000","45,939,000","6,617,000","44,414,000","36,237,000","36,863,000","-3,972,000","490,000","31,266,000","30,490,000","-9,627,000","10,391,000","26,804,000","63,338,000","12,934,000","61,693,000","79,735,000","113,203,000","17,002,000","87,412,000","181,911,000","111,064,000","35,786,000","129,397,000","12,940,000","32,456,000","-9,230,000","22,777,000","19,981,000","20,127,000","1,603,000","1,670,000","1,187,000","-2,575,000","-7,649,000","11,396,000","-5,550,000","11,544,000","22,667,000","21,225,000","20,809,000","32,032,000","17,164,000","14,450,000","3,867,000","-9,179,000","-2,463,000","-4,519,000","-6,950,000","963,000","-8,075,000","-591,000","-198,000","-2,991,000","-1,346,000","-789,000","-2,273,000","97,000","-5,519,000","-4,149,000","-9,782,000","-9,994,000","-5,971,000","-1,426,000","1,377,000","-10,352,000","7,619,000","2,704,000","7,300,000","-400,000","9,400,000","-500,000","-2,400,000","1,300,000","9,800,000","9,500,000","4,900,000","-3,300,000","3,100,000","1,000,000","-1,600,000","3,900,000","3,100,000","4,400,000","-2,800,000","-500,000","500,000","1,200,000","-1,800,000","-2,900,000","1,200,000","3,200,000","-1,900,000","1,300,000","-1,300,000","3,200,000","-4,700,000","-800,000","6,300,000","8,100,000"
	CashFlowFromContinuingOperatingActivities,"108,414,000","-6,427,000","34,936,000","21,846,000","58,059,000","-4,359,000","67,289,000","79,464,000","9,947,000","-7,991,000","39,295,000","41,996,000","26,435,000","-11,846,000","72,000","5,789,000","-1,294,000","15,541,000","83,178,000","29,432,000","29,279,000","55,271,000","25,449,000","47,812,000","45,939,000","6,617,000","44,414,000","36,237,000","36,863,000","-3,972,000","490,000","31,266,000","30,490,000","-9,627,000","10,391,000","26,804,000","63,338,000","12,934,000","61,693,000","79,735,000","113,203,000","17,002,000","87,412,000","181,911,000","111,064,000","35,786,000","129,397,000","12,940,000","32,456,000","-9,230,000","22,777,000","19,981,000","20,127,000","1,603,000","1,670,000","1,187,000","-2,575,000","-7,649,000","11,396,000","-5,550,000","11,544,000","22,667,000","21,225,000","20,809,000","32,032,000","17,164,000","14,450,000","3,867,000","-9,179,000","-2,463,000","-4,519,000","-6,950,000","963,000","-8,075,000","-591,000","-198,000","-2,991,000","-1,346,000","-789,000","-2,273,000","97,000","-5,519,000","-4,149,000","-9,782,000","-9,994,000","-5,971,000","-1,426,000","1,377,000","-10,352,000","7,619,000","2,704,000","7,300,000","-400,000","9,400,000","-500,000","-2,400,000","1,300,000","9,800,000","9,500,000","4,900,000","-3,300,000","3,100,000","1,000,000","-1,600,000","3,900,000","3,100,000","4,400,000","-2,800,000","-500,000","500,000","1,200,000","-1,800,000","-2,900,000","1,200,000","3,200,000","-1,900,000","1,300,000","-1,300,000","3,200,000","-4,700,000","-800,000","6,300,000","8,100,000"
		NetIncomeFromContinuingOperations,"-25,700,000","7,682,000","-10,760,000","-54,768,000","32,146,000","2,060,000","11,880,000","26,856,000","-1,209,000","-11,900,000","-270,961,000","-14,277,000","-36,764,000","-24,894,000","468,000","-53,044,000","2,930,000","691,000","19,869,000","-16,652,000","-10,955,000","18,663,000","-8,308,000","69,557,000","14,497,000","-20,396,000","-302,998,000","-14,219,000","-16,677,000","-33,287,000","-1,079,038,000","3,466,000","-43,121,000","-37,191,000","-581,528,000","-46,265,000","-35,040,000","12,270,000","37,550,000","-15,821,000","22,973,000","3,975,000","11,364,000","31,060,000","38,611,000","12,464,000","-9,919,000","-22,628,000","-50,744,000","-8,017,000","-32,291,000","-17,283,000","11,609,000","6,058,000","4,283,000","-3,635,000","-5,377,000","4,721,000","14,319,000","3,634,000","11,919,000","14,018,000","23,150,000","18,351,000","32,647,000","14,338,000","10,569,000","3,453,000","-1,701,000","-1,770,000","8,289,000","-18,080,000","-4,035,000","-3,032,000","-13,528,000","-17,871,000","-4,445,000","-31,190,000","-46,117,000","-12,340,000","-10,855,000","-11,896,000","-18,296,000","26,934,000","-3,637,000","-8,068,000","-21,000","-5,165,000","-57,961,000","-5,818,000","-6,265,000","-300,000","-1,700,000","300,000","1,800,000","-56,800,000","100,000","-1,200,000","2,000,000","3,500,000","-3,200,000","-1,600,000","1,600,000","-1,300,000","-2,600,000","100,000","-10,400,000","-1,000,000","-2,000,000","1,300,000","-1,200,000","-1,400,000","500,000","-13,900,000","800,000","-800,000","-500,000","-5,300,000","500,000","700,000","2,400,000","4,400,000","1,800,000"
		OperatingGainsLosses,,,"0",,,"9,173,000","0",,,"-4,051,000","-1,000","1,282,000","5,296,000","-9,120,000","-731,000","-715,000","2,462,000","-4,987,000","0",,"9,342,000","-21,138,000","11,325,000","10,040,000","3,579,000","8,695,000","-13,458,000","8,541,000","4,224,000","4,884,000","-168,000","-89,000","-48,000","3,097,000","-8,714,000","-518,000","-116,000","-1,333,000","1,592,000","-1,469,000","334,000","299,000","4,606,000","925,000","-1,681,000","576,000","5,460,000","1,809,000","8,498,000","8,208,000","10,515,000","35,551,000","-17,409,000","-8,967,000","2,111,000","296,000","381,000","115,000","-3,180,000","160,000","-252,000","21,000","913,000","7,682,000","-6,997,000","-432,000","-2,311,000","-491,000","817,000","-628,000","-2,060,000","-702,000","2,263,000","1,362,000","8,827,000","13,214,000","572,000","31,757,000","37,108,000","4,530,000","8,016,000","1,209,000","6,278,000","-38,761,000","-5,011,000","-1,371,000","1,392,000","1,725,000","-759,000","1,668,000","-1,909,000","1,500,000","-200,000","-2,700,000","-1,800,000","54,800,000","100,000","2,400,000","200,000","-2,400,000","-700,000","-500,000","-2,100,000","-1,200,000","100,000","-200,000","9,800,000",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"0","0","0","0","0","0","0","-4,051,000",,,,,"0","0",,"0","0","0","0","-21,138,000",,,,,,,,,,,,,,,,,,,,,,"4,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,729,000","8,541,000","4,224,000",,,,,"-209,000","-52,000","-511,000","148,000","-465,000","-173,000","-1,577,000","70,000","299,000","980,000","137,000","-846,000","109,000","-99,000","2,145,000",,,,,"-342,000","-66,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,"-7,829,000","-4,377,000","5,296,000","-9,120,000","-731,000","-715,000","2,462,000","-4,987,000","0",,"-336,000","1,200,000","-1,654,000","961,000","3,579,000","8,695,000","-1,545,000","-5,786,000","-2,754,000","4,884,000","-7,144,000","-15,421,000","8,288,000","10,557,000","-18,912,000","20,308,000","-65,754,000","-16,042,000",,"35,270,000","-17,759,000",,,"784,000","389,000","467,000",,,,"7,858,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"124,811,000","26,433,000","35,443,000","30,962,000","31,973,000","29,937,000","35,133,000","32,216,000","27,876,000","36,162,000","48,118,000","45,678,000","43,204,000","41,876,000","37,053,000","31,184,000","29,459,000","30,777,000","39,669,000","33,830,000","32,946,000","40,104,000","29,929,000","27,763,000","37,505,000","27,964,000","36,191,000","35,497,000","38,974,000","33,090,000","38,602,000","41,985,000","41,422,000","40,459,000","63,916,000","60,874,000","57,653,000","50,436,000","50,714,000","52,844,000","61,024,000","53,133,000","56,706,000","59,168,000","58,585,000","50,041,000","45,579,000","38,450,000","31,011,000","28,773,000","35,657,000","32,258,000","25,519,000","9,279,000","8,739,000","6,622,000","6,306,000","5,663,000","4,612,000","3,895,000","5,753,000","7,021,000","7,256,000","6,536,000","6,989,000","6,318,000","7,027,000","5,342,000","5,373,000","5,473,000","7,391,000","4,862,000","4,773,000","4,846,000","3,672,000","3,257,000","4,679,000","5,019,000","5,381,000","2,719,000","3,533,000","1,878,000","3,303,000","2,678,000","2,549,000","2,817,000","6,744,000","7,874,000","8,854,000","11,017,000","11,114,000","6,500,000","7,000,000","4,200,000","3,700,000","2,300,000","3,200,000","4,100,000","4,300,000","4,500,000","4,000,000","4,200,000","4,700,000","4,500,000","4,400,000","5,100,000","4,200,000","3,100,000","1,500,000","1,500,000","1,600,000","1,400,000","1,300,000","1,700,000","1,600,000","1,400,000","1,500,000","1,700,000","2,100,000","1,500,000","1,700,000","4,200,000","3,100,000"
			DepreciationAndAmortization,"124,811,000","26,433,000","35,443,000","30,962,000","31,973,000","29,937,000","35,133,000","32,216,000","27,876,000","36,162,000","48,118,000","45,678,000","43,204,000","41,876,000","37,053,000","31,184,000","29,459,000","30,777,000",,,,,,,,,,,,,,,,,,,,,,,,"53,133,000",,"59,168,000",,,,"38,450,000",,,"35,657,000","32,258,000",,,,"6,622,000","6,306,000","5,663,000","4,612,000","3,895,000","5,753,000","7,021,000","7,256,000","6,536,000","6,989,000","6,318,000","7,027,000","5,342,000","5,373,000","5,473,000","7,391,000","4,862,000","4,773,000","4,846,000","3,672,000","3,257,000","4,679,000","5,019,000","5,381,000","2,719,000","3,533,000","1,878,000","3,303,000","2,678,000","2,549,000","2,817,000","6,744,000","7,874,000","8,854,000","11,017,000","11,114,000","6,500,000","7,000,000","4,200,000","3,700,000","2,300,000","3,200,000","4,100,000","4,300,000","4,500,000","4,000,000","4,200,000","4,700,000","4,500,000","4,400,000","5,100,000","4,200,000","3,100,000","1,500,000","1,500,000","1,600,000","1,400,000","1,300,000","1,700,000","1,600,000","1,400,000","1,500,000","1,700,000","2,100,000","1,500,000","1,700,000","4,200,000","3,100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,592,000",,"58,652,000",,,,"37,913,000",,,"29,674,000","27,027,000",,,,,,,,,,,,,,,"6,513,000","4,838,000","4,873,000","4,661,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"124,811,000","26,433,000","35,443,000","30,962,000","31,973,000","29,937,000","35,133,000","32,216,000","27,876,000","36,162,000","48,118,000","45,678,000","43,204,000","41,876,000","37,053,000","31,184,000","29,459,000","30,777,000",,,,,,,,,,,,,,,,,,,,,,,,"541,000",,"516,000",,,,"537,000",,,"5,983,000","5,231,000",,,,,,,,,,,,,,,"514,000","504,000","500,000","812,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"124,811,000","26,433,000","35,443,000","30,962,000","31,973,000","29,937,000","35,133,000","32,216,000","27,876,000","36,162,000","48,118,000","45,678,000","43,204,000","41,876,000","37,053,000","31,184,000","29,459,000","30,777,000",,,,,,,,,,,,,,,,,,,,,,,,"541,000",,"516,000",,,,"537,000",,,"5,983,000","5,231,000",,,,,,,,,,,,,,,"514,000","504,000","500,000","812,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-19,318,000","-8,262,000","-10,192,000","-5,964,000","5,100,000","124,000","4,264,000","-4,515,000","-1,545,000","-5,487,000","-8,855,000","-10,545,000","-9,158,000","-8,259,000","-44,354,000","-3,276,000","-1,265,000","454,000","-12,359,000","1,940,000","-4,844,000","1,375,000","-4,612,000","-49,463,000","-15,170,000","-2,105,000","-32,368,000","-1,233,000","-5,053,000","-2,184,000","-431,755,000","-23,437,000","-3,844,000","-11,781,000","-194,858,000","-1,869,000","12,123,000","7,425,000","3,738,000","-4,944,000","9,690,000","7,677,000","38,615,000","3,084,000","4,223,000","5,870,000","-3,519,000","-7,880,000","-14,892,000","-11,337,000","-8,324,000","-24,175,000","-4,207,000","-1,514,000","-15,370,000","-3,895,000","-2,972,000","-928,000","1,348,000","-468,000","901,000","373,000","1,045,000","-816,000","-1,058,000","-2,073,000","1,684,000","-174,000","-560,000","679,000",,,,,,,,,,,,,,,,,,,,,,,,"0","-700,000",,,,,,,"200,000","0","-200,000","-100,000","-800,000","-700,000","-1,000,000","-1,200,000","-2,800,000","800,000",,,"0","400,000","200,000","800,000","-400,000","-900,000","-900,000","800,000","0",
