name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"376,100,000","364,100,000","239,500,000","255,200,000"
	CurrentAssets,"253,300,000","242,800,000","120,300,000","129,400,000"
		CashCashEquivalentsAndShortTermInvestments,"161,600,000","169,800,000","53,500,000","85,400,000"
			CashAndCashEquivalents,"161,600,000","167,800,000","51,500,000","83,400,000"
			OtherShortTermInvestments,,"2,000,000","2,000,000","2,000,000"
		Receivables,"72,500,000","60,900,000","59,800,000","38,700,000"
			AccountsReceivable,"72,500,000","57,600,000","56,000,000","37,300,000"
			TaxesReceivable,,"300,000","400,000","200,000"
			OtherReceivables,,"3,000,000","3,400,000","1,200,000"
		PrepaidAssets,"19,200,000","12,000,000","7,000,000","5,200,000"
		OtherCurrentAssets,,"100,000",,"100,000"
	TotalNonCurrentAssets,"122,800,000","121,300,000","119,200,000","125,800,000"
		NetPPE,"52,900,000","48,800,000","41,300,000","41,700,000"
			GrossPPE,"52,900,000","95,900,000","83,200,000","73,200,000"
				Properties,,"0","0","0"
				MachineryFurnitureEquipment,,"78,300,000","71,400,000","56,800,000"
				OtherProperties,"52,900,000","13,900,000","8,200,000","14,000,000"
				Leases,,"3,700,000","3,600,000","2,400,000"
			AccumulatedDepreciation,,"-47,100,000","-41,900,000","-31,500,000"
		GoodwillAndOtherIntangibleAssets,"69,100,000","71,400,000","73,700,000","79,400,000"
			Goodwill,"43,600,000","43,800,000","44,000,000","43,800,000"
			OtherIntangibleAssets,"25,500,000","27,600,000","29,700,000","35,600,000"
		NonCurrentDeferredAssets,,"0","0","4,100,000"
			NonCurrentDeferredTaxesAssets,,"0","0","4,100,000"
		OtherNonCurrentAssets,"800,000","1,100,000","4,200,000","600,000"
TotalLiabilitiesNetMinorityInterest,"120,700,000","106,500,000","186,700,000","172,500,000"
	CurrentLiabilities,"77,200,000","65,800,000","61,600,000","24,000,000"
		PayablesAndAccruedExpenses,"46,700,000","5,900,000","8,300,000","8,500,000"
			Payables,"5,200,000","4,800,000","5,600,000","6,800,000"
				AccountsPayable,"5,200,000","3,200,000","4,100,000","5,400,000"
				TotalTaxPayable,,"1,600,000","1,500,000","1,400,000"
			CurrentAccruedExpenses,"41,500,000","1,100,000","2,700,000","1,700,000"
				InterestPayable,,"0","800,000","1,100,000"
		CurrentProvisions,,,"1,200,000",
		PensionandOtherPostRetirementBenefitPlansCurrent,,"1,800,000",,
		CurrentDebtAndCapitalLeaseObligation,,"2,400,000","1,700,000","7,400,000"
			CurrentCapitalLeaseObligation,,"2,400,000","1,700,000","7,400,000"
		CurrentDeferredLiabilities,,"24,200,000","20,600,000","8,100,000"
			CurrentDeferredRevenue,,"22,100,000","19,100,000","8,100,000"
		OtherCurrentLiabilities,"30,500,000","31,500,000","29,800,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"43,500,000","40,700,000","125,100,000","148,500,000"
		LongTermDebtAndCapitalLeaseObligation,,"12,700,000","36,800,000","37,700,000"
			LongTermDebt,,,"30,000,000","30,300,000"
			LongTermCapitalLeaseObligation,,"12,700,000","6,800,000","7,400,000"
		NonCurrentDeferredLiabilities,"1,100,000","1,800,000","2,000,000","1,500,000"
			NonCurrentDeferredTaxesLiabilities,"1,100,000","1,800,000","2,000,000","1,500,000"
		TradeandOtherPayablesNonCurrent,,"1,700,000","3,200,000","4,100,000"
		DerivativeProductLiabilities,,,"0","-100,000"
		PreferredSecuritiesOutsideStockEquity,,"0","66,200,000","68,800,000"
		OtherNonCurrentLiabilities,"42,400,000","24,500,000","16,900,000","36,500,000"
TotalEquityGrossMinorityInterest,"255,400,000","257,600,000","52,800,000","82,700,000"
	StockholdersEquity,"255,400,000","257,600,000","52,800,000","82,700,000"
		CapitalStock,"0","0","0","0"
			PreferredStock,"0",,,
			CommonStock,"0","0","0","0"
		AdditionalPaidInCapital,"340,200,000","331,600,000","118,500,000","99,800,000"
		RetainedEarnings,"-85,000,000","-74,500,000","-66,600,000","-17,700,000"
		TreasuryStock,,"0","0","0"
		GainsLossesNotAffectingRetainedEarnings,"200,000","500,000","900,000","600,000"
TotalCapitalization,"255,400,000","257,600,000","82,800,000","113,000,000"
CommonStockEquity,"255,400,000","257,600,000","52,800,000","82,700,000"
CapitalLeaseObligations,,"15,100,000","8,500,000","14,800,000"
NetTangibleAssets,"186,300,000","186,200,000","-20,900,000","3,300,000"
WorkingCapital,"176,100,000","177,000,000","58,700,000","105,400,000"
InvestedCapital,"255,400,000","257,600,000","82,800,000","113,000,000"
TangibleBookValue,"186,300,000","186,200,000","-20,900,000","3,300,000"
TotalDebt,,"15,100,000","38,500,000","45,100,000"
ShareIssued,"67,138,000","66,700,000","66,700,000","66,700,000"
OrdinarySharesNumber,"67,138,000","66,700,000","66,700,000","66,700,000"
