name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
TotalAssets,"22,980,000,000","26,626,000,000","29,257,000,000","31,823,000,000","18,731,000,000","19,310,000,000","18,421,000,000","20,014,000,000","18,929,000,000","18,174,000,000","18,714,000,000","21,169,000,000","22,329,000,000","22,819,000,000","23,652,000,000","23,988,000,000","24,555,000,000","25,981,000,000","25,943,000,000","27,483,000,000","24,808,000,000","23,847,000,000","20,502,000,000","19,993,000,000","19,608,000,000","17,785,000,000","18,338,000,000","45,658,000,000","44,841,000,000","45,132,000,000","44,476,000,000","41,640,000,000","40,545,000,000","41,488,000,000","40,067,000,000","38,550,000,000","38,000,000,000","37,074,000,000","32,502,000,000","28,258,000,000","28,207,000,000","27,320,218,000","24,900,537,000","24,833,954,000","22,003,762,000","22,003,762,000","19,948,062,000","18,747,584,000","18,690,178,000","18,408,320,000","17,356,372,000","16,566,289,000","15,127,787,000","15,592,439,000","14,240,157,000","15,021,625,000","15,046,305,000","15,366,037,000","14,786,812,000","14,361,157,000","13,920,051,000","13,494,011,000","13,463,118,000","13,250,251,000","12,568,535,000","11,788,986,000","9,626,043,000","9,033,122,000","8,589,158,000","7,991,051,000","7,241,601,000","6,832,497,000","6,458,246,000","5,820,134,000","5,500,694,000","5,042,979,000","4,572,975,000","4,124,444,000","2,080,565,000","1,970,023,000","1,789,014,000","1,678,529,000","1,548,607,000","1,475,657,000","1,257,029,000","1,182,403,000","1,114,146,000","1,071,616,000","1,035,958,000","963,900,000","909,600,000","922,200,000","109,700,000","92,500,000","89,500,000","19,800,000"
	CurrentAssets,"7,349,000,000","9,111,000,000","17,756,000,000","20,061,000,000","6,691,000,000","7,190,000,000","6,739,000,000","7,394,000,000","6,248,000,000","4,706,000,000","5,209,000,000","6,844,000,000","6,665,000,000","7,126,000,000","6,963,000,000","6,184,000,000","6,763,000,000","7,743,000,000","7,858,000,000","10,906,000,000","8,493,000,000","8,875,000,000","9,783,000,000","9,914,000,000","9,703,000,000","7,904,000,000","8,280,000,000","28,549,000,000","26,514,000,000","26,531,000,000","25,654,000,000","22,378,000,000","22,359,000,000","23,283,000,000","23,476,000,000","23,446,000,000","22,336,000,000","21,398,000,000","17,410,000,000","13,278,000,000","13,089,000,000","12,661,454,000","9,762,345,000","9,861,092,000","11,065,338,000","11,065,338,000","9,454,528,000","8,675,313,000","8,277,438,000","8,460,208,000","6,473,587,000","6,249,900,000","6,161,034,000","6,286,590,000","6,008,346,000","6,520,387,000","6,457,994,000","7,122,505,000","6,361,751,000","5,480,376,000","5,099,609,000","4,970,586,000","4,774,683,000","4,546,229,000","3,900,243,000","3,183,237,000","3,990,993,000","3,689,828,000","2,948,052,000","2,911,149,000","2,929,023,000","2,888,068,000","2,658,360,000","2,145,882,000","2,111,006,000","2,003,519,000","2,013,674,000","1,468,458,000","1,044,161,000","937,586,000","910,672,000","883,805,000","810,478,000","852,609,000","739,337,000","675,464,000","522,745,000","369,151,000","416,710,000","459,800,000","439,200,000","472,900,000","92,700,000","83,400,000","82,100,000","14,000,000"
		CashCashEquivalentsAndShortTermInvestments,"5,552,000,000","7,323,000,000","14,564,000,000","17,220,000,000","3,367,000,000","3,826,000,000","3,660,000,000","5,303,000,000","4,430,000,000","2,825,000,000","3,086,000,000","4,477,000,000","4,441,000,000","4,915,000,000","4,838,000,000","4,007,000,000","4,806,000,000","5,863,000,000","6,030,000,000","9,017,000,000","6,754,000,000","7,149,000,000","8,045,000,000","8,086,000,000","8,013,000,000","6,131,000,000","5,301,000,000","10,554,000,000","9,679,000,000","10,098,000,000","10,391,000,000","7,369,000,000","7,844,000,000","9,025,000,000","10,271,000,000","10,436,000,000","9,402,000,000","9,408,000,000","9,135,000,000","5,754,000,000","5,871,000,000","5,929,402,000","4,012,874,000","4,396,926,000","6,622,814,000","6,622,814,000","5,362,522,000","4,897,882,000","4,527,901,000","4,943,804,000","3,159,302,000","3,014,819,000","3,237,444,000","3,352,662,000","3,643,853,000","4,051,364,000","3,987,878,000","4,880,045,000","3,988,699,000","3,600,332,000","3,284,284,000","3,204,895,000","3,223,912,000","3,354,496,000","2,704,483,000","2,088,230,000","3,069,381,000","2,752,600,000","2,015,809,000","2,012,049,000","2,077,620,000","2,137,637,000","1,920,385,000","1,722,089,000","1,747,640,000","1,662,894,000","1,676,701,000","1,199,003,000","846,053,000","738,518,000","729,787,000","723,419,000","651,053,000","686,238,000","588,101,000","556,039,000","433,100,000","282,147,000","344,851,000","400,800,000","385,900,000","347,600,000","24,900,000","31,800,000","74,500,000","10,700,000"
			CashAndCashEquivalents,"1,801,000,000","1,379,000,000","1,247,000,000","2,128,000,000","1,667,000,000","1,428,000,000","963,000,000","1,006,000,000","880,000,000","975,000,000","897,000,000","1,508,000,000","1,695,000,000","2,202,000,000","2,086,000,000","1,619,000,000","2,527,000,000","2,120,000,000","1,760,000,000","2,636,000,000","1,979,000,000","1,816,000,000","1,753,000,000","2,001,000,000","2,686,000,000","1,832,000,000","2,387,000,000","4,971,000,000","5,473,000,000","6,328,000,000","4,790,000,000","3,834,000,000","4,415,000,000","4,494,000,000","5,280,000,000","6,855,000,000","6,530,000,000","6,817,000,000","7,331,000,000","4,038,000,000","4,164,000,000","4,691,101,000","2,998,950,000","3,265,826,000","5,577,411,000","5,577,411,000","4,180,907,000","4,037,442,000","3,593,003,000","3,999,818,000","2,557,859,000","2,573,617,000","3,057,159,000","3,188,928,000","3,342,717,000","3,696,028,000","3,565,182,000","4,221,191,000","3,912,591,000","3,418,349,000","2,967,009,000","2,662,792,000","2,482,257,000","2,634,381,000","1,876,434,000","1,313,580,000","2,180,598,000","1,855,649,000","1,216,772,000","1,330,045,000","1,435,910,000","1,588,713,000","1,501,708,000","1,381,513,000","1,583,875,000","1,391,557,000","1,554,418,000","1,109,313,000","748,623,000","616,867,000","576,851,000","523,969,000","423,729,000","439,765,000","314,263,000","201,873,000","130,558,000","135,621,000","278,330,000","219,700,000","246,500,000","347,600,000","24,900,000","31,800,000","74,500,000","10,700,000"
			OtherShortTermInvestments,"3,751,000,000","5,944,000,000","13,317,000,000","15,092,000,000","1,700,000,000","2,398,000,000","2,697,000,000","4,297,000,000","3,550,000,000","1,850,000,000","2,189,000,000","2,969,000,000","2,746,000,000","2,713,000,000","2,752,000,000","2,388,000,000","2,279,000,000","3,743,000,000","4,270,000,000","6,381,000,000","4,775,000,000","5,333,000,000","6,292,000,000","6,085,000,000","5,327,000,000","4,299,000,000","2,914,000,000","5,583,000,000","4,206,000,000","3,770,000,000","5,601,000,000","3,535,000,000","3,429,000,000","4,531,000,000","4,991,000,000","3,581,000,000","2,872,000,000","2,591,000,000","1,804,000,000","1,716,000,000","1,707,000,000","1,238,301,000","1,013,924,000","1,131,100,000","1,045,403,000","1,045,403,000","1,181,615,000","860,440,000","934,898,000","943,986,000","601,443,000","441,202,000","180,285,000","163,734,000","301,136,000","355,336,000","422,696,000","658,854,000","76,108,000","181,983,000","317,275,000","542,103,000","741,655,000","720,115,000","828,049,000","774,650,000","888,783,000","896,951,000","799,037,000","682,004,000","641,710,000","548,924,000","418,677,000","340,576,000","163,765,000","271,337,000","122,283,000","89,690,000","97,430,000","121,651,000","152,936,000","199,450,000","227,324,000","246,473,000","273,838,000","354,166,000","302,542,000","146,526,000","66,521,000","181,100,000","139,400,000",,,,,
		Receivables,"710,000,000","779,000,000","657,000,000","622,000,000","1,364,000,000","1,351,000,000","477,000,000","845,000,000","635,000,000","1,332,000,000","714,000,000","797,000,000","716,000,000","1,382,000,000","761,000,000","745,000,000","683,000,000","1,357,000,000","626,000,000","619,000,000","592,000,000","592,000,000","626,000,000","628,000,000","599,000,000","619,000,000","595,000,000","15,166,000,000","15,172,000,000","14,942,000,000","13,879,000,000","13,741,000,000","13,202,000,000","12,948,000,000","12,279,000,000","12,028,000,000","11,790,000,000","11,438,000,000","7,293,000,000","7,524,000,000","6,490,000,000","6,195,280,000","5,077,701,000","5,464,166,000","3,961,286,000","3,961,286,000","3,628,245,000","3,293,226,000","3,303,842,000","3,188,298,000","2,925,085,000","2,835,126,000","2,484,376,000","2,473,230,000","1,992,291,000","2,163,792,000","2,227,840,000","907,894,000","976,606,000","881,891,000","805,494,000","792,492,000","673,785,000","529,903,000","544,173,000","578,070,000","484,831,000","469,812,000","479,814,000","364,280,000","463,027,000","385,584,000","367,705,000","305,764,000","253,709,000","247,684,000","241,148,000","172,467,000","138,378,000","128,769,000","120,912,000","101,703,000","97,931,000","103,717,000","75,494,000","67,163,000","49,226,000","46,307,000","34,850,000","36,500,000","27,600,000","23,900,000","12,100,000","6,400,000","4,000,000","2,800,000"
			AccountsReceivable,"87,000,000","98,000,000","93,000,000","137,000,000","348,000,000","412,000,000","477,000,000","845,000,000","635,000,000","700,000,000","714,000,000","797,000,000","716,000,000","712,000,000","761,000,000","745,000,000","683,000,000","695,000,000","626,000,000","619,000,000","592,000,000","592,000,000","626,000,000","628,000,000","599,000,000","619,000,000","595,000,000","662,000,000","703,000,000","797,000,000","755,000,000","765,000,000","810,000,000","899,000,000","772,000,000","743,000,000","743,000,000","822,000,000","694,000,000","648,000,000","633,000,000","681,593,000","595,716,000","568,860,000","454,366,000","454,366,000","409,807,000","388,925,000","393,414,000","407,507,000","419,982,000","422,145,000","392,049,000","435,197,000","436,456,000","479,089,000","496,942,000","480,557,000","411,168,000","379,850,000","380,473,000","393,195,000","673,785,000","310,039,000","318,878,000","322,788,000","274,238,000","269,641,000","270,435,000","240,856,000","306,671,000","242,287,000","225,050,000","225,871,000","169,050,000","164,621,000","157,263,000","131,453,000","138,378,000","128,769,000","120,912,000","101,703,000","97,931,000","103,717,000","75,494,000","67,163,000","49,226,000","46,307,000","34,850,000",,"27,600,000","23,900,000","12,100,000",,,
				GrossAccountsReceivable,,"140,000,000","159,000,000","217,000,000","434,000,000","509,000,000","582,000,000","985,000,000","762,000,000","828,000,000","837,000,000","914,000,000","829,000,000","818,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-42,000,000","-66,000,000","-80,000,000","-86,000,000","-97,000,000","-105,000,000","-140,000,000","-127,000,000","-128,000,000","-123,000,000","-117,000,000","-113,000,000","-106,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,152,000,000","3,578,000,000","3,600,000,000","3,162,000,000","2,939,000,000","2,744,000,000","2,789,000,000","2,434,000,000","2,273,000,000","2,150,000,000","2,160,000,000","1,792,000,000","1,621,000,000","1,517,000,000","1,501,473,000","1,186,870,000","1,039,887,000","956,189,000","956,189,000","725,582,000","647,316,000","595,268,000","622,846,000","511,809,000","507,110,000","507,568,000","570,071,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
