name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
TotalAssets,"1,303,334,000","1,387,149,000","1,364,756,000","1,291,684,000","1,274,481,000","1,332,000,000","1,271,816,000","1,269,382,000","1,224,457,000","1,283,030,000","1,207,157,000","1,179,717,000","1,147,047,000","1,114,362,000","947,309,000","927,231,000","928,438,000","904,534,000","875,372,000","864,394,000","852,402,000","891,879,000","868,118,000","876,728,000","988,420,000","877,233,000","840,706,000","836,785,000","810,216,000","859,728,000","847,384,000","870,790,000","854,415,000","868,980,000","849,864,000","844,426,000","825,009,000","846,941,000","835,848,000","822,828,000","822,223,000","814,897,000","787,494,000","800,021,000","815,538,000","879,698,000","579,197,000","574,915,000","576,733,000","561,714,000","515,828,000","484,884,000","484,677,000","485,214,000","483,435,000","460,576,000","440,945,000","422,388,000","466,261,000","561,948,000","595,612,000","653,496,000","652,801,000","642,661,000","632,828,000","638,376,000","705,731,000","692,701,000","691,813,000","710,407,000","684,768,000","685,170,000","684,948,000","724,775,000","780,102,000","751,762,000","742,526,000","731,317,000","717,996,000","728,987,000","704,710,000","374,046,000","374,623,000","346,294,000","299,495,000","332,089,000","335,643,000","310,452,000","288,609,000","275,000,000","262,400,000","257,700,000","264,300,000","271,500,000","221,400,000","199,900,000","185,200,000","179,800,000","249,400,000","113,100,000","110,900,000","114,900,000","107,800,000","109,100,000"
	CurrentAssets,"686,775,000","748,199,000","721,717,000","677,944,000","643,008,000","698,345,000","637,186,000","642,768,000","598,304,000","669,082,000","607,465,000","572,628,000","550,728,000","599,567,000","529,038,000","514,245,000","515,224,000","554,266,000","539,666,000","530,943,000","520,518,000","559,938,000","539,014,000","538,996,000","639,374,000","518,226,000","474,011,000","460,243,000","438,568,000","478,133,000","459,834,000","474,980,000","461,773,000","475,375,000","457,891,000","456,215,000","437,024,000","440,935,000","430,867,000","432,751,000","424,633,000","409,960,000","380,578,000","379,779,000","394,492,000","441,494,000","367,445,000","358,361,000","355,740,000","339,379,000","302,038,000","272,904,000","277,831,000","287,928,000","298,301,000","277,791,000","295,100,000","272,186,000","311,376,000","461,616,000","491,479,000","545,628,000","543,840,000","531,917,000","517,430,000","535,438,000","583,571,000","334,333,000","324,179,000","334,687,000","298,818,000","291,001,000","280,159,000","310,037,000","377,927,000","344,826,000","329,851,000","304,236,000","274,122,000","298,639,000","274,922,000","204,499,000","205,674,000","192,184,000","155,800,000","188,954,000","190,140,000","166,270,000","143,331,000","130,200,000","116,300,000","106,700,000","108,800,000","108,200,000","101,400,000","88,400,000","74,700,000","72,100,000","76,200,000","46,300,000","45,000,000","48,500,000","40,400,000","38,900,000"
		CashCashEquivalentsAndShortTermInvestments,"187,590,000","233,672,000","224,540,000","212,093,000","205,148,000","240,297,000","212,094,000","171,202,000","131,273,000","182,657,000","171,967,000","131,451,000","141,905,000","162,880,000","199,302,000","186,364,000","222,098,000","261,360,000","258,547,000","244,954,000","237,872,000","276,498,000","266,138,000","286,732,000","385,230,000","240,936,000","199,770,000","194,043,000","169,894,000","201,800,000","183,459,000","189,583,000","183,012,000","210,837,000","193,898,000","189,294,000","172,703,000","169,321,000","184,769,000","196,062,000","188,555,000","158,830,000","138,599,000","134,350,000","167,370,000","215,550,000","82,332,000","229,666,000","210,745,000","198,377,000","157,008,000","132,858,000","120,345,000","141,217,000","164,749,000","148,199,000","146,606,000","132,832,000","177,328,000","338,478,000","367,586,000","415,490,000","414,930,000","414,253,000","384,632,000","392,224,000","161,436,000","164,877,000","146,811,000","157,478,000","138,856,000","131,201,000","105,736,000","105,397,000","144,458,000","128,435,000","114,351,000","95,437,000","54,844,000","94,050,000","68,235,000","83,599,000","74,049,000","55,532,000","52,365,000","43,733,000","83,734,000","69,754,000","66,277,000","48,700,000","31,000,000","34,100,000","40,000,000","39,600,000","36,200,000","26,200,000","16,100,000","20,400,000","25,900,000","2,000,000","5,800,000","6,100,000","5,700,000","4,300,000"
			CashAndCashEquivalents,"181,457,000","205,635,000","195,365,000","163,768,000","150,609,000","188,699,000","174,489,000","144,019,000","107,744,000","156,548,000","160,630,000","113,777,000","123,572,000","139,277,000","197,172,000","119,671,000","147,503,000","122,243,000","142,751,000","125,111,000","107,422,000","126,351,000","140,221,000","135,117,000","289,733,000","132,631,000","100,165,000","94,945,000","89,277,000","81,712,000","75,573,000","86,122,000","65,454,000","82,686,000","92,736,000","96,849,000","146,158,000","136,473,000","160,308,000","175,963,000","178,408,000","146,733,000","124,160,000","114,355,000","151,985,000","197,858,000","67,349,000","182,692,000","165,290,000","163,489,000","121,330,000","97,385,000","84,430,000","83,886,000","119,983,000","128,890,000","140,449,000","123,416,000","118,867,000","179,378,000","208,703,000","240,687,000","282,665,000","343,957,000","353,482,000","346,113,000","120,073,000","130,787,000","111,620,000","140,751,000","130,986,000","129,004,000","104,520,000","105,397,000","135,663,000","127,411,000","113,332,000","94,424,000","51,443,000","92,059,000","68,235,000","30,165,000","28,632,000","31,436,000","30,187,000","32,751,000","83,734,000","69,754,000","66,277,000","48,700,000","31,000,000","34,100,000","40,000,000","39,600,000","36,200,000","26,200,000","16,100,000","20,400,000","25,900,000","2,000,000","5,800,000","6,100,000","5,700,000","4,300,000"
			OtherShortTermInvestments,"6,133,000","28,037,000","29,175,000","48,325,000","54,539,000","51,598,000","37,605,000","27,183,000","23,529,000","26,109,000","11,337,000","17,674,000","18,333,000","23,603,000","2,130,000","66,693,000","74,595,000","139,117,000","115,796,000","119,843,000","130,450,000","150,147,000","125,917,000","151,615,000","95,497,000","108,305,000","99,605,000","99,098,000","80,617,000","120,088,000","107,886,000","103,461,000","117,558,000","128,151,000","101,162,000","92,445,000","26,545,000","32,848,000","24,461,000","20,099,000","10,147,000","12,097,000","14,439,000","19,995,000","15,385,000","17,692,000","14,983,000","46,974,000","45,455,000","34,888,000","35,678,000","35,473,000","35,915,000","57,331,000","44,766,000","19,309,000","6,157,000","9,416,000","58,461,000","159,100,000","158,883,000","174,803,000","132,265,000","70,296,000","31,150,000","46,111,000","41,363,000","34,090,000","35,191,000","16,727,000","7,870,000","2,197,000","1,216,000",,"8,795,000","1,024,000","1,019,000","1,013,000","3,401,000","1,991,000",,"53,434,000","45,417,000","24,096,000","22,178,000","10,982,000",,,,,,,,,,,,,,,,,,
		Receivables,"289,364,000","286,533,000","285,148,000","274,981,000","290,235,000","266,575,000","265,435,000","287,870,000","301,705,000","281,805,000","284,271,000","312,276,000","288,529,000","279,774,000","291,030,000","289,696,000","260,738,000","264,557,000","246,085,000","248,356,000","253,376,000","251,689,000","239,556,000","219,438,000","225,200,000","224,002,000","230,249,000","228,826,000","230,176,000","234,659,000","237,170,000","238,847,000","239,902,000","220,691,000","222,007,000","228,329,000","230,638,000","232,271,000","208,245,000","196,875,000","200,024,000","214,924,000","205,695,000","205,690,000","195,394,000","194,851,000","126,310,000","112,988,000","119,854,000","119,064,000","126,216,000","122,357,000","130,210,000","129,488,000","117,037,000","112,988,000","132,397,000","122,298,000","115,770,000","108,272,000","109,026,000","115,575,000","113,515,000","102,199,000","115,541,000","116,504,000","102,808,000","148,173,000","157,216,000","156,086,000","142,756,000","141,829,000","156,393,000","148,733,000","174,580,000","196,189,000","195,519,000","189,876,000","196,809,000","159,489,000","192,291,000","104,959,000","119,859,000","124,772,000","91,044,000","133,208,000","99,182,000","90,118,000","71,334,000","75,800,000","79,400,000","68,100,000","64,100,000","64,500,000","61,600,000","57,900,000","55,200,000","48,600,000","47,000,000","41,000,000","36,300,000","39,700,000","32,900,000","31,500,000"
			AccountsReceivable,"238,368,000","244,317,000","243,160,000","223,228,000","247,025,000","226,623,000","225,117,000","244,413,000","260,713,000","244,058,000","242,616,000","265,795,000","244,936,000","235,827,000","246,731,000","239,913,000","213,051,000","219,531,000","201,837,000","197,486,000","195,311,000","208,930,000","201,610,000","178,914,000","181,650,000","178,854,000","177,347,000","172,269,000","180,096,000","184,369,000","191,024,000","191,615,000","195,736,000","178,511,000","174,757,000","172,521,000","179,093,000","191,943,000","174,137,000","163,392,000","170,909,000","179,804,000","157,276,000","166,436,000","148,634,000","185,808,000","122,420,000","109,590,000","117,066,000","116,950,000","121,831,000","119,719,000","130,210,000","129,488,000","115,899,000","112,988,000","131,443,000","120,170,000","115,770,000","108,272,000","109,026,000","115,575,000","113,515,000","102,199,000","115,541,000","111,472,000","95,897,000","133,950,000","143,337,000","142,056,000","123,344,000","123,720,000","137,631,000","130,691,000","149,082,000","169,096,000","169,964,000","160,417,000","185,324,000","159,489,000","192,291,000","104,959,000","119,859,000","124,772,000","91,044,000",,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"243,292,000","248,567,000","246,317,000","226,774,000","250,743,000","230,251,000","228,847,000","248,470,000","264,601,000","247,793,000","245,972,000","268,656,000","247,833,000","238,942,000","250,913,000","243,874,000","217,018,000","223,680,000","204,293,000","200,192,000","198,135,000","212,010,000","204,516,000","182,640,000","185,297,000","182,454,000","181,225,000","176,206,000","183,283,000","187,692,000","193,760,000","194,413,000","198,840,000","180,870,000","177,800,000","176,271,000","182,711,000","195,090,000","177,055,000","166,194,000","173,834,000","182,225,000",,"168,977,000","148,634,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,924,000","-4,250,000","-3,157,000","-3,546,000","-3,718,000","-3,628,000","-3,730,000","-4,057,000","-3,888,000","-3,735,000","-3,356,000","-2,861,000","-2,897,000","-3,115,000","-4,182,000","-3,961,000","-3,967,000","-4,149,000","-2,456,000","-2,706,000","-2,824,000","-3,080,000","-2,906,000","-3,726,000","-3,647,000","-3,600,000","-3,878,000","-3,937,000","-3,187,000","-3,323,000","-2,736,000","-2,798,000","-3,104,000","-2,359,000","-3,043,000","-3,750,000","-3,618,000","-3,147,000","-2,918,000","-2,802,000","-2,925,000","-2,421,000",,"-2,541,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"8,617,000","6,414,000","3,889,000","8,170,000","2,421,000","2,167,000","3,341,000","7,516,000","5,435,000","4,297,000","4,204,000","7,206,000","3,161,000","6,720,000","7,452,000","10,951,000","12,261,000","13,839,000","9,560,000","13,517,000","17,874,000","11,931,000","4,012,000","6,006,000","4,314,000","4,038,000","6,107,000","9,341,000","5,799,000","7,851,000","6,633,000","7,640,000","4,625,000","3,815,000","5,903,000","12,441,000","16,779,000","6,469,000","5,261,000","4,800,000","1,324,000","4,139,000","12,214,000","1,637,000","13,242,000","9,043,000","3,890,000","3,398,000","2,788,000","2,114,000","4,385,000","2,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
