name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"5,395,781,000","5,233,977,000","5,061,960,000","5,052,998,000","5,015,645,000","4,976,431,000","5,122,285,000","5,267,628,000","5,615,025,000","6,292,232,000","6,453,083,000","6,391,939,000","6,286,618,000","6,352,862,000","6,273,721,000","6,736,485,000","6,659,988,000","6,176,776,000","6,178,926,000","6,212,605,000","6,399,708,000","6,393,511,000","5,785,433,000","5,044,475,000","5,207,056,000","5,621,643,000","6,213,861,000","6,213,618,000","6,600,686,000","6,516,700,000","5,660,746,000","5,004,035,000","4,689,011,000","4,705,165,000","4,736,845,000","4,590,668,000","4,292,324,000","4,199,529,000","4,123,952,000","3,999,571,000","3,845,098,000","3,798,980,000","3,456,280,000","3,219,893,000","3,053,524,000","2,744,321,000","2,518,997,000","2,417,385,000","2,388,314,000","2,360,936,000","2,343,759,000","2,395,739,000","2,489,181,000","2,695,016,000","2,873,528,000","2,920,838,000","2,670,287,000","2,571,680,000","2,286,001,000","2,131,631,000","1,965,123,000","1,899,097,000","1,544,014,000","1,403,208,000","1,353,684,000","1,268,747,000","1,221,346,000","1,077,051,000","1,028,635,000","945,460,000","839,675,000","784,070,000","766,478,000","735,854,000","689,460,000","685,204,000","694,354,000","537,139,000","504,356,000","490,797,000","496,731,000","436,989,000","374,732,000","349,274,000","345,633,000","321,895,000","281,683,000","257,314,000","235,223,000","230,400,000","192,500,000","182,800,000","180,700,000","184,500,000","206,700,000","215,800,000","214,100,000","211,000,000","198,400,000","190,500,000","180,500,000","144,300,000","132,700,000","124,200,000","104,500,000","96,100,000","91,100,000","87,100,000","86,800,000","89,400,000","87,200,000","83,700,000","82,900,000","81,800,000","82,100,000","82,600,000","76,600,000","75,900,000","53,800,000","40,300,000"
	CurrentAssets,"758,835,000","613,187,000","336,270,000","269,410,000","230,282,000","203,669,000","274,890,000","355,469,000","625,160,000","252,634,000","311,114,000","288,734,000","221,334,000","429,263,000","453,142,000","955,210,000","923,192,000","549,115,000","668,912,000","769,317,000","849,546,000","224,642,000","1,246,609,000","304,474,000","405,638,000","518,989,000","537,677,000","525,708,000","669,643,000","745,043,000","371,605,000","506,915,000","577,342,000","647,501,000","345,870,000","395,636,000","320,190,000","340,564,000","325,938,000","334,237,000","343,744,000","463,204,000","304,704,000","346,123,000","403,490,000","274,645,000","198,516,000","201,656,000","257,632,000","209,046,000","180,277,000","200,027,000","259,041,000","311,794,000","286,529,000","435,524,000","281,242,000","269,941,000","227,012,000","222,604,000","196,734,000","226,940,000","229,105,000","183,329,000","232,214,000","203,931,000","200,867,000","138,199,000","130,897,000","126,927,000","135,900,000","122,445,000","121,129,000","107,923,000","81,970,000","86,255,000","101,564,000","59,547,000","105,789,000","101,605,000","114,017,000","72,221,000","57,190,000","58,580,000","64,728,000","63,984,000","64,208,000","51,753,000","41,305,000","39,500,000","22,600,000","19,100,000","21,100,000","27,100,000","22,700,000","22,400,000","26,100,000","31,900,000","41,500,000","47,300,000","49,000,000","32,100,000","27,300,000","22,600,000","19,000,000","10,800,000","9,700,000","10,500,000","13,100,000","18,900,000","17,300,000","15,800,000","16,600,000","22,600,000","21,900,000","22,500,000","23,200,000","22,800,000","9,100,000","8,300,000"
		CashCashEquivalentsAndShortTermInvestments,"419,887,000","332,716,000","29,800,000","0","0","10,000","10,000","10,000","15,000","10,000","10,000","12,000","14,000","77,965,000","176,806,000","615,906,000","643,337,000","313,943,000","441,415,000","559,521,000","659,147,000","9,372,000","980,666,000","18,000","51,000","18,000","197,000","82,000","22,000","120,000","269,000","163,794,000","236,435,000","282,248,000","176,000","176,000","87,000","5,926,000","184,000","184,000","286,000","119,194,000","29,923,000","101,080,000","191,294,000","5,077,000","7,089,000","55,730,000","98,788,000","40,944,000","61,945,000","77,532,000","122,332,000","118,782,000","6,408,000","37,919,000","8,698,000","44,683,000","18,398,000","27,322,000","6,183,000","2,914,000","2,466,000","3,300,000","62,537,000","16,400,000","28,072,000","12,068,000","19,020,000","7,830,000","26,119,000","29,028,000","29,306,000","27,336,000","9,633,000","13,127,000","19,802,000","13,087,000","59,544,000","57,232,000","63,191,000","4,116,000","6,198,000","6,245,000","2,782,000","6,619,000","6,571,000","2,867,000","8,651,000","14,200,000","6,600,000","5,200,000","5,700,000","7,800,000","3,100,000","4,500,000","3,800,000","7,100,000","18,800,000","23,600,000","27,100,000","3,300,000","4,400,000","5,800,000","3,900,000","1,700,000","1,000,000","2,200,000","5,400,000","10,000,000","7,900,000","6,400,000","8,700,000","14,800,000","15,700,000","13,200,000","14,100,000","10,800,000","600,000","400,000"
			CashAndCashEquivalents,"419,887,000","332,716,000","29,800,000","0","0","10,000","10,000","10,000","15,000","10,000","10,000","12,000","14,000","77,965,000","176,806,000","615,906,000","643,337,000","313,943,000","441,415,000","559,521,000","659,147,000","9,372,000","980,666,000","18,000","51,000","18,000","197,000","82,000","22,000","120,000","269,000","163,794,000","236,435,000","282,248,000","176,000","176,000","87,000","5,926,000","184,000","184,000","286,000","119,194,000","29,923,000","101,080,000","191,294,000","5,077,000","7,089,000","10,249,000","40,424,000","10,649,000","20,517,000","10,389,000","2,211,000","6,131,000","5,396,000","36,919,000","7,511,000","43,510,000","17,240,000","26,179,000","4,733,000","1,464,000","1,016,000","1,825,000","61,062,000","14,925,000","26,597,000","10,568,000","17,520,000","6,418,000","24,688,000","27,581,000","17,806,000","14,827,000","7,114,000","10,846,000","17,291,000","11,154,000","49,070,000","47,856,000","63,191,000","4,116,000","6,198,000","6,245,000","2,782,000","6,619,000","6,571,000","2,867,000","8,651,000","14,200,000","6,600,000","5,200,000","5,700,000","7,800,000","3,100,000","4,500,000","3,800,000","7,100,000","18,800,000","23,600,000","27,100,000","3,300,000","4,400,000","5,800,000","3,900,000","1,700,000","1,000,000","2,200,000","5,400,000","10,000,000","7,900,000","6,400,000","8,700,000","14,800,000","15,700,000","13,200,000","14,100,000","10,800,000","600,000","400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0",,"45,481,000","58,364,000","30,295,000","41,428,000","67,143,000","120,121,000","112,651,000","1,012,000","1,000,000","1,187,000","1,173,000","1,158,000","1,143,000","1,450,000","1,450,000","1,450,000","1,475,000","1,475,000","1,475,000","1,475,000","1,500,000","1,500,000","1,412,000","1,431,000","1,447,000","11,500,000","12,509,000","2,519,000","2,281,000","2,511,000","1,933,000","10,474,000","9,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"321,076,000","247,201,000","272,248,000","229,512,000","199,631,000","146,107,000","136,613,000","127,173,000","143,311,000","177,864,000","146,211,000","165,757,000","145,299,000","158,061,000","179,347,000","178,682,000","192,562,000","160,055,000","146,056,000","105,713,000","108,368,000","145,438,000","140,799,000","143,979,000","111,141,000","99,545,000","171,067,000","239,983,000","270,841,000","282,819,000","304,175,000","312,415,000","307,784,000","323,001,000","280,979,000","293,913,000","259,001,000","258,169,000","239,129,000","212,236,000","226,910,000","215,949,000","183,943,000","176,691,000","151,557,000","171,672,000","122,381,000","131,642,000","149,072,000","148,909,000","101,530,000","108,384,000","113,779,000","170,851,000","187,181,000","204,371,000","200,385,000","160,082,000","153,796,000","144,241,000","146,929,000","150,405,000","155,883,000","133,848,000","138,299,000","165,197,000","139,478,000","107,128,000","96,669,000","104,964,000","91,397,000","79,624,000","70,375,000","65,084,000","58,745,000","57,952,000","68,046,000","35,399,000","34,598,000","35,041,000","32,334,000","46,484,000","36,207,000","47,722,000","52,014,000","55,068,000","53,185,000","46,771,000","30,894,000","23,000,000","15,000,000","12,800,000","14,400,000","17,900,000","18,500,000","17,300,000","22,000,000","24,300,000","22,300,000","20,000,000","19,700,000","21,400,000","20,700,000","15,300,000","14,000,000","8,100,000","7,900,000","8,100,000","7,300,000","8,600,000","9,400,000","9,200,000","7,600,000","6,900,000","6,200,000","7,500,000","7,200,000","10,000,000","6,900,000","6,100,000"
			AccountsReceivable,"321,076,000","247,201,000","272,248,000","229,512,000","199,631,000","162,455,000","136,613,000","127,173,000","143,311,000","184,732,000","146,211,000","165,757,000","145,299,000","167,536,000","179,347,000","178,682,000","192,562,000","160,154,000","146,056,000","105,713,000","108,368,000","151,950,000","140,799,000","143,979,000","111,141,000","134,124,000","171,067,000","239,983,000","270,841,000",,"304,175,000","312,415,000","307,784,000","318,371,000","278,125,000","291,197,000","255,888,000","254,805,000","235,887,000","209,633,000","224,335,000","149,384,000","183,943,000","173,557,000","146,805,000","163,190,000","121,010,000","108,427,000","129,302,000","116,136,000","98,709,000","108,384,000","113,779,000","157,690,000","182,598,000","194,517,000","200,385,000","159,149,000","150,699,000","137,333,000","142,079,000","142,721,000","134,388,000","115,516,000","138,299,000","165,197,000","139,478,000","107,128,000","96,669,000","104,964,000","91,397,000","79,624,000","70,375,000","65,084,000","58,745,000","57,952,000","68,046,000","35,399,000","34,598,000","35,041,000","32,334,000","46,484,000","36,207,000","47,722,000","52,014,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149,384,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"1,416,000",,,,"2,301,000",,,,"4,069,000",,,,"4,415,000",,,,"2,276,000",,,,"15,320,000",,,,"12,072,000",,,,"24,394,000",,,,"33,843,000","2,854,000","2,716,000","3,113,000","20,601,000","3,242,000","2,603,000","2,575,000","20,560,000","0","3,134,000","4,752,000","8,482,000","1,371,000","23,215,000","19,770,000","32,773,000","2,821,000","0","0","13,161,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,"23,782,000",,,,"31,514,000",,,,"22,681,000",,,,"31,497,000",,,,"56,929,000",,,,"29,669,000",,,,"22,269,000",,,,"58,347,000",,,,"37,517,000",,,,"62,671,000",,,,"30,784,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
