name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"12,715,100,000","4,459,100,000","3,108,000,000","2,956,500,000","2,191,500,000","2,392,200,000","1,882,200,000","2,062,900,000","1,535,500,000","1,821,200,000","2,283,700,000","2,334,300,000","2,480,300,000","2,199,900,000","2,821,200,000","2,495,200,000","2,563,500,000","2,353,200,000","2,512,800,000","2,341,500,000","1,230,700,000","1,182,200,000","1,084,600,000","1,079,900,000","1,426,400,000","1,105,900,000","1,364,100,000","1,554,200,000","1,693,100,000","1,150,600,000","1,761,700,000","2,322,200,000","2,374,700,000","1,865,700,000","1,758,200,000","2,376,900,000","2,247,000,000","2,324,700,000","2,184,500,000","2,237,600,000","2,134,200,000","2,170,400,000","2,001,000,000","2,205,000,000","1,848,700,000","1,143,500,000","989,500,000","875,500,000","997,700,000","892,900,000","900,600,000","817,900,000","595,500,000","352,700,000","482,300,000","1,465,100,000","1,449,600,000","1,218,200,000","1,123,600,000","1,064,900,000","1,103,000,000","805,600,000","807,500,000","920,851,000","819,590,000","659,759,000","644,328,000","698,747,000","459,707,000","229,087,000","239,928,000","242,900,000","219,349,000","155,722,000"
	OperatingRevenue,"12,715,100,000","4,459,100,000","3,108,000,000","2,956,500,000","2,191,500,000","2,392,200,000","1,882,200,000","2,062,900,000","1,535,500,000","1,821,200,000","2,283,700,000","2,334,300,000","2,480,300,000","2,199,900,000","2,821,200,000","2,495,200,000","2,563,500,000","2,353,200,000","2,512,800,000","2,341,500,000","1,230,700,000","1,182,200,000","1,084,600,000","1,079,900,000","1,426,400,000","1,105,900,000","1,364,100,000","1,554,200,000","1,693,100,000","1,150,600,000","1,761,700,000","2,322,200,000","2,374,700,000","1,865,700,000","1,758,200,000","2,376,900,000","2,247,000,000","2,324,700,000","2,184,500,000","2,237,600,000","2,134,200,000","2,170,400,000","2,001,000,000","2,205,000,000","1,848,700,000","1,143,500,000","989,500,000","875,500,000","997,700,000","892,900,000","900,600,000","817,900,000","595,500,000","352,700,000","482,300,000","1,465,100,000","1,449,600,000","1,218,200,000","1,123,600,000","1,064,900,000","1,103,000,000","805,600,000","807,500,000","920,851,000","819,590,000","659,759,000","644,328,000","698,747,000","459,707,000","229,087,000","239,928,000","242,900,000","219,349,000","155,722,000"
CostOfRevenue,"12,466,100,000","4,354,700,000","3,068,300,000","2,826,400,000","2,185,900,000","2,395,800,000","1,972,200,000","2,051,000,000","1,434,800,000","2,086,800,000","2,132,800,000","2,149,600,000","2,246,100,000","1,879,600,000","2,550,200,000","2,148,100,000","2,334,300,000","2,200,900,000","2,298,500,000","2,141,300,000","1,219,900,000","1,096,900,000","1,067,700,000","1,026,600,000","1,344,200,000","1,093,000,000","1,318,300,000","1,462,200,000","1,544,200,000","1,097,500,000","1,625,600,000","2,136,100,000","2,207,600,000","1,738,900,000","1,685,600,000","2,316,500,000","2,121,000,000","2,135,700,000","2,028,500,000","2,028,600,000","1,971,200,000","2,039,400,000","1,954,000,000","2,006,300,000","1,716,100,000","1,074,400,000","962,800,000","851,900,000","950,900,000","876,800,000","895,400,000","800,700,000","573,700,000","343,300,000","204,600,000","1,395,600,000","1,354,700,000","1,132,600,000","1,111,700,000","1,009,200,000","924,300,000","706,300,000","595,376,000","862,180,000","693,346,000","583,313,000",,,,,,,,
GrossProfit,"249,000,000","104,400,000","39,700,000","130,100,000","5,600,000","-3,600,000","-90,000,000","11,900,000","100,700,000","-265,600,000","150,900,000","184,700,000","234,200,000","320,300,000","271,000,000","347,100,000","229,200,000","152,300,000","214,300,000","200,200,000","10,800,000","85,300,000","16,900,000","53,300,000","82,200,000","12,900,000","45,800,000","92,000,000","148,900,000","53,100,000","136,100,000","186,100,000","167,100,000","126,800,000","72,600,000","60,400,000","126,000,000","189,000,000","156,000,000","209,000,000","163,000,000","131,000,000","47,000,000","198,700,000","132,600,000","69,100,000","26,700,000","23,600,000","46,800,000","16,100,000","5,200,000","17,200,000","21,800,000","9,400,000","277,700,000","69,500,000","94,900,000","85,600,000","11,900,000","55,700,000","178,700,000","99,300,000","212,124,000","58,671,000","126,244,000","76,446,000",,,,,,,,
OperatingExpense,"285,300,000","57,700,000","50,400,000","84,300,000","91,000,000","76,500,000","98,100,000","87,100,000","77,900,000","95,900,000","102,700,000","97,300,000","99,900,000","97,900,000","88,200,000","91,900,000","94,100,000","113,200,000","101,900,000","109,400,000","57,300,000","55,500,000","61,000,000","56,100,000","66,300,000","71,000,000","60,800,000","68,200,000","69,100,000","61,000,000","64,200,000","65,200,000","61,100,000","59,100,000","60,000,000","47,500,000","48,200,000","54,600,000","50,100,000","43,600,000","46,300,000","46,000,000","37,700,000","39,400,000","44,600,000","33,800,000","43,400,000","29,500,000","14,400,000","29,800,000","-4,800,000","31,200,000","28,100,000","24,800,000","260,000,000","23,100,000","83,500,000","80,600,000","24,200,000","22,400,000","77,700,000","64,800,000","192,154,000","15,770,000","58,287,000","52,074,000",,,,,,,,
	SellingGeneralAndAdministration,"241,400,000","53,100,000","65,000,000","58,700,000","58,600,000","47,100,000","63,900,000","57,000,000","61,700,000","65,700,000","77,400,000","65,600,000","69,500,000","62,200,000","71,500,000","58,000,000","52,900,000","65,200,000","54,000,000","61,800,000","27,500,000","26,500,000","28,600,000","24,900,000","29,300,000","34,600,000","24,900,000","34,100,000","34,300,000","32,700,000","35,800,000","36,000,000","32,900,000","34,500,000","32,800,000","27,000,000","28,100,000","32,600,000","28,800,000","23,000,000","24,700,000","27,000,000","19,500,000","18,800,000","24,800,000","18,300,000","14,000,000","14,900,000","14,800,000","15,300,000","18,700,000","15,400,000","15,600,000","14,600,000","248,200,000","16,500,000","77,200,000","71,200,000","14,600,000","14,000,000","69,700,000","57,800,000","184,229,000","10,032,000","53,576,000","47,648,000",,,,,,,,
		GeneralAndAdministrativeExpense,"241,400,000","53,100,000","65,000,000","58,700,000","58,600,000","47,100,000","63,900,000","57,000,000","61,700,000","65,700,000","77,400,000","65,600,000","69,500,000","62,200,000","71,500,000","58,000,000","52,900,000","65,200,000","54,000,000","61,800,000","27,500,000","26,500,000","28,600,000","24,900,000","29,300,000","34,600,000","24,900,000","34,100,000","34,300,000","32,700,000","35,800,000","36,000,000","32,900,000","34,500,000","32,800,000","27,000,000","28,100,000","32,600,000","28,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"241,400,000","53,100,000","65,000,000","58,700,000","58,600,000","47,100,000","63,900,000","57,000,000","61,700,000","65,700,000","77,400,000","65,600,000","69,500,000","62,200,000","71,500,000","58,000,000","52,900,000","65,200,000","54,000,000","61,800,000","27,500,000","26,500,000","28,600,000","24,900,000","29,300,000","34,600,000","24,900,000","34,100,000","34,300,000","32,700,000","35,800,000","36,000,000","32,900,000","34,500,000","32,800,000","27,000,000","28,100,000","32,600,000","28,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"24,400,000","5,600,000","7,800,000","5,200,000","5,800,000","6,200,000","8,600,000","5,800,000","6,000,000","5,600,000","2,600,000","6,000,000","7,500,000","7,500,000","11,000,000","8,000,000","49,200,000","48,000,000","47,900,000","46,900,000","29,500,000","29,000,000","29,800,000","29,000,000","37,300,000","36,100,000","36,600,000","34,200,000","34,900,000","28,300,000","29,500,000","29,200,000","28,200,000","24,600,000","25,600,000","20,600,000","21,600,000","22,000,000","21,300,000","20,600,000","21,600,000","19,000,000","20,800,000","20,000,000","18,400,000","14,900,000","16,200,000","14,400,000","16,000,000","14,500,000","15,800,000","13,900,000","12,500,000","10,200,000","11,700,000","10,600,000","9,200,000","9,400,000","9,700,000","8,400,000","8,000,000","7,000,000","7,985,000","5,733,000","4,710,000","4,372,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"24,400,000","5,600,000","7,800,000","5,200,000","5,800,000","6,200,000","8,600,000","5,800,000","6,000,000","5,600,000","2,600,000","6,000,000","7,500,000","7,500,000","11,000,000","8,000,000","49,200,000","48,000,000","47,900,000","46,900,000","29,500,000","29,000,000","29,800,000","29,000,000","37,300,000","36,100,000","36,600,000","34,200,000","34,900,000","28,300,000","29,500,000","29,200,000","28,200,000","24,600,000","25,600,000","20,600,000","21,600,000","22,000,000","21,300,000","20,600,000","21,600,000","19,000,000","20,800,000","20,000,000","18,400,000","14,900,000","16,200,000","14,400,000","16,000,000","14,500,000","15,800,000","13,900,000","12,500,000","10,200,000","11,700,000","10,600,000","9,200,000","9,400,000","9,700,000","8,400,000","8,000,000","7,000,000","7,985,000","5,733,000","4,710,000","4,372,000",,,,,,,,
