name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
TotalRevenue,"323,786,000","70,104,000","85,704,000","81,782,000","86,196,000","93,350,000","100,025,000","91,839,000","88,098,000","78,064,000","67,443,000","71,714,000","69,016,000","55,649,000","100,158,000","109,748,000","120,070,000","109,302,000","124,039,000","134,558,000","127,470,000","119,927,000","121,436,000","157,373,000","145,794,000","112,263,000","104,572,000","105,926,000","110,812,000","98,915,000","78,819,000","71,241,000","76,540,000","58,198,000","57,813,000","59,136,000","73,978,000","73,516,000","87,374,000","84,424,000","71,139,000","52,406,000","40,339,000","49,238,000","30,526,000","24,055,000","41,601,000","37,998,000"
	OperatingRevenue,"323,786,000","70,104,000","85,704,000","81,782,000","86,196,000","93,350,000","100,025,000","91,839,000","88,098,000","78,064,000","67,443,000","71,714,000","69,016,000","55,649,000","100,158,000","109,748,000","120,070,000","109,302,000","124,039,000","134,558,000","127,470,000","119,927,000","121,436,000","157,373,000","145,794,000","112,263,000","104,572,000","105,926,000","110,812,000","98,915,000","78,819,000","71,241,000","76,540,000","58,198,000","57,813,000","59,136,000","73,978,000","73,516,000","87,374,000","84,424,000","71,139,000","52,406,000","40,339,000","49,238,000","30,526,000","24,055,000","41,601,000","37,998,000"
PretaxIncome,"134,578,000","24,631,000","37,733,000","34,833,000","37,381,000","36,742,000","35,255,000","33,782,000","23,977,000","8,880,000","16,228,000","15,993,000","10,184,000","6,303,000","14,859,000","14,407,000","8,827,000","7,772,000","17,042,000","19,777,000","16,132,000","13,238,000","3,406,000","42,898,000","34,827,000","9,646,000","10,524,000","14,376,000","18,382,000","13,625,000","9,698,000","6,963,000","13,826,000","2,828,000","-1,414,000","1,970,000","17,859,000","16,379,000","31,885,000","33,105,000","21,353,000","17,329,000","6,424,000","15,620,000","1,267,000","-7,406,000","-13,098,000","-5,994,000"
TaxProvision,"28,868,000","4,680,000","8,301,000","7,663,000","8,224,000","7,079,000","7,657,000","7,433,000","5,073,000","1,741,000","3,123,000","2,328,000","1,292,000","1,245,000","-368,000","2,572,000","1,728,000","1,906,000","-17,873,000","5,938,000","4,923,000","4,255,000","1,112,000","15,197,000","13,078,000","3,239,000","1,846,000","4,415,000","6,006,000","3,321,000","4,077,000","1,988,000","4,464,000","527,000","-553,000","308,000","5,791,000","5,439,000","8,149,000","11,762,000","3,357,000","-1,721,000","-602,000","362,000","-17,000","43,000","1,297,000","-633,000"
NetIncomeCommonStockholders,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","10,988,000","13,827,000","-5,588,000","-1,715,000","15,227,000","11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,678,000","9,961,000","12,376,000","10,304,000","5,621,000","4,975,000","9,362,000","2,301,000","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","17,996,000","19,050,000","7,026,000","15,258,000","1,284,000","-7,449,000","-14,395,000","-5,361,000"
	NetIncome,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","10,988,000","13,827,000","-5,588,000","-1,715,000","15,227,000","11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,678,000","9,961,000","12,376,000","10,304,000","5,621,000","4,975,000","9,362,000","2,301,000","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","17,996,000","19,050,000","7,026,000","15,258,000","1,284,000","-7,449,000","-14,395,000","-5,361,000"
		NetIncomeIncludingNoncontrollingInterests,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","10,988,000","13,827,000","-5,588,000","-1,715,000","15,227,000","11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,678,000","9,961,000","12,376,000","10,304,000","5,621,000","4,975,000","9,362,000","2,301,000","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","17,996,000","19,050,000","7,026,000","15,258,000","1,284,000","-7,449,000","-14,395,000","-5,361,000"
			NetIncomeContinuousOperations,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","13,105,000","13,665,000","8,892,000","5,058,000","15,227,000","11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,678,000","9,961,000","12,376,000","10,304,000","5,621,000","4,975,000","9,362,000","2,301,000","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","17,996,000","19,050,000","7,026,000","15,258,000","1,284,000","-7,449,000","-14,395,000","-5,361,000"
			NetIncomeDiscontinuousOperations,,,,,,,"0","0","0","0","-2,117,000","162,000","-14,480,000","-6,773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","10,988,000","13,827,000","-5,588,000","-1,715,000","15,227,000","11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,678,000","9,961,000","12,376,000","10,304,000","5,621,000","4,975,000","9,362,000","2,301,000","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","17,996,000","19,050,000","7,026,000","15,258,000","1,284,000","-7,449,000","-14,395,000","-5,361,000"
BasicEPS,,"1.02","1.45","1.32","1.38","1.37","1.27","1.16","0.81","0.3","0.45","0.55","-0.22","-0.06","0.56","0.44","0.26","0.22","1.3","0.51","0.42","0.33","0.09","1.12","0.88","0.27","0.39","0.45","0.56","0.6","0.38","0.34","0.63","0.16","-0.06","0.12","0.84","0.76","1.5","1.49","1.265","1.85",,"2.823","0.24","-1.38",,"-0.993"
DilutedEPS,,"1.01","1.43","1.31","1.37","1.35","1.25","1.15","0.81","0.3","0.45","0.55","-0.22","-0.06","0.56","0.44","0.26","0.22","1.29","0.51","0.41","0.33","0.09","1.11","0.87","0.27","0.39","0.45","0.56","0.59","0.38","0.33","0.63","0.15","-0.06","0.11","0.82","0.74","1.46","1.45","1.215","1.775",,"2.823","0.225","-1.38",,"-0.993"
BasicAverageShares,,"19,585,753","20,251,824","20,613,290","21,057,473","21,637,671","21,798,545","22,665,069","23,330,494","23,688,930","24,233,434","24,419,793","26,619,216","27,021,507","26,993,885","26,985,425","26,976,892","26,927,464","26,887,611","26,883,392","26,866,230","26,821,396","25,267,909","24,811,169","24,708,375","23,676,506","22,050,022","22,035,317","22,028,539","17,158,303","14,811,699","14,805,780","14,800,853","14,784,424","14,523,405","14,388,559","14,376,580","14,359,691","14,371,120","14,335,950","14,252,120","10,292,566",,"5,403,496","5,403,498","5,403,498",,"5,403,496"
DilutedAverageShares,,"19,791,913","20,522,475","20,819,601","21,287,974","21,961,828","22,103,902","22,877,226","23,479,845","23,860,280","24,469,891","24,625,938","26,802,130","27,185,175","27,175,522","27,181,688","27,156,329","27,159,000","27,136,977","27,089,040","27,084,608","27,057,449","25,588,691","25,009,459","24,911,919","23,877,376","22,297,183","22,291,810","22,292,734","17,355,076","14,973,222","14,968,238","14,954,998","14,947,864","14,812,391","14,790,671","14,785,481","14,804,129","14,714,166","14,699,032","14,824,064","10,720,330",,"5,403,496","5,675,382","5,403,498",,"5,403,496"
NetIncomeFromContinuingAndDiscontinuedOperation,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","10,988,000","13,827,000","-5,588,000","-1,715,000","15,227,000","11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,678,000","9,961,000","12,376,000","10,304,000","5,621,000","4,975,000","9,362,000","2,301,000","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","17,996,000","19,050,000","7,026,000","15,258,000","1,284,000","-7,449,000","-14,395,000","-5,361,000"
NormalizedIncome,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","13,105,000","13,665,000","8,892,000","5,058,000","15,227,000","11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,363,830.673","9,409,458.82","12,429,167","5,299,860","5,621,000","4,973,572","9,354,553","2,778,004","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","18,787,375.638","19,050,000","7,026,000","15,258,000","1,284,000","-8,749,000","-14,395,000","-5,361,000"
InterestIncome,"243,632,000","59,028,000","60,969,000","61,388,000","62,247,000","59,691,000","62,724,000","63,737,000","61,802,000","63,749,000","66,767,000","70,077,000","72,079,000","68,683,000","72,166,000","69,673,000","67,189,000","61,674,000","63,686,000","61,981,000","56,742,000","55,274,000","56,862,000","55,330,000","51,291,000","46,054,000","44,438,000","43,990,000","42,440,000","34,246,000","30,780,000","28,478,000","26,225,000","25,810,000","24,422,000","23,348,000","20,468,000","20,738,000","21,184,000","20,824,000","19,755,000","18,928,000","19,428,000","19,132,000","19,868,000","20,610,000","23,436,000","21,981,000"
