name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,09/30/1989
TotalAssets,"20,327,000,000","19,900,000,000","4,730,697,000","4,610,567,000","4,550,852,000","4,523,532,000","4,419,305,000","4,527,870,000","4,522,175,000","4,487,245,000","4,442,665,000","4,563,729,000","4,481,547,000","4,198,829,000","4,179,043,000","4,396,710,000","4,538,401,000","4,727,344,000","5,128,766,000","5,219,459,000","5,244,388,000","5,122,569,000","5,531,921,000","5,570,470,000","5,702,708,000","5,261,899,000","5,484,672,000","5,504,920,000","5,512,323,000","5,437,716,000","5,807,264,000","5,208,922,000","5,145,775,000","4,981,080,000","5,031,392,000","5,017,936,000","4,687,836,000","4,616,313,000","4,482,937,000","4,410,192,000","4,402,794,000","4,331,493,000","4,472,397,000","4,250,160,000","4,048,407,000","4,005,031,000","3,946,710,000","3,870,200,000","3,811,917,000","3,683,401,000","3,589,054,000","3,623,684,000","3,748,771,000","3,701,664,000","3,538,106,000","2,718,432,000","2,329,990,000","2,208,594,000","2,077,246,000","1,969,261,000","1,843,357,000","1,834,491,000","1,979,960,000","1,628,005,000","1,506,631,000","1,495,370,000","1,415,924,000","1,280,418,000","1,252,090,000","1,210,956,000","1,178,356,000","1,137,423,000","1,065,241,000","1,024,201,000","1,019,992,000","1,007,331,000","1,013,826,000","1,054,871,000","1,050,802,000","1,065,080,000","1,066,175,000","1,069,031,000","1,093,097,000","772,930,000","745,091,000","735,634,000","697,369,000","675,227,000","652,092,000","659,500,000","694,700,000","682,500,000","694,700,000","704,200,000","596,900,000","578,300,000","548,500,000","541,800,000","561,200,000","533,200,000","533,800,000","561,300,000","527,100,000","521,600,000","539,600,000","528,200,000","511,600,000","647,600,000","664,500,000","688,400,000","681,100,000","669,600,000","445,900,000","445,000,000","433,000,000","375,300,000","340,900,000","348,700,000","332,200,000","324,100,000","322,000,000","334,300,000","321,400,000","313,200,000","316,300,000","317,200,000","302,100,000","297,700,000","302,200,000","289,500,000"
	CurrentAssets,"2,597,000,000","2,136,000,000","442,723,000","396,066,000","411,915,000","415,715,000","322,552,000","463,934,000","541,789,000","568,248,000","421,679,000","631,330,000","680,191,000","544,545,000","619,864,000","987,413,000","1,236,118,000","764,957,000","718,029,000","735,824,000","748,313,000","715,881,000","655,645,000","659,238,000","720,687,000","144,786,000","215,421,000","254,993,000","349,403,000","413,447,000","587,946,000","306,096,000","373,830,000","378,899,000","289,756,000","403,193,000","238,880,000","270,310,000","224,674,000","295,867,000","339,727,000","345,800,000","310,037,000","235,838,000","161,538,000","203,008,000","220,985,000","248,257,000","293,897,000","281,502,000","335,007,000","370,822,000","457,074,000","460,551,000","430,494,000","436,758,000","272,004,000","221,413,000","197,835,000","213,662,000","219,519,000","315,682,000","547,007,000","187,591,000","164,353,000","230,312,000","232,180,000","207,400,000","218,040,000","194,679,000","184,151,000","167,175,000","148,539,000","121,396,000","131,369,000","109,997,000","124,829,000","93,121,000","85,845,000","87,439,000","81,416,000","84,987,000","116,058,000","109,224,000","94,921,000","110,269,000","83,474,000","72,339,000","57,409,000","66,600,000","104,600,000","57,800,000","60,500,000","71,100,000","62,400,000","60,400,000","59,000,000","70,500,000","50,100,000","42,500,000","52,400,000","79,600,000","48,500,000","46,200,000","62,900,000","52,300,000","37,900,000","40,200,000","45,600,000","52,000,000","52,100,000","50,000,000","41,700,000","44,600,000","40,200,000","33,300,000","33,700,000","41,700,000","27,600,000","23,000,000","20,900,000","32,900,000","21,800,000","19,500,000","25,300,000","32,300,000","25,200,000","31,700,000","35,800,000","25,300,000"
		CashCashEquivalentsAndShortTermInvestments,"1,447,000,000","1,036,000,000","76,270,000","158,147,000","173,659,000","140,113,000","170,000","117,164,000","202,842,000","200,227,000","82,316,000","241,394,000","314,889,000","2,287,000","316,077,000","740,994,000","964,928,000","480,047,000","510,256,000","516,534,000","537,485,000","498,542,000","501,193,000","517,490,000","579,316,000","514,000","8,773,000","15,231,000","13,948,000","20,954,000","309,987,000","45,610,000","25,431,000","23,400,000","27,932,000","47,277,000","20,457,000","30,736,000","37,501,000","48,641,000","32,328,000","29,911,000","62,928,000","39,314,000","24,896,000","55,949,000",,"47,685,000","28,505,000","40,158,000","35,670,000","29,848,000","25,249,000","28,101,000","47,374,000","136,331,000","41,992,000","18,498,000","14,451,000","23,591,000","57,442,000","41,854,000","322,123,000","16,059,000","8,514,000","10,626,000","3,187,000","51,946,000","59,584,000","10,026,000","24,886,000","21,429,000","51,799,000","724,000","4,346,000","3,262,000","1,223,000","2,561,000","4,668,000","7,710,000","4,976,000","5,706,000","13,932,000","9,361,000","5,111,000","7,574,000","2,022,000","1,429,000","836,000","1,700,000","1,500,000","1,900,000","1,700,000","2,200,000","2,100,000","3,900,000","3,500,000","1,800,000","1,800,000","400,000","5,800,000","1,400,000","1,400,000","3,300,000","3,800,000","3,000,000","2,000,000","2,300,000","3,300,000","3,800,000","4,300,000","3,100,000","3,300,000","2,900,000","3,100,000","1,100,000","700,000","1,100,000","500,000","1,200,000","800,000","2,200,000","1,700,000","200,000","2,200,000","1,500,000","2,000,000","14,200,000","11,600,000","600,000"
			CashAndCashEquivalents,"1,447,000,000","1,036,000,000","76,270,000","158,147,000","173,659,000","140,113,000","170,000","117,164,000","202,842,000","200,227,000","82,316,000","241,394,000","314,889,000","2,287,000","316,077,000","740,994,000","964,928,000","480,047,000","510,256,000","516,534,000","537,485,000","498,542,000","501,193,000","517,490,000","579,316,000","514,000","8,773,000","15,231,000","13,948,000","20,954,000","309,987,000","45,610,000","25,431,000","23,400,000","27,932,000","47,277,000","20,457,000","30,736,000","37,501,000","48,641,000","32,328,000","29,911,000","62,928,000","39,314,000","24,896,000","55,949,000",,"47,685,000","28,505,000","40,158,000","35,670,000","29,848,000","25,249,000","28,101,000","47,374,000","136,331,000","41,992,000","18,498,000","14,451,000","23,591,000","57,442,000","41,854,000","322,123,000","16,059,000","8,514,000","10,626,000","3,187,000","51,946,000","59,584,000","10,026,000","24,886,000","21,429,000","51,799,000","724,000","4,346,000","3,262,000","1,223,000","2,561,000","4,668,000","7,710,000","4,976,000","5,706,000","13,932,000","9,361,000","5,111,000","7,574,000","2,022,000","1,429,000","836,000","1,700,000","1,500,000","1,900,000","1,700,000","2,200,000","2,100,000","3,900,000","3,500,000","1,800,000","1,800,000","400,000","5,800,000","1,400,000","1,400,000","3,300,000","3,800,000","3,000,000","2,000,000","2,300,000","3,300,000","3,800,000","4,300,000","3,100,000","3,300,000","2,900,000","3,100,000","1,100,000","700,000","1,100,000","500,000","1,200,000","800,000","2,200,000","1,700,000","200,000","2,200,000","1,500,000","2,000,000","14,200,000","11,600,000","600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,094,000,000","1,037,000,000","340,437,000","205,124,000","200,402,000","220,895,000","293,553,000","273,261,000","292,248,000","338,818,000","292,267,000","305,235,000","332,035,000","471,654,000","288,619,000","222,057,000","251,420,000","272,670,000","188,653,000","193,806,000","194,384,000","201,343,000","136,859,000","122,235,000","105,058,000","124,552,000","135,961,000","138,354,000","185,281,000","239,009,000","191,270,000","212,100,000","245,073,000","222,476,000","180,451,000","212,243,000","172,661,000","172,419,000","104,817,000","89,167,000","95,120,000","115,769,000","111,770,000","125,207,000","93,909,000","94,488,000",,"82,929,000","107,570,000","89,271,000","85,716,000","54,521,000","75,218,000","109,613,000","148,577,000","163,309,000","138,961,000","113,138,000","100,495,000","108,220,000","97,507,000","141,058,000","104,157,000","99,552,000","114,268,000","168,248,000","131,840,000","93,416,000","98,665,000","125,754,000","74,692,000","89,495,000","72,778,000","87,425,000","78,668,000","85,158,000","108,470,000","70,028,000","48,681,000","52,715,000","51,635,000","50,711,000","58,731,000","55,641,000","71,144,000","85,677,000","62,165,000","58,167,000","49,356,000","50,400,000","51,400,000","43,500,000","47,200,000","55,800,000","45,900,000","43,400,000","47,000,000","59,700,000","36,900,000","34,200,000","39,700,000","67,800,000","35,000,000","36,000,000","53,900,000","42,000,000","27,200,000","31,400,000","37,900,000","38,200,000","37,900,000","39,100,000","34,900,000","35,300,000","26,100,000","26,800,000","30,100,000","34,500,000","20,100,000","17,600,000","17,900,000","25,700,000","13,500,000","15,100,000","20,500,000","27,000,000","19,400,000","14,100,000","21,600,000","16,200,000"
			AccountsReceivable,"1,004,000,000","922,000,000","285,367,000","183,174,000","198,625,000","215,301,000","136,740,000","117,971,000","135,862,000","209,200,000","159,167,000","183,700,000","220,612,000","362,973,000","221,515,000","175,384,000","161,085,000","215,511,000","162,069,000","176,840,000","189,244,000","185,594,000","118,840,000","115,463,000","97,205,000","116,772,000","114,154,000","130,729,000","182,863,000","227,835,000","190,328,000","211,559,000","242,367,000","215,361,000","173,096,000","193,695,000","167,405,000","165,070,000","99,753,000","82,915,000","95,120,000","114,381,000","98,661,000","109,924,000","90,586,000","94,488,000",,"79,162,000","93,551,000","80,362,000","52,613,000","54,521,000","75,218,000","109,087,000","115,027,000","162,680,000","131,478,000","109,306,000","82,845,000","100,547,000","97,507,000","116,546,000","104,157,000","99,552,000","114,268,000","168,248,000","131,840,000","93,416,000","98,665,000","125,754,000","74,692,000","89,495,000","72,778,000","87,425,000","78,668,000","85,158,000","108,470,000","70,028,000","48,681,000","52,715,000","51,635,000","50,711,000","58,731,000","55,641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,368,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"0","55,728,000","22,424,000","2,559,000","6,171,000","156,815,000","155,343,000","156,551,000","129,795,000","133,028,000","121,859,000","111,303,000","109,251,000","65,792,000","41,512,000","81,420,000","56,666,000","26,963,000","16,464,000","1,601,000","10,298,000","15,558,000","4,187,000","4,187,000","4,323,000","16,218,000","5,797,000","2,441,000","3,612,000","0","0","532,000","922,000","1,972,000","7,273,000",,"0","1,183,000","0","0","1,388,000","10,158,000","7,893,000","3,323,000","0",,"3,767,000","14,019,000","8,909,000","33,103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"70,000,000","83,000,000",,,,,,,,,"393,000","64,000","198,000","101,000","1,916,000","1,551,000","673,000","467,000","1,208,000","1,192,000","1,448,000","1,359,000","1,618,000","1,517,000","2,215,000","2,013,000","1,585,000","1,388,000","2,016,000","2,245,000","1,493,000","1,886,000","3,469,000","7,261,000","5,452,000","6,694,000","4,826,000","5,659,000","3,804,000","3,703,000",,,"5,871,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"22,000,000","34,000,000","381,000","565,000","257,000","462,000","1,037,000","993,000","881,000","1,007,000","863,000","796,000","996,000","567,000","852,000","4,896,000","9,528,000","1,312,000","425,000","1,322,000","3,334,000","5,335,000","1,986,000","2,211,000","2,484,000","2,557,000","5,001,000","1,440,000","-614,000","6,515,000","439,000","208,000","516,000","746,000","1,612,000","6,260,000","1,555,000","2,817,000","1,092,000","3,561,000",,,"810,000","759,000",,,,,,,,,,"526,000","33,550,000","629,000","7,483,000","3,832,000","17,650,000","7,673,000",,"24,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-2,000,000","-2,000,000","-1,039,000","-1,039,000","-1,039,000","-1,039,000","-1,039,000","-1,046,000","-1,046,000","-1,184,000","-1,184,000","-1,184,000","-1,074,000","-1,238,000","-1,456,000","-1,286,000","-1,286,000","-1,286,000","-2,012,000","-2,012,000","-1,243,000","-1,243,000","-1,143,000","-1,143,000","-1,033,000","-1,113,000","-997,000","-1,000,000","-1,425,000","-1,198,000","-990,000","-1,553,000","-1,811,000","-1,814,000","-1,681,000","-1,679,000","-1,125,000","-1,127,000","-1,015,000","-1,012,000",,,"-3,730,000","-3,737,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"41,000,000","39,000,000","12,781,000","17,395,000","15,870,000","15,270,000","14,929,000","17,948,000","18,249,000","13,932,000","18,195,000","19,381,000","18,277,000","11,076,000","12,476,000","20,470,000","12,448,000","8,006,000","12,997,000","11,080,000","12,095,000","13,304,000","13,487,000","14,985,000","15,948,000","17,049,000","18,283,000","20,423,000","14,087,000","14,026,000","13,731,000","11,914,000","10,392,000","17,468,000","20,839,000","18,276,000","11,278,000","14,173,000","17,696,000","11,985,000","11,393,000","21,278,000","28,296,000","24,044,000","20,806,000","29,667,000",,"23,534,000","17,671,000","27,990,000","36,769,000","29,514,000","27,618,000","45,677,000","52,152,000","19,702,000","12,504,000","27,353,000","36,202,000","23,119,000","15,410,000","32,997,000","41,120,000","25,956,000","13,786,000","24,616,000","35,473,000","23,825,000","13,092,000","24,049,000","25,066,000","9,519,000","10,991,000","18,241,000","21,860,000","9,960,000","9,656,000","15,252,000","19,459,000","15,151,000","12,065,000","17,560,000","20,266,000","14,194,000","7,576,000","11,037,000","14,602,000","8,312,000","4,928,000","10,900,000","11,500,000","8,200,000","8,000,000","9,300,000","10,100,000","8,700,000","6,200,000","6,900,000","9,100,000","5,700,000","5,200,000","8,800,000","10,300,000","4,900,000","4,100,000","5,600,000","7,100,000","5,300,000","3,400,000","8,400,000","8,900,000","6,500,000","2,800,000","5,700,000","8,300,000","3,800,000","2,700,000","5,800,000","6,300,000","3,100,000","1,900,000","4,500,000","5,600,000","3,100,000","2,000,000","3,600,000","3,600,000","2,500,000","2,400,000","8,500,000"
