name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
OperatingCashFlow,"448,400,000","-36,500,000","237,000,000","97,500,000","150,400,000","58,900,000","192,400,000","151,900,000","195,300,000","108,400,000","206,500,000","175,500,000","131,500,000","78,100,000","177,900,000","186,900,000","152,700,000","-400,000","150,400,000","96,500,000","69,100,000","63,000,000","137,500,000","138,500,000","63,800,000","58,400,000","138,000,000","94,400,000","72,900,000","25,800,000","153,200,000","137,100,000","57,800,000","43,400,000","155,900,000","117,400,000","65,800,000","42,700,000","157,100,000","87,400,000","59,500,000","45,100,000","117,800,000","100,800,000","62,900,000","53,500,000","90,200,000","82,900,000","69,200,000","23,900,000","100,600,000","143,400,000","107,100,000","46,600,000","84,300,000","109,800,000","92,700,000","32,400,000","114,000,000","81,800,000","105,800,000","33,600,000","57,000,000","29,300,000","37,100,000","16,500,000","54,000,000","78,800,000","52,700,000","-1,400,000","39,400,000","66,000,000","54,400,000","25,200,000","53,800,000","99,600,000","54,500,000","35,700,000","28,700,000","80,000,000","35,800,000","34,900,000","50,400,000","71,700,000","45,600,000","31,600,000","36,800,000","37,700,000","13,800,000","35,500,000","65,100,000","57,500,000","32,800,000","20,600,000","29,900,000","71,200,000","37,900,000","51,400,000","20,700,000","64,600,000","28,100,000","35,200,000","47,100,000","52,000,000","42,600,000","47,500,000","41,700,000","52,600,000","23,000,000","35,300,000","33,000,000","35,700,000","22,100,000","31,000,000","32,300,000","39,100,000","24,200,000","22,900,000","22,200,000","36,200,000","6,700,000","20,100,000","42,600,000","40,500,000","23,700,000","22,500,000","27,000,000","37,900,000","15,400,000","19,100,000","22,500,000"
	CashFlowFromContinuingOperatingActivities,"446,200,000","-14,400,000","206,900,000","97,500,000","150,400,000","58,900,000","192,400,000","151,900,000","195,300,000","108,400,000","206,500,000","175,500,000","131,500,000","78,100,000","177,900,000","186,900,000","152,700,000","-400,000","150,400,000","96,500,000","69,100,000","63,000,000","137,500,000","138,500,000","63,800,000","58,400,000","138,000,000","94,400,000","72,900,000","25,800,000","153,200,000","137,100,000","57,800,000","43,400,000","155,900,000","117,400,000","65,800,000","42,700,000","157,100,000","87,400,000","59,500,000","45,100,000","117,800,000","100,800,000","62,900,000","53,500,000","90,200,000","82,900,000","69,200,000","23,900,000","100,600,000","143,400,000","107,100,000","46,600,000","84,300,000","109,800,000","92,700,000","32,400,000","114,000,000","81,800,000","105,800,000","33,600,000","57,000,000","29,300,000","37,100,000","16,500,000","54,000,000","78,800,000","52,700,000","-1,400,000","39,400,000","66,000,000","54,400,000","25,200,000","53,800,000","99,600,000","54,500,000","35,700,000","28,700,000","80,000,000","35,800,000","34,900,000","50,400,000","71,700,000","45,600,000","31,600,000","36,800,000","37,700,000","13,800,000","35,500,000","65,100,000","57,500,000","32,800,000","20,600,000","29,900,000","71,200,000","37,900,000","51,400,000","20,700,000","64,600,000","28,100,000","35,200,000","47,100,000","52,000,000","42,600,000","47,500,000","41,700,000","52,600,000","23,000,000","35,300,000","33,000,000","35,700,000","22,100,000","31,000,000","32,300,000","39,100,000","24,200,000","22,900,000","22,200,000","36,200,000","6,700,000","20,100,000","42,600,000","40,500,000","23,700,000","22,500,000","27,000,000","37,900,000","15,400,000","19,100,000","22,500,000"
		NetIncomeFromContinuingOperations,"400,200,000","103,800,000","84,800,000","110,600,000","96,600,000","79,100,000","82,600,000","108,600,000","89,100,000","75,700,000","103,100,000","132,600,000","97,900,000","73,800,000","89,200,000","114,700,000","102,400,000","59,800,000","22,400,000","82,800,000","80,800,000","63,900,000","65,700,000","88,100,000","82,000,000","62,000,000","62,700,000","74,700,000","81,300,000","63,400,000","80,600,000","90,500,000","90,800,000","65,300,000","82,800,000","97,200,000","83,000,000","66,800,000","72,900,000","87,600,000","78,000,000","63,600,000","70,500,000","83,300,000","65,700,000","50,700,000","50,200,000","71,700,000","57,900,000","39,000,000","50,100,000","57,500,000","39,600,000","34,100,000","46,300,000","66,500,000","61,500,000","48,400,000","48,000,000","65,300,000","53,300,000","41,700,000","29,200,000","47,600,000","41,600,000","39,700,000","52,100,000","48,500,000","35,700,000","28,800,000","47,800,000","41,500,000","31,400,000","34,000,000","34,700,000","34,500,000","24,200,000","21,700,000","27,200,000","5,700,000","30,800,000","19,500,000","-14,100,000","19,400,000","21,900,000","21,100,000","28,300,000","33,100,000","41,700,000","35,100,000","27,200,000","35,800,000","43,100,000","39,700,000","42,200,000","43,200,000","44,100,000","39,900,000","10,900,000","41,700,000","41,400,000","36,300,000","37,100,000","37,000,000","35,700,000","31,700,000","31,700,000","31,700,000","30,100,000","28,400,000","28,400,000","27,300,000","26,500,000","24,300,000","-6,100,000","23,400,000","25,000,000","24,000,000","23,400,000","22,700,000","24,400,000","23,600,000","22,800,000","21,700,000","23,800,000","22,300,000","21,700,000","20,800,000","22,400,000","21,100,000","20,300,000"
		OperatingGainsLosses,"23,900,000","900,000","-4,700,000","100,000",,,"1,300,000",,,,"-14,800,000","-21,700,000",,,,,,,"-11,600,000",,,,,,,,,,,,,,,,,,,,"22,400,000","-15,700,000","-5,700,000","-600,000","-24,500,000","-700,000","-600,000","-800,000","-19,800,000","-900,000","-800,000","-900,000","-24,500,000","-800,000","-800,000","-800,000",,,"2,800,000","-200,000",,,,,,,"-2,600,000","2,700,000","-3,000,000","-300,000",,,"500,000","-1,400,000","7,200,000","500,000","-2,900,000","-2,900,000","1,200,000","-1,800,000","4,400,000","20,700,000","-3,400,000","-4,200,000","27,000,000","-1,300,000","-700,000","-1,200,000","-1,700,000","-6,000,000","-40,900,000","-12,400,000","-1,900,000","-9,600,000","-600,000","-2,100,000","-3,900,000","-1,300,000",,,,,,,,,,,,,,,,"-1,700,000","-1,300,000","-3,300,000",,,,,"-5,900,000","1,600,000","800,000","-900,000",,,,,,"1,700,000","1,300,000","-100,000","1,800,000"
			GainLossOnSaleOfBusiness,,,"0","100,000",,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,"0",,,,"1,000,000","6,600,000",,,"-14,400,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15,700,000","-5,700,000","-600,000","-20,600,000","-700,000","-600,000","-800,000","-21,100,000","-900,000","-800,000","-900,000","-25,000,000","-800,000","-800,000","-800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"144,500,000","34,700,000","26,500,000","39,100,000","40,900,000","42,600,000","40,600,000","39,400,000","38,700,000","38,900,000","39,900,000","37,400,000","37,100,000","36,600,000","35,600,000","36,500,000","36,300,000","40,000,000","23,800,000","25,600,000","26,200,000","24,200,000","23,700,000","22,700,000","23,200,000","22,700,000","21,600,000","20,700,000","21,200,000","21,700,000","20,200,000","20,100,000","20,000,000","18,900,000","18,100,000","18,100,000","17,200,000","17,200,000","17,600,000","16,200,000","16,800,000","16,200,000","16,500,000","16,900,000","17,200,000","17,600,000","17,700,000","18,000,000","18,500,000","18,300,000","19,500,000","16,700,000","17,300,000","17,100,000","16,700,000","16,000,000","15,300,000","15,100,000","15,400,000","14,900,000","15,000,000","14,900,000","14,200,000","14,300,000","14,000,000","12,900,000","13,700,000","12,300,000","12,400,000","12,000,000","11,400,000","11,800,000","12,600,000","13,100,000","13,000,000","13,200,000","13,400,000","13,000,000","9,800,000","14,100,000","14,600,000","11,300,000","10,100,000","14,000,000","14,400,000","14,500,000","13,600,000","13,500,000","13,300,000","14,500,000","9,600,000","14,400,000","14,600,000","14,200,000","10,000,000","12,200,000","13,200,000","12,700,000","6,600,000","11,600,000","13,300,000","11,700,000","6,500,000","10,900,000","11,100,000","10,800,000","6,300,000","9,800,000","10,300,000","9,800,000","5,800,000","9,500,000","10,400,000","8,300,000","6,200,000","8,100,000","8,100,000","7,700,000","5,900,000","6,800,000","6,900,000","7,200,000","3,900,000","6,300,000","6,300,000","5,700,000","3,400,000","4,400,000","5,000,000","4,900,000","3,500,000"
			DepreciationAndAmortization,"144,500,000","34,700,000","26,500,000","39,100,000","40,900,000","42,600,000","40,600,000","39,400,000","38,700,000","38,900,000","39,900,000","37,400,000","37,100,000","36,600,000","35,600,000","36,500,000","36,300,000","40,000,000","23,800,000","25,600,000","26,200,000","24,200,000","23,700,000","22,700,000","23,200,000","22,700,000","21,600,000","20,700,000","21,200,000","21,700,000","20,200,000","20,100,000","20,000,000","18,900,000","18,100,000","18,100,000","17,200,000","17,200,000","17,600,000","16,200,000","16,800,000","16,200,000","16,500,000","16,900,000","17,200,000","17,600,000","17,700,000","18,000,000","18,500,000","18,300,000","19,500,000","16,700,000","17,300,000","17,100,000","16,700,000","16,000,000","15,300,000","15,100,000","15,400,000","14,900,000","15,000,000","14,900,000","14,200,000","14,300,000","14,000,000","12,900,000","13,700,000","12,300,000","12,400,000","12,000,000","11,400,000","11,800,000","12,600,000","13,100,000","13,000,000","13,200,000","13,400,000","13,000,000","9,800,000","14,100,000","14,600,000","11,300,000","10,100,000","14,000,000","14,400,000","14,500,000","13,600,000","13,500,000","13,300,000","14,500,000","9,600,000","14,400,000","14,600,000","14,200,000","10,000,000","12,200,000","13,200,000","12,700,000","6,600,000","11,600,000","13,300,000","11,700,000","6,500,000","10,900,000","11,100,000","10,800,000","6,300,000","9,800,000","10,300,000","9,800,000","5,800,000","9,500,000","10,400,000","8,300,000","6,200,000","8,100,000","8,100,000","7,700,000","5,900,000","6,800,000","6,900,000","7,200,000","3,900,000","6,300,000","6,300,000","5,700,000","3,400,000","4,400,000","5,000,000","4,900,000","3,500,000"
		DeferredTax,"7,300,000","-400,000","3,300,000","-200,000","4,400,000","1,700,000","7,600,000","-3,800,000","-2,100,000","1,600,000","9,000,000","1,500,000","-7,400,000","3,000,000","26,800,000","22,600,000","1,000,000","-1,400,000","-18,500,000","1,200,000","2,300,000","700,000","7,500,000","3,200,000","-1,500,000","-700,000","5,900,000","-8,900,000","-2,400,000","-1,400,000","24,300,000","-3,100,000","-1,200,000","1,100,000","-3,300,000","6,000,000","2,300,000","-100,000","-4,100,000","9,200,000","1,400,000","5,400,000","4,300,000","-800,000","5,600,000","9,700,000","20,300,000","1,500,000","500,000","2,700,000","19,300,000","6,400,000","3,300,000","3,300,000","-2,000,000","200,000","1,500,000","1,000,000","5,400,000","-7,200,000","-1,100,000","-800,000","6,000,000","7,400,000","-1,000,000","-1,000,000","3,400,000","1,600,000",,,"16,400,000","100,000",,,"-600,000",,,,,,,,"-15,900,000","-800,000","-100,000","200,000","8,500,000","-1,400,000","-1,700,000","-3,200,000","10,200,000","-500,000","-500,000","-700,000","5,900,000","-1,700,000","-400,000","1,400,000","-16,100,000","2,200,000","1,300,000","1,100,000","-1,600,000","0","-600,000","800,000","200,000","2,000,000","1,300,000","-900,000","4,000,000","300,000","700,000","1,300,000","-22,100,000","400,000","200,000","300,000","-4,400,000","0","500,000","700,000","-300,000","200,000","300,000","200,000","-2,000,000","600,000","300,000","-200,000","-1,300,000"
			DeferredIncomeTax,"7,300,000","-400,000","3,300,000","-200,000","4,400,000","1,700,000","7,600,000","-3,800,000","-2,100,000","1,600,000","9,000,000","1,500,000","-7,400,000","3,000,000","26,800,000","22,600,000","1,000,000","-1,400,000","-18,500,000","1,200,000","2,300,000","700,000","7,500,000","3,200,000","-1,500,000","-700,000","5,900,000","-8,900,000","-2,400,000","-1,400,000","24,300,000","-3,100,000","-1,200,000","1,100,000","-3,300,000","6,000,000","2,300,000","-100,000","-4,100,000","9,200,000","1,400,000","5,400,000","4,300,000","-800,000","5,600,000","9,700,000","20,300,000","1,500,000","500,000","2,700,000","19,300,000","6,400,000","3,300,000","3,300,000","-2,000,000","200,000","1,500,000","1,000,000","5,400,000","-7,200,000","-1,100,000","-800,000","6,000,000","7,400,000","-1,000,000","-1,000,000","3,400,000","1,600,000",,,"16,400,000","100,000",,,"-600,000",,,,,,,,"-15,900,000","-800,000","-100,000","200,000","8,500,000","-1,400,000","-1,700,000","-3,200,000","10,200,000","-500,000","-500,000","-700,000","5,900,000","-1,700,000","-400,000","1,400,000","-16,100,000","2,200,000","1,300,000","1,100,000","-1,600,000","0","-600,000","800,000","200,000","2,000,000","1,300,000","-900,000","4,000,000","300,000","700,000","1,300,000","-22,100,000","400,000","200,000","300,000","-4,400,000","0","500,000","700,000","-300,000","200,000","300,000","200,000","-2,000,000","600,000","300,000","-200,000","-1,300,000"
