name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,03/31/1994,12/31/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,12/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"1,205,579,000","1,121,092,000","1,063,827,000","1,050,833,000","1,019,246,000","995,859,000","1,018,911,000","950,086,000","993,246,000","1,007,871,000","988,013,000","806,695,000","795,218,000","748,755,000","701,701,000","615,594,000","591,591,000","603,788,000","620,597,000","569,857,000","548,708,000","573,495,000","499,609,000","471,675,000","504,604,000","524,925,000","559,706,000","562,431,000","528,222,000","520,086,000","528,699,000","533,460,000","516,783,000","525,422,000","513,687,000","476,768,000","446,892,000","466,348,000","460,249,000","444,769,000","420,933,000","412,568,000","404,960,000","384,813,000","356,100,000","380,148,000","346,723,000","338,237,000","325,236,000","341,649,000","330,929,000","322,333,000","303,943,000","322,063,000","317,412,000","293,046,000","284,978,000","305,791,000","129,706,000","120,800,000","115,800,000","113,500,000","110,200,000","121,700,000","119,300,000","120,800,000","117,400,000","127,600,000","117,100,000","100,300,000","98,500,000","103,700,000","95,300,000","94,900,000","101,800,000","89,400,000","85,400,000","85,000,000","39,600,000","39,500,000","39,600,000","39,900,000","38,900,000","41,900,000","39,900,000","32,700,000","32,500,000","32,100,000","35,000,000","24,700,000","20,800,000","25,500,000","24,300,000","23,500,000","26,100,000","30,000,000","33,800,000","39,500,000"
	CurrentAssets,"715,595,000","748,390,000","700,635,000","691,329,000","665,366,000","636,684,000","658,762,000","594,916,000","628,802,000","639,184,000","639,415,000","513,379,000","505,756,000","475,634,000","427,045,000","383,522,000","363,537,000","379,736,000","393,434,000","338,162,000","330,708,000","357,591,000","285,952,000","253,958,000","290,046,000","303,367,000","335,151,000","336,540,000","314,424,000","313,501,000","316,721,000","322,661,000","308,485,000","323,949,000","314,527,000","280,536,000","253,084,000","278,400,000","270,086,000","258,450,000","241,024,000","235,951,000","230,952,000","214,471,000","193,920,000","223,923,000","197,267,000","190,036,000","179,807,000","193,580,000","188,533,000","181,782,000","167,366,000","185,410,000","186,322,000","164,483,000","160,685,000","186,887,000","111,819,000","103,600,000","98,400,000","96,800,000","93,000,000","105,100,000","101,200,000","102,300,000","100,000,000","102,800,000","91,000,000","72,200,000","70,600,000","75,400,000","67,100,000","67,400,000","72,900,000","62,000,000","58,300,000","57,600,000","22,400,000","23,400,000","23,500,000","26,100,000","25,200,000","28,000,000","27,500,000","22,100,000","22,500,000","23,000,000","25,900,000","19,800,000","17,500,000","22,700,000","21,500,000","20,500,000","23,000,000","25,900,000","29,100,000","32,900,000"
		CashCashEquivalentsAndShortTermInvestments,"18,732,000","82,092,000","73,006,000","68,322,000","73,069,000","22,668,000","18,946,000","9,991,000","33,997,000","12,397,000","9,145,000","4,355,000","1,338,000","7,507,000","300,000","4,203,000","1,719,000","5,343,000","1,682,000","10,026,000","6,939,000","23,846,000","584,000","3,363,000","26,039,000","39,797,000","30,429,000","46,884,000","61,830,000","77,636,000","64,609,000","54,552,000","54,375,000","76,454,000","62,894,000","37,629,000","21,281,000","19,825,000","16,599,000","24,300,000","3,750,000","34,013,000","17,547,000","35,409,000","44,713,000","62,623,000","39,181,000","44,940,000","37,120,000","37,576,000","32,156,000","44,015,000","34,074,000","42,076,000","23,019,000","25,720,000","34,140,000","34,547,000","7,458,000","700,000","500,000","500,000","1,400,000","800,000","600,000","500,000","3,800,000","700,000","600,000","500,000","1,000,000","500,000","800,000","700,000","700,000","300,000","400,000","1,300,000","6,100,000","5,000,000","5,700,000","1,000,000","1,700,000","5,700,000","300,000","2,100,000","4,400,000","4,800,000","700,000","900,000","2,700,000","7,500,000","5,200,000","5,700,000","5,300,000","8,000,000","4,500,000","5,200,000"
			CashAndCashEquivalents,"18,732,000","82,092,000","73,006,000","68,322,000","73,069,000","22,668,000","18,946,000","9,991,000","33,997,000","12,397,000","9,145,000","4,355,000","1,338,000","7,507,000","300,000","4,203,000","1,719,000","5,343,000","1,682,000","10,026,000","6,939,000","23,846,000","584,000","3,363,000","26,039,000","39,797,000","30,429,000","46,884,000","61,830,000","77,636,000","64,609,000","54,552,000","54,375,000","76,454,000","62,894,000","37,629,000","21,281,000","19,825,000","16,599,000","24,300,000","3,750,000","34,013,000","17,547,000","35,409,000","44,713,000","62,623,000","39,181,000","44,940,000","37,120,000","37,576,000","32,156,000","44,015,000","34,074,000","42,076,000","23,019,000","25,720,000","34,140,000","34,547,000","7,458,000","700,000","500,000","500,000","1,400,000","800,000","600,000","500,000","3,800,000","700,000","600,000","500,000","1,000,000","500,000","800,000","700,000","700,000","300,000","400,000","1,300,000","6,100,000","5,000,000","5,700,000","1,000,000","1,700,000","5,700,000","300,000","2,100,000","4,400,000","4,800,000","700,000","900,000","2,700,000","7,500,000","5,200,000","5,700,000","5,300,000","8,000,000","4,500,000","5,200,000"
		Receivables,"646,792,000","620,734,000","601,050,000","610,491,000","577,749,000","585,134,000","632,440,000","574,918,000","583,973,000","613,976,000","622,830,000","498,343,000","496,039,000","459,280,000","421,061,000","371,754,000","353,936,000","365,880,000","386,473,000","319,850,000","316,494,000","325,543,000","279,985,000","243,817,000","257,639,000","255,628,000","286,781,000","269,677,000","233,875,000","217,080,000","236,286,000","247,967,000","233,065,000","226,662,000","236,580,000","225,896,000","213,964,000","241,437,000","175,722,000","164,052,000","165,271,000","137,917,000","148,275,000","111,111,000","100,241,000","117,738,000","107,718,000","102,652,000","129,346,000","142,510,000","144,712,000","124,266,000","118,518,000","128,982,000","150,453,000","124,974,000","111,155,000","134,779,000","92,157,000","72,100,000","91,300,000","89,500,000","85,200,000","98,100,000","94,300,000","95,300,000","90,300,000","96,100,000","67,400,000","54,100,000","53,500,000","56,100,000","59,800,000","60,300,000","51,100,000","56,900,000","51,700,000","41,800,000","14,100,000","16,200,000","17,700,000","22,500,000","16,800,000","16,700,000","20,800,000","19,900,000","16,200,000","15,600,000","17,300,000","14,100,000","10,600,000","10,500,000","10,800,000","9,100,000","10,800,000","10,900,000","12,500,000","13,600,000"
			AccountsReceivable,"386,193,000","374,826,000","362,032,000","396,450,000","373,524,000","382,096,000","400,998,000","341,514,000","349,189,000","385,744,000","375,599,000","313,455,000","297,967,000","282,283,000","291,583,000","280,018,000","256,364,000","231,808,000","274,249,000","222,210,000","222,549,000","200,732,000","185,454,000","161,910,000","172,815,000","159,794,000","193,065,000","176,446,000","156,924,000","120,295,000","160,406,000","177,022,000","173,344,000","113,572,000","181,148,000","177,700,000","159,349,000","112,316,000","164,440,000","154,171,000","155,329,000","126,911,000","137,003,000","99,742,000","91,856,000","107,172,000","97,830,000","92,130,000","118,244,000","131,392,000","134,190,000","115,134,000","109,592,000","119,869,000","150,453,000","117,018,000","104,074,000","134,779,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"388,578,000",,"364,198,000","398,430,000","375,189,000","387,634,000","402,759,000","344,700,000","352,329,000","391,843,000","380,372,000","317,972,000","299,987,000","289,758,000","292,147,000","280,586,000","256,901,000","283,613,000","274,855,000","222,684,000","222,991,000","235,074,000","185,816,000","162,227,000","173,161,000","187,611,000","193,451,000","177,041,000","157,952,000","159,280,000","161,598,000","178,190,000","174,488,000","174,600,000","182,400,000","178,928,000","160,533,000","168,369,000","165,778,000","155,313,000","156,489,000",,"138,004,000",,,,"98,944,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,385,000",,"-2,166,000","-1,980,000","-1,665,000","-1,696,000","-1,761,000","-3,186,000","-3,140,000","-3,364,000","-4,773,000","-4,517,000","-2,020,000","-1,331,000","-564,000","-568,000","-537,000","-605,000","-606,000","-474,000","-442,000","-432,000","-362,000","-317,000","-346,000","-376,000","-386,000","-595,000","-1,028,000","-1,179,000","-1,192,000","-1,168,000","-1,144,000","-1,132,000","-1,252,000","-1,228,000","-1,184,000","-1,305,000","-1,338,000","-1,142,000","-1,160,000",,"-1,001,000",,,,"-1,114,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"5,557,000","9,228,000","8,934,000","5,844,000","0","1,534,000","0","0","0","1,973,000",,,,"0","0","0","0","391,000","403,000","660,000","2,518,000","2,474,000","1,296,000","1,727,000","4,710,000","5,617,000","4,295,000","4,050,000","0","2,059,000","2,629,000","1,970,000","0","1,286,000","2,054,000","83,000","0","1,044,000","0","0","0","884,000","2,136,000","2,198,000","0","2,144,000","1,542,000","2,127,000","2,650,000","3,036,000","1,667,000","230,000","0","145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"255,042,000","239,121,000","230,084,000","208,197,000","204,225,000","203,200,000","231,442,000","233,404,000","234,784,000","229,623,000","247,231,000","184,888,000","198,072,000","178,328,000","129,478,000","91,736,000","97,572,000","134,286,000","111,821,000","96,980,000","91,427,000","122,769,000","93,235,000","80,180,000","80,114,000","90,593,000","89,421,000","89,181,000","76,951,000","95,905,000","73,251,000","68,975,000","59,721,000","112,936,000","53,378,000","48,113,000","54,615,000","129,382,000","11,282,000","9,881,000","9,942,000","10,122,000","9,136,000","9,171,000","8,385,000","8,422,000","8,346,000","8,395,000","8,452,000","8,082,000","8,855,000","8,902,000","8,926,000","8,968,000","0","7,956,000","7,081,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
