name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"414,193,000","400,388,000","409,901,000","376,532,000","175,082,000"
	CurrentAssets,"354,148,000","355,117,000","367,931,000","336,381,000","148,679,000"
		CashCashEquivalentsAndShortTermInvestments,"300,422,000","307,445,000","317,763,000","291,062,000","117,783,000"
			CashAndCashEquivalents,"300,422,000","307,445,000","317,763,000","291,062,000","117,783,000"
		Receivables,"23,273,000","20,444,000","22,834,000","25,242,000","17,396,000"
			AccountsReceivable,"23,273,000","20,444,000","22,834,000","25,242,000","17,396,000"
				GrossAccountsReceivable,"23,531,000","20,529,000","22,996,000","25,262,000","17,558,000"
				AllowanceForDoubtfulAccountsReceivable,"-258,000","-85,000","-162,000","-20,000","-162,000"
		PrepaidAssets,"21,577,000","19,116,000","18,826,000","11,981,000","6,857,000"
		RestrictedCash,,"0","1,081,000","1,080,000","1,080,000"
		CurrentDeferredAssets,"8,876,000","8,112,000","7,427,000","7,016,000","5,563,000"
	TotalNonCurrentAssets,"60,045,000","45,271,000","41,970,000","40,151,000","26,403,000"
		NetPPE,"17,633,000","4,832,000","3,886,000","3,523,000","2,673,000"
			GrossPPE,"17,633,000","7,499,000",,"6,161,000","4,692,000"
				Properties,,"0",,"0","0"
				MachineryFurnitureEquipment,,"6,978,000",,"5,335,000","3,878,000"
				OtherProperties,"17,633,000",,,,
				Leases,,"521,000",,"826,000","814,000"
			AccumulatedDepreciation,,"-2,667,000",,"-2,638,000","-2,019,000"
		GoodwillAndOtherIntangibleAssets,"7,138,000","7,627,000","8,127,000","8,248,000","2,955,000"
			Goodwill,"4,073,000","4,073,000","4,073,000","3,694,000","1,000,000"
			OtherIntangibleAssets,"3,065,000","3,554,000","4,054,000","4,554,000","1,955,000"
		NonCurrentDeferredAssets,"22,199,000","20,573,000","18,683,000","17,941,000","13,877,000"
		OtherNonCurrentAssets,"13,075,000","12,239,000","11,274,000","10,439,000","6,898,000"
TotalLiabilitiesNetMinorityInterest,"111,344,000","93,840,000","101,653,000","442,221,000","242,202,000"
	CurrentLiabilities,"99,869,000","90,593,000","99,511,000","79,604,000","53,324,000"
		PayablesAndAccruedExpenses,"14,464,000","16,610,000","23,634,000","16,486,000","11,633,000"
			Payables,"2,302,000","4,295,000","4,169,000","4,504,000","4,673,000"
				AccountsPayable,"2,035,000","3,363,000","3,218,000","3,751,000","4,417,000"
				TotalTaxPayable,"267,000","932,000","951,000","753,000","256,000"
			CurrentAccruedExpenses,"12,162,000","12,315,000","19,465,000","11,982,000","6,960,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"3,499,000","981,000",,,
		CurrentDebtAndCapitalLeaseObligation,"3,795,000",,,,
			CurrentCapitalLeaseObligation,"3,795,000",,,,
		CurrentDeferredLiabilities,"75,137,000","69,294,000","71,457,000","61,050,000","40,797,000"
			CurrentDeferredRevenue,"75,137,000","69,294,000","71,457,000","61,050,000","40,797,000"
		OtherCurrentLiabilities,"2,974,000","3,708,000","4,420,000","2,068,000","894,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"11,475,000","3,247,000","2,142,000","362,617,000","188,878,000"
		LongTermDebtAndCapitalLeaseObligation,"9,632,000",,,,
			LongTermCapitalLeaseObligation,"9,632,000",,,,
		PreferredSecuritiesOutsideStockEquity,,"0","0","361,113,000","187,811,000"
		OtherNonCurrentLiabilities,"1,843,000","3,247,000","2,142,000","1,504,000","1,067,000"
TotalEquityGrossMinorityInterest,"302,849,000","306,548,000","308,248,000","-65,689,000","-67,120,000"
	StockholdersEquity,"302,849,000","306,548,000","308,248,000","-65,689,000","-67,120,000"
		CapitalStock,"1,000","1,000","1,000","0","0"
			PreferredStock,"0",,,,
			CommonStock,"1,000","1,000","1,000","0","0"
		AdditionalPaidInCapital,"504,859,000","486,354,000","466,152,000","55,657,000","37,704,000"
		RetainedEarnings,"-202,011,000","-179,807,000","-157,905,000","-121,346,000","-104,824,000"
TotalCapitalization,"302,849,000","306,548,000","308,248,000","-65,689,000","-67,120,000"
CommonStockEquity,"302,849,000","306,548,000","308,248,000","-65,689,000","-67,120,000"
CapitalLeaseObligations,"13,427,000",,,,
NetTangibleAssets,"295,711,000","298,921,000","300,121,000","-73,937,000","-70,075,000"
WorkingCapital,"254,279,000","264,524,000","268,420,000","256,777,000","95,355,000"
InvestedCapital,"302,849,000","306,548,000","308,248,000","-65,689,000","-67,120,000"
TangibleBookValue,"295,711,000","298,921,000","300,121,000","-73,937,000","-70,075,000"
TotalDebt,"13,427,000",,,,
ShareIssued,"111,542,648","109,876,000","107,675,000","109,876,000","109,876,000"
OrdinarySharesNumber,"111,542,648","109,876,000","107,675,000","109,876,000","109,876,000"
