name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
OperatingCashFlow,"5,313,000,000","1,151,000,000","675,000,000","1,802,000,000","1,685,000,000","43,000,000","2,981,000,000","-952,000,000","3,714,000,000","-240,000,000","-651,000,000","-99,000,000","917,000,000","1,316,000,000","-634,000,000","548,000,000","-526,000,000","1,846,000,000","450,000,000","97,000,000","-306,000,000","1,248,000,000","1,596,000,000","480,000,000","-420,000,000","195,000,000","201,000,000","62,000,000","350,000,000","45,000,000","369,266,000","441,845,000","159,444,000","252,445,000","170,856,000","130,731,000","37,946,000","42,993,000","-28,591,000","317,182,000","22,196,000","-32,096,000","172,023,000","36,519,000","-40,837,000","93,991,000","194,625,000","72,563,000","-59,756,000","-38,500,000","71,218,000","114,858,000","38,701,000","23,418,000","95,464,000","39,838,000","59,960,000","26,716,000","37,488,000","104,878,000","23,894,000","35,980,000","70,477,000","110,113,000","5,099,000","9,343,000","29,136,000","51,937,000","-26,902,000","19,877,000","41,930,000","27,361,000","17,749,000","12,365,000","33,675,000","12,929,000","-464,000","9,859,000","17,528,000","13,215,000","6,612,000","2,304,000"
	CashFlowFromContinuingOperatingActivities,"5,313,000,000","1,151,000,000","675,000,000","1,802,000,000","1,685,000,000","43,000,000","2,981,000,000","-952,000,000","3,714,000,000","-240,000,000","-651,000,000","-99,000,000","917,000,000","1,316,000,000","-634,000,000","548,000,000","-526,000,000","1,846,000,000","450,000,000","97,000,000","-306,000,000","1,248,000,000","1,596,000,000","480,000,000","-420,000,000","195,000,000","201,000,000","62,000,000","350,000,000","45,000,000","369,266,000","441,845,000","159,444,000","252,445,000","170,856,000","130,731,000","37,946,000","42,993,000","-28,591,000","317,182,000","22,196,000","-32,096,000","172,023,000","36,519,000","-40,837,000","93,991,000","194,625,000","72,563,000","-59,756,000","-38,500,000","71,218,000","114,858,000","38,701,000","23,418,000","95,464,000","39,838,000","59,960,000","26,716,000","37,488,000","104,878,000","23,894,000","35,980,000","70,477,000","110,113,000","5,099,000","9,343,000","29,136,000","51,937,000","-26,902,000","19,877,000","41,930,000","27,361,000","17,749,000","12,365,000","33,675,000","12,929,000","-464,000","9,859,000","17,528,000","13,215,000","6,612,000","2,304,000"
		NetIncomeFromContinuingOperations,"1,491,000,000","852,000,000","593,000,000","581,000,000","-535,000,000","697,000,000","-19,000,000","565,000,000","1,202,000,000","46,000,000","202,000,000","96,000,000","492,000,000","519,000,000","241,000,000","16,000,000","299,000,000","338,000,000","223,000,000","201,000,000","252,000,000","132,000,000","263,000,000","146,000,000","168,000,000","-16,000,000","111,000,000","94,000,000","88,000,000","64,000,000","104,376,000","79,151,000","48,126,000","32,347,000","54,882,000","48,914,000","39,011,000","22,911,000","4,639,000","295,000","-38,832,000","22,603,000","29,264,000","28,213,000","28,063,000","22,823,000","26,319,000","23,200,000","24,502,000","24,250,000","23,771,000","23,810,000","19,419,000","19,245,000","21,423,000","18,248,000","18,203,000","25,623,000","1,473,000","15,936,000","17,782,000","38,211,000","13,833,000","-71,193,000","4,965,000","8,766,000","13,866,000","12,106,000","15,249,000","14,411,000","12,010,000","11,351,000","10,813,000","10,138,000","9,697,000","8,704,000","7,708,000","7,161,000","6,814,000","9,274,000","5,233,000","4,300,000"
		OperatingGainsLosses,"-12,000,000","-3,000,000","-150,000,000","79,000,000","62,000,000","46,000,000","13,000,000","0","-11,000,000","-49,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-24,000",,,,"-74,000","-106,000","8,499,000","-118,000","-6,000","-2,344,000","-440,000","-11,748,000","-402,000","-189,000","11,000","439,000","65,000",,,,,,,,,"0","21,000","12,000","396,000","19,000","29,000","10,000",,"-109,000","150,000","-253,000","-458,000","-411,000","-484,000","-293,000",,"-325,000","-102,000","-205,000"
			GainLossOnSaleOfBusiness,,,"-150,000,000","0","62,000,000","0","0","0","-11,000,000","-93,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-8,201,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-24,000",,,,"-74,000","-106,000","11,000","-118,000","-6,000","-2,344,000","-440,000","-3,547,000","-402,000",,,"439,000","65,000",,,,,,,,,"0","21,000","12,000",,"19,000","29,000","10,000",,"-109,000","150,000","-253,000","-458,000","-411,000","-484,000","-293,000",,"-325,000","-102,000","-205,000"
		DepreciationAmortizationDepletion,"1,505,000,000","390,000,000","378,000,000","381,000,000","356,000,000","361,000,000","343,000,000","298,000,000","330,000,000","288,000,000","168,000,000","162,000,000","158,000,000","155,000,000","141,000,000","139,000,000","111,000,000","104,000,000","97,000,000","91,000,000","87,000,000","86,000,000","89,000,000","78,000,000","76,000,000","35,000,000","29,000,000","29,000,000","26,000,000","27,000,000","23,992,000","22,907,000","21,783,000","20,318,000","17,200,000","17,292,000","17,237,000","15,691,000","15,974,000","16,626,000","16,653,000","16,613,000","15,272,000","14,488,000","14,242,000","14,325,000","13,380,000","13,702,000","12,391,000","12,527,000","13,204,000","9,908,000","10,659,000","10,233,000","9,396,000","9,789,000","8,431,000","7,798,000","7,426,000","7,390,000","6,717,000","6,274,000","5,314,000","5,745,000","5,021,000","4,520,000","3,411,000","3,757,000","3,119,000","2,782,000","2,795,000","2,518,000","2,430,000","2,271,000","2,149,000","1,538,000","1,382,000","1,379,000","1,031,000","559,000","499,000","476,000"
			DepreciationAndAmortization,"1,505,000,000","390,000,000","378,000,000","381,000,000","356,000,000","361,000,000","343,000,000","298,000,000","330,000,000","288,000,000","168,000,000","162,000,000","158,000,000","155,000,000","141,000,000","139,000,000","111,000,000","104,000,000","97,000,000","91,000,000","87,000,000","86,000,000","89,000,000","78,000,000","76,000,000","35,000,000","29,000,000","29,000,000","26,000,000","27,000,000","23,992,000","22,907,000","21,783,000","20,318,000","17,200,000","17,292,000","17,237,000","15,691,000","15,974,000","16,626,000","16,653,000","16,613,000","15,272,000","14,488,000","14,242,000","14,325,000","13,380,000","13,702,000","12,391,000","12,527,000","13,204,000","9,908,000","10,659,000","10,233,000","9,396,000","9,789,000","8,431,000","7,798,000","7,426,000","7,390,000","6,717,000","6,274,000","5,314,000","5,745,000","5,021,000","4,520,000","3,411,000","3,757,000","3,119,000","2,782,000","2,795,000","2,518,000","2,430,000","2,271,000","2,149,000","1,538,000","1,382,000","1,379,000","1,031,000","559,000","499,000","476,000"
		DeferredTax,"-276,000,000","12,000,000","11,000,000","-67,000,000","-232,000,000","156,000,000","103,000,000","-171,000,000","-95,000,000","112,000,000","130,000,000","-65,000,000","-33,000,000","23,000,000","-26,000,000","-107,000,000","-26,000,000","30,000,000","-76,000,000","26,000,000","-7,000,000","-51,000,000","109,000,000","-4,000,000","4,000,000","-17,000,000","-3,000,000","-1,000,000","-7,000,000","-6,000,000","22,931,000","-53,673,000","-3,385,000","-7,873,000","-3,919,000","-9,089,000","9,729,000","986,000","4,880,000","-28,682,000","3,509,000","5,855,000","2,254,000","3,306,000","-2,829,000","-700,000","3,305,000","2,084,000","3,978,000","950,000","-820,000","3,004,000","-770,000","2,282,000","-12,701,000","2,108,000","2,407,000","9,472,000","-9,364,000","-532,000","1,071,000","-1,398,000","-2,199,000","-4,206,000","-519,000","232,000","5,353,000","-4,758,000","2,174,000","-983,000","-1,335,000","611,000","-159,000","-755,000","320,000","-384,000",,,"-822,000","803,000","-843,000","288,000"
			DeferredIncomeTax,"-276,000,000","12,000,000","11,000,000","-67,000,000","-232,000,000","156,000,000","103,000,000","-171,000,000","-95,000,000","112,000,000","130,000,000","-65,000,000","-33,000,000","23,000,000","-26,000,000","-107,000,000","-26,000,000","30,000,000","-76,000,000","26,000,000","-7,000,000","-51,000,000","109,000,000","-4,000,000","4,000,000","-17,000,000","-3,000,000","-1,000,000","-7,000,000","-6,000,000","22,931,000","-53,673,000","-3,385,000","-7,873,000","-3,919,000","-9,089,000","9,729,000","986,000","4,880,000","-28,682,000","3,509,000","5,855,000","2,254,000","3,306,000","-2,829,000","-700,000","3,305,000","2,084,000","3,978,000","950,000","-820,000","3,004,000","-770,000","2,282,000","-12,701,000","2,108,000","2,407,000","9,472,000","-9,364,000","-532,000","1,071,000","-1,398,000","-2,199,000","-4,206,000","-519,000","232,000","5,353,000","-4,758,000","2,174,000","-983,000","-1,335,000","611,000","-159,000","-755,000","320,000","-384,000",,,"-822,000","803,000","-843,000","288,000"
		AssetImpairmentCharge,,,"0","229,000,000","0","0","0","0","0","72,000,000","0",,,,,,,,,,,,"0",,,,"10,000,000",,,,,,,,"0","0",,,"0","0",,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"222,000,000","70,000,000","76,000,000","40,000,000","36,000,000","51,000,000","63,000,000","54,000,000","47,000,000","117,000,000","71,000,000","34,000,000","34,000,000","38,000,000","40,000,000","38,000,000","34,000,000","33,000,000","36,000,000","37,000,000","30,000,000","32,000,000","36,000,000","29,000,000","32,000,000","51,000,000","23,000,000","15,000,000","17,000,000","16,000,000","13,387,000","11,863,000","11,453,000","11,297,000","9,404,000","10,297,000","8,580,000","8,375,000","6,915,000","6,424,000","5,618,000","6,375,000","4,908,000","4,424,000","4,445,000","4,394,000","3,650,000","3,336,000","3,428,000","3,460,000","3,206,000","3,817,000","3,822,000","3,789,000","3,752,000","3,737,000","3,826,000","4,013,000","4,028,000","3,916,000","3,966,000","3,871,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-300,000,000","22,000,000","-5,000,000","-329,000,000","12,000,000","2,000,000",,,"-22,000,000","24,000,000",,,,,,,,,,,,,"-3,000,000","-1,000,000","0","-1,000,000","-7,000,000","-27,000,000","0","-10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,207,000","0","-3,254,000","-4,218,000","-9,991,000","91,105,000","3,707,000","3,447,000","457,000","1,982,000","2,124,000","3,962,000","40,023,000","-599,000","172,000","774,000","-466,000","566,000","-1,270,000","-295,000","63,000","-588,000","-2,042,000","2,646,000"
		ChangeInWorkingCapital,"2,454,000,000","-192,000,000","-228,000,000","888,000,000","1,986,000,000","-1,270,000,000","2,478,000,000","-1,696,000,000","2,263,000,000","-850,000,000","-1,252,000,000","-597,000,000","266,000,000","581,000,000","-1,030,000,000","462,000,000","-944,000,000","1,341,000,000","171,000,000","-258,000,000","-668,000,000","1,049,000,000","1,109,000,000","232,000,000","-700,000,000","143,000,000","38,000,000","-76,000,000","226,000,000","-46,000,000","204,580,000","381,597,000","81,467,000","196,356,000","93,289,000","63,317,000","-36,611,000","-4,970,000","-60,975,000","341,859,000","7,215,000","-83,542,000","120,399,000","-13,806,000","-93,257,000","53,267,000","147,977,000","27,054,000","-103,615,000","-67,939,000","32,259,000","74,508,000","5,560,000","-12,570,000","70,983,000","1,033,000","27,093,000","-20,190,000","26,718,000","78,168,000","-2,388,000","-6,760,000","48,649,000","88,662,000","-8,096,000","-7,634,000","679,000","38,831,000","-49,597,000","-305,000","-12,425,000","13,589,000","4,343,000","190,000","22,433,000","2,916,000","-8,636,000","1,907,000","9,810,000","3,492,000","3,867,000","-5,201,000"
			ChangeInReceivables,"-3,661,000,000","-3,099,000,000","-730,000,000","-209,000,000","377,000,000","-1,891,000,000","1,588,000,000","-481,000,000","1,023,000,000","-2,182,000,000","-757,000,000","-553,000,000","896,000,000","-662,000,000","-477,000,000","-143,000,000","-377,000,000","-176,000,000","699,000,000","-53,000,000","-755,000,000","59,000,000","980,000,000","215,000,000","-947,000,000","-174,000,000","0","-19,000,000","-7,000,000","-334,000,000","-219,968,000","-82,318,000","-41,507,000","-119,207,000","-84,390,000","12,643,000","-14,496,000","-56,734,000","22,856,000","93,331,000","-111,961,000","-120,784,000","2,000,000","2,840,000","-20,362,000","4,216,000","44,766,000","-10,407,000","-53,261,000","-4,457,000","2,760,000","22,946,000","16,069,000","-39,396,000","49,249,000","-27,653,000","-31,756,000","8,612,000","-5,192,000","28,678,000","-35,411,000","13,588,000","-5,556,000","11,501,000","-29,898,000","-15,812,000",,"28,968,000","-32,852,000","-5,512,000",,"-1,442,000","337,000","-1,326,000","1,768,000","-5,337,000","3,187,000","-1,982,000","-1,231,000","-726,000","1,921,000","-2,413,000"
