name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"1,694,000,000","707,000,000","336,000,000","116,000,000","535,000,000","832,000,000","132,000,000","348,000,000","595,000,000","201,000,000","395,000,000","210,000,000","568,000,000","617,000,000","138,000,000","149,000,000","708,000,000","708,000,000","506,000,000","80,000,000","473,000,000","646,000,000","388,000,000","140,000,000","469,000,000","632,000,000","220,000,000","158,000,000","502,000,000","760,000,000","485,000,000","25,000,000","326,000,000","611,000,000","303,000,000","23,000,000","370,000,000","725,000,000","307,000,000","-9,000,000","308,000,000","635,000,000","-26,000,000","-21,000,000","375,000,000","841,000,000","-39,000,000","-50,000,000","391,000,000","657,000,000","210,000,000","-165,000,000","197,000,000","606,000,000","376,000,000","-468,000,000","177,000,000","474,000,000","143,000,000","-517,000,000","86,000,000","315,000,000","252,000,000","-53,000,000","316,000,000","173,000,000","42,000,000","98,000,000","244,000,000","262,000,000","378,000,000","-287,000,000","72,000,000","409,000,000","-237,000,000","-147,000,000","-267,000,000","400,000,000","80,000,000","-178,000,000","249,000,000","252,000,000","171,000,000","-82,000,000","-33,000,000","361,000,000","290,000,000","-20,000,000","69,000,000","114,000,000","477,000,000","0","119,000,000","321,000,000","130,000,000","77,000,000","60,000,000","249,000,000","294,000,000","-18,000,000","2,000,000","379,000,000","141,000,000","34,000,000","137,000,000","349,000,000","293,000,000","8,000,000","75,000,000","306,000,000","188,000,000","-20,000,000","64,000,000","380,000,000"
	CashFlowFromContinuingOperatingActivities,"1,805,000,000","707,000,000","336,000,000","204,000,000","558,000,000","832,000,000","132,000,000","348,000,000","595,000,000","201,000,000","395,000,000","210,000,000","568,000,000","617,000,000","138,000,000","149,000,000","708,000,000","708,000,000","506,000,000","80,000,000","473,000,000","646,000,000","388,000,000","140,000,000","469,000,000","632,000,000","220,000,000","158,000,000","502,000,000","760,000,000","485,000,000","25,000,000","326,000,000","611,000,000","303,000,000","23,000,000","370,000,000","725,000,000","307,000,000","-9,000,000","308,000,000","635,000,000","-26,000,000","-21,000,000","375,000,000","841,000,000","-39,000,000","-50,000,000","391,000,000","657,000,000","210,000,000","-165,000,000","197,000,000","606,000,000","376,000,000","-468,000,000","177,000,000","474,000,000","143,000,000","-517,000,000","86,000,000","315,000,000","252,000,000","-53,000,000","316,000,000","173,000,000","42,000,000","98,000,000","244,000,000","262,000,000","378,000,000","-287,000,000","246,000,000","235,000,000","-144,000,000","-240,000,000","-267,000,000","400,000,000","80,000,000","-347,000,000","418,000,000","252,000,000","356,000,000","-267,000,000","-33,000,000","361,000,000","290,000,000","-20,000,000","69,000,000","114,000,000","477,000,000","0","119,000,000","321,000,000","130,000,000","77,000,000","60,000,000","249,000,000","294,000,000","-18,000,000","2,000,000","379,000,000","141,000,000","34,000,000","137,000,000","349,000,000","293,000,000","8,000,000","75,000,000","306,000,000","188,000,000","-20,000,000","64,000,000","380,000,000"
		NetIncomeFromContinuingOperations,"1,333,000,000","345,000,000","634,000,000","183,000,000","171,000,000","342,000,000","162,000,000","210,000,000","137,000,000","243,000,000","168,000,000","207,000,000","94,000,000","213,000,000","109,000,000","169,000,000","140,000,000","241,000,000","-2,000,000","172,000,000","93,000,000","199,000,000","78,000,000","186,000,000","125,000,000","164,000,000","107,000,000","148,000,000","68,000,000","202,000,000","97,000,000","94,000,000","84,000,000","204,000,000","102,000,000","127,000,000","81,000,000","144,000,000","67,000,000","149,000,000","101,000,000","67,000,000","41,000,000","140,000,000","101,000,000","135,000,000","25,000,000","146,000,000","84,000,000","88,000,000","7,000,000",,,"72,000,000","64,000,000","81,000,000","49,000,000","106,000,000","-124,000,000","84,000,000","36,000,000","-211,000,000","-29,000,000","-101,000,000","75,000,000","-24,000,000","-3,000,000","-263,000,000","30,000,000","152,000,000","47,000,000","59,000,000","26,000,000","-11,000,000","-1,000,000","-77,000,000","-45,000,000","79,000,000","-957,000,000","23,000,000","-85,000,000","399,000,000","-138,000,000","-569,000,000","53,000,000","109,000,000","-175,000,000","55,000,000","81,000,000","80,000,000","21,000,000","83,000,000","75,000,000","98,000,000","51,000,000","81,000,000","70,000,000","40,000,000","64,000,000","66,000,000","54,000,000","84,000,000","44,000,000","58,000,000","50,000,000","88,000,000","38,000,000","47,000,000","33,000,000","86,000,000","31,000,000","40,000,000","30,000,000","78,000,000"
		OperatingGainsLosses,,"-5,000,000",,,,,"-181,000,000","0","0","-531,000,000",,,,,,,,,,,,,,,,,"23,000,000","23,000,000","22,000,000","23,000,000","6,000,000","6,000,000","5,000,000","6,000,000","24,000,000","25,000,000","48,000,000","47,000,000","100,000,000","30,000,000","29,000,000","28,000,000","-230,000,000","24,000,000","23,000,000","21,000,000","-248,000,000","63,000,000","22,000,000","-87,000,000","45,000,000","351,000,000","-255,000,000","34,000,000","224,000,000","-4,000,000","22,000,000","-249,000,000","-6,000,000","-29,000,000","-141,000,000","238,000,000","56,000,000","-103,000,000","-7,000,000","83,000,000","64,000,000","612,000,000","10,000,000","-102,000,000","-78,000,000","-51,000,000","-24,000,000","134,000,000","-152,000,000","-226,000,000","21,000,000","6,000,000","1,026,000,000","-221,000,000","454,000,000","-538,000,000","278,000,000","608,000,000","68,000,000","-26,000,000","306,000,000",,,"-50,000,000","91,000,000","-47,000,000","-29,000,000","-28,000,000","-58,000,000","-27,000,000","-18,000,000","-26,000,000","-35,000,000","-43,000,000","-21,000,000","-31,000,000","-23,000,000","-21,000,000","-29,000,000","-22,000,000","-40,000,000","-40,000,000","-39,000,000","-44,000,000","-51,000,000","-7,000,000","-5,000,000","-2,000,000"
			GainLossOnSaleOfBusiness,"-662,000,000","-5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","0",,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,"0","0","-181,000,000","0","0","-531,000,000",,,,,,,,,,,,,,,,,"23,000,000","23,000,000","22,000,000","23,000,000","6,000,000","6,000,000","5,000,000","6,000,000","24,000,000","25,000,000","48,000,000","47,000,000","100,000,000","30,000,000","29,000,000","28,000,000","-230,000,000","24,000,000","23,000,000","21,000,000","-248,000,000","63,000,000","21,000,000","-86,000,000","45,000,000","277,000,000","-174,000,000","33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,121,000,000","345,000,000","282,000,000","250,000,000","242,000,000","340,000,000","281,000,000","228,000,000","223,000,000","316,000,000","263,000,000","215,000,000","216,000,000","298,000,000","244,000,000","206,000,000","204,000,000","279,000,000","229,000,000","193,000,000","197,000,000","262,000,000","214,000,000","183,000,000","176,000,000","238,000,000","186,000,000","173,000,000","169,000,000","222,000,000","182,000,000","153,000,000","151,000,000","199,000,000","165,000,000","145,000,000","137,000,000","181,000,000","158,000,000","138,000,000","130,000,000","172,000,000","142,000,000","120,000,000","122,000,000","162,000,000","140,000,000","133,000,000","131,000,000","172,000,000","148,000,000","128,000,000","121,000,000","173,000,000","125,000,000","144,000,000","138,000,000","182,000,000","97,000,000","138,000,000","138,000,000","172,000,000","158,000,000","129,000,000","127,000,000","162,000,000","126,000,000","121,000,000","122,000,000","156,000,000","65,000,000","114,000,000","108,000,000","144,000,000","123,000,000","113,000,000","100,000,000","126,000,000","169,000,000","120,000,000","86,000,000","140,000,000","136,000,000","119,000,000","107,000,000","162,000,000","142,000,000",,,"183,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"1,121,000,000","345,000,000","282,000,000","250,000,000","242,000,000","340,000,000","281,000,000","228,000,000","223,000,000","316,000,000","263,000,000","215,000,000","216,000,000","298,000,000","244,000,000","206,000,000","204,000,000","279,000,000","229,000,000","193,000,000","197,000,000","262,000,000","214,000,000","183,000,000","176,000,000","238,000,000","186,000,000","173,000,000","169,000,000","222,000,000","182,000,000","153,000,000","151,000,000","199,000,000","165,000,000","145,000,000","137,000,000","181,000,000","158,000,000","138,000,000","130,000,000","172,000,000","142,000,000","120,000,000","122,000,000","162,000,000","140,000,000","133,000,000","131,000,000","172,000,000","148,000,000","128,000,000","121,000,000","173,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"234,000,000","33,000,000","139,000,000","35,000,000","27,000,000","48,000,000","30,000,000","45,000,000","28,000,000","67,000,000","61,000,000","29,000,000","17,000,000","43,000,000","92,000,000","30,000,000","23,000,000","37,000,000","219,000,000","66,000,000","42,000,000","90,000,000","45,000,000","92,000,000","59,000,000","68,000,000","37,000,000","75,000,000","36,000,000","99,000,000","49,000,000","41,000,000","35,000,000","102,000,000","55,000,000","78,000,000","48,000,000","87,000,000","34,000,000","91,000,000","60,000,000","42,000,000","18,000,000","75,000,000","1,000,000","73,000,000","22,000,000","98,000,000","65,000,000","42,000,000","-9,000,000","37,000,000","45,000,000","49,000,000","12,000,000","34,000,000","16,000,000","67,000,000","-142,000,000","49,000,000","15,000,000","-143,000,000","-48,000,000","-39,000,000","-155,000,000","-29,000,000",,"-172,000,000",,,,"17,000,000",,,,"-113,000,000","142,000,000","27,000,000",,"21,000,000","-95,000,000","-31,000,000",,"-129,000,000","68,000,000","31,000,000","10,000,000",,,"-68,000,000","-6,000,000","-27,000,000","45,000,000","-2,000,000","-7,000,000","-23,000,000","96,000,000","-12,000,000","13,000,000","-3,000,000","20,000,000","3,000,000","21,000,000","8,000,000","11,000,000","6,000,000","10,000,000","8,000,000","28,000,000","29,000,000","-5,000,000","12,000,000","32,000,000","17,000,000"
