name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"634,611,000","562,582,000","550,710,000","531,966,000","513,698,000","498,250,000","317,142,000","290,273,000","273,199,000","257,200,000","242,987,000","230,464,000","221,305,000","207,510,000","199,875,000","194,299,000","117,218,000","105,859,000","101,928,000","95,651,000","87,733,000","82,345,000","78,511,000","73,882,000","70,870,000","70,917,000","72,554,000","74,648,000","77,457,000","98,306,000","100,512,000","48,750,000","48,969,000","51,653,000"
	CurrentAssets,"462,556,000","390,954,000","390,548,000","369,922,000","352,005,000","337,027,000","218,055,000","191,787,000","175,078,000","158,821,000","151,456,000","139,963,000","130,685,000","117,976,000","110,268,000","173,668,000","97,509,000","86,558,000","82,582,000","76,561,000","68,486,000","65,387,000","61,551,000","56,394,000","53,595,000","53,633,000","55,392,000","58,159,000","63,058,000","84,655,000","88,350,000","32,514,000","34,578,000","39,733,000"
		CashCashEquivalentsAndShortTermInvestments,"259,033,000","213,412,000","221,526,000","219,421,000","224,457,000","229,740,000","118,302,000","105,175,000","103,315,000","98,900,000","96,451,000","92,091,000","88,270,000","81,111,000","74,099,000","138,226,000","70,146,000","63,296,000","59,280,000","57,169,000","52,730,000","53,207,000","49,346,000","45,399,000","43,093,000","43,244,000","44,891,000","47,704,000","53,824,000","75,469,000","78,366,000","23,360,000","25,547,000","31,027,000"
			CashAndCashEquivalents,"122,462,000","87,400,000","109,641,000","117,332,000","133,126,000","139,878,000","35,230,000","30,013,000","27,221,000","29,168,000","25,027,000","27,379,000","26,622,000","26,552,000","34,677,000","95,424,000","30,786,000","25,706,000","25,249,000","24,604,000","21,937,000","23,637,000","20,626,000","18,207,000","17,526,000","17,956,000","21,688,000","26,157,000","32,494,000","53,098,000","59,069,000","9,288,000","10,593,000","14,939,000"
			OtherShortTermInvestments,"136,571,000","126,012,000","111,885,000","102,089,000","91,331,000","89,862,000","83,072,000","75,162,000","76,094,000","69,732,000","71,424,000","64,712,000","61,648,000","54,559,000","39,422,000","42,802,000","39,360,000","37,590,000","34,031,000","32,565,000","30,793,000","29,570,000","28,720,000","27,192,000","25,567,000","25,288,000","23,203,000","21,547,000","21,330,000","22,371,000","19,297,000","14,072,000","14,954,000","16,088,000"
		Receivables,"189,035,000","165,217,000","157,945,000","139,966,000","117,884,000","99,065,000","92,409,000","80,724,000","65,997,000","54,408,000","50,144,000","43,550,000","37,568,000","31,565,000","31,985,000","28,552,000","24,317,000","20,367,000","20,315,000","17,098,000","13,513,000","10,118,000","10,286,000","9,278,000","8,464,000","8,196,000","8,344,000","8,778,000","7,786,000","7,887,000","8,598,000","8,095,000","7,915,000","7,771,000"
			AccountsReceivable,"189,035,000","165,217,000","157,945,000","139,966,000","117,884,000","99,065,000","92,409,000","80,724,000","65,997,000","54,408,000","50,144,000","43,550,000","37,568,000","31,565,000","31,985,000","28,552,000","24,317,000","20,367,000","20,315,000","17,098,000","13,513,000","10,118,000","10,286,000","9,278,000","8,464,000","8,196,000","8,344,000","8,778,000","7,786,000","7,887,000","8,598,000","8,095,000","7,915,000","7,771,000"
				GrossAccountsReceivable,"189,393,000","165,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-358,000","-342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"14,488,000","12,325,000","11,077,000","10,535,000","9,664,000","8,222,000","7,344,000","5,888,000","5,766,000","5,513,000","4,861,000","4,322,000","4,847,000","5,300,000","4,184,000","6,890,000","3,046,000","2,895,000","2,987,000","2,294,000","2,243,000","2,062,000","1,919,000","1,717,000","2,038,000","2,193,000","2,157,000","1,677,000","1,448,000","1,299,000","1,386,000","1,059,000","1,116,000","935,000"
	TotalNonCurrentAssets,"172,055,000","171,628,000","160,162,000","162,044,000","161,693,000","161,223,000","99,087,000","98,486,000","98,121,000","98,379,000","91,531,000","90,501,000","90,620,000","89,534,000","89,607,000","20,631,000","19,709,000","19,301,000","19,346,000","19,090,000","19,247,000","16,958,000","16,960,000","17,488,000","17,275,000","17,284,000","17,162,000","16,489,000","14,399,000","13,651,000","12,162,000","16,236,000","14,391,000","11,920,000"
		NetPPE,"80,368,000","77,950,000","75,432,000","74,405,000","73,664,000","72,602,000","71,114,000","71,018,000","70,569,000","70,372,000","69,568,000","69,371,000","69,365,000","69,803,000","69,998,000","8,208,000","8,275,000","7,868,000","7,958,000","7,988,000","7,990,000","8,464,000","9,188,000","9,733,000","9,587,000","9,719,000","9,614,000","9,131,000","8,618,000","7,862,000","6,355,000","5,167,000","4,236,000","3,124,000"
			GrossPPE,,"109,240,000",,,,"97,244,000",,,,"90,019,000",,,,"85,504,000",,,,"20,243,000",,,,"16,810,000",,,,"15,237,000",,,,"11,116,000",,,,"4,886,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,"0"
				LandAndImprovements,,"15,911,000",,,,"15,854,000",,,,"15,854,000",,,,"15,833,000",,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"48,547,000",,,,"46,682,000",,,,"47,558,000",,,,"46,561,000",,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"44,242,000",,,,"31,853,000",,,,"26,360,000",,,,"23,110,000",,,,"20,243,000",,,,"16,332,000",,,,"14,616,000",,,,"10,545,000",,,,"4,674,000"
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,"478,000",,,,,,,,,,,,
				ConstructionInProgress,,"540,000",,,,"2,855,000",,,,"247,000",,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,"0",,,,"621,000",,,,"571,000",,,,"212,000"
			AccumulatedDepreciation,,"-31,290,000",,,,"-24,642,000",,,,"-19,647,000",,,,"-15,701,000",,,,"-12,375,000",,,,"-8,346,000",,,,"-5,518,000",,,,"-3,254,000",,,,"-1,762,000"
		GoodwillAndOtherIntangibleAssets,"53,111,000","55,372,000","56,113,000","58,615,000","59,432,000","60,179,000","6,944,000","7,111,000","7,571,000","7,731,000","7,692,000","7,631,000","7,839,000","8,071,000","8,084,000","5,158,000","5,000,000","4,972,000","4,965,000","4,950,000","4,946,000","4,910,000","4,894,000","4,882,000","4,865,000","4,854,000","4,799,000","4,815,000","4,831,000","4,847,000","4,863,000","4,880,000","4,894,000","4,910,000"
			Goodwill,"31,794,000","32,709,000","32,583,000","33,495,000","33,327,000","33,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
