name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,12/31/2004
TotalAssets,"7,946,700,000","6,728,000,000","6,766,900,000","6,788,400,000","6,744,000,000","6,134,100,000","6,525,000,000","6,437,600,000","6,093,400,000","7,016,300,000","6,793,300,000","6,573,200,000","6,371,800,000","5,760,600,000","6,158,700,000","6,211,800,000","6,084,700,000","5,935,200,000","5,569,100,000","2,876,500,000","2,958,000,000","2,985,100,000","3,019,500,000","3,363,300,000","3,306,300,000","3,324,900,000","3,433,500,000","3,582,000,000","2,896,200,000","2,891,400,000","3,057,600,000","3,159,600,000","2,936,000,000","2,834,400,000","2,748,200,000","2,682,400,000","2,720,000,000","2,623,700,000","2,279,500,000","2,188,000,000","2,291,900,000","2,230,600,000","2,014,200,000","2,026,400,000","1,246,600,000","1,144,600,000","1,159,300,000","1,230,300,000","1,223,400,000","1,223,000,000","1,266,600,000","1,217,700,000","1,093,900,000","1,017,200,000","1,242,700,000","1,297,100,000","1,290,700,000","1,237,800,000","1,228,600,000","1,152,500,000","1,051,300,000","949,400,000","945,282,000","803,430,000","621,784,000","606,160,000","330,102,000"
	CurrentAssets,"4,192,400,000","2,935,200,000","3,012,000,000","2,961,500,000","2,906,500,000","2,299,500,000","2,514,500,000","2,372,900,000","1,956,100,000","2,963,300,000","2,864,400,000","2,787,300,000","2,760,700,000","2,420,300,000","2,861,400,000","2,949,300,000","2,856,500,000","2,611,800,000","2,270,600,000","1,311,700,000","1,367,300,000","1,402,200,000","1,416,500,000","1,108,200,000","1,005,000,000","988,800,000","1,088,500,000","1,253,500,000","1,166,700,000","1,247,400,000","1,442,300,000","1,568,500,000","1,356,000,000","1,410,500,000","1,408,800,000","1,407,700,000","1,444,000,000","1,359,700,000","1,061,700,000","978,000,000","1,088,200,000","1,050,600,000","927,200,000","959,600,000","408,500,000","299,400,000","254,800,000","325,200,000","314,100,000","311,600,000","351,200,000","290,000,000","206,800,000","200,600,000","383,700,000","445,200,000","467,700,000","440,000,000","462,100,000","541,100,000","512,000,000","410,600,000","416,448,000","412,721,000","260,436,000","251,821,000","64,023,000"
		CashCashEquivalentsAndShortTermInvestments,"854,100,000","856,500,000","830,600,000","833,000,000","793,500,000","787,500,000","807,900,000","849,000,000","784,900,000","955,300,000","1,006,400,000","951,400,000","989,700,000","1,079,300,000","1,109,100,000","1,132,800,000","1,018,000,000","931,800,000","831,700,000","572,300,000","591,400,000","689,200,000","315,300,000","377,100,000","349,900,000","302,200,000","366,300,000","378,400,000","376,400,000","444,100,000","497,700,000","560,100,000","392,900,000","400,000,000","428,200,000","450,100,000","592,900,000","601,700,000","317,800,000","321,100,000","235,100,000","225,900,000","218,700,000","148,200,000","110,700,000","49,100,000","17,500,000","72,900,000","40,300,000","68,400,000","107,700,000","21,000,000","55,200,000","15,300,000","79,400,000","86,400,000","139,600,000","149,800,000","165,000,000","275,400,000","276,100,000","174,800,000","181,079,000","203,230,000","71,487,000","89,154,000","22,106,000"
			CashAndCashEquivalents,"854,100,000","856,500,000","830,600,000","833,000,000","793,500,000","787,500,000","807,900,000","849,000,000","784,900,000","955,300,000","1,006,400,000","951,400,000","989,700,000","1,079,300,000","1,109,100,000","1,132,800,000","1,018,000,000","931,800,000","831,700,000","572,300,000","591,400,000","689,200,000","315,300,000","377,100,000","349,900,000","302,200,000","366,300,000","378,400,000","376,400,000","444,100,000","497,700,000","560,100,000","392,900,000","400,000,000","428,200,000","450,100,000","592,900,000","601,700,000","317,800,000","321,100,000","235,100,000","225,900,000","218,700,000","148,200,000","110,700,000","49,100,000","17,500,000","72,900,000","40,300,000","68,400,000","107,700,000","21,000,000","55,200,000","15,300,000","79,400,000","86,400,000","139,600,000","104,300,000","25,600,000","61,000,000","235,100,000","101,600,000","100,161,000","95,035,000","69,487,000","62,568,000","22,106,000"
				CashFinancial,,"856,500,000","830,600,000","833,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"19,700,000","45,000,000",,,,"1,100,000","1,000,000","1,000,000","4,600,000","12,100,000","6,000,000","4,600,000","5,400,000","15,600,000","6,900,000","18,100,000",,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,500,000","139,400,000","214,400,000","41,000,000","73,200,000","80,918,000","108,195,000","2,000,000","26,586,000",
		Receivables,"1,406,500,000","780,200,000","1,012,600,000","973,000,000","878,900,000","672,800,000","703,000,000","680,400,000","531,200,000","958,200,000","846,700,000","859,800,000","794,300,000","538,700,000","755,100,000","817,600,000","684,000,000","657,400,000","515,700,000","327,800,000","341,800,000","285,200,000","223,600,000","287,300,000","277,400,000","233,500,000","229,600,000","284,000,000","191,000,000","197,000,000","324,000,000","304,100,000","297,100,000","250,500,000","328,700,000","305,100,000","329,800,000","256,600,000","284,900,000","269,800,000","363,200,000","277,100,000","305,400,000","390,000,000","155,700,000","104,700,000","95,200,000","109,200,000","106,300,000","76,700,000","75,600,000","80,900,000","26,800,000","45,400,000","148,000,000","170,100,000","153,300,000","112,600,000","111,000,000","108,300,000","99,800,000","83,700,000","93,954,000","87,584,000","60,847,000","52,968,000","10,210,000"
			AccountsReceivable,"1,405,000,000","776,600,000","1,008,100,000","826,300,000","720,200,000","527,900,000","518,700,000","480,400,000","436,000,000","792,600,000","834,300,000","851,600,000","780,200,000","514,400,000","740,000,000","802,100,000","644,100,000","581,700,000","495,800,000","288,000,000","327,300,000","266,000,000","197,200,000","249,200,000","213,800,000","233,500,000","229,600,000","284,000,000","191,000,000","197,000,000","324,000,000","304,100,000","297,100,000","250,500,000","328,700,000","305,100,000","329,800,000","256,600,000","284,900,000","269,800,000","363,200,000","277,100,000","305,400,000","390,000,000","155,700,000","104,700,000","95,200,000","109,200,000","106,300,000","76,700,000","75,600,000","80,900,000","26,800,000","45,400,000","148,000,000","170,100,000","153,300,000","112,600,000","111,000,000","108,300,000","99,800,000","83,700,000","92,876,000","87,584,000","60,847,000","52,968,000","10,210,000"
				GrossAccountsReceivable,,"783,100,000",,,,"535,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-6,500,000",,,,"-7,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
