name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"1,988,000,000","972,000,000","533,000,000","213,000,000","270,000,000","347,000,000","121,000,000","153,000,000","94,000,000","160,000,000","225,000,000","196,000,000","101,000,000","442,000,000","252,000,000","307,000,000","300,000,000","364,000,000","308,000,000","211,000,000","266,000,000","312,000,000","161,000,000","172,000,000","73,000,000","92,000,000","353,000,000","287,000,000","399,000,000","541,000,000","561,000,000","580,000,000","585,134,000","608,866,000","531,010,000","499,966,000","505,414,000","372,138,000","461,465,000","355,087,000","392,727,000","444,663,000","439,606,000","443,281,000","460,451,000","396,479,000","427,523,000","406,009,000","391,474,000","417,579,000","369,850,000","315,795,000","266,436,000","407,295,000","194,102,000","378,455,000","291,165,000","297,087,000","187,717,000","176,800,000","129,807,000","128,411,000","98,801,000","102,085,000","85,682,000","143,369,000","88,660,000","51,431,000","61,292,000","103,099,000","54,578,000","62,846,000","43,733,000","76,740,000","14,248,000","24,543,000","31,736,000","38,572,000","9,169,000","26,149,000","20,904,000","21,352,000","29,926,000","30,269,000","43,981,000","40,407,000","-199,000","-103,605,000","15,026,000","35,575,000","7,900,000","9,900,000","5,000,000","35,300,000","14,100,000","9,200,000","17,800,000","52,600,000","10,700,000","500,000","25,600,000","38,600,000","8,800,000","3,600,000","22,300,000","32,900,000","7,900,000","4,700,000","10,600,000","32,700,000","11,200,000","7,800,000","20,100,000","27,500,000"
	CashFlowFromContinuingOperatingActivities,"1,988,000,000","972,000,000","533,000,000","213,000,000","270,000,000","347,000,000","121,000,000","153,000,000","94,000,000","160,000,000","225,000,000","196,000,000","101,000,000","442,000,000","252,000,000","307,000,000","300,000,000","364,000,000","308,000,000","211,000,000","266,000,000","312,000,000","161,000,000","172,000,000","73,000,000","92,000,000","353,000,000","287,000,000","399,000,000","541,000,000","561,000,000","580,000,000","585,134,000","608,866,000","531,010,000","499,966,000","505,414,000","372,138,000","461,465,000","355,087,000","392,727,000","444,663,000","439,606,000","443,281,000","460,451,000","396,479,000","427,523,000","406,009,000","391,474,000","417,579,000","369,850,000","315,795,000","266,436,000","407,295,000","194,102,000","378,455,000","291,165,000","297,087,000","187,717,000","176,800,000","129,807,000","128,411,000","98,801,000","102,085,000","85,682,000","143,369,000","88,660,000","51,431,000","61,292,000","103,099,000","54,578,000","62,846,000","43,733,000","76,740,000","14,248,000","24,543,000","31,736,000","38,572,000","9,169,000","26,149,000","20,904,000","21,352,000","29,926,000","30,269,000","43,981,000","40,407,000","-199,000","-103,605,000","15,026,000","35,575,000","7,900,000","9,900,000","5,000,000","35,300,000","14,100,000","9,200,000","17,800,000","52,600,000","10,700,000","500,000","25,600,000","38,600,000","8,800,000","3,600,000","22,300,000","32,900,000","7,900,000","4,700,000","10,600,000","32,700,000","11,200,000","7,800,000","20,100,000","27,500,000"
		NetIncomeFromContinuingOperations,"-2,780,000,000","-2,675,000,000","2,361,000,000","-1,857,000,000","-609,000,000","80,000,000","-92,000,000","-593,000,000","-880,000,000","-1,547,000,000","110,000,000","49,000,000","138,000,000","594,000,000","307,000,000","-29,000,000","51,000,000","208,000,000","334,000,000","77,000,000","284,000,000","351,000,000","-210,000,000","-708,000,000","-593,000,000","-1,132,000,000","-2,107,000,000","-1,739,000,000","-788,000,000","78,000,000","312,000,000","211,000,000","206,810,000","194,190,000","144,490,000","185,867,000","245,631,000","127,515,000","-181,853,000","-144,815,000","-488,100,000","107,704,000","158,533,000","175,173,000","167,454,000","136,609,000","149,418,000","160,638,000","122,009,000","171,768,000","157,792,000","118,210,000","121,058,000","-432,852,000","104,199,000","218,168,000","136,550,000","109,029,000","71,632,000","50,960,000","47,594,000","50,988,000","33,760,000","33,477,000","37,004,000","58,395,000","48,856,000","39,469,000","26,814,000","32,621,000","32,915,000","25,399,000","20,790,000","24,472,000","14,851,000","10,878,000","9,526,000","13,642,000","4,552,000","1,274,000","1,770,000","6,715,000","7,424,000","5,018,000","6,869,000","16,013,000","9,080,000","-754,000","-63,309,000","9,186,000","4,400,000","-1,900,000","-1,700,000","9,100,000","3,700,000","-1,300,000","-42,100,000","9,100,000","7,600,000","-1,200,000","0","12,300,000","6,900,000","200,000","2,800,000","9,300,000","5,000,000","-1,000,000","400,000","7,100,000","5,100,000","2,200,000","4,800,000","13,000,000"
		OperatingGainsLosses,"4,102,000,000","3,234,000,000","-1,974,000,000","2,070,000,000","772,000,000","169,000,000","-134,000,000","289,000,000","222,000,000","-274,000,000","12,000,000","-19,000,000","-115,000,000","22,000,000","-97,000,000","59,000,000","64,000,000","-2,000,000","-107,000,000","28,000,000","-163,000,000","-145,000,000","325,000,000","-30,000,000","108,000,000","21,000,000","43,000,000","35,000,000","-227,000,000","21,000,000","-137,000,000","-55,000,000","100,000","61,900,000","51,284,000","-10,104,000","-93,360,000","30,800,000",,,,,,,,,,,,,"0","0",,,"-53,201,000","-109,000","-379,000","135,000","-7,446,000","-181,000","-24,000","83,000","-3,313,000","-1,597,000","-11,301,000","4,422,000","-2,750,000","-8,653,000","-1,168,000","580,000","-840,000","-2,764,000","-580,000","1,186,000","-655,000","-3,253,000","-1,398,000","1,052,000","140,000","-304,000","28,000","493,000","-363,000","141,000","868,000","305,000","257,000","453,000","-2,786,000","634,000","400,000","500,000","500,000","600,000","500,000","900,000","67,300,000","800,000","1,300,000","1,200,000","900,000","1,100,000","1,300,000","900,000","800,000","800,000","-1,900,000","900,000","700,000","1,000,000","1,000,000","900,000","500,000","400,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"4,007,000,000","3,232,000,000","-2,008,000,000","2,011,000,000","772,000,000","169,000,000","-134,000,000","289,000,000","229,000,000","-246,000,000","14,000,000","-12,000,000","-118,000,000","22,000,000","-89,000,000","59,000,000","56,000,000","-2,000,000","-101,000,000","-31,000,000","-173,000,000","-146,000,000","325,000,000","-81,000,000","108,000,000","21,000,000","50,000,000","34,000,000","50,000,000","21,000,000","-137,000,000","-55,000,000","100,000","61,900,000","51,284,000","-10,104,000","-93,360,000","30,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"725,000,000","275,000,000","212,000,000","138,000,000","100,000,000","96,000,000","90,000,000","70,000,000","84,000,000","113,000,000","119,000,000","119,000,000","121,000,000","112,000,000","124,000,000","151,000,000","142,000,000","143,000,000","140,000,000","135,000,000","123,000,000","106,000,000","87,000,000","99,000,000","107,000,000","143,000,000","215,000,000","274,000,000","310,000,000","293,000,000","249,000,000","238,000,000","228,920,000","226,080,000","216,332,000","205,916,000","187,847,000","180,458,000","209,823,000","201,637,000","208,811,000","194,439,000","191,075,000","179,856,000","172,368,000","164,667,000","156,428,000","151,687,000","144,409,000","139,419,000","138,073,000","114,235,000","118,336,000","124,647,000","114,350,000","105,390,000","98,776,000","97,635,000","90,670,000","81,775,000","66,773,000","56,114,000","51,094,000","40,768,000","32,254,000","28,403,000","27,759,000","26,535,000","24,007,000","21,257,000","22,007,000","20,971,000","17,883,000","16,489,000","15,658,000","15,462,000","14,563,000","13,105,000","13,535,000","13,925,000","14,467,000","14,472,000","15,163,000","14,325,000","13,005,000","12,012,000","12,217,000","11,961,000","11,655,000","11,394,000",,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,"0","0","0","0","1,000,000","0","0","408,000,000","-9,000,000","11,000,000","15,000,000","-426,000,000",,,,,"-67,000,000",,,,"-2,000,000",,,"1,000,000","-464,000,000","-1,088,000,000","-500,000,000","49,000,000","129,000,000","108,000,000","137,485,000","129,515,000","124,890,000","140,217,000","147,877,000","84,961,000","-141,097,000","-85,856,000","-305,425,000","70,550,000","99,981,000","111,275,000","108,887,000","88,880,000","86,030,000","108,509,000","75,344,000","109,837,000","110,984,000","94,809,000","78,272,000","-235,459,000","94,464,000","69,850,000","-2,139,000","66,824,000","62,059,000","13,375,000","29,170,000","31,251,000","20,411,000","20,518,000","24,321,000","34,149,000","28,890,000","22,971,000","15,412,000","19,158,000","18,279,000","14,917,000","12,210,000","14,372,000","7,505,000","6,667,000","5,837,000","8,887,000","2,599,000","797,000","1,108,000","4,204,000","4,079,000","3,208,000","4,386,000","10,244,000","6,179,000","-482,000","-39,603,000","5,001,000","-1,300,000","3,200,000","3,500,000","500,000","7,600,000","3,900,000","-25,500,000","500,000","7,100,000","4,000,000","200,000","1,200,000","8,900,000","3,500,000","2,400,000","2,500,000","7,400,000","2,100,000","1,100,000","1,600,000","3,600,000","1,800,000",,
			DeferredIncomeTax,,,"0","0","0","0","1,000,000","0","0","408,000,000","-9,000,000","11,000,000","15,000,000","-426,000,000",,,,,"-67,000,000",,,,"-2,000,000",,,"1,000,000","-464,000,000","-1,088,000,000","-500,000,000","49,000,000","129,000,000","108,000,000","137,485,000","129,515,000","124,890,000","140,217,000","147,877,000","84,961,000","-141,097,000","-85,856,000","-305,425,000","70,550,000","99,981,000","111,275,000","108,887,000","88,880,000","86,030,000","108,509,000","75,344,000","109,837,000","110,984,000","94,809,000","78,272,000","-235,459,000","94,464,000","69,850,000","-2,139,000","66,824,000","62,059,000","13,375,000","29,170,000","31,251,000","20,411,000","20,518,000","24,321,000","34,149,000","28,890,000","22,971,000","15,412,000","19,158,000","18,279,000","14,917,000","12,210,000","14,372,000","7,505,000","6,667,000","5,837,000","8,887,000","2,599,000","797,000","1,108,000","4,204,000","4,079,000","3,208,000","4,386,000","10,244,000","6,179,000","-482,000","-39,603,000","5,001,000","-1,300,000","3,200,000","3,500,000","500,000","7,600,000","3,900,000","-25,500,000","500,000","7,100,000","4,000,000","200,000","1,200,000","8,900,000","3,500,000","2,400,000","2,500,000","7,400,000","2,100,000","1,100,000","1,600,000","3,600,000","1,800,000",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","8,000,000","2,000,000","2,000,000","3,000,000","1,000,000","3,000,000","46,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
