name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalAssets,"19,741,000,000","18,459,000,000","17,108,000,000","14,719,000,000","14,050,000,000","13,835,000,000","13,694,000,000","13,555,000,000","14,163,000,000","13,261,000,000","13,107,000,000","12,216,000,000","12,104,000,000","11,602,000,000","11,721,000,000","11,346,000,000","11,604,000,000","12,076,000,000","11,244,125,000","10,885,707,000","10,724,830,000","10,890,253,000","10,897,049,000","5,920,564,000","5,724,401,000","5,575,252,000","5,524,405,000","5,411,010,000","5,179,785,000","5,213,990,000","5,126,283,000","4,369,369,000","4,171,956,000","4,060,909,000","3,923,449,000","3,708,335,000","3,559,225,000","3,412,196,000","3,544,174,000","3,441,938,000","3,330,047,000","3,266,821,000","3,207,179,000","3,147,800,000","3,006,868,000","2,954,144,000","2,667,935,000","2,544,137,000","2,466,955,000","2,446,356,000","2,411,413,000","2,334,844,000","2,288,220,000","2,286,989,000","2,596,811,000","2,685,972,000","2,526,322,000","2,569,335,000","2,314,846,000","2,172,380,000","2,110,481,000","2,082,098,000","1,972,102,000","1,942,363,000","1,817,455,000","1,827,189,000","1,703,799,000","1,647,969,000","1,628,309,000","1,592,453,000","1,505,866,000","1,441,909,000"
	CurrentAssets,"5,405,000,000","5,263,000,000","6,435,000,000","4,445,000,000","3,734,000,000","3,477,000,000","3,381,000,000","3,165,000,000","3,768,000,000","2,742,000,000","3,482,000,000","2,595,000,000","2,627,000,000","2,842,000,000","3,004,000,000","2,694,000,000","2,959,000,000","3,463,000,000","2,699,533,000","2,377,635,000","2,251,288,000","2,408,316,000","2,419,744,000","2,190,041,000","2,191,734,000","2,175,189,000","2,248,430,000","2,166,240,000","2,002,162,000","2,011,287,000","1,951,948,000","1,822,503,000","1,687,263,000","1,649,082,000","1,642,851,000","1,601,123,000","1,725,278,000","1,751,413,000","1,997,805,000","1,970,770,000","1,795,876,000","1,756,156,000","1,716,253,000","1,688,529,000","1,541,351,000","1,475,960,000","1,180,950,000","1,131,093,000","1,027,633,000","988,378,000","945,384,000","850,309,000","781,138,000","798,989,000","1,107,610,000","1,217,500,000","1,032,959,000","1,092,185,000","1,066,275,000","937,335,000","880,944,000","849,787,000","973,642,000","966,135,000","875,329,000","902,863,000","789,738,000","725,600,000","712,082,000","671,938,000","565,373,000","508,663,000"
		CashCashEquivalentsAndShortTermInvestments,"1,055,000,000","1,908,000,000","3,571,000,000","1,844,000,000","1,393,000,000","1,313,000,000","1,217,000,000","1,109,000,000","1,537,000,000","728,000,000","1,437,000,000","409,000,000","445,000,000","753,000,000","788,000,000","482,000,000","851,000,000","1,531,000,000","678,233,000","395,776,000","372,591,000","459,453,000","380,519,000","1,123,018,000","1,139,984,000","1,182,669,000","1,247,651,000","1,026,569,000","945,649,000","880,601,000","813,468,000","876,067,000","776,337,000","700,689,000","717,153,000","655,470,000","872,790,000","914,951,000","1,198,468,000","1,110,538,000","895,142,000","825,901,000","758,939,000","712,322,000","654,503,000","630,299,000","428,333,000","288,805,000","185,263,000","245,592,000","252,873,000","204,007,000","179,343,000","90,239,000","22,452,000","22,462,000","7,846,000","24,914,000","139,259,000","42,615,000","13,325,000","52,646,000","303,099,000","275,615,000","236,366,000","237,895,000","123,348,000","109,673,000","46,635,000","43,396,000","50,984,000","57,376,000"
			CashAndCashEquivalents,"1,055,000,000","1,908,000,000","3,571,000,000","1,844,000,000","1,393,000,000","1,313,000,000","1,217,000,000","1,109,000,000","1,537,000,000","728,000,000","1,437,000,000","409,000,000","445,000,000","753,000,000","788,000,000","482,000,000","851,000,000","1,531,000,000","678,233,000","395,776,000","372,591,000","459,453,000","380,519,000","770,997,000","614,976,000","662,525,000","961,925,000","1,026,569,000","945,649,000","880,601,000","813,468,000","876,067,000","532,643,000","461,301,000","591,556,000","625,501,000","777,887,000","790,078,000","1,198,468,000","1,110,538,000","895,142,000","825,901,000","758,939,000","712,322,000","654,503,000","630,299,000","428,333,000","288,805,000","185,263,000","245,592,000","252,873,000","204,007,000","179,343,000","90,239,000","22,452,000","22,462,000","7,846,000","24,914,000","139,259,000","42,615,000","13,325,000","52,646,000","202,824,000","275,615,000","236,366,000","237,895,000","123,348,000","109,673,000","46,635,000","43,396,000","50,984,000","57,376,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0","0","352,021,000","525,008,000","520,144,000","285,726,000",,,"0","0","0","243,694,000","239,388,000","125,597,000","29,969,000","94,903,000","124,873,000",,,,,,,,,,,,,,,,,,,,,,,,,"100,275,000",,,,,,,,,
		Receivables,"2,352,000,000","1,868,000,000","1,642,000,000","1,549,000,000","1,327,000,000","1,214,000,000","1,293,000,000","1,160,000,000","1,265,000,000","1,036,000,000","1,094,000,000","1,213,000,000","1,121,000,000","1,037,000,000","1,241,000,000","1,261,000,000","1,135,000,000","1,001,000,000","1,142,979,000","1,095,808,000","1,003,966,000","938,743,000","1,070,501,000","582,855,000","549,037,000","508,532,000","520,960,000","600,722,000","527,127,000","560,666,000","592,964,000","454,281,000","421,879,000","428,457,000","433,025,000","475,638,000","407,580,000","400,159,000","393,592,000","418,000,000","444,609,000","407,372,000","462,470,000","430,301,000","409,420,000","362,863,000","362,438,000","427,919,000","405,288,000","339,796,000","343,406,000","321,738,000","281,011,000","347,323,000","562,804,000","641,504,000","464,383,000","507,463,000","436,327,000","399,832,000","423,630,000","308,903,000","335,063,000","323,009,000","277,268,000","302,779,000","356,034,000","256,128,000","286,129,000","234,247,000","248,462,000","198,361,000"
			AccountsReceivable,"2,299,000,000","1,764,000,000","1,553,000,000","1,496,000,000","1,265,000,000","1,086,000,000","968,000,000","926,000,000","1,007,000,000","948,000,000","1,052,000,000","1,152,000,000","1,062,000,000","975,000,000","1,182,000,000","1,210,000,000","1,129,000,000","983,000,000","1,119,164,000","1,040,165,000","961,520,000","827,721,000","923,499,000","507,690,000","465,697,000","438,538,000","495,318,000","575,609,000","500,711,000","525,983,000","577,366,000","445,456,000","416,099,000","410,617,000","405,011,000","442,150,000","384,710,000","389,207,000","365,128,000","399,270,000","422,243,000","380,432,000","432,293,000","430,301,000","409,420,000","362,863,000","362,438,000","427,919,000","405,288,000","339,796,000","343,406,000","321,738,000","281,011,000","347,323,000","562,804,000","641,504,000","464,383,000","507,463,000","436,327,000","399,832,000","423,630,000","308,903,000","335,063,000","323,009,000","277,268,000","302,779,000","356,034,000","256,128,000","286,129,000","234,247,000","248,462,000","198,361,000"
				GrossAccountsReceivable,,,,,"1,265,000,000","1,095,000,000","968,000,000","926,000,000","1,007,000,000","948,000,000","1,052,000,000","1,152,000,000","1,062,000,000","975,000,000","1,182,000,000","1,210,000,000","1,129,000,000","983,000,000","1,119,164,000","1,040,165,000","961,520,000","827,721,000","923,499,000","507,690,000","465,697,000","438,538,000","495,318,000","575,609,000","500,711,000","525,983,000","577,366,000","445,456,000","416,099,000","410,617,000","405,011,000","442,150,000","384,710,000","389,207,000","375,615,000","410,121,000","433,061,000","391,401,000","442,856,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,"-17,000,000","-15,000,000","-15,000,000","-23,000,000","-22,000,000","-21,000,000","-24,000,000","-24,000,000","-23,000,000","-24,000,000","-24,000,000","-24,000,000","-22,000,000","-21,961,000","-19,602,000","-18,856,000","-17,991,000","-15,322,000","-14,534,000","-14,321,000","-14,095,000","-13,967,000","-13,468,000","-13,259,000","-13,468,000","-13,772,000","-12,052,000","-11,592,000","-11,741,000","-9,832,000","-9,834,000","-11,562,000","-11,172,000","-10,487,000","-10,851,000","-10,818,000","-10,969,000","-10,563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"7,000,000","62,000,000","49,000,000","28,000,000","43,000,000","92,000,000","297,000,000","211,000,000","233,000,000","59,000,000","29,000,000","51,000,000","51,000,000","57,000,000","55,000,000","48,000,000","4,000,000","7,000,000","16,657,000","51,462,000","32,901,000","90,414,000","134,733,000","69,183,000","81,255,000","60,748,000","19,819,000","11,746,000","21,289,000","8,919,000","5,374,000","7,512,000","5,248,000","20,820,000","20,421,000","29,802,000","22,480,000","4,011,000","13,151,000","3,335,000","7,169,000","16,113,000","21,903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
