name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007
TotalAssets,"795,815,000","766,895,000","541,824,000","557,120,000","565,180,000","550,188,000","547,391,000","567,828,000","597,686,000","578,439,000","574,119,000","567,649,000","538,117,000","525,231,000","525,769,000","511,984,000","512,022,000","511,054,000","507,825,000","506,078,000","539,081,000","540,901,000","581,527,000","599,198,000","627,370,000","640,484,000","1,166,729,000","1,172,987,000","1,171,971,000","1,166,719,000","1,167,424,000","1,160,437,000","1,158,980,000","1,175,273,000","1,181,224,000","1,176,256,000","1,007,305,000","994,623,000","1,024,853,000","992,770,000","948,433,000","932,870,000","913,830,000","878,394,000","844,321,000","828,884,000","811,127,000","781,226,000","780,981,000","768,990,000","756,858,000","744,820,000","725,230,000","705,077,000","691,295,000","628,993,000","5,000","146,727,060","137,868,297"
	CurrentAssets,"197,694,000","156,850,000","143,184,000","156,363,000","157,016,000","135,788,000","126,152,000","140,931,000","170,316,000","145,343,000","136,771,000","127,284,000","156,958,000","145,358,000","142,141,000","122,553,000","117,750,000","111,946,000","111,538,000","107,111,000","136,676,000","123,743,000","155,963,000","171,561,000","195,084,000","195,799,000","220,225,000","222,907,000","221,777,000","202,487,000","201,959,000","183,852,000","169,159,000","178,629,000","188,491,000","213,883,000","134,390,000","162,356,000","254,576,000","272,933,000","276,909,000","276,645,000","253,166,000","236,406,000","209,163,000","208,822,000","198,156,000","190,878,000","197,948,000","204,339,000","209,848,000","211,893,000","201,332,000","198,376,000","216,388,000","157,017,000","1,000","47,447,489","41,621,826"
		CashCashEquivalentsAndShortTermInvestments,"60,139,000","36,452,000","25,637,000","53,250,000","35,995,000","19,515,000","9,258,000","34,552,000","44,371,000","20,603,000","13,023,000","15,508,000","34,032,000","33,222,000","37,214,000","26,234,000","6,085,000","1,068,000","1,694,000","6,190,000","20,770,000","4,464,000","27,887,000","47,583,000","54,436,000","59,830,000","80,912,000","103,506,000","101,096,000","78,023,000","73,852,000","35,082,000","9,820,000","15,608,000","51,101,000","85,216,000","7,612,000","57,747,000","129,753,000","164,766,000","163,188,000","170,614,000","141,037,000","123,355,000","107,899,000","121,690,000","99,696,000","115,859,000","113,891,000","100,947,000","92,751,000","119,424,000","102,459,000","116,573,000","138,818,000","89,817,000","1,000","1,960,406","2,490,018"
			CashAndCashEquivalents,"60,139,000","36,452,000","25,637,000","53,250,000","35,995,000","19,515,000","9,258,000","34,552,000","44,371,000","20,603,000","13,023,000","15,508,000","34,032,000","33,222,000","37,214,000","26,234,000","6,085,000","1,068,000","1,694,000","6,190,000","20,770,000","4,464,000","22,979,000","30,984,000","24,422,000","9,307,000","24,322,000","40,285,000","66,786,000","67,589,000","70,833,000","31,069,000","3,234,000","394,000","10,446,000","47,797,000","5,111,000","33,619,000","55,115,000","66,843,000","60,107,000","73,372,000","67,487,000","71,250,000","69,230,000","76,133,000","66,692,000","98,009,000","100,331,000","89,792,000","87,247,000","118,673,000","102,459,000","116,573,000","138,818,000","89,817,000","1,000","1,960,406","2,490,018"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,"20,770,000","4,464,000","22,936,000","8,691,000","11,292,000","9,056,000",,"14,184,000","24,213,000","16,506,000","35,233,000","19,533,000","2,941,000","18,000","4,868,000","14,941,000","4,136,000","6,063,000",,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,"0","43,000","22,293,000","13,130,000","251,000",,"26,101,000","42,573,000","51,083,000","35,600,000","11,536,000","293,000","376,000","5,578,000","32,856,000","975,000","27,556,000",,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0","4,908,000","16,599,000","30,014,000","50,523,000","56,590,000","63,221,000","34,310,000","10,434,000","3,019,000","4,013,000","6,586,000","15,214,000","40,655,000","37,419,000","2,501,000","24,128,000","74,638,000","97,923,000","103,081,000","97,242,000","73,550,000","52,105,000","38,669,000","45,557,000","33,004,000","17,850,000","13,560,000","11,155,000","5,504,000","751,000",,,,,,,
		Receivables,"52,980,000","36,398,000","36,180,000","25,499,000","39,196,000","24,372,000","25,846,000","21,238,000","33,416,000","24,996,000","33,112,000","26,282,000","29,176,000","25,758,000","22,090,000","23,303,000","30,574,000","24,490,000","18,719,000","14,235,000","21,395,000","20,028,000","19,916,000","11,338,000","26,092,000","24,625,000","24,770,000","23,201,000","41,868,000","32,275,000","38,747,000","52,873,000","54,738,000","44,016,000","38,267,000","49,819,000","56,995,000","43,936,000","57,454,000","42,754,000","54,089,000","40,695,000","52,246,000","53,548,000","44,001,000","31,471,000","45,201,000","15,529,000","31,937,000","29,004,000","41,362,000","26,485,000","39,681,000","25,459,000","47,562,000","40,610,000",,"23,763,454","20,958,688"
			AccountsReceivable,"51,608,000","35,409,000","32,731,000","23,029,000","36,898,000","22,516,000","23,271,000","19,256,000","31,862,000","23,749,000","31,136,000","24,553,000","28,217,000","25,161,000","18,289,000","21,208,000","29,605,000","15,076,000","17,866,000","11,476,000","19,119,000","10,343,000","17,129,000","8,986,000","24,432,000","9,743,000","21,357,000","15,642,000","38,516,000","28,561,000","32,558,000","33,036,000","30,268,000","20,837,000","25,394,000","35,822,000","44,224,000","31,508,000","47,796,000","31,948,000","43,691,000","29,304,000","34,162,000","35,718,000","38,062,000","24,928,000","37,039,000","12,263,000","27,389,000","19,640,000","30,762,000","19,598,000","37,837,000","15,107,000","47,360,000","40,130,000",,"23,251,154","20,958,688"
			TaxesReceivable,,,,,,,,,,,,,,"0","0",,"0","2,663,000","0","1,376,000","1,384,000","1,379,000",,,,,"199,000","288,000","72,000","114,000","527,000","14,734,000","13,697,000","15,722,000","4,505,000","3,381,000","3,303,000","3,306,000","0","1,715,000","2,482,000","4,493,000","7,095,000","10,662,000","3,524,000","6,543,000","6,290,000","2,450,000","4,548,000","9,364,000","9,392,000","6,887,000","1,844,000",,,,,,
