name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"180,800,000","36,600,000","37,500,000","58,000,000","48,700,000","19,600,000","61,500,000","56,400,000","52,000,000","23,500,000","32,700,000","33,800,000","18,000,000","8,500,000","32,800,000","19,600,000","11,400,000","13,100,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,"8,500,000",,,,"13,100,000"
		NetIncomeFromContinuingOperations,,,,,,,,,,,,,,"13,700,000",,,,"-1,100,000"
		DeferredTax,,,,,,,,,,,,,,"1,600,000",,,,"-100,000"
			DeferredIncomeTax,,,,,,,,,,,,,,"1,600,000",,,,"-100,000"
		OtherNonCashItems,,,,,,,,,,,,,,"9,000,000",,,,"23,700,000"
		ChangeInWorkingCapital,,,,,,,,,,,,,,"-15,800,000",,,,"-9,400,000"
InvestingCashFlow,"-120,900,000","-108,200,000","-1,100,000","-6,600,000","-5,000,000","-2,100,000","-2,100,000","-1,800,000","-14,600,000","-1,200,000","-2,300,000","-1,800,000","-3,100,000","-1,600,000","-1,300,000","-700,000","-800,000","-700,000"
	CashFlowFromContinuingInvestingActivities,"-120,900,000","-108,200,000","-1,100,000","-6,600,000","-5,000,000","-2,100,000","-2,100,000","-1,800,000","-14,600,000","-1,200,000","-2,300,000","-1,800,000","-3,100,000","-1,600,000","-1,300,000","-700,000","-800,000","-700,000"
		CapitalExpenditureReported,"-9,000,000","-2,000,000","-1,100,000","-900,000","-5,000,000","-2,100,000","-2,100,000","-1,800,000","-2,000,000","-1,200,000","-2,300,000","-1,800,000","-3,100,000","-1,600,000","-1,300,000","-700,000","-800,000","-700,000"
		NetBusinessPurchaseAndSale,"-111,900,000","-106,200,000","0","-5,700,000",,,"0","0",,,,,,,,,,
			PurchaseOfBusiness,"-111,900,000","-106,200,000","0","-5,700,000",,,"0","0",,,,,,,,,,
FinancingCashFlow,"-40,100,000","-700,000","-2,900,000","-21,500,000","-15,000,000","-14,200,000","-1,400,000","-500,000","-14,100,000","0","-1,200,000","-1,200,000","20,900,000","-2,600,000","-25,600,000","-23,200,000","-13,300,000","-17,400,000"
	CashFlowFromContinuingFinancingActivities,"-40,100,000","-700,000","-2,900,000","-21,500,000","-15,000,000","-14,200,000","-1,700,000","-200,000","-14,100,000","0","-1,200,000","-1,200,000","20,900,000","-2,600,000","-25,600,000","-23,200,000","-13,300,000","-17,400,000"
		NetCommonStockIssuance,"0",,,,,,,"0",,,"0","0",,,,"0",,
			CommonStockIssuance,"0",,,,,,,"0",,,"0","0",,,,"0",,
		CashDividendsPaid,"-29,900,000","-200,000","100,000","-16,000,000","-13,800,000","-300,000","-600,000","-200,000",,,"0","0",,,,"-23,200,000",,
			CommonStockDividendPaid,,,,,,,"-600,000","-200,000",,,"0","0",,,,"-23,200,000",,
		NetOtherFinancingCharges,"-10,200,000","-500,000","-3,000,000","-5,500,000","-1,200,000","-13,900,000","-500,000","-300,000",,,"-1,200,000","-1,200,000","-9,200,000","-2,600,000",,,,"-17,400,000"
EndCashPosition,"291,800,000","292,000,000","364,400,000","330,800,000","300,800,000","272,000,000","268,900,000","210,300,000","156,100,000","132,600,000","110,600,000","81,300,000","50,400,000","14,500,000","10,000,000","4,700,000","8,800,000","11,800,000"
	ChangesInCash,"19,800,000","-72,300,000","33,500,000","29,900,000","28,700,000","3,300,000","58,000,000","54,100,000","23,300,000","22,300,000","29,200,000","30,800,000","35,800,000","4,300,000","5,900,000","-4,300,000","-2,700,000","-5,000,000"
	EffectOfExchangeRateChanges,"200,000","-100,000","100,000","100,000","100,000","-200,000","600,000","100,000","200,000","-300,000","100,000","100,000","100,000","200,000","-600,000","200,000","-300,000","0"
	BeginningCashPosition,"272,000,000","364,400,000","330,800,000","300,800,000","272,000,000","268,900,000","210,300,000","156,100,000","132,600,000","110,600,000","81,300,000","50,400,000","14,500,000","10,000,000","4,700,000","8,800,000","11,800,000","16,800,000"
IncomeTaxPaidSupplementalData,"1,500,000","500,000","300,000","400,000","300,000","3,800,000","500,000","0",,,,"300,000",,,,,,
CapitalExpenditure,"-9,000,000","-2,000,000","-1,100,000","-900,000","-5,000,000","-2,100,000","-2,100,000","-1,800,000","-2,000,000","-1,200,000","-2,300,000","-1,800,000","-3,100,000","-1,600,000","-1,300,000","-700,000","-800,000","-700,000"
IssuanceOfCapitalStock,"0",,,,,,,"0",,,"0","0",,,,"0",,
FreeCashFlow,"171,800,000","34,600,000","36,400,000","57,100,000","43,700,000","17,500,000","59,400,000","54,600,000","50,000,000","22,300,000","30,400,000","32,000,000","14,900,000","6,900,000","31,500,000","18,900,000","10,600,000","12,400,000"
