name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
OperatingCashFlow,"-88,627,000","-26,596,000","-25,671,000","-18,358,000","-18,002,000","-24,934,000","-21,539,000","-14,450,000","-14,594,000","-16,666,000","-10,304,000","-7,900,000"
	CashFlowFromContinuingOperatingActivities,"-88,627,000","-26,596,000","-25,671,000","-18,358,000","-18,002,000","-24,934,000","-21,542,000","-14,447,000","-14,594,000","-16,666,000","-10,304,000","-7,899,000"
		NetIncomeFromContinuingOperations,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,795,000","-21,835,000","-10,793,000","-11,912,000","-10,023,000","-10,094,000"
		OperatingGainsLosses,,,,,,,"2,535,000",,,,"7,000","0"
			GainLossOnSaleOfPPE,,,,,,,"0","0",,,"7,000","0"
			GainLossOnInvestmentSecurities,,,,,,,"2,535,000",,,,,
		DepreciationAmortizationDepletion,"1,346,000","305,000","323,000","330,000","388,000","451,000","365,000","420,000","416,000","416,000","422,000","421,000"
			DepreciationAndAmortization,"1,346,000","305,000","323,000","330,000","388,000","451,000","365,000","420,000","416,000","416,000","422,000","421,000"
				Depreciation,,"305,000",,"330,000","388,000","451,000",,,,"416,000",,
		AmortizationOfSecurities,"2,441,000","664,000","847,000","558,000","372,000","102,000","-103,000","8,000","0","0","334,000","82,000"
		StockBasedCompensation,"26,605,000","8,938,000","6,353,000","6,086,000","5,228,000","3,845,000","2,719,000","436,000","161,000","116,000","729,000","627,000"
		OtherNonCashItems,"2,992,000","1,360,000","614,000","513,000","505,000","502,000","497,000","511,000","327,000","298,000","294,000","287,000"
		ChangeInWorkingCapital,"-27,470,000","-6,243,000","-18,150,000","-1,162,000","-1,915,000","-8,863,000","-5,810,000","2,922,000","-4,705,000","-5,584,000","-2,067,000","777,000"
			ChangeInReceivables,"1,884,000","3,944,000","-871,000","1,368,000","-2,557,000","828,000","-343,000","4,405,000","-5,226,000","1,303,000","-2,031,000","42,000"
				ChangesInAccountReceivables,"1,884,000","3,944,000","-871,000","1,368,000","-2,557,000","828,000","-343,000","4,405,000","-5,226,000","1,303,000","-2,031,000","42,000"
			ChangeInPrepaidAssets,"-5,767,000","309,000","-4,996,000","61,000","-1,141,000","-40,000","-1,459,000","-147,000","-1,370,000","-281,000","-159,000","-265,000"
			ChangeInPayablesAndAccruedExpense,"3,911,000","-4,918,000","2,895,000","1,325,000","4,609,000","-5,631,000","0","3,191,000","3,232,000","-3,398,000","3,150,000","3,208,000"
				ChangeInPayable,"-366,000","-1,152,000","760,000","-601,000","627,000","-1,965,000","599,000","-594,000","2,562,000","-2,100,000","1,160,000","2,964,000"
					ChangeInAccountPayable,"-366,000","-1,152,000","760,000","-601,000","627,000","-1,965,000","599,000","-594,000","2,562,000","-2,100,000","1,160,000","2,964,000"
				ChangeInAccruedExpense,"4,277,000","-3,766,000","2,135,000","1,926,000","3,982,000","-3,666,000","-599,000","3,785,000","670,000","-1,298,000","1,990,000","244,000"
			ChangeInOtherCurrentLiabilities,"-333,000","304,000","-116,000","-264,000","-257,000","-251,000","-230,000","-222,000","-217,000","-212,000","-190,000","-186,000"
			ChangeInOtherWorkingCapital,"-27,165,000","-5,882,000","-15,062,000","-3,652,000","-2,569,000","-3,769,000","-3,778,000","-4,305,000","-1,124,000","-2,996,000","-2,837,000","-2,022,000"
InvestingCashFlow,"-131,610,000","-4,004,000","-59,413,000","-100,627,000","32,434,000","-61,730,000","-54,221,000","-32,267,000","-103,833,000","-184,000","-198,000","14,750,000"
	CashFlowFromContinuingInvestingActivities,"-131,610,000","-4,004,000","-59,413,000","-100,627,000","32,434,000","-61,730,000","-54,220,000","-32,268,000","-103,833,000","-184,000","-198,000","14,750,000"
		NetPPEPurchaseAndSale,"-1,028,000","-172,000","-109,000","0","-747,000","-421,000","-291,000","-284,000","109,000","-184,000","136,000","-152,000"
			PurchaseOfPPE,"-1,028,000","-172,000","-109,000","0","-747,000","-421,000","-291,000","-284,000","109,000","-184,000","73,000","-140,000"
		NetInvestmentPurchaseAndSale,"-130,582,000","-3,832,000","-59,304,000","-100,627,000","33,181,000","-61,309,000","-53,929,000","-31,984,000","-103,942,000","0","-334,000","14,902,000"
			PurchaseOfInvestment,"-437,656,000","-76,219,000","-145,416,000","-154,702,000","-61,319,000","-176,303,000","-157,929,000","-31,984,000","-103,942,000","0","-64,098,000","0"
			SaleOfInvestment,"307,074,000","72,387,000","86,112,000","54,075,000","94,500,000","114,994,000","104,000,000",,,"0","63,764,000",
FinancingCashFlow,"172,031,000","480,000","466,000","584,000","170,501,000","-151,000","194,053,000","2,499,000","152,224,000","156,000","78,000","134,000"
	CashFlowFromContinuingFinancingActivities,"172,031,000","480,000","466,000","584,000","170,501,000","-151,000","194,053,000","2,499,000","152,224,000","156,000","78,000","134,000"
		NetIssuancePaymentsOfDebt,,,"0","0",,,"0","0",,,,"0"
			NetLongTermDebtIssuance,,,"0","0",,,"0","0",,,,"0"
				LongTermDebtIssuance,,,"0","0",,,"0","0",,,,"0"
		NetCommonStockIssuance,,,"0","-469,000",,,"339,851,000","446,000",,,"108,000","134,000"
			CommonStockIssuance,,,"0","-469,000",,,"339,835,000","532,000",,,"68,000","159,000"
			CommonStockPayments,,,"0","0",,,"16,000","-86,000",,,,"-25,000"
		NetPreferredStockIssuance,,,,,,,,"4,499,000",,,"0","0"
			PreferredStockIssuance,,,,,,,,"4,499,000",,,"0","0"
		ProceedsFromStockOptionExercised,"2,424,000","260,000","752,000","873,000","539,000","166,000","887,000","0","-883,000","156,000","-30,000","0"
		NetOtherFinancingCharges,"142,000","220,000","-286,000","180,000","28,000","-317,000","-1,160,000",,,,,
EndCashPosition,"49,283,000","49,283,000","79,403,000","164,021,000","282,422,000","97,489,000","184,304,000","66,011,000","110,229,000","76,432,000","93,126,000","103,550,000"
	ChangesInCash,"-48,206,000","-30,120,000","-84,618,000","-118,401,000","184,933,000","-86,815,000","118,293,000","-44,218,000","33,797,000","-16,694,000","-10,424,000","6,984,000"
	BeginningCashPosition,"97,489,000","79,403,000","164,021,000","282,422,000","97,489,000","184,304,000","66,011,000","110,229,000","76,432,000","93,126,000","103,550,000","96,566,000"
InterestPaidSupplementalData,"1,423,000","473,000","238,000","363,000","349,000","358,000",,,,"0",,
CapitalExpenditure,"-1,028,000","-172,000","-109,000",,"-747,000","-421,000","-291,000","-284,000",,"-184,000",,"-140,000"
IssuanceOfCapitalStock,,,"0","-469,000",,,"194,310,000","5,031,000",,,"68,000","159,000"
IssuanceOfDebt,,,"0","0",,,"0","0",,,,"0"
RepurchaseOfCapitalStock,,,"0","0",,,"16,000","-86,000",,,,"-25,000"
FreeCashFlow,"-89,655,000","-26,768,000","-25,780,000","-18,358,000","-18,749,000","-25,355,000","-21,830,000","-14,734,000","-14,485,000","-16,850,000","-10,231,000","-8,040,000"
