name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
TotalAssets,"680,950,000,000","667,270,000,000","607,548,000,000","574,532,000,000","563,457,000,000","549,009,000,000","419,355,000,000","400,484,000,000","370,779,000,000","294,005,000,000","278,987,000,000","276,321,000,000","282,815,000,000","296,482,000,000","272,102,000,000","261,882,000,000","248,320,000,000","243,274,000,000","230,714,000,000","220,601,000,000","227,061,000,000","223,383,000,000","209,337,000,000","198,052,000,000","190,998,000,000","183,718,000,000","170,402,000,000","163,627,000,000","160,169,000,000","154,642,000,000","147,444,000,000","143,401,000,000","144,066,000,000","143,642,000,000","140,211,000,000","135,907,000,000","133,324,000,000","133,637,000,000","117,658,000,000","111,816,000,000","111,482,000,000","108,553,000,000","102,906,000,000","97,572,000,000","94,883,000,000","92,568,000,000","87,298,000,000","82,295,000,000","78,337,000,000","75,431,000,000","67,984,000,000","62,261,000,000","54,898,000,000","51,675,000,000","52,760,000,000","48,360,000,000","44,551,000,000","42,286,000,000","39,309,000,000","49,004,000,000","47,278,000,000","48,992,000,000","47,140,000,000","46,866,000,000","47,622,000,000","47,351,000,000","45,373,000,000","46,475,000,000","46,405,000,000","47,133,000,000","45,935,000,000","47,321,000,000","46,284,000,000","45,866,000,000","43,760,000,000","41,836,000,000","40,440,000,000","39,705,000,000","37,568,000,000","37,643,000,000","38,821,000,000","40,464,000,000","37,130,000,000","35,909,000,000","37,229,000,000","38,153,969,000","35,507,641,000","34,926,378,000","33,740,454,000","29,299,100,000","25,088,000,000","23,552,100,000","23,439,300,000","22,264,400,000","18,846,000,000","18,265,100,000","18,193,500,000","16,481,700,000","15,631,500,000","14,678,300,000","14,643,100,000","13,778,800,000","12,147,200,000","11,214,000,000","11,097,000,000","10,552,000,000","9,583,800,000","9,066,300,000","8,271,400,000","7,917,900,000","7,564,800,000","7,265,800,000","7,550,300,000","6,896,500,000","6,409,300,000","6,092,900,000","6,032,000,000","5,905,200,000","5,505,700,000","5,317,500,000","5,552,900,000","5,025,900,000","4,836,900,000","4,587,900,000","4,713,300,000","4,188,000,000","3,872,300,000","3,763,100,000","3,720,000,000","3,480,300,000","3,324,700,000"
TotalLiabilitiesNetMinorityInterest,"632,852,000,000","611,009,000,000","550,106,000,000","517,082,000,000","507,863,000,000","492,949,000,000","388,024,000,000","369,669,000,000","344,509,000,000","272,260,000,000","257,633,000,000","255,001,000,000","261,190,000,000","275,812,000,000","251,268,000,000","241,785,000,000","228,990,000,000","224,749,000,000","212,687,000,000","203,112,000,000","210,079,000,000","206,962,000,000","193,867,000,000","183,062,000,000","176,485,000,000","170,316,000,000","157,206,000,000","151,204,000,000","148,011,000,000","142,839,000,000","135,971,000,000","132,231,000,000","133,251,000,000","133,261,000,000","130,158,000,000","126,187,000,000","123,548,000,000","124,048,000,000","108,193,000,000","102,706,000,000","103,145,000,000","100,839,000,000","95,251,000,000","90,838,000,000","88,396,000,000","86,342,000,000","81,263,000,000","76,416,000,000","72,666,000,000","70,358,000,000","63,081,000,000","57,647,000,000","50,597,000,000","47,614,000,000","48,697,000,000","44,469,000,000","40,989,000,000","38,554,000,000","35,915,000,000","43,930,000,000","42,343,000,000","43,984,000,000","42,506,000,000","42,264,000,000","42,990,000,000","42,901,000,000","41,024,000,000","42,157,000,000","42,130,000,000","42,747,000,000","41,380,000,000","42,589,000,000","41,622,000,000","41,405,000,000","39,448,000,000","37,657,000,000","36,384,000,000","35,694,000,000","33,425,000,000","33,298,000,000","34,553,000,000","36,301,000,000","32,952,000,000","31,586,000,000","32,924,000,000","33,924,257,000","31,465,620,000","31,127,670,000","30,597,805,000","27,025,200,000","23,032,200,000","21,637,400,000","21,720,400,000","20,835,800,000","17,540,100,000","17,050,400,000","17,016,200,000","15,336,600,000","14,553,500,000","13,685,500,000","13,705,200,000","12,924,200,000","11,333,000,000","10,456,700,000","10,413,400,000","9,919,100,000","8,962,400,000","8,492,100,000","7,761,600,000","7,450,900,000","7,122,700,000","6,845,300,000","7,158,400,000","6,517,300,000","6,064,900,000","5,770,600,000","5,742,100,000","5,646,400,000","5,269,900,000","5,080,700,000","5,325,600,000","4,826,100,000","4,654,800,000","4,418,300,000","4,554,200,000","4,033,900,000","3,711,400,000","3,595,200,000","3,548,100,000","3,308,600,000","3,158,000,000"
TotalEquityGrossMinorityInterest,"48,098,000,000","56,261,000,000","57,442,000,000","57,450,000,000","55,594,000,000","56,060,000,000","31,331,000,000","30,815,000,000","26,270,000,000","21,745,000,000","21,354,000,000","21,320,000,000","21,625,000,000","20,670,000,000","20,834,000,000","20,097,000,000","19,330,000,000","18,525,000,000","18,027,000,000","17,489,000,000","16,982,000,000","16,421,000,000","15,470,000,000","14,990,000,000","14,513,000,000","13,402,000,000","13,196,000,000","12,423,000,000","12,158,000,000","11,803,000,000","11,473,000,000","11,170,000,000","10,815,000,000","10,381,000,000","10,053,000,000","9,720,000,000","9,776,000,000","9,589,000,000","9,465,000,000","9,110,000,000","8,337,000,000","7,714,000,000","7,655,000,000","6,734,000,000","6,487,000,000","6,226,000,000","6,035,000,000","5,879,000,000","5,671,000,000","5,073,000,000","4,903,000,000","4,614,000,000","4,301,000,000","4,061,000,000","4,063,000,000","3,891,000,000","3,562,000,000","3,732,000,000","3,394,000,000","5,074,000,000","4,935,000,000","5,008,000,000","4,634,000,000","4,602,000,000","4,632,000,000","4,450,000,000","4,349,000,000","4,318,000,000","4,275,000,000","4,386,000,000","4,555,000,000","4,732,000,000","4,662,000,000","4,461,000,000","4,312,000,000","4,179,000,000","4,056,000,000","4,011,000,000","4,143,000,000","4,345,000,000","4,268,000,000","4,163,000,000","4,178,000,000","4,323,000,000","4,305,000,000","4,229,712,000","4,042,021,000","3,798,708,000","3,142,649,000","2,273,900,000","2,055,800,000","1,914,700,000","1,718,900,000","1,428,600,000","1,305,900,000","1,214,700,000","1,177,300,000","1,145,100,000","1,078,000,000","992,800,000","937,900,000","854,600,000","814,200,000","757,300,000","683,600,000","632,900,000","621,400,000","574,200,000","509,800,000","467,000,000","442,100,000","420,500,000","391,900,000","379,200,000","344,400,000","322,300,000","289,900,000","258,800,000","235,800,000","236,800,000","227,300,000","199,800,000","182,100,000","169,600,000","159,100,000","154,100,000","160,900,000","167,900,000","171,900,000","171,700,000","166,700,000"
	StockholdersEquity,"48,098,000,000","56,261,000,000","57,442,000,000","57,450,000,000","55,594,000,000","56,060,000,000","31,331,000,000","30,815,000,000","26,270,000,000","21,745,000,000","21,354,000,000","21,320,000,000","21,625,000,000","20,670,000,000","20,834,000,000","20,097,000,000","19,330,000,000","18,525,000,000","18,027,000,000","17,489,000,000","16,982,000,000","16,421,000,000","15,470,000,000","14,990,000,000","14,513,000,000","13,402,000,000","13,196,000,000","12,423,000,000","12,158,000,000","11,803,000,000","11,473,000,000","11,170,000,000","10,815,000,000","10,381,000,000","10,053,000,000","9,720,000,000","9,776,000,000","9,589,000,000","9,465,000,000","9,110,000,000","8,337,000,000","7,714,000,000","7,655,000,000","6,734,000,000","6,487,000,000","6,226,000,000","6,035,000,000","5,879,000,000","5,671,000,000","5,073,000,000","4,903,000,000","4,614,000,000","4,301,000,000","4,061,000,000","4,063,000,000","3,891,000,000","3,562,000,000","3,732,000,000","3,394,000,000","5,074,000,000","4,935,000,000","5,008,000,000","4,634,000,000","4,602,000,000","4,632,000,000","4,450,000,000","4,349,000,000","4,318,000,000","4,275,000,000","4,386,000,000","4,555,000,000","4,732,000,000","4,662,000,000","4,461,000,000","4,312,000,000","4,179,000,000","4,056,000,000","4,011,000,000","4,143,000,000","4,345,000,000","4,268,000,000","4,163,000,000","4,178,000,000","4,323,000,000","4,305,000,000","4,229,712,000","4,042,021,000","3,798,708,000","3,142,649,000","2,273,900,000","2,055,800,000","1,914,700,000","1,718,900,000","1,428,600,000","1,305,900,000","1,214,700,000","1,177,300,000","1,145,100,000","1,078,000,000","992,800,000","937,900,000","854,600,000","814,200,000","757,300,000","683,600,000","632,900,000","621,400,000","574,200,000","509,800,000","467,000,000","442,100,000","420,500,000","391,900,000","379,200,000","344,400,000","322,300,000","289,900,000","258,800,000","235,800,000","236,800,000","227,300,000","199,800,000","182,100,000","169,600,000","159,100,000","154,100,000","160,900,000","167,900,000","171,900,000","171,700,000","166,700,000"
		CapitalStock,"10,715,000,000","9,975,000,000","9,975,000,000","9,975,000,000","10,560,000,000","7,754,000,000","5,278,000,000","5,278,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,808,000,000","2,798,000,000","2,798,000,000","2,798,000,000","2,798,000,000","2,207,000,000","2,204,000,000","2,201,000,000","1,474,000,000","1,472,000,000","889,000,000","888,000,000","887,000,000","887,000,000","886,000,000","885,000,000","884,000,000","883,000,000","882,000,000","881,000,000","880,000,000","879,000,000","878,000,000","409,000,000","15,000,000","15,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","13,856,000","13,835,000","13,786,000","8,394,000","8,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"10,694,000,000","9,954,000,000","9,954,000,000","9,954,000,000","10,539,000,000","7,733,000,000","5,263,000,000","5,263,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,793,000,000","2,783,000,000","2,783,000,000","2,783,000,000","2,783,000,000","2,192,000,000","2,189,000,000","2,186,000,000","1,459,000,000","1,457,000,000","874,000,000","873,000,000","872,000,000","872,000,000","871,000,000","870,000,000","869,000,000","868,000,000","867,000,000","866,000,000","865,000,000","864,000,000","863,000,000","394,000,000","0","0","0","0","0",,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"21,000,000","21,000,000","21,000,000","21,000,000","21,000,000","21,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","14,000,000","13,856,000","13,835,000","13,786,000","8,394,000","8,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"26,826,000,000","26,741,000,000","26,755,000,000","26,708,000,000","26,629,000,000","26,515,000,000","4,797,000,000","4,760,000,000","4,714,000,000","4,656,000,000","4,640,000,000","4,599,000,000","4,548,000,000","4,499,000,000","4,484,000,000","4,447,000,000","4,397,000,000","4,353,000,000","4,365,000,000","4,336,000,000","4,300,000,000","4,267,000,000","4,254,000,000","4,223,000,000","4,189,000,000","4,152,000,000","4,160,000,000","4,124,000,000","4,085,000,000","4,050,000,000","4,050,000,000","4,012,000,000","3,982,000,000","3,951,000,000","3,964,000,000","3,932,000,000","3,911,000,000","3,881,000,000","3,890,000,000","3,870,000,000","3,842,000,000","3,826,000,000","3,822,000,000","3,087,000,000","3,061,000,000","3,034,000,000","2,912,000,000","2,888,000,000","2,866,000,000","2,298,000,000","2,278,000,000","2,253,000,000","2,234,000,000","2,214,000,000","2,213,000,000","2,172,000,000","2,135,000,000","2,107,000,000","2,075,000,000","1,985,000,000","1,925,000,000","1,868,000,000","1,867,000,000","1,838,000,000","1,806,000,000","1,827,000,000","1,790,000,000","1,775,000,000","1,773,000,000","1,769,000,000","1,763,000,000","1,759,000,000","1,758,000,000","1,749,000,000","1,747,000,000","1,737,000,000","1,743,000,000","1,744,000,000","1,737,000,000","1,736,000,000","1,731,000,000","1,726,000,000","1,679,000,000","1,661,000,000","1,620,000,000","1,588,298,000","1,530,455,000","1,422,539,000","1,150,861,000","539,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"26,895,000,000","25,992,000,000","24,880,000,000","23,809,000,000","23,029,000,000","21,975,000,000","21,261,000,000","20,876,000,000","20,487,000,000","19,960,000,000","19,374,000,000","18,680,000,000","18,017,000,000","17,329,000,000","16,615,000,000","15,903,000,000","15,222,000,000","14,408,000,000","13,963,000,000","13,495,000,000","13,069,000,000","12,649,000,000","12,261,000,000","11,882,000,000","11,567,000,000","11,253,000,000","10,952,000,000","10,664,000,000","10,412,000,000","10,198,000,000","9,949,000,000","9,715,000,000","9,492,000,000","9,253,000,000","9,034,000,000","8,830,000,000","8,674,000,000","8,554,000,000","8,442,000,000","8,280,000,000","8,097,000,000","7,978,000,000","7,892,000,000","7,745,000,000","7,580,000,000","7,409,000,000","7,363,000,000","7,310,000,000","7,177,000,000","7,243,000,000","7,149,000,000","7,019,000,000","6,883,000,000","6,735,000,000","6,496,000,000","6,261,000,000","6,024,000,000","5,776,000,000","5,526,000,000","5,308,000,000","5,078,000,000","4,901,000,000","4,498,000,000","4,270,000,000","4,058,000,000","3,847,000,000","3,692,000,000","3,529,000,000","3,372,000,000","3,258,000,000","3,256,000,000","3,334,000,000","3,254,000,000","3,125,000,000","3,007,000,000","2,905,000,000","-11,000,000","2,769,000,000","2,882,000,000","2,914,000,000","2,845,000,000","2,794,000,000","2,849,000,000","2,867,000,000","2,795,000,000","2,713,094,000","2,589,562,000","2,462,360,000","2,067,070,000","1,794,300,000","1,635,300,000","1,522,100,000","1,386,500,000","1,255,000,000","1,165,800,000","1,078,700,000","1,012,900,000","955,500,000","903,000,000","836,200,000","781,100,000","723,100,000","672,000,000","623,700,000","560,500,000","520,500,000","484,800,000","445,400,000","406,100,000","373,200,000","343,300,000","315,900,000","283,700,000","253,700,000","228,100,000","209,400,000","177,500,000","147,200,000","123,900,000","118,400,000","99,600,000","72,900,000","58,000,000","46,000,000","36,400,000","44,800,000","45,400,000","39,000,000","34,900,000","32,000,000","25,900,000"
		TreasuryStock,"5,293,000,000","5,338,000,000","5,421,000,000","5,450,000,000","5,502,000,000","5,578,000,000","5,691,000,000","5,710,000,000","5,734,000,000","5,767,000,000","5,612,000,000","4,866,000,000","3,677,000,000","3,714,000,000","2,769,000,000","2,783,000,000","2,837,000,000","2,892,000,000","2,993,000,000","3,028,000,000","3,053,000,000","3,130,000,000","3,283,000,000","3,302,000,000","3,324,000,000","3,343,000,000","3,407,000,000","3,428,000,000","3,458,000,000","3,497,000,000","3,576,000,000","3,629,000,000","3,652,000,000","3,716,000,000","3,874,000,000","3,927,000,000","3,990,000,000","4,024,000,000","4,058,000,000","4,072,000,000","4,087,000,000","4,113,000,000","4,130,000,000","4,157,000,000","4,202,000,000","4,247,000,000","4,257,000,000","4,268,000,000","4,275,000,000","4,291,000,000","4,292,000,000","4,310,000,000","4,330,000,000","4,349,000,000","4,375,000,000","4,414,000,000","4,476,000,000","4,148,000,000","4,209,000,000","2,177,000,000","2,053,000,000","1,739,000,000","1,713,000,000","1,459,000,000","1,199,000,000","1,124,000,000","1,081,000,000","941,000,000","811,000,000","591,000,000","366,000,000","235,000,000","249,000,000","319,000,000","348,000,000","387,000,000","416,000,000","465,000,000","431,000,000","262,000,000","252,000,000","295,000,000","278,000,000","128,000,000","21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
