name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
TotalAssets,"205,917,700,000","196,780,300,000","186,774,300,000","178,699,100,000","160,652,100,000","124,659,600,000","125,758,800,000","117,214,800,000","137,932,300,000","75,215,300,000","79,417,600,000","70,349,500,000","71,614,500,000","77,475,700,000","70,364,100,000","69,199,300,000","69,919,300,000","75,791,200,000","78,323,000,000","78,543,800,000","75,476,000,000","69,369,400,000","63,251,300,000","67,625,600,000","68,768,200,000","67,371,500,000","80,949,600,000","73,663,100,000","77,128,400,000","72,241,500,000","63,970,300,000","51,611,300,000","53,167,100,000","54,277,800,000","48,979,900,000","46,882,700,000","42,421,800,000","38,863,200,000","39,858,000,000","37,945,900,000","39,289,100,000","40,758,700,000","38,887,600,000","35,589,200,000","34,709,000,000","35,046,100,000","33,686,500,000","34,258,900,000","35,202,400,000","35,651,000,000","36,519,600,000","38,531,200,000","39,915,500,000","48,158,654,000","39,255,052,000","18,562,632,000","19,237,903,000","20,306,197,000","19,646,494,000","5,303,733,000","4,886,519,000","4,306,505,000","3,495,621,000","3,452,164,000","4,391,026,000","3,969,394,000","2,949,941,000","3,397,555,000","3,284,926,000","2,857,466,000","4,295,720,000","3,733,367,000","4,983,191,000","4,872,636,000","3,795,607,000","3,640,250,000","2,386,685,000","3,355,016,000","2,863,830,000","3,092,474,000","2,090,024,000","2,068,881,000"
	CurrentAssets,"171,004,300,000","161,761,800,000","151,594,400,000","144,849,000,000","126,745,500,000","89,283,900,000","90,349,300,000","81,786,200,000","102,416,600,000","39,567,800,000","43,692,300,000","34,462,400,000","35,605,200,000","41,886,700,000","41,514,800,000","40,300,500,000","41,054,800,000","46,906,500,000","49,392,500,000","49,496,900,000","46,368,500,000","40,031,500,000","33,776,000,000","38,027,200,000","39,253,300,000","37,904,500,000","51,458,800,000","44,055,100,000","47,486,000,000","42,545,300,000","34,166,400,000","21,731,200,000","23,309,700,000","24,405,600,000","19,048,100,000","16,924,600,000","12,297,800,000","8,717,900,000","10,016,800,000","8,240,900,000","9,354,600,000","10,945,800,000","9,091,300,000","5,555,100,000","4,587,600,000","5,387,500,000","4,049,200,000","4,602,000,000","5,483,000,000","6,699,000,000","7,506,200,000","9,512,400,000","10,900,900,000","19,111,528,000","9,558,334,000","2,500,892,000","3,182,129,000","4,987,055,000","4,402,136,000","4,989,925,000","4,602,066,000","4,030,252,000","3,248,346,000","3,240,130,000","4,188,184,000","3,783,422,000","2,774,759,000","3,226,245,000","3,125,427,000","2,694,865,000","4,138,305,000","3,576,058,000","4,833,971,000","4,723,379,000","3,654,617,000","3,496,794,000","2,246,056,000","3,215,131,000","2,723,747,000","2,955,219,000","1,958,394,000","1,946,110,000"
		CashCashEquivalentsAndShortTermInvestments,"2,155,300,000","2,949,900,000","1,569,700,000","1,191,900,000","1,041,600,000","1,734,100,000","1,424,500,000","1,493,500,000","929,200,000","1,634,600,000","1,290,200,000","1,019,500,000","1,079,800,000","1,447,400,000","1,489,100,000","1,179,800,000","875,000,000","1,993,700,000","1,719,100,000","1,446,600,000","1,374,900,000","1,951,900,000","1,503,800,000","1,240,900,000","1,225,200,000","1,765,100,000","1,506,700,000","1,227,300,000","1,773,600,000","1,440,800,000","1,160,700,000","1,110,200,000","1,125,900,000","2,538,100,000","2,130,000,000","2,029,300,000","1,904,100,000","1,661,300,000","2,078,900,000","1,335,900,000","8,844,900,000","10,423,800,000","8,553,400,000","4,990,400,000","4,043,200,000","4,943,900,000","3,608,900,000","4,167,400,000","5,000,600,000","303,200,000","7,122,600,000","554,100,000","587,700,000","607,972,000","709,743,000","1,206,128,000","1,221,729,000","1,048,620,000","897,550,000","1,378,106,000","1,359,075,000","3,871,558,000","3,084,540,000","1,038,382,000","4,038,683,000","3,656,773,000","887,291,000","855,363,000","811,270,000","747,512,000","714,966,000","1,414,601,000","634,252,000","812,166,000","3,588,524,000","3,419,128,000","2,171,116,000","3,152,751,000","2,672,167,000","2,895,943,000","1,908,440,000","1,898,453,000"
			CashAndCashEquivalents,"2,045,700,000","2,834,900,000","1,459,400,000","1,081,000,000","936,400,000","1,633,200,000","1,332,100,000","1,405,400,000","851,700,000","1,551,400,000","1,210,100,000","937,700,000","997,400,000","1,374,500,000","1,406,300,000","1,098,900,000","784,600,000","1,903,600,000","1,631,100,000","1,362,300,000","1,287,800,000","1,868,600,000","1,420,500,000","1,161,100,000","1,146,000,000","1,692,600,000","1,434,300,000","1,151,000,000","1,694,800,000","1,366,100,000","1,087,900,000","1,037,300,000","1,053,700,000","2,469,700,000","2,065,000,000","1,968,000,000","1,843,400,000","1,604,700,000","2,016,900,000","1,293,200,000","1,061,700,000","1,042,300,000","829,300,000","693,600,000","664,700,000","855,200,000","568,200,000","363,600,000","444,200,000","260,600,000","204,100,000","448,700,000","339,200,000","297,895,000","582,421,000","1,067,644,000","1,066,356,000","845,312,000","677,034,000","1,174,947,000","1,139,793,000","969,504,000","868,624,000","782,145,000","715,682,000","610,891,000","585,665,000","498,968,000","430,619,000","357,562,000","282,779,000","222,344,000","187,986,000","185,124,000","391,534,000","392,835,000","356,954,000","339,260,000","197,164,000","48,106,000","65,902,000","69,101,000"
			OtherShortTermInvestments,"109,600,000","115,000,000","110,300,000","110,900,000","105,200,000","100,900,000","92,400,000","88,100,000","77,500,000","83,200,000","80,100,000","81,800,000","82,400,000","72,900,000","82,800,000","80,900,000","90,400,000","90,100,000","88,000,000","84,300,000","87,100,000","83,300,000","83,300,000","79,800,000","79,200,000","72,500,000","72,400,000","76,300,000","78,800,000","74,700,000","72,800,000","72,900,000","72,200,000","68,400,000","65,000,000","61,300,000","60,700,000","56,600,000","62,000,000","42,700,000","7,783,200,000","9,381,500,000","7,724,100,000","4,296,800,000","3,378,500,000","4,088,700,000","3,040,700,000","3,803,800,000","4,556,400,000","42,600,000","6,918,500,000","105,400,000","248,500,000","310,077,000","127,322,000","138,484,000","155,373,000","203,308,000","220,516,000","203,159,000","219,282,000","2,902,054,000","2,215,916,000","256,237,000","3,323,001,000","3,045,882,000","301,626,000","356,395,000","380,651,000","389,950,000","432,187,000","1,192,257,000","446,266,000","627,042,000","3,196,990,000","3,026,293,000","1,814,162,000","2,813,491,000","2,475,003,000","2,847,837,000","1,842,538,000","1,829,352,000"
		Receivables,"608,900,000","434,500,000","470,400,000","509,600,000","547,000,000","461,300,000","490,900,000","532,100,000","799,700,000","491,800,000","545,700,000","593,700,000","559,500,000","553,300,000","386,300,000","433,900,000","444,100,000","359,700,000","390,300,000","416,400,000","426,600,000","364,400,000","395,700,000","427,000,000","389,300,000","357,800,000","363,800,000","399,900,000","383,400,000","341,200,000","344,800,000","334,900,000","344,600,000","302,700,000","311,900,000","359,100,000","309,200,000","267,500,000","296,900,000","336,900,000","360,000,000","289,400,000","369,500,000","385,800,000","394,000,000","297,500,000","333,400,000","330,800,000","316,900,000","248,300,000","264,000,000","282,400,000","279,500,000","276,660,000","339,941,000","237,346,000","251,981,000","194,727,000","198,853,000","158,301,000","162,081,000","126,291,000","125,995,000","128,687,000","115,984,000","86,980,000","107,188,000","96,875,000","98,971,000","78,825,000","83,884,000","81,648,000","78,336,000","55,237,000","58,195,000","69,316,000","63,708,000","50,865,000","46,691,000","48,601,000","43,395,000","40,986,000"
			AccountsReceivable,"608,900,000","434,500,000","470,400,000","509,600,000","547,000,000","461,300,000","490,900,000","532,100,000","799,700,000","491,800,000","545,700,000","593,700,000","559,500,000","553,300,000","386,300,000","433,900,000","444,100,000","359,700,000","390,300,000","416,400,000","426,600,000","364,400,000","395,700,000","427,000,000","389,300,000","357,800,000","363,800,000","399,900,000","383,400,000","341,200,000","344,800,000","334,900,000","344,600,000","302,700,000","311,900,000","359,100,000","309,200,000","267,500,000","296,900,000","336,900,000","360,000,000","289,400,000","369,500,000","385,800,000","394,000,000","297,500,000","333,400,000","330,800,000","316,900,000","248,300,000","264,000,000","282,400,000","279,500,000","234,001,000","339,941,000","237,346,000","251,981,000","187,487,000","198,853,000","158,301,000","162,081,000","121,128,000","125,995,000","128,687,000","115,984,000","86,980,000","107,188,000","96,875,000","98,971,000","78,825,000","83,884,000","81,648,000","78,336,000","52,972,000","58,195,000","69,316,000","63,708,000","50,865,000","46,691,000","48,601,000","43,395,000","40,986,000"
				GrossAccountsReceivable,"614,100,000","440,100,000","475,700,000","514,800,000","553,000,000","466,700,000","495,700,000","537,300,000","804,500,000","495,200,000","548,600,000","596,500,000","561,500,000","556,000,000","389,800,000","436,900,000","446,800,000","361,900,000","391,700,000","418,500,000","429,300,000","367,900,000","399,300,000","430,700,000","393,000,000","359,700,000","364,800,000","400,800,000","384,300,000","342,400,000","345,800,000","335,800,000","345,800,000","303,900,000","313,400,000","360,400,000","310,500,000","268,300,000","298,600,000",,,"290,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,200,000","-5,600,000","-5,300,000","-5,200,000","-6,000,000","-5,400,000","-4,800,000","-5,200,000","-4,800,000","-3,400,000","-2,900,000","-2,800,000","-2,000,000","-2,700,000","-3,500,000","-3,000,000","-2,700,000","-2,200,000","-1,400,000","-2,100,000","-2,700,000","-3,500,000","-3,600,000","-3,700,000","-3,700,000","-1,900,000","-1,000,000","-900,000","-900,000","-1,200,000","-1,000,000","-900,000","-1,200,000","-1,200,000","-1,500,000","-1,300,000","-1,300,000","-800,000","-1,700,000",,,"-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,659,000",,,,"7,240,000",,,,"5,163,000",,,,,,,,,,,,"2,265,000",,,,,,,,
