name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
TotalAssets,"1,870,395,000","1,848,400,000","1,888,930,000","1,862,187,000","1,755,253,000","1,889,636,000","1,827,496,000","1,770,125,000","1,725,377,000","2,204,058,000","2,083,169,000","2,136,658,000","2,222,268,000","2,253,612,000","2,259,969,000","2,187,568,000","2,336,585,000","2,276,659,000","2,337,800,000","2,278,429,000","2,175,340,000","2,089,571,000","1,161,148,000","1,082,310,000","1,048,543,000","985,356,000","968,947,000","997,092,000","974,993,000","978,007,000","999,375,000","1,037,173,000","1,008,714,000","972,020,000","966,478,000","944,754,000","923,363,000","897,104,000","880,772,000","870,362,000","848,021,000","818,129,000","843,266,000","920,393,000","887,822,000","839,957,000","803,104,000","785,347,000","788,829,000","770,705,000","753,604,000","759,147,000","741,198,000","760,917,000","806,383,000","836,113,000","811,803,000","984,205,000","947,600,000","1,163,112,000","1,144,356,000","1,104,620,000","1,082,524,000","1,064,414,000","1,017,847,000","800,489,000","798,290,000","787,737,000","798,042,000","783,333,000","761,855,000","744,273,000","739,024,000","719,377,000","709,365,000","785,942,000","794,426,000","792,649,000","804,257,000","811,581,000","837,259,000","863,095,000","874,517,000","897,771,000","770,852,000","761,089,000","744,836,000","563,136,000","542,026,000","515,300,000","495,500,000","484,700,000","408,100,000","396,400,000","390,800,000","380,200,000","379,400,000","369,600,000","361,700,000","347,400,000","325,100,000","310,400,000","311,500,000","287,400,000","290,500,000","265,400,000","255,900,000","245,100,000","226,000,000","208,700,000","211,000,000","205,400,000","199,800,000","189,400,000","193,800,000","186,000,000","194,100,000","189,000,000","188,300,000","188,400,000","179,600,000","176,000,000","169,000,000","161,300,000","163,100,000","163,700,000","164,300,000","159,800,000","159,200,000","163,500,000","162,300,000","154,000,000","148,800,000","140,700,000","130,800,000"
	CurrentAssets,"1,175,592,000","1,131,440,000","1,179,285,000","1,155,274,000","1,095,454,000","1,278,770,000","1,211,664,000","1,158,592,000","1,119,173,000","1,122,821,000","1,094,821,000","1,145,313,000","1,226,172,000","1,229,032,000","1,238,502,000","1,154,557,000","1,247,407,000","1,252,067,000","1,311,664,000","1,261,572,000","1,214,938,000","1,122,164,000","815,639,000","760,316,000","725,136,000","671,508,000","680,801,000","710,939,000","684,690,000","673,191,000","681,055,000","704,837,000","672,236,000","633,376,000","629,226,000","608,088,000","586,099,000","551,483,000","614,485,000","602,791,000","579,968,000","557,290,000","580,646,000","644,770,000","619,382,000","593,221,000","542,517,000","522,312,000","520,994,000","486,461,000","482,770,000","484,278,000","475,054,000","489,669,000","509,783,000","531,967,000","514,833,000","687,832,000","665,578,000","826,070,000","825,777,000","775,587,000","757,395,000","744,811,000","699,180,000","488,007,000","491,721,000","485,322,000","483,068,000","460,272,000","450,172,000","431,582,000","411,645,000","384,711,000","398,982,000","456,817,000","527,124,000","526,425,000","525,357,000","532,550,000","526,719,000","568,385,000","584,437,000","633,173,000","496,118,000","555,077,000","558,413,000","374,910,000","356,961,000","333,300,000","317,600,000","314,900,000","288,400,000","276,500,000","272,800,000","265,300,000","267,100,000","259,700,000","255,200,000","242,300,000","219,200,000","206,600,000","218,400,000","200,300,000","207,500,000","191,300,000","185,000,000","175,100,000","163,300,000","151,700,000","156,300,000","152,500,000","147,200,000","141,200,000","144,300,000","133,800,000","141,300,000","140,300,000","140,900,000","141,800,000","140,200,000","135,900,000","130,000,000","122,500,000","122,800,000","122,300,000","122,500,000","117,600,000","116,800,000","120,500,000","120,800,000","109,200,000","107,600,000","111,100,000","106,400,000"
		CashCashEquivalentsAndShortTermInvestments,"402,020,000","392,552,000","456,534,000","409,227,000","368,177,000","543,575,000","475,604,000","420,890,000","369,367,000","349,592,000","305,953,000","318,573,000","348,801,000","320,016,000","310,615,000","232,458,000","346,114,000","423,446,000","475,576,000","472,427,000","433,105,000","360,342,000","399,953,000","373,612,000","361,058,000","336,174,000","325,515,000","336,766,000","344,434,000","322,951,000","318,275,000","303,260,000","283,468,000","273,677,000","250,110,000","201,682,000","203,990,000","179,777,000","224,929,000","209,604,000","215,175,000","203,083,000","220,203,000","267,439,000","270,623,000","296,574,000","262,771,000","254,007,000","265,109,000","240,626,000","243,635,000","221,888,000","206,800,000","199,879,000","218,094,000","197,717,000","184,626,000","388,364,000","361,823,000","518,385,000","528,994,000","520,688,000","493,998,000","463,432,000","429,136,000","240,300,000","230,914,000","209,595,000","212,495,000","194,937,000","170,734,000","153,988,000","141,578,000","136,159,000","134,948,000","169,775,000","244,650,000","239,932,000","264,958,000","255,392,000","293,117,000","325,257,000","335,823,000","390,824,000","202,969,000","257,244,000","258,169,000","75,149,000","76,601,000","88,400,000","68,900,000","37,800,000","15,000,000","14,500,000","15,900,000","13,000,000","9,100,000","14,600,000","21,500,000","11,900,000","19,800,000","14,300,000","9,200,000","5,600,000","16,100,000","11,100,000","20,400,000","21,000,000","8,400,000","12,900,000","27,200,000","23,800,000","26,500,000","18,900,000","27,900,000","15,400,000","17,300,000","15,200,000","18,200,000","12,400,000","18,000,000","11,400,000","5,800,000","8,800,000","9,400,000","6,900,000","12,900,000","14,000,000","13,500,000","15,600,000","21,600,000","13,900,000","12,500,000","28,200,000","16,600,000"
			CashAndCashEquivalents,"402,020,000","392,552,000","456,534,000","394,098,000","353,049,000","508,214,000","440,258,000","378,992,000","369,251,000","349,592,000","305,833,000","316,458,000","337,321,000","314,997,000","310,495,000","232,458,000","308,987,000","385,735,000","443,066,000","472,307,000","432,980,000","360,217,000","354,347,000","139,407,000","157,176,000","142,343,000","130,607,000","103,138,000","115,081,000","129,420,000","91,217,000","149,568,000","140,251,000","138,375,000","110,444,000","81,311,000","93,604,000","87,996,000","67,761,000","82,580,000","86,064,000","167,662,000","167,061,000","199,681,000","200,117,000","227,515,000","245,380,000","210,351,000","192,166,000","199,760,000","199,950,000","182,331,000","182,951,000","185,235,000","213,826,000","194,131,000","169,784,000","320,795,000","315,927,000","338,899,000","411,867,000","434,826,000","445,231,000","421,005,000","353,294,000","108,260,000","97,507,000","97,355,000","99,002,000","105,249,000","87,659,000","89,468,000","83,070,000","88,043,000","76,541,000","84,629,000","92,665,000","112,002,000","131,018,000","106,478,000","89,034,000","82,168,000","77,409,000","80,086,000","84,458,000","153,259,000","158,488,000","30,538,000","27,797,000","40,400,000","38,300,000","37,800,000","15,000,000","14,500,000","15,900,000","13,000,000","9,100,000","14,600,000","21,500,000","11,900,000","19,800,000","14,300,000","9,200,000","5,600,000","16,100,000","11,100,000","20,400,000","21,000,000","8,400,000","12,900,000","27,200,000","23,800,000","26,500,000","18,900,000","27,900,000","15,400,000","17,300,000","15,200,000","18,200,000","12,400,000","18,000,000","11,400,000","5,800,000","8,800,000","9,400,000","6,900,000","12,900,000","14,000,000","13,500,000","15,600,000","21,600,000","13,900,000","12,500,000","28,200,000","16,600,000"
			OtherShortTermInvestments,,,"0","15,129,000","15,128,000","35,361,000","35,346,000","41,898,000","116,000","0","120,000","2,115,000","11,480,000","5,019,000","120,000",,"37,127,000","37,711,000","32,510,000","120,000","125,000","125,000","45,606,000","234,205,000","203,882,000","193,831,000","194,908,000","233,628,000","229,353,000","193,531,000","227,058,000","153,692,000","143,217,000","135,302,000","139,666,000","120,371,000","110,386,000","91,781,000","157,168,000","127,024,000","129,111,000","35,421,000","53,142,000","67,758,000","70,506,000","69,059,000","17,391,000","43,656,000","72,943,000","40,866,000","43,685,000","39,557,000","23,849,000","14,644,000","4,268,000","3,586,000","14,842,000","67,569,000","45,896,000","179,486,000","117,127,000","85,862,000","48,767,000","42,427,000","75,842,000","132,040,000","133,407,000","112,240,000","113,493,000","89,688,000","83,075,000","64,520,000","58,508,000","48,116,000","58,407,000","85,146,000","151,985,000","127,930,000","133,940,000","148,914,000","204,083,000","243,089,000","258,414,000","310,738,000","118,511,000","103,985,000","99,681,000","44,611,000","48,804,000","48,000,000","30,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"278,954,000","259,208,000","264,957,000","269,377,000","261,202,000","237,843,000","233,295,000","207,167,000","211,235,000","246,773,000","278,761,000","281,125,000","323,983,000","346,159,000","372,138,000","355,527,000","333,515,000","325,997,000","320,995,000","292,703,000","265,350,000","251,803,000","176,253,000","161,339,000","157,586,000","151,439,000","148,834,000","167,758,000","140,119,000","141,529,000","137,324,000","159,526,000","160,760,000","138,680,000","136,759,000","181,481,000","168,153,000","154,619,000","144,345,000","141,332,000","126,588,000","130,581,000","141,037,000","143,400,000","134,121,000","107,938,000","110,211,000","98,355,000","84,598,000","76,136,000","74,235,000","75,120,000","81,302,000","95,196,000","96,611,000","110,371,000","112,694,000","96,971,000","102,314,000","100,432,000","107,279,000","95,034,000","111,446,000","102,657,000","99,005,000","84,332,000","87,684,000","81,529,000","90,301,000","86,694,000","96,825,000","88,409,000","91,775,000","74,229,000","73,118,000","74,286,000","83,831,000","80,898,000","76,478,000","72,424,000","75,807,000","74,230,000","90,688,000","94,005,000","86,576,000","108,532,000","112,401,000","109,392,000","113,520,000","94,200,000","95,000,000","87,100,000","88,800,000","87,700,000","86,800,000","91,600,000","107,300,000","94,800,000","95,800,000","94,000,000","78,200,000","79,700,000","83,400,000","70,100,000","67,900,000","65,000,000","62,400,000","60,700,000","54,400,000","49,900,000","49,100,000","52,000,000","51,900,000","50,000,000","49,500,000","49,400,000","50,000,000","51,000,000","53,400,000","52,900,000","52,400,000","56,300,000","56,700,000","50,000,000","50,400,000","49,900,000","48,800,000","46,000,000","44,900,000","46,300,000","50,500,000","48,400,000","45,600,000","41,900,000","46,000,000"
			AccountsReceivable,"262,956,000","243,378,000","249,389,000","256,197,000","248,856,000","226,199,000","220,289,000","197,757,000","202,699,000","235,933,000","267,553,000","269,057,000","313,351,000","330,892,000","355,208,000","337,560,000","312,938,000","309,132,000","305,668,000","277,853,000","252,542,000","241,112,000","165,715,000","150,184,000","150,409,000","144,595,000","142,260,000","144,688,000","124,227,000","130,461,000","137,324,000","130,833,000","137,470,000","115,680,000","136,759,000","146,184,000","134,479,000","126,010,000","144,345,000","141,332,000","126,588,000","130,581,000","141,037,000","143,400,000","134,121,000","107,938,000","110,211,000","98,355,000","84,598,000","76,136,000","74,235,000","75,120,000","81,302,000","95,196,000","96,611,000","110,371,000","112,694,000","96,971,000","102,314,000","100,432,000","107,279,000","95,034,000","111,446,000","102,657,000","99,005,000","84,332,000","87,684,000","81,529,000","90,301,000","86,694,000","96,825,000","88,409,000","91,775,000","74,229,000","73,118,000","74,286,000","83,831,000","80,898,000","76,478,000","72,424,000","75,807,000","74,230,000","90,688,000","94,005,000","86,576,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"269,410,000","249,790,000","255,994,000","262,912,000","256,173,000","233,824,000","227,919,000","204,595,000","209,296,000","245,242,000","276,243,000","276,205,000","319,168,000","335,910,000","359,776,000","343,634,000","319,609,000","315,847,000","312,558,000","283,787,000","259,402,000","248,044,000","168,135,000","152,816,000","153,364,000","147,328,000","145,275,000","145,718,000","125,223,000","131,551,000","138,479,000","132,272,000","138,992,000","117,241,000","138,145,000","147,459,000","136,459,000","127,779,000","145,788,000","142,522,000","128,151,000","132,127,000","142,476,000","144,893,000","135,793,000",,"111,866,000",,,,"76,382,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-6,454,000","-6,412,000","-6,605,000","-6,715,000","-7,317,000","-7,625,000","-7,630,000","-6,838,000","-6,597,000","-9,309,000","-8,690,000","-7,148,000","-5,817,000","-5,018,000","-4,568,000","-6,074,000","-6,671,000","-6,715,000","-6,890,000","-5,934,000","-6,860,000","-6,932,000","-2,420,000","-2,632,000","-2,955,000","-2,733,000","-3,015,000","-1,030,000","-996,000","-1,090,000","-1,155,000","-1,439,000","-1,522,000","-1,561,000","-1,386,000","-1,275,000","-1,980,000","-1,769,000","-1,443,000","-1,190,000","-1,563,000","-1,546,000","-1,439,000","-1,493,000","-1,672,000",,"-1,655,000",,,,"-2,147,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"15,998,000","15,830,000","15,568,000","13,180,000","12,346,000","11,644,000","13,006,000","9,410,000","8,536,000","10,840,000","11,208,000","12,068,000","10,632,000","15,267,000","16,930,000","17,967,000","20,577,000","16,865,000","15,327,000","14,850,000","12,808,000","10,691,000","10,538,000","11,155,000","7,177,000","6,844,000","6,574,000","23,070,000","15,892,000","11,068,000",,"28,693,000","23,290,000","23,000,000",,"35,297,000","33,674,000","28,609,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
