name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"18,612,000,000","18,178,000,000","18,407,000,000","18,213,000,000","18,064,000,000","17,996,000,000","18,922,000,000","18,551,000,000","18,240,000,000","17,564,000,000","17,499,000,000","18,669,000,000","18,465,000,000","17,780,000,000","18,114,000,000","17,901,000,000","16,702,000,000","16,350,000,000","15,641,000,000","15,535,000,000","15,427,000,000","15,111,000,000","15,319,000,000","15,387,000,000","15,297,000,000","15,265,000,000","15,518,000,000","14,962,000,000","15,208,000,000","15,153,000,000","15,772,000,000","15,813,000,000","15,728,000,000","15,474,000,000","15,220,000,000","15,076,000,000","15,224,000,000","15,184,000,000","14,854,000,000","14,640,000,000","12,134,000,000","11,901,000,000","12,263,000,000","12,356,000,000","12,188,000,000","11,847,000,000","11,724,000,000","11,385,000,000","11,389,000,000","11,200,000,000","11,520,000,000","11,262,000,000","10,974,000,000","10,946,000,000","12,038,000,000","11,993,000,000","11,932,000,000","11,397,000,000","11,272,000,000","11,123,000,000","10,685,000,000","10,714,000,000","11,089,200,000","10,895,100,000","10,787,800,000","10,574,500,000","10,706,900,000","10,534,800,000","10,485,500,000","10,790,400,000","10,469,200,000","10,294,800,000","10,304,900,000","10,230,800,000","10,388,600,000","10,263,100,000","10,258,000,000","10,219,300,000","10,449,500,000","10,247,800,000","10,311,300,000","10,368,600,000","10,587,800,000","10,539,000,000","10,767,800,000","4,896,300,000","4,999,400,000","5,024,700,000","4,974,100,000","4,808,700,000","4,880,700,000","5,058,100,000","5,091,000,000","5,052,000,000","5,118,000,000","5,007,700,000","5,032,200,000","4,877,600,000","5,169,500,000","5,090,800,000","5,134,800,000","5,050,000,000","4,632,600,000","4,582,400,000","4,540,100,000","4,414,600,000","4,840,000,000","4,747,400,000","4,692,200,000","4,467,300,000","4,660,700,000","4,533,300,000","4,398,800,000","4,237,100,000","4,282,100,000","4,167,500,000","4,153,100,000","4,015,000,000","4,211,300,000","4,111,700,000","3,855,900,000","3,925,800,000","4,092,000,000","3,876,500,000","3,857,500,000","3,749,400,000","3,829,300,000","3,729,200,000","3,615,000,000","3,390,400,000","3,380,600,000","3,244,400,000","3,321,400,000","3,297,900,000","2,680,900,000","2,084,200,000","1,726,100,000"
	CurrentAssets,"3,816,000,000","3,394,000,000","3,799,000,000","3,747,000,000","3,639,000,000","3,482,000,000","4,753,000,000","4,492,000,000","4,290,000,000","3,431,000,000","3,492,000,000","3,504,000,000","3,373,000,000","3,157,000,000","3,403,000,000","3,267,000,000","3,320,000,000","3,036,000,000","3,172,000,000","3,167,000,000","3,146,000,000","2,940,000,000","3,296,000,000","3,421,000,000","3,219,000,000","3,236,000,000","3,353,000,000","3,326,000,000","3,441,000,000","3,340,000,000","3,572,000,000","3,491,000,000","3,504,000,000","3,267,000,000","3,434,000,000","3,407,000,000","3,462,000,000","3,380,000,000","3,306,000,000","3,211,000,000","3,192,000,000","3,027,000,000","3,178,000,000","3,136,000,000","3,051,000,000","2,915,000,000","3,005,000,000","2,792,000,000","2,754,000,000","2,558,000,000","2,898,000,000","2,715,000,000","2,572,000,000","2,521,000,000","3,107,000,000","3,037,000,000","3,070,000,000","2,717,000,000","2,872,000,000","2,781,000,000","2,397,000,000","2,427,000,000","2,644,300,000","2,479,300,000","2,410,300,000","2,196,500,000","2,420,400,000","2,230,800,000","2,117,100,000","2,121,800,000","2,241,200,000","2,027,700,000","1,972,800,000","1,797,200,000","2,052,500,000","1,881,600,000","1,866,500,000","1,763,400,000","2,091,200,000","1,857,000,000","1,889,700,000","1,902,000,000","2,070,500,000","2,003,200,000","2,196,200,000","1,606,800,000","1,718,300,000","1,687,700,000","1,612,800,000","1,569,200,000","1,686,400,000","1,569,500,000","1,574,500,000","1,497,000,000","1,620,000,000","1,546,400,000","1,577,600,000","1,467,700,000","1,673,500,000","1,605,400,000","1,631,900,000","1,528,600,000","1,607,300,000","1,582,900,000","1,533,400,000","1,428,800,000","1,743,200,000","1,646,700,000","1,562,300,000","1,433,500,000","1,569,400,000","1,473,300,000","1,392,100,000","1,245,100,000","1,355,900,000","1,294,100,000","1,350,100,000","1,236,600,000","1,402,000,000","1,348,500,000","1,204,400,000","1,173,000,000","1,409,000,000","1,294,400,000","1,242,100,000","1,041,400,000","1,148,600,000","1,128,700,000","1,077,600,000","906,100,000","1,009,400,000","970,700,000","1,065,400,000","1,063,200,000","801,900,000","729,600,000","618,100,000"
		CashCashEquivalentsAndShortTermInvestments,"313,000,000","286,000,000","440,000,000","395,000,000","391,000,000","435,000,000","1,579,000,000","1,247,000,000","1,016,000,000","397,000,000","453,000,000","340,000,000","272,000,000","321,000,000","309,000,000","257,000,000","370,000,000","281,000,000","267,000,000","334,000,000","298,000,000","280,000,000","346,000,000","531,000,000","310,000,000","251,000,000","299,000,000","294,000,000","349,000,000","443,000,000","426,000,000","290,000,000","284,000,000","273,000,000","300,000,000","262,000,000","252,000,000","281,000,000","305,000,000","230,000,000","404,000,000","460,000,000","582,000,000","457,000,000","404,000,000","444,000,000","559,000,000","471,000,000","387,000,000","334,000,000","527,000,000","424,000,000","304,000,000","255,000,000","684,000,000","556,000,000","532,000,000","524,000,000","576,000,000","574,000,000","236,000,000","410,600,000","462,700,000","315,100,000","260,600,000","219,100,000","463,500,000","303,200,000","265,300,000","417,400,000","423,000,000","211,300,000","196,100,000","141,200,000","341,900,000","160,700,000","136,800,000","100,600,000","461,200,000","196,300,000","261,000,000","231,800,000","327,000,000","240,600,000","346,000,000","204,400,000","216,300,000","172,300,000","148,300,000","150,600,000","150,800,000","140,200,000","140,400,000","136,000,000","204,200,000","192,600,000","165,200,000","173,200,000","274,400,000","203,200,000","226,300,000","243,800,000","300,400,000","254,300,000","223,100,000","221,900,000","463,500,000","377,100,000","294,900,000","266,300,000","314,400,000","231,800,000","169,400,000","98,100,000","176,400,000","123,000,000","110,000,000","126,300,000","220,100,000","210,400,000","133,800,000","178,000,000","326,100,000","240,000,000","229,700,000","100,500,000","166,900,000","173,600,000","188,200,000","80,300,000","61,300,000","48,700,000","239,400,000","185,000,000","126,200,000","198,100,000","127,800,000"
			CashAndCashEquivalents,"313,000,000","286,000,000","440,000,000","395,000,000","391,000,000","435,000,000","1,329,000,000","1,047,000,000","1,016,000,000","397,000,000","453,000,000","340,000,000","272,000,000","321,000,000","309,000,000","257,000,000","370,000,000","281,000,000","267,000,000","334,000,000","298,000,000","280,000,000","346,000,000","531,000,000","310,000,000","251,000,000","299,000,000","294,000,000","349,000,000","443,000,000","426,000,000","290,000,000","284,000,000","273,000,000","300,000,000","262,000,000","252,000,000","281,000,000","305,000,000","230,000,000","404,000,000","460,000,000","582,000,000","457,000,000","404,000,000","444,000,000","559,000,000","471,000,000","387,000,000","334,000,000","527,000,000","424,000,000","304,000,000","255,000,000","684,000,000","556,000,000","532,000,000","524,000,000","576,000,000","574,000,000","236,000,000","410,600,000","462,700,000","315,100,000","260,600,000","219,100,000","463,500,000","303,200,000","265,300,000","417,400,000","423,000,000","211,300,000","196,100,000","141,200,000","341,900,000","160,700,000","136,800,000","100,600,000","461,200,000","196,300,000","261,000,000","231,800,000","327,000,000","240,600,000","346,000,000","204,400,000","216,300,000","172,300,000","148,300,000","150,600,000","150,800,000","140,200,000","140,400,000","136,000,000","204,200,000","192,600,000","165,200,000","173,200,000","274,400,000","203,200,000","226,300,000","243,800,000","300,400,000","254,300,000","223,100,000","221,900,000","463,500,000","377,100,000","294,900,000","266,300,000","314,400,000","231,800,000","169,400,000","98,100,000","176,400,000","123,000,000","110,000,000","126,300,000","220,100,000","210,400,000","133,800,000","178,000,000","326,100,000","240,000,000","229,700,000","100,500,000","166,900,000","173,600,000","188,200,000","80,300,000","61,300,000","48,700,000","239,400,000","185,000,000","126,200,000","198,100,000","127,800,000"
			OtherShortTermInvestments,,,,,,,"250,000,000","200,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,687,000,000","1,489,000,000","1,680,000,000","1,659,000,000","1,660,000,000","1,537,000,000","1,626,000,000","1,692,000,000","1,748,000,000","1,576,000,000","1,643,000,000","1,643,000,000","1,633,000,000","1,375,000,000","1,612,000,000","1,530,000,000","1,601,000,000","1,389,000,000","1,512,000,000","1,427,000,000","1,464,000,000","1,231,000,000","1,523,000,000","1,473,000,000","1,505,000,000","1,344,000,000","1,457,000,000","1,420,000,000","1,503,000,000","1,276,000,000","1,565,000,000","1,544,000,000","1,605,000,000","1,424,000,000","1,474,000,000","1,512,000,000","1,588,000,000","1,454,000,000","1,414,000,000","1,420,000,000","1,304,000,000","1,188,000,000","1,302,000,000","1,364,000,000","1,367,000,000","1,190,000,000","1,211,000,000","1,144,000,000","1,284,000,000","1,093,000,000","1,254,000,000","1,191,000,000","1,170,000,000","1,143,000,000","1,243,000,000","1,285,000,000","1,360,000,000","1,026,000,000","1,157,000,000","1,118,000,000","1,147,000,000","944,800,000","1,076,300,000","1,057,400,000","1,028,100,000","879,100,000","1,026,000,000","938,800,000","949,300,000","776,400,000","920,600,000","899,100,000","873,800,000","754,800,000","842,400,000","829,100,000","811,100,000","741,000,000","810,800,000","826,700,000","814,500,000","762,300,000","901,000,000","896,600,000","956,300,000","685,300,000","822,300,000","785,100,000","760,600,000","678,500,000","804,400,000","732,500,000","724,000,000","693,000,000","737,900,000","675,500,000","653,200,000","587,500,000","664,200,000","630,800,000","680,000,000","592,300,000","643,500,000","634,800,000","658,800,000","590,100,000","658,900,000","648,600,000","625,800,000","564,500,000","645,900,000","642,900,000","610,200,000","536,800,000","615,400,000","588,800,000","640,500,000","519,100,000","596,100,000","552,500,000","522,100,000","420,000,000","517,700,000","499,200,000","493,700,000","430,200,000","482,100,000","454,400,000","447,100,000","355,200,000","445,000,000","436,800,000","370,100,000","404,600,000","275,100,000","217,500,000","203,900,000"
			AccountsReceivable,"1,408,000,000","1,225,000,000","1,424,000,000","1,384,000,000","1,391,000,000","1,253,000,000","1,392,000,000","1,429,000,000","1,451,000,000","1,305,000,000","1,390,000,000","1,400,000,000","1,384,000,000","1,153,000,000","1,382,000,000","1,329,000,000","1,448,000,000","1,240,000,000","1,512,000,000","1,427,000,000","1,464,000,000","1,098,000,000","1,523,000,000","1,473,000,000","1,505,000,000","1,161,000,000","1,457,000,000","1,420,000,000","1,503,000,000","1,094,000,000","1,565,000,000","1,544,000,000","1,605,000,000","1,226,000,000","1,474,000,000","1,512,000,000","1,588,000,000","1,179,000,000","1,414,000,000","1,420,000,000","1,304,000,000","983,000,000","1,302,000,000","1,364,000,000","1,367,000,000","883,000,000","1,211,000,000","1,144,000,000","1,284,000,000","1,093,000,000","1,254,000,000","1,191,000,000","1,170,000,000","866,000,000","1,243,000,000","1,285,000,000","1,360,000,000","1,026,000,000","1,157,000,000","1,118,000,000","1,147,000,000","833,500,000","1,076,300,000","1,057,400,000","1,028,100,000","879,100,000","1,026,000,000","938,800,000","949,300,000","776,400,000","920,600,000","899,100,000","873,800,000","754,800,000","842,400,000","829,100,000","811,100,000","741,000,000","810,800,000","826,700,000","814,500,000","762,300,000","901,000,000","896,600,000","956,300,000","685,300,000",,,,,,,,"693,000,000",,,,,,,,,,,,,,,,,"645,900,000","642,900,000","610,200,000",,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"1,424,000,000","1,240,000,000","1,441,000,000","1,407,000,000","1,413,000,000","1,272,000,000","1,414,000,000","1,452,000,000","1,473,000,000","1,315,000,000","1,399,000,000","1,409,000,000","1,394,000,000","1,163,000,000","1,393,000,000","1,339,000,000","1,459,000,000","1,250,000,000",,,,"1,106,000,000",,,,"1,169,000,000",,,,"1,101,000,000",,,,"1,231,000,000",,,,"1,185,000,000",,,,"991,000,000",,,,"893,000,000",,,,,,,,"876,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-16,000,000","-15,000,000","-17,000,000","-23,000,000","-22,000,000","-19,000,000","-22,000,000","-23,000,000","-22,000,000","-10,000,000","-9,000,000","-9,000,000","-10,000,000","-10,000,000","-11,000,000","-10,000,000","-11,000,000","-10,000,000",,,,"-8,000,000",,,,"-8,000,000",,,,"-7,000,000",,,,"-5,000,000",,,,"-6,000,000",,,,"-8,000,000",,,,"-10,000,000",,,,,,,,"-10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"29,000,000","62,000,000","20,000,000","18,000,000","19,000,000","66,000,000","17,000,000","13,000,000","46,000,000","56,000,000","14,000,000","18,000,000","22,000,000","28,000,000","13,000,000","18,000,000","26,000,000","23,000,000",,,,"24,000,000",,,,"27,000,000",,,,"16,000,000",,,,"52,000,000",,,,"68,000,000",,,,"73,000,000",,,,"189,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
