name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019
OperatingCashFlow,"272,938,000","184,613,000","78,898,000","15,538,000","-6,111,000","21,854,000","19,614,000","-19,754,000","-38,685,000","-6,592,000","-42,792,000","-23,750,000"
	CashFlowFromContinuingOperatingActivities,"272,938,000","184,613,000","78,898,000","15,538,000","-6,111,000","21,854,000","19,614,000","-19,754,000","-38,685,000","-6,592,000","-42,792,000","-23,750,000"
		NetIncomeFromContinuingOperations,"-642,522,000","-165,794,000","-132,153,000","-154,856,000","-189,719,000","-203,220,000","-198,935,000","-168,889,000","-77,634,000","-93,644,000","-83,254,000","-88,057,000"
		DepreciationAmortizationDepletion,"26,755,000","9,941,000","5,912,000","5,518,000","5,384,000","4,684,000","3,215,000","2,849,000","2,240,000","1,522,000","1,265,000","893,000"
			DepreciationAndAmortization,"26,755,000","9,941,000","5,912,000","5,518,000","5,384,000","4,684,000","3,215,000","2,849,000","2,240,000","1,522,000","1,265,000","893,000"
		DeferredTax,,"-26,664,000",,,,,,,,,,
			DeferredIncomeTax,,"-26,664,000",,,,,,,,,,
		AmortizationOfSecurities,"43,181,000","8,198,000","11,064,000","11,587,000","12,332,000","13,019,000","7,513,000","891,000","279,000","-53,000","-310,000","-906,000"
		UnrealizedGainLossOnInvestmentSecurities,"-18,762,000","8,859,000","-19,106,000","-455,000","-8,060,000",,,,,,,
		StockBasedCompensation,"626,574,000","172,493,000","145,703,000","144,387,000","163,991,000","151,014,000","143,651,000","119,141,000","18,204,000","20,445,000","20,974,000","22,958,000"
		OtherNonCashItems,"81,740,000","25,053,000","19,472,000","18,275,000","18,940,000","18,039,000","16,750,000","15,694,000","19,276,000","15,176,000","13,756,000","12,623,000"
		ChangeInWorkingCapital,"182,636,000","152,527,000","48,006,000","-8,918,000","-8,979,000","38,318,000","47,420,000","10,560,000","-1,050,000","49,962,000","4,777,000","28,739,000"
			ChangeInReceivables,"-112,175,000","266,656,000","-290,794,000","-16,754,000","-71,283,000","127,179,000","-125,510,000","-17,908,000","-55,572,000","82,701,000","-78,676,000","6,479,000"
				ChangesInAccountReceivables,"-112,175,000","266,656,000","-290,794,000","-16,754,000","-71,283,000","127,179,000","-125,510,000","-17,908,000","-55,572,000","82,701,000","-78,676,000","6,479,000"
			ChangeInPrepaidAssets,"-162,337,000","-57,535,000","-46,361,000","-42,710,000","-15,731,000","-54,357,000","-32,869,000","-28,028,000","7,494,000","-8,946,000","-1,955,000","-3,571,000"
			ChangeInPayablesAndAccruedExpense,"84,896,000","-10,059,000","39,446,000","20,255,000","35,254,000","-7,812,000","36,703,000","10,521,000","16,162,000","-8,012,000","11,176,000","11,457,000"
				ChangeInPayable,"12,774,000","4,158,000","2,780,000","869,000","4,967,000","-1,245,000","928,000","-963,000","14,000","-2,857,000","-9,450,000","6,566,000"
					ChangeInAccountPayable,"12,774,000","4,158,000","2,780,000","869,000","4,967,000","-1,245,000","928,000","-963,000","14,000","-2,857,000","-9,450,000","6,566,000"
				ChangeInAccruedExpense,"72,122,000","-14,217,000","36,666,000","19,386,000","30,287,000","-6,567,000","35,775,000","11,484,000","16,148,000","-5,155,000","20,626,000","4,891,000"
			ChangeInOtherCurrentLiabilities,"-38,792,000","-8,376,000","-13,491,000","-8,766,000","-8,159,000","-7,833,000","-7,863,000","-6,014,000","-9,817,000","-7,587,000","-7,403,000","-8,618,000"
			ChangeInOtherWorkingCapital,"411,044,000","-38,159,000","359,206,000","39,057,000","50,940,000","-18,859,000","176,959,000","51,989,000","40,683,000","-8,194,000","81,635,000","22,992,000"
InvestingCashFlow,"53,477,000","-189,792,000","36,167,000","171,064,000","36,038,000","-264,069,000","-3,161,607,000","-433,635,000","-269,399,000","-172,004,000","-15,650,000","19,194,000"
	CashFlowFromContinuingInvestingActivities,"53,477,000","-189,792,000","36,167,000","171,064,000","36,038,000","-264,069,000","-3,161,607,000","-433,635,000","-269,399,000","-172,004,000","-15,650,000","19,194,000"
		CapitalExpenditureReported,,,"-4,160,000","-3,788,000","-2,344,000","-2,480,000","-1,279,000","-844,000","-981,000","-2,189,000","-1,325,000","-1,319,000"
		NetPPEPurchaseAndSale,"-17,204,000","-7,413,000","-4,012,000","-2,282,000","-3,497,000","-6,430,000","-11,019,000","-17,270,000","-4,715,000","-2,033,000","-4,079,000","-3,157,000"
			PurchaseOfPPE,"-17,204,000","-7,413,000","-4,012,000","-2,282,000","-3,497,000","-6,430,000","-11,019,000","-17,270,000","-4,715,000","-2,033,000","-4,079,000","-3,157,000"
		NetIntangiblesPurchaseAndSale,"-28,970,000","-4,804,000","-17,312,000","-3,788,000","-3,066,000","-12,940,000","-3,469,000","-844,000","-1,165,000","-8,189,000","-1,325,000","-1,319,000"
			PurchaseOfIntangibles,"-28,970,000","-4,804,000","-17,312,000","-3,788,000","-3,066,000","-12,940,000","-3,469,000","-844,000","-1,165,000","-8,189,000","-1,325,000","-1,319,000"
		NetBusinessPurchaseAndSale,"-177,925,000","-177,925,000","0","0","0",,"0","0",,,"0","0"
			PurchaseOfBusiness,"-177,925,000","-177,925,000","0","0","0",,"0","0",,,"0","0"
