name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
TotalAssets,"143,948,000,000","142,491,000,000","142,495,000,000","144,026,000,000","143,439,000,000","144,206,000,000","144,193,000,000","145,136,000,000","146,552,000,000","148,188,000,000","145,267,000,000","146,085,000,000","147,257,000,000","146,130,000,000","146,085,000,000","146,251,000,000","146,151,000,000","146,623,000,000","148,228,000,000","146,960,000,000","149,444,000,000","149,067,000,000","148,897,000,000","149,195,000,000","40,524,000,000","39,316,000,000","36,873,000,000","17,319,000,000","24,410,000,000","24,550,000,000","20,950,000,000","17,369,000,000","17,297,000,000","17,295,000,000","17,250,000,000","15,589,000,000","15,639,000,000","15,599,000,000","16,497,000,000","15,553,000,000","15,519,000,000","15,605,000,000","15,638,000,000","15,809,000,000","15,705,000,000","15,707,000,000","16,535,000,000","16,007,000,000","16,199,000,000","16,658,000,000","10,905,000,000","13,740,000,000","13,650,000,000","13,882,000,000","15,157,000,000","14,710,000,000","15,157,000,000","14,666,000,000","14,919,000,000","15,051,000,000","15,177,000,000","15,100,000,000","15,198,000,000","16,145,000,000","16,203,000,000","16,431,000,000","16,524,000,000","16,779,000,000","16,794,000,000","17,673,000,000","17,084,000,000","20,519,000,000","20,572,000,000","21,364,000,000","21,451,000,000","21,730,000,000","22,195,000,000","22,384,000,000","26,872,172,000","25,174,866,000","25,002,008,000","24,961,824,000","24,894,288,000","25,330,194,000","22,858,724,000","23,043,566,000","22,440,443,000","22,025,157,000","21,804,670,000","18,966,507,000"
	CurrentAssets,"5,516,000,000","3,566,000,000","3,498,000,000","4,682,000,000","3,663,000,000","3,906,000,000","4,060,000,000","4,765,000,000","5,759,000,000","6,471,000,000","3,388,000,000","3,340,000,000","3,751,000,000","2,730,000,000","2,729,000,000","2,750,000,000","2,398,000,000","2,555,000,000","4,132,000,000","2,564,000,000","4,666,000,000","3,300,000,000","2,781,000,000","2,325,000,000","1,612,000,000","345,000,000","406,000,000","456,000,000","7,502,000,000","371,000,000","370,000,000","337,000,000","304,000,000","322,000,000","357,000,000","333,000,000","374,000,000","333,000,000","1,229,000,000","367,000,000","338,000,000","370,000,000","335,000,000","490,000,000","333,000,000","326,000,000","1,019,000,000","373,000,000","546,000,000","1,071,000,000","1,359,000,000","1,287,000,000","1,138,000,000","1,218,000,000","860,000,000","361,000,000","786,000,000","336,000,000","344,000,000","363,000,000","449,000,000","339,000,000","361,000,000","1,088,000,000","1,030,000,000","327,000,000","290,000,000","305,000,000","256,000,000","922,000,000","345,000,000","340,000,000","356,000,000","350,000,000","358,000,000","473,000,000","725,000,000","633,000,000","821,192,000","313,662,000","317,724,000","367,179,000","353,842,000","872,397,000","310,480,000","432,568,000","255,167,000","235,728,000","272,892,000","262,591,000"
		CashCashEquivalentsAndShortTermInvestments,"2,431,000,000","601,000,000","466,000,000","1,711,000,000","772,000,000","998,000,000","1,283,000,000","2,097,000,000","2,908,000,000","3,483,000,000","508,000,000","696,000,000","1,451,000,000","551,000,000","612,000,000","773,000,000","576,000,000","621,000,000","2,164,000,000","694,000,000","2,920,000,000","1,535,000,000","1,165,000,000","555,000,000","1,278,000,000","5,000,000","0","30,000,000","20,000,000","3,000,000","10,000,000","9,000,000","4,000,000","21,000,000","41,000,000","44,000,000","65,000,000","7,000,000","868,000,000","5,000,000","4,000,000","2,000,000","5,000,000","166,000,000","26,000,000","4,000,000","655,000,000","40,000,000","221,000,000","709,000,000","1,075,000,000","992,000,000","836,000,000","960,000,000","569,000,000","76,000,000","541,000,000","75,000,000","59,000,000","81,000,000","205,000,000","60,000,000","85,000,000","56,000,000","40,000,000","21,000,000","22,000,000","40,000,000","32,000,000","650,000,000","129,000,000","124,000,000","153,000,000","127,000,000","135,000,000","212,000,000","446,000,000","321,000,000","508,174,000","6,552,000","16,749,000","1,679,000","15,205,000","572,733,000","19,421,000","130,702,000","44,467,000","74,021,000","130,713,000","133,706,000"
			CashAndCashEquivalents,"2,431,000,000","601,000,000","466,000,000","1,711,000,000","772,000,000","998,000,000","1,283,000,000","2,097,000,000","2,908,000,000","3,483,000,000","508,000,000","696,000,000","1,451,000,000","551,000,000","612,000,000","773,000,000","576,000,000","621,000,000","2,164,000,000","694,000,000","2,920,000,000","1,535,000,000","1,165,000,000","555,000,000","1,278,000,000","5,000,000","0","30,000,000","20,000,000","3,000,000","10,000,000","9,000,000","4,000,000","21,000,000","41,000,000","44,000,000","65,000,000","7,000,000","868,000,000","5,000,000","4,000,000","2,000,000","5,000,000","166,000,000","26,000,000","4,000,000","655,000,000","40,000,000","221,000,000","709,000,000","1,075,000,000","992,000,000","836,000,000","960,000,000","569,000,000","63,000,000","467,000,000","75,000,000","59,000,000","81,000,000","205,000,000","60,000,000","85,000,000","56,000,000","40,000,000","21,000,000","22,000,000","40,000,000","32,000,000","650,000,000","129,000,000","124,000,000","153,000,000","127,000,000","135,000,000","212,000,000","446,000,000","321,000,000","508,174,000","6,552,000","16,749,000","1,679,000","15,205,000","572,733,000","19,421,000","130,702,000","44,467,000","74,021,000","130,713,000","133,706,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,000,000","74,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,530,000,000","2,579,000,000","2,645,000,000","2,583,000,000","2,395,000,000","2,201,000,000","2,068,000,000","1,994,000,000","2,091,000,000","2,227,000,000","2,284,000,000","2,070,000,000","1,578,000,000","1,733,000,000","1,736,000,000","1,619,000,000","1,409,000,000","1,635,000,000","1,652,000,000","1,489,000,000","1,311,000,000","1,432,000,000","1,242,000,000","1,340,000,000","253,000,000","279,000,000","292,000,000","321,000,000","264,000,000","285,000,000","270,000,000","252,000,000","217,000,000","234,000,000","235,000,000","223,000,000","208,000,000","234,000,000","254,000,000","256,000,000","231,000,000","272,000,000","253,000,000","243,000,000","223,000,000","247,000,000","241,000,000","249,000,000","223,000,000","248,000,000","211,000,000","215,000,000","188,000,000","222,000,000","246,000,000","250,000,000","207,000,000","225,000,000","223,000,000","224,000,000","158,000,000","195,000,000","186,000,000","180,000,000","149,000,000","214,000,000","188,000,000","183,000,000","139,000,000","190,000,000","186,000,000","185,000,000","164,000,000","189,000,000","190,000,000","228,000,000","233,000,000","267,000,000","249,919,000","237,848,000","230,950,000","295,138,000","261,561,000","215,463,000","198,403,000","224,147,000","166,945,000","122,869,000","97,900,000","93,743,000"
			AccountsReceivable,"2,530,000,000","2,579,000,000","2,645,000,000","2,583,000,000","2,395,000,000","2,201,000,000","2,068,000,000","1,994,000,000","2,091,000,000","2,227,000,000","2,284,000,000","2,070,000,000","1,578,000,000","1,733,000,000","1,736,000,000","1,619,000,000","1,409,000,000","1,635,000,000","1,652,000,000","1,489,000,000","1,311,000,000","1,432,000,000","1,242,000,000","1,340,000,000","253,000,000","279,000,000","292,000,000","321,000,000","264,000,000","285,000,000","270,000,000","252,000,000","217,000,000","234,000,000","235,000,000","223,000,000","208,000,000","234,000,000","254,000,000","256,000,000","231,000,000","272,000,000","253,000,000","243,000,000","223,000,000","247,000,000","241,000,000","249,000,000","223,000,000","248,000,000","211,000,000","215,000,000","188,000,000","222,000,000","246,000,000","250,000,000","207,000,000","225,000,000","223,000,000","224,000,000","158,000,000","195,000,000","186,000,000","180,000,000","149,000,000","214,000,000","188,000,000","183,000,000","139,000,000","190,000,000","186,000,000","185,000,000","164,000,000","189,000,000","190,000,000","228,000,000","233,000,000","259,000,000","242,606,000","231,066,000","224,441,000","290,504,000","257,380,000","214,334,000","193,811,000","224,147,000","162,346,000","122,869,000","97,900,000","93,743,000"
				GrossAccountsReceivable,"2,691,000,000","2,736,000,000","2,827,000,000","2,776,000,000","2,568,000,000","2,395,000,000","2,291,000,000","2,212,000,000","2,266,000,000","2,378,000,000","2,454,000,000","2,225,000,000","1,722,000,000","1,862,000,000","1,861,000,000","1,745,000,000","1,529,000,000","1,748,000,000","1,755,000,000","1,610,000,000","1,425,000,000","1,556,000,000","1,376,000,000","1,423,000,000","270,000,000","300,000,000","314,000,000","344,000,000","283,000,000","307,000,000","290,000,000","275,000,000","235,000,000","253,000,000","250,000,000","238,000,000","221,000,000","248,000,000","272,000,000","273,000,000","244,000,000","288,000,000","270,000,000",,,"264,000,000",,,,"259,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162,447,000","123,053,000","98,084,000","105,214,000"
				AllowanceForDoubtfulAccountsReceivable,"-161,000,000","-157,000,000","-182,000,000","-193,000,000","-173,000,000","-194,000,000","-223,000,000","-218,000,000","-175,000,000","-151,000,000","-170,000,000","-155,000,000","-144,000,000","-129,000,000","-125,000,000","-126,000,000","-120,000,000","-113,000,000","-103,000,000","-121,000,000","-114,000,000","-124,000,000","-134,000,000","-83,000,000","-17,000,000","-21,000,000","-22,000,000","-23,000,000","-19,000,000","-22,000,000","-20,000,000","-23,000,000","-18,000,000","-19,000,000","-15,000,000","-15,000,000","-13,000,000","-14,000,000","-18,000,000","-17,000,000","-13,000,000","-16,000,000","-17,000,000",,,"-17,000,000",,,,"-11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-101,000","-184,000","-184,000","-11,471,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,599,000",,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,000,000","7,313,000","6,782,000","6,509,000","4,634,000","4,181,000","1,129,000","4,592,000",,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"555,000,000","386,000,000","387,000,000","388,000,000","496,000,000","707,000,000","709,000,000","674,000,000","760,000,000","761,000,000","596,000,000","574,000,000","722,000,000","446,000,000","381,000,000","358,000,000","413,000,000","299,000,000","316,000,000","381,000,000","435,000,000","333,000,000","374,000,000","430,000,000","81,000,000","61,000,000","114,000,000","105,000,000","106,000,000","83,000,000","90,000,000","76,000,000","83,000,000","67,000,000","81,000,000","66,000,000","74,000,000","65,000,000","80,000,000","79,000,000","76,000,000","69,000,000","50,000,000","53,000,000","56,000,000","47,000,000","96,000,000","57,000,000","69,000,000","69,000,000","73,000,000","80,000,000","114,000,000","36,000,000","45,000,000","35,000,000","38,000,000","36,000,000","62,000,000","58,000,000","86,000,000","84,000,000","90,000,000","84,000,000","87,000,000","92,000,000","80,000,000","82,000,000","85,000,000","82,000,000","30,000,000","31,000,000","39,000,000","34,000,000","33,000,000","33,000,000","46,000,000","45,000,000","63,099,000","69,262,000","70,025,000","70,362,000","77,076,000","84,201,000","92,656,000",,"43,755,000","38,838,000","44,279,000","35,142,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,112,000,000",,,,,"0","0","0","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","28,000,000","28,000,000","28,000,000","27,000,000","27,000,000","33,000,000","45,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"768,000,000","754,000,000",,,,,,,,,,,,,,,,,,,,,"77,719,000",,,,
	TotalNonCurrentAssets,"138,432,000,000","138,925,000,000","138,997,000,000","139,344,000,000","139,776,000,000","140,300,000,000","140,133,000,000","140,371,000,000","140,793,000,000","141,717,000,000","141,879,000,000","142,745,000,000","143,506,000,000","143,400,000,000","143,356,000,000","143,501,000,000","143,753,000,000","144,068,000,000","144,096,000,000","144,396,000,000","144,778,000,000","145,767,000,000","146,116,000,000","146,870,000,000","38,912,000,000","38,971,000,000","36,467,000,000","16,863,000,000","16,908,000,000","24,179,000,000","20,580,000,000","17,032,000,000","16,993,000,000","16,973,000,000","16,893,000,000","15,256,000,000","15,265,000,000","15,266,000,000","15,268,000,000","15,186,000,000","15,181,000,000","15,235,000,000","15,303,000,000","15,319,000,000","15,372,000,000","15,381,000,000","15,516,000,000","15,634,000,000","15,653,000,000","15,587,000,000","9,546,000,000","12,453,000,000","12,512,000,000","12,664,000,000","14,297,000,000","14,349,000,000","14,371,000,000","14,330,000,000","14,575,000,000","14,688,000,000","14,728,000,000","14,761,000,000","14,837,000,000","15,057,000,000","15,173,000,000","16,104,000,000","16,234,000,000","16,474,000,000","16,538,000,000","16,751,000,000","16,739,000,000","20,179,000,000","20,216,000,000","21,014,000,000","21,093,000,000","21,257,000,000","21,470,000,000","21,751,000,000","26,050,980,000","24,861,204,000","24,684,284,000","24,594,645,000","24,540,446,000","24,457,797,000","22,548,244,000","22,610,998,000","22,185,276,000","21,789,429,000","21,531,778,000","18,703,916,000"
		NetPPE,"34,173,000,000","34,310,000,000","34,179,000,000","34,206,000,000","34,184,000,000","34,357,000,000","34,196,000,000","34,074,000,000","34,096,000,000","35,683,000,000","35,321,000,000","35,641,000,000","35,960,000,000","35,126,000,000","34,740,000,000","34,411,000,000","34,002,000,000","33,888,000,000","33,300,000,000","32,948,000,000","32,699,000,000","32,963,000,000","32,881,000,000","33,358,000,000","8,294,000,000","8,345,000,000","8,281,000,000","8,244,000,000","8,275,000,000","8,373,000,000","8,305,000,000","8,197,000,000","8,079,000,000","7,981,000,000","7,838,000,000","7,313,000,000","7,259,000,000","7,206,000,000","7,159,000,000","7,024,000,000","6,906,000,000","6,897,000,000","6,903,000,000","6,879,000,000","6,870,000,000","6,819,000,000","6,867,000,000","6,902,000,000","6,859,000,000","6,833,000,000","4,822,000,000","4,871,000,000","4,927,000,000","4,987,000,000","5,062,000,000","5,106,000,000","5,114,000,000","5,103,000,000","5,108,000,000","5,121,000,000","5,178,000,000","5,217,000,000","5,263,000,000","5,392,000,000","5,440,000,000","5,840,000,000","5,936,000,000","6,075,000,000","6,120,000,000","6,289,000,000","6,415,000,000","6,536,000,000","6,710,000,000","7,014,000,000","7,053,000,000","7,194,000,000","7,408,000,000","7,679,000,000","7,396,550,000","7,313,082,000","24,289,684,000","7,149,483,000","6,727,029,000","6,339,551,000","5,500,886,000","5,267,519,000","4,681,483,000","4,233,878,000","3,831,644,000","3,490,573,000"
			GrossPPE,"69,070,000,000","68,563,000,000","67,519,000,000","66,726,000,000","66,771,000,000","65,996,000,000","64,603,000,000","63,212,000,000","63,134,000,000","63,339,000,000","61,686,000,000","60,645,000,000","60,569,000,000","58,201,000,000","56,253,000,000","54,462,000,000","53,798,000,000","51,965,000,000","49,675,000,000","47,639,000,000","45,565,000,000","44,066,000,000","42,380,000,000","41,257,000,000","15,222,000,000","14,863,000,000","14,873,000,000","14,436,000,000","14,075,000,000","13,857,000,000","14,273,000,000","13,763,000,000","13,027,000,000","12,768,000,000","12,511,000,000","11,616,000,000","11,227,000,000","10,769,000,000","10,479,000,000","10,020,000,000","9,588,000,000","9,261,000,000",,,,"8,009,000,000",,,,"6,927,000,000",,,,"12,212,000,000","11,524,000,000","11,568,000,000","11,576,000,000","11,565,000,000","13,716,000,000","13,404,000,000","13,146,000,000","12,861,000,000","12,012,000,000","12,446,000,000","12,538,000,000","12,589,000,000","12,329,000,000","12,136,000,000","11,809,000,000","11,600,000,000","11,348,000,000","11,106,000,000","10,927,000,000","10,964,000,000","10,671,000,000","10,557,000,000","10,406,000,000","10,313,000,000","9,983,733,000","9,703,216,000","29,747,620,000","9,158,678,000","8,484,776,000","7,838,082,000","6,745,005,000","6,328,735,000","5,590,630,000","4,708,763,000","4,306,529,000","3,807,652,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0",,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"583,000,000",,,,"580,000,000",,,,,,,,,,,,"108,214,000"
				BuildingsAndImprovements,,"5,729,000,000",,,,"5,396,000,000",,,,"4,843,000,000",,,,"4,360,000,000",,,,"3,901,000,000",,,,"3,426,000,000","3,338,000,000","2,662,000,000",,"570,000,000",,,,"499,000,000",,,,"425,000,000",,,,"342,000,000",,,,"318,000,000",,,,"306,000,000",,,,"302,000,000",,,,"497,000,000",,,,"483,000,000",,,,"526,000,000",,,,"584,000,000",,,,"578,000,000",,,,,,,,,,,,"505,686,000",,,,,,,,
				MachineryFurnitureEquipment,,"9,034,000,000",,,,"9,151,000,000",,,,"8,370,000,000",,,,"7,168,000,000",,,,"6,051,000,000",,,,"4,456,000,000","4,184,000,000","3,875,000,000",,"1,503,000,000",,,,"1,051,000,000",,,,"726,000,000",,,,"547,000,000",,,,"8,943,000,000",,,,"7,703,000,000",,,,"6,625,000,000",,,,"11,715,000,000",,,,"4,385,000,000",,,,"5,300,000,000",,,,"12,005,000,000",,,,"11,022,000,000",,,,"874,000,000",,,,"9,733,000,000",,,"9,420,042,000","791,106,000",,,,,,,,"3,699,438,000"
				OtherProperties,,"53,800,000,000",,,,"51,449,000,000","64,603,000,000","63,212,000,000","63,134,000,000","50,126,000,000","61,686,000,000","60,645,000,000","60,569,000,000","46,673,000,000","56,253,000,000","54,462,000,000","53,798,000,000","42,013,000,000","49,675,000,000","47,639,000,000","45,565,000,000","36,184,000,000","34,858,000,000","34,720,000,000","15,222,000,000","12,790,000,000","14,873,000,000","14,436,000,000","14,075,000,000","12,307,000,000","14,273,000,000","13,763,000,000","13,027,000,000","11,617,000,000","12,511,000,000","11,616,000,000","11,227,000,000","9,880,000,000",,,,,,,,,,,,,,,,,,,,"6,697,000,000",,,,"7,035,000,000",,,,,,,,,,,,"9,507,000,000",,,,,,,"20,327,578,000","7,861,886,000",,,,,,,,
