name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,12/31/2006
TotalAssets,"51,244,000,000","50,598,000,000","50,330,000,000","50,344,000,000","50,403,000,000","49,779,000,000","49,381,000,000","49,026,000,000","48,843,000,000","49,518,000,000","49,400,000,000","49,547,000,000","49,291,000,000","48,918,000,000","49,058,000,000","10,246,000,000","10,179,000,000","10,022,000,000","10,039,000,000","10,319,000,000","10,008,000,000","9,791,000,000","8,673,000,000","8,406,000,000","8,364,000,000","8,869,000,000","8,225,000,000","8,267,000,000","8,252,000,000","8,273,000,000","8,261,000,000","8,226,000,000","8,227,000,000","8,201,000,000","8,129,000,000","8,709,000,000","8,872,000,000","8,928,000,000","8,989,000,000","8,907,000,000","8,784,000,000","9,283,000,000","9,189,000,000","9,228,000,000","9,314,000,000","8,859,000,000","8,790,000,000","8,978,000,000","9,117,000,000","8,776,000,000","8,740,000,000","8,730,000,000","8,640,000,000","8,638,000,000","9,822,000,000","10,007,000,000","10,595,000,000","10,528,000,000","9,346,000,000"
	CurrentAssets,"3,490,000,000","3,057,000,000","2,803,000,000","2,616,000,000","2,665,000,000","2,388,000,000","2,416,000,000","2,240,000,000","2,277,000,000","2,273,000,000","2,269,000,000","2,221,000,000","2,162,000,000","2,159,000,000","2,385,000,000","1,416,000,000","1,246,000,000","1,117,000,000","1,266,000,000","1,555,000,000","1,247,000,000","2,736,000,000","1,602,000,000","1,325,000,000","1,283,000,000","1,817,000,000","1,222,000,000","1,259,000,000","1,194,000,000","1,211,000,000","1,241,000,000","1,189,000,000","1,173,000,000","1,119,000,000","1,059,000,000","1,213,000,000","1,280,000,000","1,335,000,000","1,396,000,000","1,391,000,000","1,261,000,000","1,757,000,000","1,695,000,000","1,695,000,000","1,773,000,000","1,309,000,000","1,299,000,000","1,503,000,000","1,630,000,000","1,279,000,000","1,283,000,000","1,310,000,000","1,251,000,000","1,237,000,000","1,338,000,000","1,514,000,000","2,796,000,000","2,739,000,000","1,632,000,000"
		CashCashEquivalentsAndShortTermInvestments,"592,000,000","567,000,000","200,000,000","167,000,000","335,000,000","240,000,000","191,000,000","149,000,000","197,000,000","75,000,000","74,000,000","106,000,000","85,000,000","83,000,000","94,000,000","64,000,000","13,000,000","61,000,000","66,000,000","286,000,000","73,000,000","1,787,000,000","620,000,000","245,000,000","275,000,000","911,000,000","207,000,000","127,000,000","93,000,000","237,000,000","266,000,000","135,000,000","120,000,000","153,000,000","119,000,000","113,000,000","208,000,000","366,000,000","383,000,000","303,000,000","192,000,000","701,000,000","651,000,000","550,000,000","657,000,000","315,000,000","224,000,000","411,000,000","571,000,000","280,000,000","282,000,000","235,000,000","219,000,000","214,000,000","239,000,000","300,000,000","99,000,000","67,000,000","35,000,000"
			CashAndCashEquivalents,"592,000,000","567,000,000","200,000,000","167,000,000","335,000,000","240,000,000","191,000,000","149,000,000","197,000,000","75,000,000","74,000,000","106,000,000","85,000,000","83,000,000","94,000,000","64,000,000","13,000,000","61,000,000","66,000,000","286,000,000","73,000,000","1,787,000,000","620,000,000","245,000,000","275,000,000","911,000,000","207,000,000","127,000,000","93,000,000","237,000,000","266,000,000","135,000,000","120,000,000","153,000,000","119,000,000","113,000,000","208,000,000","366,000,000","383,000,000","303,000,000","192,000,000","701,000,000","651,000,000","550,000,000","657,000,000","315,000,000","224,000,000","411,000,000","571,000,000","280,000,000","282,000,000","235,000,000","219,000,000","214,000,000","239,000,000","300,000,000","99,000,000","67,000,000","35,000,000"
		Receivables,"1,358,000,000","1,274,000,000","1,261,000,000","1,162,000,000","1,149,000,000","1,144,000,000","1,118,000,000","1,075,000,000","1,097,000,000","1,184,000,000","1,149,000,000","1,130,000,000","1,078,000,000","1,223,000,000","1,296,000,000","866,000,000","749,000,000","710,000,000","706,000,000","748,000,000","661,000,000","646,000,000","640,000,000","700,000,000","629,000,000","628,000,000","628,000,000","693,000,000","637,000,000","617,000,000","609,000,000","642,000,000","620,000,000","622,000,000","586,000,000","680,000,000","634,000,000","602,000,000","598,000,000","652,000,000","601,000,000","635,000,000","541,000,000","610,000,000","599,000,000","571,000,000","558,000,000","606,000,000","561,000,000","540,000,000","577,000,000","629,000,000","588,000,000","583,000,000","589,000,000","654,000,000","2,145,000,000","2,190,000,000","1,164,000,000"
			AccountsReceivable,"1,214,000,000","1,148,000,000","1,138,000,000","1,075,000,000","1,065,000,000","1,048,000,000","1,051,000,000","1,010,000,000","1,037,000,000","1,115,000,000","1,090,000,000","1,068,000,000","1,016,000,000","1,150,000,000","1,196,000,000","814,000,000","700,000,000","668,000,000","659,000,000","698,000,000","606,000,000","595,000,000","581,000,000","642,000,000","576,000,000","570,000,000","571,000,000","630,000,000","572,000,000","556,000,000","546,000,000","589,000,000","557,000,000","564,000,000","531,000,000","625,000,000","583,000,000","552,000,000","546,000,000","652,000,000","564,000,000","585,000,000","541,000,000","610,000,000","561,000,000","536,000,000","558,000,000","606,000,000","561,000,000","540,000,000","577,000,000","629,000,000","588,000,000","532,000,000","589,000,000","625,000,000","561,000,000","597,000,000","580,000,000"
				GrossAccountsReceivable,,"1,155,000,000","1,147,000,000","1,084,000,000","1,087,000,000","1,069,000,000","1,073,000,000","1,029,000,000","1,056,000,000","1,124,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-7,000,000","-9,000,000","-9,000,000","-22,000,000","-21,000,000","-22,000,000","-19,000,000","-19,000,000","-9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,504,000,000","1,527,000,000","579,000,000"
			TaxesReceivable,"16,000,000","14,000,000","14,000,000","12,000,000","10,000,000","11,000,000","7,000,000","7,000,000","7,000,000","4,000,000","5,000,000","13,000,000","14,000,000","22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
