name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,02/28/1991,11/30/1990,11/30/1989,11/30/1988
TotalAssets,"1,413,826,000","1,270,820,000","1,205,734,000","1,211,863,000","1,120,024,000","1,087,214,000","1,094,744,000","1,023,237,000","999,175,000","1,025,453,000","1,010,152,228","915,286,843","899,708,495","878,985,924","868,504,952","862,752,684","813,387,119","823,881,326","785,795,154","746,221,437","725,782,363","680,444,818","669,036,290","652,048,063","624,039,950","604,028,981","551,135,266","506,012,157","491,321,322","478,268,976","466,102,079","449,835,786","436,139,651","407,979,974","391,584,720","383,487,211","362,710,824","300,281,215","280,193,915","255,122,744","230,773,958","223,944,536","214,881,424","211,434,461","194,644,094","188,780,515","169,305,406","163,286,722","154,928,467","147,971,540","144,807,183","139,139,669","135,391,682","137,939,325","141,325,673","138,417,378","137,069,395","136,503,463","132,431,575","121,023,230","118,621,023","115,740,444","114,633,846","113,789,087","115,726,055","114,782,535","109,161,085","105,933,663","104,428,036","103,164,988","96,646,271","92,403,016","93,064,280","94,310,212","90,440,005","89,331,552","87,406,202","89,026,506","84,904,764","85,211,359","86,752,809","80,334,844","73,625,773","70,391,447","65,748,398","62,945,597","62,620,742","61,793,135","60,199,758","58,600,000","55,800,000","54,200,000","52,200,000","50,000,000","47,000,000","47,100,000","45,200,000","43,600,000","38,900,000","37,700,000","36,500,000","35,900,000","34,300,000","32,600,000","31,800,000","29,800,000","27,500,000","27,200,000","27,400,000","25,400,000","25,200,000","25,500,000","25,000,000","25,300,000","25,700,000","25,400,000","25,600,000","26,000,000","26,600,000","26,500,000","27,200,000","26,700,000","24,500,000","24,700,000","25,100,000","25,500,000","24,700,000","25,200,000"
	CurrentAssets,"459,710,000","326,076,000","279,748,000","298,685,000","228,781,000","208,157,000","230,848,000","184,241,000","173,877,000","209,812,000","207,056,337","186,905,162","181,772,507","166,505,486","201,166,812","209,871,811","188,586,177","202,683,867","194,548,467","166,885,603","161,553,948","155,217,466","156,951,001","155,873,861","138,266,545","119,949,954","111,376,192","111,873,566","114,990,473","109,294,068","106,378,260","117,087,748","107,852,857","107,858,701","108,249,864","105,202,995","94,983,580","103,841,083","100,847,283","116,911,465","94,066,959","90,421,413","85,308,281","83,011,968","79,597,784","73,041,515","73,042,546","74,189,201","79,205,777","71,962,886","68,885,053","63,245,753","54,347,703","61,532,077","66,836,523","63,774,898","62,382,524","62,251,343","65,856,099","55,716,937","53,626,814","50,013,992","51,627,205","50,216,311","48,555,282","55,711,152","52,943,310","49,884,223","50,014,710","53,127,067","42,573,290","39,602,099","40,885,485","45,875,210","45,984,471","44,841,126","44,035,138","45,240,929","41,519,524","38,821,379","42,818,538","33,673,279","26,805,358","26,251,765","22,096,379","18,924,256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,800,000","1,500,000","0"
		CashCashEquivalentsAndShortTermInvestments,"349,436,000","229,923,000","185,246,000","205,525,000","132,939,000","118,508,000","139,827,000","102,664,000","92,707,000","129,088,000","127,548,532","110,497,516","116,047,921","107,029,206","139,811,727","153,290,616","139,295,742","156,206,366","147,053,354","117,245,507","115,822,652","112,971,764","114,756,159","113,507,038","99,311,190","81,547,157","69,336,648","72,378,818","78,994,148","71,638,753","65,024,374","73,830,922","68,461,504","66,870,085","61,980,172","64,664,823","57,524,773","68,361,264","58,008,091","76,197,063","56,489,511","52,096,237","46,297,775","44,546,665","41,092,128","34,418,497","38,628,843","36,891,465","43,823,600","36,344,062","33,516,231","27,723,828","22,529,313","24,358,322","28,915,972","26,380,434","25,335,740","25,745,207","24,031,815","17,634,096","19,474,061","19,913,622","21,400,009","23,220,014","26,550,234","31,165,694","30,751,953","31,098,302","32,566,321","32,595,890","28,209,102","27,145,400","29,373,973","34,341,082","32,910,762","32,922,757","33,599,627","35,123,947","30,656,860","31,274,654","33,469,274","27,485,579","21,880,739","21,638,309","19,472,928","16,894,177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,200,000","200,000",
			CashAndCashEquivalents,"292,465,000","116,175,000","82,435,000","90,096,000","24,784,000","15,336,000","54,666,000","10,970,000","14,628,000","12,902,000","11,111,055","3,724,627","7,347,672","7,433,470","8,879,883","15,227,599","25,951,970","23,242,090","14,840,944","8,166,402","8,306,625","4,216,592","3,709,897","9,590,541","7,914,718","6,535,897","7,900,436","9,030,833","11,076,165","8,082,792","2,657,253","11,008,133","7,760,761","7,615,143","7,787,475","14,342,331","8,486,631","11,035,824","4,440,658","20,925,489","8,828,576","8,798,023","7,452,343","7,922,861","10,547,376","5,661,020","2,053,475","3,416,156","6,845,533","4,519,785","3,053,144","4,810,207","2,951,568","2,783,250","2,306,207","2,464,213","1,939,442","2,221,976","1,169,960","1,465,240","1,991,823","2,005,027","575,283","1,774,615","3,902,378","4,555,356","4,426,856","5,962,115","6,466,124","8,774,812","1,630,558","1,562,869","2,419,748","3,244,871","1,364,858","1,726,773","1,483,105","2,338,979","634,250","1,222,422","5,558,504","1,567,831","126,772","242,179","17,611","1,399,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,200,000","200,000",
			OtherShortTermInvestments,"56,971,000","113,748,000","102,811,000","115,429,000","108,155,000","103,172,000","85,161,000","91,694,000","78,079,000","116,186,000","116,437,477","106,772,889","108,700,249","99,595,736","130,931,844","138,063,017","113,343,772","132,964,276","132,212,410","109,079,105","107,516,027","108,755,172","111,046,262","103,916,497","91,396,472","75,011,260","61,436,212","63,347,985","67,917,983","63,555,961","62,367,121","62,822,789","60,700,743","59,254,942","54,192,697","50,322,492","49,038,142","57,325,440","53,567,433","55,271,574","47,660,935","43,298,214","38,845,432","36,623,804","30,544,752","28,757,477","36,575,368","33,475,309","36,978,067","31,824,277","30,463,087","22,913,621","19,577,745","21,575,072","26,609,765","23,916,221","23,396,298","23,523,231","22,861,855","16,168,856","17,482,238","17,908,595","20,824,726","21,445,399","22,647,856","26,610,338","26,325,097","25,136,187","26,100,197","23,821,078","26,578,544","25,582,531","26,954,225","31,096,211","31,545,904","31,195,984","32,116,522","32,784,968","30,022,610","30,052,232","27,910,770","25,917,748","21,753,967","21,396,130","19,455,317","15,494,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"57,937,000","55,359,000","53,917,000","51,406,000","46,497,000","46,414,000","44,603,000","40,614,000","37,944,000","37,995,000","37,270,024","35,421,826","32,651,660","31,493,555","29,567,036","27,944,531","25,809,308","25,451,053","24,366,221","23,950,403","23,427,080","20,323,191","20,921,062","20,079,127","19,183,127","20,028,574","20,134,541","20,228,331","21,379,667","24,719,480","24,625,355","25,446,866","26,411,677","26,019,725","26,815,127","24,768,065","24,323,361","22,713,864","22,415,328","21,110,507","20,571,739","21,325,854","21,352,827","21,074,525","21,295,658","21,599,080","21,878,658","22,050,324","21,325,654","21,565,242","21,596,453","21,890,052","22,110,336","22,597,670","21,973,416","21,439,816","20,562,873","20,756,996","19,945,381","19,324,791","17,958,696","16,836,228","14,671,904","13,879,247","12,859,710","13,136,356","11,451,636","10,029,215","9,802,050","9,106,302","8,763,261","8,058,694","7,522,843","7,338,580","6,536,261","5,903,592","4,841,026","4,800,969","4,539,464","4,370,617","3,538,881","3,291,355","2,527,761","2,346,794","2,383,438","1,914,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000","300,000",
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,536,261","5,903,592","4,841,026","4,800,969","4,539,464",,,"3,291,355","2,527,761","2,346,794","2,383,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,597,670","21,973,416","21,439,816","20,562,873","20,756,996","19,945,381","19,324,791","17,958,696","16,836,228","14,671,904","13,879,247","12,859,710","13,136,356","11,451,636","10,029,215","9,802,050","9,106,302","8,763,261","8,058,694","7,522,843","7,338,580",,,,,,"4,370,617","3,538,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"57,937,000","55,359,000","53,917,000","51,406,000","46,497,000","46,414,000","44,603,000","40,614,000","37,944,000","37,995,000","37,270,024","35,421,826","32,651,660","31,493,555","29,567,036","27,944,531","25,809,308","25,451,053","24,366,221","23,950,403","23,427,080","20,323,191","20,921,062","20,079,127","19,183,127","20,028,574","20,134,541","20,228,331","21,379,667","24,719,480","24,625,355","25,446,866","26,411,677","26,019,725","26,815,127","24,768,065","24,323,361","22,713,864","22,415,328","21,110,507","20,571,739","21,325,854","21,352,827","21,074,525","21,295,658","21,599,080","21,878,658","22,050,324","21,325,654","21,565,242","21,596,453","21,890,052","22,110,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
