name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,01/31/1988,10/31/1986,10/31/1985
TotalAssets,"1,928,298,000","1,843,926,000","1,874,558,000","1,832,898,000","1,802,823,000","1,867,050,000","2,027,060,000","2,112,394,000","2,223,685,000","2,431,707,000","2,471,210,000","2,644,393,000","2,493,070,000","1,838,568,000","2,008,402,000","1,693,645,000","1,502,066,000","1,489,415,000","1,427,148,000","1,584,157,000","1,409,557,000","1,475,273,000","1,304,195,000","1,420,393,000","1,226,092,000","1,303,323,000","1,260,283,000","1,427,473,000","1,163,674,000","1,216,812,000","1,209,860,000","1,289,082,000","1,108,962,000","1,149,403,000","1,086,911,000","1,181,020,000","1,094,707,000","1,171,259,000","1,164,104,000","1,254,174,000","1,140,822,000","1,227,476,000","1,227,758,000","1,350,923,000","1,240,569,000","1,148,043,000","1,064,597,000","1,077,131,000","954,366,000","1,040,150,000","939,735,000","1,024,818,000","913,775,000","1,026,031,000","1,107,488,000","1,171,390,000","1,049,852,000","1,099,841,000","1,120,371,000","1,147,402,000","1,035,951,000","1,099,057,000","1,055,525,000","1,102,519,000","997,417,000","1,027,293,000","1,013,038,000","1,070,530,000","992,136,000","846,134,000","776,095,000","822,779,000","730,557,000","719,330,000","707,901,000","760,294,000","676,620,000","705,348,000","689,365,000","737,895,000","660,724,000","700,898,000","725,804,000","809,395,000","739,681,000","740,069,000","745,126,000","728,075,000","695,045,000","650,338,000","682,000,000","702,800,000","676,900,000","655,200,000","654,700,000","684,200,000","663,500,000","695,000,000","696,900,000","748,600,000","711,900,000","722,400,000","720,100,000","718,900,000","670,500,000","661,100,000","686,600,000","679,700,000","660,400,000","636,500,000","684,600,000","787,400,000","771,700,000","771,700,000","849,000,000","829,200,000","779,100,000","760,200,000","753,600,000","744,200,000","707,600,000","705,200,000","742,800,000","744,000,000","709,000,000","736,800,000","774,200,000","751,500,000","711,600,000","713,000,000","725,200,000","730,400,000","713,700,000","728,200,000","683,900,000","658,300,000","635,300,000"
	CurrentAssets,"933,641,000","836,476,000","862,698,000","807,363,000","757,118,000","782,556,000","872,155,000","930,049,000","1,009,790,000","882,299,000","901,646,000","1,053,786,000","887,312,000","976,447,000","1,044,168,000","1,034,169,000","864,327,000","846,789,000","803,668,000","955,535,000","782,206,000","843,745,000","869,449,000","989,109,000","794,180,000","875,065,000","819,646,000","997,170,000","732,358,000","790,896,000","782,919,000","869,183,000","693,138,000","792,549,000","751,901,000","842,613,000","722,148,000","772,428,000","753,485,000","851,980,000","738,150,000","815,138,000","810,807,000","898,437,000","790,906,000","808,281,000","732,850,000","748,164,000","625,693,000","708,249,000","594,258,000","678,115,000","569,567,000","681,443,000","629,043,000","698,858,000","585,891,000","637,057,000","647,031,000","682,988,000","577,244,000","638,360,000","626,312,000","676,187,000","574,744,000","625,671,000","622,723,000","677,692,000","588,325,000","622,839,000","577,567,000","630,150,000","540,671,000","529,685,000","518,603,000","569,813,000","498,465,000","528,169,000","514,262,000","561,116,000","484,126,000","526,910,000","549,336,000","632,242,000","563,121,000","562,732,000","573,910,000","563,166,000","533,134,000","487,774,000","522,000,000","542,200,000","514,900,000","497,400,000","500,000,000","530,000,000","508,600,000","538,500,000","540,500,000","592,600,000","555,900,000","564,800,000","563,700,000","564,900,000","515,300,000","505,300,000","527,300,000","526,400,000","503,100,000","479,000,000","530,100,000","625,400,000","611,900,000","611,900,000","668,900,000","649,400,000","600,400,000","580,200,000","573,700,000","565,300,000","526,400,000","513,900,000","545,600,000","547,000,000","509,700,000","535,600,000","588,700,000","564,800,000","524,000,000","531,000,000","545,600,000","545,700,000","525,900,000","527,300,000","504,100,000","494,000,000","479,500,000"
		CashCashEquivalentsAndShortTermInvestments,"33,717,000","30,115,000","74,772,000","54,684,000","98,244,000","88,295,000","124,330,000","148,544,000","187,717,000","45,218,000","52,502,000","42,601,000","35,778,000","30,200,000","90,491,000","102,884,000","96,481,000","64,047,000","31,379,000","52,942,000","71,816,000","55,332,000","173,435,000","165,729,000","149,534,000","118,151,000","86,298,000","129,345,000","66,330,000","67,403,000","39,080,000","46,876,000","36,668,000","82,546,000","42,406,000","53,137,000","44,669,000","68,223,000","40,884,000","47,397,000","39,792,000","47,682,000","41,951,000","62,553,000","54,229,000","126,548,000","29,707,000","30,724,000","59,465,000","125,833,000","34,102,000","37,274,000","46,121,000","86,900,000","35,977,000","64,420,000","63,197,000","59,801,000","79,932,000","64,335,000","60,693,000","53,661,000","47,512,000","31,001,000","29,787,000","34,288,000","48,107,000","37,037,000","25,748,000","79,448,000","74,793,000","71,478,000","66,422,000","55,657,000","52,750,000","50,406,000","40,025,000","32,121,000","35,192,000","40,507,000","26,609,000","22,712,000","25,152,000","47,126,000","35,971,000","50,491,000","44,634,000","31,945,000","32,509,000","34,158,000","47,700,000","34,600,000","26,900,000","45,500,000","37,400,000","32,200,000","36,600,000","50,100,000","25,500,000","42,300,000","28,200,000","38,700,000","28,100,000","35,100,000","22,100,000","35,100,000","28,700,000","23,000,000","20,500,000","18,900,000","31,400,000","26,900,000","21,300,000","16,900,000","25,500,000","2,200,000","12,200,000","21,600,000","22,100,000","15,000,000","20,900,000","18,700,000","22,400,000","14,700,000","17,400,000","16,300,000","14,300,000","11,800,000","19,500,000","22,300,000","22,200,000","10,800,000","16,800,000","12,000,000","21,500,000","36,200,000","25,900,000"
			CashAndCashEquivalents,"33,717,000","30,115,000","74,772,000","54,684,000","98,244,000","88,295,000","124,330,000","148,544,000","187,717,000","45,218,000","52,502,000","42,601,000","35,778,000","30,200,000","90,491,000","102,884,000","96,481,000","64,047,000","31,379,000","52,942,000","71,816,000","55,332,000","173,435,000","165,729,000","149,534,000","118,151,000","86,298,000","129,345,000","66,330,000","67,403,000","39,080,000","46,876,000","36,668,000","82,546,000","42,406,000","53,137,000","44,669,000","68,223,000","40,884,000","47,397,000","39,792,000","47,682,000","41,951,000","62,553,000","54,229,000","126,548,000","29,707,000","30,724,000","59,465,000","125,833,000","34,102,000","37,274,000","46,121,000","86,900,000","35,977,000","64,420,000","63,197,000","59,801,000","79,932,000","64,335,000","60,693,000","53,661,000","47,512,000","31,001,000","29,787,000","34,288,000","48,107,000","37,037,000","25,748,000","79,448,000","74,793,000","71,478,000","66,422,000","55,657,000","52,750,000","50,406,000","40,025,000","32,121,000","35,192,000","40,507,000","26,609,000","22,712,000","25,152,000","47,126,000","35,971,000","50,491,000","44,634,000","31,945,000","32,509,000","34,158,000","47,700,000","34,600,000","26,900,000","45,500,000","37,400,000","32,200,000","36,600,000","50,100,000","25,500,000","42,300,000","28,200,000","38,700,000","28,100,000","35,100,000","22,100,000","35,100,000","28,700,000","23,000,000","20,500,000","18,900,000","31,400,000","26,900,000","21,300,000","16,900,000","25,500,000","2,200,000","12,200,000","21,600,000","22,100,000","15,000,000","20,900,000","18,700,000","22,400,000","14,700,000","17,400,000","16,300,000","14,300,000","11,800,000","19,500,000","22,300,000","22,200,000","10,800,000","16,800,000","12,000,000","21,500,000","36,200,000","25,900,000"
		Receivables,"193,366,000","155,309,000","196,918,000","145,548,000","168,548,000","160,919,000","194,947,000","162,907,000","192,203,000","168,370,000","156,253,000","167,727,000","148,487,000","196,597,000","192,246,000","153,421,000","125,559,000","152,613,000","132,942,000","143,616,000","107,021,000","162,780,000","139,475,000","144,309,000","116,961,000","164,810,000","148,192,000","144,213,000","126,512,000","137,266,000","138,217,000","125,484,000","105,746,000","132,136,000","112,491,000","120,054,000","96,734,000","128,752,000","138,562,000","134,016,000","139,488,000","159,167,000","155,754,000","158,595,000","144,484,000","113,937,000","131,352,000","106,149,000","87,296,000","84,297,000","84,884,000","72,156,000","68,134,000","84,252,000","99,615,000","108,911,000","74,227,000","116,873,000","96,800,000","110,440,000","84,390,000","132,224,000","127,010,000","137,804,000","119,456,000","158,103,000","120,765,000","124,650,000","112,703,000","97,503,000","74,850,000","83,938,000","88,072,000","81,930,000","64,534,000","75,271,000","64,753,000","82,486,000","65,400,000","73,516,000","61,407,000","68,305,000","55,962,000","63,760,000","54,605,000","64,403,000","57,942,000","60,832,000","56,360,000","68,236,000","68,500,000","73,000,000","76,900,000","67,800,000","67,300,000","75,100,000","71,300,000","77,400,000","85,600,000","73,500,000","87,300,000","90,200,000","87,400,000","77,800,000","76,600,000","86,400,000","94,400,000","86,300,000","91,200,000","98,100,000","115,300,000","112,000,000","103,700,000","110,000,000","140,500,000","128,000,000","121,200,000","125,200,000","105,400,000","112,100,000","97,300,000","98,100,000","95,900,000","120,300,000","92,100,000","120,800,000","148,800,000","151,700,000","120,700,000","141,000,000","131,900,000","150,100,000","131,500,000","135,100,000","133,500,000","127,900,000","126,700,000"
			AccountsReceivable,"181,551,000","122,236,000","161,892,000","110,522,000","132,698,000","126,994,000","141,059,000","110,249,000","145,333,000","162,181,000","156,253,000","167,727,000","148,487,000","191,722,000","192,246,000","153,421,000","125,559,000","152,613,000","132,942,000","143,616,000","107,021,000","153,121,000","139,475,000","144,309,000","116,961,000","153,664,000","148,192,000","144,213,000","126,512,000","136,646,000","138,217,000","125,484,000","105,746,000","129,217,000","112,491,000","120,054,000","96,734,000","125,683,000","138,562,000",,"139,488,000","154,022,000",,,,"113,937,000",,,,"84,297,000",,,,"84,252,000","99,615,000","108,911,000","74,227,000","116,873,000","96,800,000","110,440,000","84,390,000","132,224,000","127,010,000","137,804,000","119,456,000","158,103,000","120,765,000","124,650,000","112,703,000","97,503,000","74,850,000","83,938,000","88,072,000","81,930,000","64,534,000","75,271,000","64,753,000","82,486,000","65,400,000","73,516,000","61,407,000","68,305,000","55,962,000","63,760,000","54,605,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"152,166,000",,,,"158,965,000",,,,"191,008,000",,,,"220,720,000",,,,"179,711,000",,,,"176,773,000",,,,"178,444,000",,,,"162,039,000",,,,"150,687,000",,,,"149,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-29,930,000",,,,"-31,971,000",,,,"-28,827,000",,,,"-28,998,000",,,,"-27,098,000",,,,"-23,652,000",,,,"-24,780,000",,,,"-25,393,000",,,,"-21,470,000",,,,"-23,397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"11,815,000","33,073,000","35,026,000","35,026,000","35,850,000","33,925,000","53,888,000","52,658,000","46,870,000","6,189,000",,,,"4,875,000",,,,,,,,"9,659,000",,,,"11,146,000",,,,"620,000",,,,"2,919,000",,,,"3,069,000",,,,"5,145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
