name,ttm,06/30/2018
TotalRevenue,"348,144,656"
	OperatingRevenue,"348,144,656"
OperatingExpense,"1,775,506"
	SellingGeneralAndAdministration,"1,671,094"
		GeneralAndAdministrativeExpense,"1,671,094"
	OtherOperatingExpenses,"104,412"
PretaxIncome,"346,369,150"
NetIncomeCommonStockholders,"346,369,150"
	NetIncome,"346,369,150"
		NetIncomeIncludingNoncontrollingInterests,"346,369,150"
			NetIncomeContinuousOperations,"346,369,150"
DilutedNIAvailtoComStockholders,"346,369,150"
BasicEPS,,"0"
DilutedEPS,,"0"
NetIncomeFromContinuingAndDiscontinuedOperation,"346,369,150"
NormalizedIncome,"346,369,150"
InterestIncome,"0"
InterestExpense,"2,361,996"
NetInterestIncome,"-2,361,996"
NetIncomeFromContinuingOperationNetMinorityInterest,"346,369,150"
TaxRateForCalcs,"0.27"
TaxEffectOfUnusualItems,"0"
