name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"462,227,000","127,327,000","119,662,000","111,428,000","103,810,000","93,661,000","87,517,000","81,160,000","76,911,000","72,792,000"
	OperatingRevenue,"462,227,000","127,327,000","119,662,000","111,428,000","103,810,000","93,661,000","87,517,000","81,160,000","76,911,000","72,792,000"
CostOfRevenue,"177,808,000","46,757,000","44,400,000","43,506,000","43,145,000","39,544,000","38,581,000","37,063,000","35,205,000","34,683,000"
GrossProfit,"284,419,000","80,570,000","75,262,000","67,922,000","60,665,000","54,117,000","48,936,000","44,097,000","41,706,000","38,109,000"
OperatingExpense,"311,998,000","93,709,000","85,401,000","69,593,000","63,295,000","50,863,000","47,298,000","50,817,000","39,928,000","50,596,000"
	SellingGeneralAndAdministration,"181,475,000","56,468,000","49,167,000","39,666,000","36,174,000","28,461,000","26,641,000","31,111,000","24,798,000","31,119,000"
		GeneralAndAdministrativeExpense,"121,974,000","37,424,000","33,834,000","26,354,000","24,362,000","18,040,000","17,280,000","23,411,000","17,841,000","21,665,000"
			OtherGandA,"121,974,000","37,424,000","33,834,000","26,354,000","24,362,000","18,040,000","17,280,000","23,411,000","17,841,000","21,665,000"
		SellingAndMarketingExpense,"59,501,000","19,044,000","15,333,000","13,312,000","11,812,000","10,421,000","9,361,000","7,700,000","6,957,000","9,454,000"
	ResearchAndDevelopment,"130,523,000","37,241,000","36,234,000","29,927,000","27,121,000","22,402,000","20,657,000","19,706,000","15,130,000","19,477,000"
OperatingIncome,"-27,579,000","-13,139,000","-10,139,000","-1,671,000","-2,630,000","3,254,000","1,638,000","-6,720,000","1,778,000","-12,487,000"
NetNonOperatingInterestIncomeExpense,"-3,547,000","-2,059,000","-1,069,000","-186,000","-233,000","-2,256,000","-3,125,000","-3,190,000","-3,779,000","-3,516,000"
	InterestExpenseNonOperating,"3,547,000","2,059,000","1,069,000","186,000","233,000","2,256,000","3,125,000","3,190,000","3,779,000","3,516,000"
OtherIncomeExpense,"483,000","413,000","7,000","-140,000","203,000","-3,341,000","-12,318,000","-438,000","-318,000","-182,000"
	SpecialIncomeCharges,"-407,000","-407,000","0","0","0","-3,435,000","0","0","0","-259,000"
		OtherSpecialCharges,"407,000","407,000","0",,,"3,435,000","0",,,"259,000"
	OtherNonOperatingIncomeExpenses,"890,000","820,000","7,000","-140,000","203,000","94,000","-12,318,000","-438,000","-318,000","77,000"
PretaxIncome,"-30,643,000","-14,785,000","-11,201,000","-1,997,000","-2,660,000","-2,343,000","-13,805,000","-10,348,000","-2,319,000","-16,185,000"
TaxProvision,"3,644,000","3,338,000","924,000","-145,000","-473,000","996,000","46,000","-134,000","251,000","748,000"
NetIncomeCommonStockholders,"-34,287,000","-18,123,000","-12,125,000","-1,852,000","-2,187,000","-3,339,000","-13,851,000","-10,214,000","-2,570,000","-16,933,000"
	NetIncome,"-34,287,000","-18,123,000","-12,125,000","-1,852,000","-2,187,000","-3,339,000","-13,851,000","-10,214,000","-2,570,000","-16,933,000"
		NetIncomeIncludingNoncontrollingInterests,"-34,287,000","-18,123,000","-12,125,000","-1,852,000","-2,187,000","-3,339,000","-13,851,000","-10,214,000","-2,570,000","-16,933,000"
			NetIncomeContinuousOperations,"-34,287,000","-18,123,000","-12,125,000","-1,852,000","-2,187,000","-3,339,000","-13,851,000","-10,214,000","-2,570,000","-16,933,000"
DilutedNIAvailtoComStockholders,"-34,287,000","-18,123,000","-12,125,000","-1,852,000","-2,187,000","-3,339,000","-13,851,000","-10,214,000","-2,570,000","-16,933,000"
BasicEPS,,"-0.17","-0.11","-0.02","-0.02","-0.07",,"-0.117","-0.029","-0.194"
DilutedEPS,,"-0.17","-0.11","-0.02","-0.02","-0.07",,"-0.117","-0.029","-0.194"
BasicAverageShares,,"106,980,000","107,942,000","107,955,000","106,765,000","49,432,000",,"87,130,000","87,130,000","87,130,000"
DilutedAverageShares,,"106,980,000","107,942,000","107,955,000","106,765,000","49,432,000",,"87,130,000","87,130,000","87,130,000"
TotalOperatingIncomeAsReported,"-27,579,000","-13,139,000","-10,139,000","-1,671,000","-2,630,000","3,254,000","1,638,000","-6,720,000","1,778,000","-12,487,000"
TotalExpenses,"489,806,000","140,466,000","129,801,000","113,099,000","106,440,000","90,407,000","85,879,000","87,880,000","75,133,000","85,279,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-34,287,000","-18,123,000","-12,125,000","-1,852,000","-2,187,000","-3,339,000","-13,851,000","-10,214,000","-2,570,000","-16,933,000"
NormalizedIncome,"-34,042,800","-17,878,800","-12,125,000","-1,852,000","-2,187,000","-831,450","-13,851,000","-10,214,000","-2,570,000","-16,743,930"
InterestExpense,"3,547,000","2,059,000","1,069,000","186,000","233,000","2,256,000","3,125,000","3,190,000","3,779,000","3,516,000"
NetInterestIncome,"-3,547,000","-2,059,000","-1,069,000","-186,000","-233,000","-2,256,000","-3,125,000","-3,190,000","-3,779,000","-3,516,000"
EBIT,"-27,096,000","-12,726,000","-10,132,000","-1,811,000","-2,427,000","-87,000","-10,680,000","-7,158,000","1,460,000","-12,669,000"
EBITDA,"64,258,000"
ReconciledCostOfRevenue,"177,808,000","46,757,000","44,400,000","43,506,000","43,145,000","39,544,000","38,581,000","37,063,000","35,205,000","34,683,000"
ReconciledDepreciation,"91,354,000","23,933,000","23,450,000","22,381,000","21,590,000","20,951,000","20,371,000","19,481,000","18,328,000","17,394,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-34,287,000","-18,123,000","-12,125,000","-1,852,000","-2,187,000","-3,339,000","-13,851,000","-10,214,000","-2,570,000","-16,933,000"
TotalUnusualItemsExcludingGoodwill,"-407,000","-407,000","0","0","0","-3,435,000","0","0","0","-259,000"
TotalUnusualItems,"-407,000","-407,000","0","0","0","-3,435,000","0","0","0","-259,000"
NormalizedEBITDA,"64,665,000","11,614,000","13,318,000","20,570,000","19,163,000","24,299,000","9,691,000","12,323,000","19,788,000","4,984,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.073","0.178","0.27","0.27","0.013","0.27","0.27"
TaxEffectOfUnusualItems,"-162,800","-162,800","0","0","0","-927,450","0","0","0","-69,930"
