name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
TotalAssets,"29,477,000,000","23,182,000,000","27,965,000,000","21,619,000,000","19,241,000,000","14,902,000,000","12,225,000,000","12,337,000,000","12,822,000,000","12,531,000,000","9,527,000,000","9,171,000,000","9,530,000,000","10,628,000,000","11,450,000,000","22,947,000,000","23,752,000,000","23,318,000,000","25,470,000,000","25,205,000,000","29,420,000,000","30,355,000,000","31,491,000,000","31,422,000,000","32,680,000,000","32,882,000,000","39,988,000,000","40,365,000,000","40,330,000,000","40,665,000,000","40,069,000,000","37,629,000,000","34,961,000,000","33,902,000,000","34,863,000,000","34,492,000,000","35,371,000,000","35,128,000,000","27,220,000,000","27,856,000,000","28,530,000,000","26,715,000,000","24,760,000,000","25,336,000,000","25,043,000,000","26,896,000,000","27,419,000,000","25,103,000,000","24,578,000,000","23,378,000,000","25,954,000,000","27,305,000,000","24,198,000,000","24,808,000,000","23,683,000,000","26,789,000,000","20,974,000,000","19,274,000,000","19,204,000,000","18,936,000,000","18,711,000,000","19,435,000,000","19,721,000,000","19,442,000,000","19,507,000,000","7,431,000,000","7,795,367,000","7,281,664,000","7,293,298,000","7,830,028,000","8,185,584,000","8,553,275,000","9,141,218,000","9,260,613,000","10,174,772,000","10,011,042,000","10,232,493,000","10,883,688,000","11,674,451,000","14,542,285,000","13,490,844,000","12,894,545,000","12,350,352,000","11,077,131,000","7,655,473,000","5,978,992,000","5,982,035,000","5,489,956,000","5,293,808,000","3,431,684,000"
	CurrentAssets,"16,837,000,000","10,841,000,000","14,572,000,000","8,624,000,000","6,552,000,000","6,028,000,000","3,087,000,000","3,076,000,000","3,479,000,000","3,088,000,000","3,187,000,000","3,045,000,000","3,458,000,000","3,600,000,000","4,295,000,000","4,768,000,000","4,557,000,000","4,417,000,000","4,765,000,000","4,478,000,000","5,453,000,000","6,412,000,000","7,035,000,000","6,389,000,000","7,386,000,000","7,444,000,000","8,135,000,000","8,075,000,000","8,189,000,000","8,654,000,000","7,952,000,000","7,842,000,000","8,452,000,000","7,669,000,000","7,325,000,000","7,013,000,000","8,117,000,000","8,035,000,000","6,383,000,000","7,255,000,000","8,458,000,000","7,597,000,000","6,338,000,000","6,039,000,000","6,378,000,000","7,137,000,000","8,496,000,000","6,369,000,000","7,142,000,000","6,208,000,000","8,211,000,000","9,332,000,000","7,665,000,000","8,492,000,000","7,439,000,000","9,780,000,000","4,964,000,000","3,562,000,000","3,349,000,000","2,997,000,000","2,669,000,000","3,083,000,000","3,671,000,000","2,910,000,000","2,457,000,000","2,197,000,000","2,421,503,000","1,871,889,000","1,676,833,000","2,118,288,000","2,112,933,000","1,929,218,000","2,164,165,000","2,113,839,000","1,643,790,000","1,495,652,000","1,448,516,000","1,486,244,000","1,566,012,000","1,583,416,000","1,380,902,000","1,187,357,000","1,189,505,000","1,336,178,000","939,934,000","672,658,000","720,340,000","587,440,000","504,399,000","323,970,000"
		CashCashEquivalentsAndShortTermInvestments,"387,000,000","250,000,000","259,000,000","361,000,000","501,000,000","3,905,000,000","697,000,000","418,000,000","759,000,000","345,000,000","243,000,000","294,000,000","859,000,000","563,000,000","1,359,000,000","980,000,000","764,000,000","991,000,000","1,223,000,000","752,000,000","1,513,000,000","1,973,000,000","2,435,000,000","1,389,000,000","1,659,000,000","1,518,000,000","2,265,000,000","2,146,000,000","2,164,000,000","2,116,000,000","1,953,000,000","1,481,000,000","3,187,000,000","2,254,000,000","2,129,000,000","1,368,000,000","1,707,000,000","2,087,000,000","1,686,000,000","1,284,000,000","1,213,000,000","1,363,000,000","1,386,000,000","2,199,000,000","3,028,000,000","3,359,000,000","6,383,000,000","4,278,000,000","5,046,000,000","4,117,000,000","2,543,000,000","7,144,000,000","6,325,000,000","2,248,000,000","1,483,000,000","1,263,000,000","834,000,000","1,132,000,000","1,171,000,000","795,000,000","655,000,000","795,000,000","1,388,000,000","957,000,000","818,000,000","506,000,000","595,844,000","823,161,000","763,025,000","1,110,045,000","1,104,783,000","820,876,000","832,526,000","563,133,000","292,644,000","332,702,000","333,092,000","385,055,000","347,654,000","368,559,000","270,533,000","186,107,000","188,984,000","226,552,000","126,588,000","95,243,000","165,403,000","70,840,000","137,923,000","31,483,000"
			CashAndCashEquivalents,"387,000,000","250,000,000","259,000,000","361,000,000","501,000,000","3,905,000,000","697,000,000","418,000,000","759,000,000","345,000,000","243,000,000","294,000,000","859,000,000","563,000,000","1,359,000,000","980,000,000","764,000,000","991,000,000","1,223,000,000","752,000,000","1,513,000,000","1,973,000,000","2,435,000,000","1,389,000,000","1,659,000,000","1,518,000,000","2,265,000,000","2,146,000,000","2,164,000,000","2,116,000,000","1,953,000,000","1,481,000,000","3,187,000,000","2,254,000,000","2,129,000,000","1,368,000,000","1,707,000,000","2,087,000,000","1,610,000,000","1,149,000,000","1,014,000,000","1,105,000,000","1,127,000,000","1,939,000,000","2,711,000,000","2,951,000,000","3,447,000,000","2,168,000,000","1,813,000,000","2,304,000,000","2,250,000,000","2,282,000,000","1,188,000,000","1,494,000,000","1,483,000,000","1,263,000,000","834,000,000","1,132,000,000","1,171,000,000","795,000,000","655,000,000","795,000,000","1,388,000,000","957,000,000","818,000,000","506,000,000","595,844,000","823,161,000","763,025,000","1,110,045,000","1,104,783,000","820,876,000","832,526,000","563,133,000","292,644,000","332,702,000","333,092,000","385,055,000","347,654,000","368,559,000","270,533,000","186,107,000","188,984,000","226,552,000","126,588,000","95,243,000","165,403,000","70,840,000","137,923,000","31,483,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,"31,000,000",,,,,,,,,,,,,,,"63,000,000",,,,,"76,000,000","135,000,000","199,000,000","258,000,000","259,000,000","260,000,000","317,000,000","408,000,000","2,936,000,000","2,110,000,000","3,233,000,000","1,813,000,000","293,000,000","4,862,000,000","5,137,000,000","754,000,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"3,980,000,000","3,934,000,000","3,096,000,000","2,822,000,000","3,037,000,000","904,000,000","1,126,000,000","1,015,000,000","915,000,000","1,025,000,000","1,376,000,000","1,049,000,000","898,000,000","1,024,000,000","1,326,000,000","1,443,000,000","976,000,000","1,176,000,000","1,279,000,000","1,171,000,000","987,000,000","1,183,000,000","1,417,000,000","1,312,000,000","1,093,000,000","1,223,000,000","1,580,000,000","1,497,000,000","1,314,000,000","1,529,000,000","2,248,000,000","2,181,000,000","1,334,000,000","1,826,000,000","1,787,000,000","1,705,000,000","1,068,000,000","1,065,000,000","1,075,000,000","1,000,000,000","716,000,000","834,000,000","1,042,000,000","1,008,000,000","687,000,000","763,000,000","904,000,000","909,000,000","700,000,000","908,000,000","1,119,000,000","1,186,000,000","399,000,000","532,000,000","531,000,000","700,000,000","456,000,000","540,000,000","536,000,000","564,000,000","409,000,000","372,000,000","433,000,000","473,000,000","426,000,000","284,000,000","365,010,000","313,660,000","229,895,000","272,101,000","242,245,000","313,649,000","720,549,000","928,980,000","404,362,000","343,341,000","364,455,000","286,974,000","364,213,000","504,595,000","425,279,000","346,891,000","462,022,000","552,263,000","414,422,000","360,342,000","271,597,000","266,039,000","154,136,000","126,663,000"
			AccountsReceivable,"3,291,000,000","3,245,000,000","3,096,000,000","2,822,000,000","3,037,000,000","904,000,000","1,126,000,000","1,015,000,000","915,000,000","1,025,000,000","1,376,000,000","1,049,000,000","898,000,000","1,019,000,000","1,297,000,000","1,371,000,000","903,000,000","1,079,000,000","1,274,000,000","1,162,000,000","974,000,000","1,166,000,000","1,362,000,000","1,251,000,000","1,018,000,000","1,157,000,000","1,492,000,000","1,413,000,000","1,179,000,000","1,322,000,000","1,554,000,000","1,482,000,000","1,149,000,000","1,214,000,000","1,366,000,000","1,290,000,000","982,000,000","986,000,000","1,075,000,000","1,000,000,000","716,000,000","834,000,000","1,042,000,000","1,008,000,000","687,000,000","734,000,000","904,000,000","909,000,000","700,000,000","876,000,000","1,119,000,000","1,186,000,000","399,000,000","464,000,000","531,000,000","700,000,000","456,000,000","482,000,000","536,000,000","564,000,000","409,000,000","372,000,000","433,000,000","473,000,000","426,000,000","284,000,000","365,010,000","313,660,000","229,895,000","272,101,000","242,245,000","313,649,000","720,549,000","223,639,000","383,631,000","320,774,000","347,736,000","281,532,000","358,455,000","411,477,000","377,833,000","346,154,000","356,860,000","526,730,000","412,732,000","360,075,000","271,390,000","264,832,000","146,030,000","126,376,000"
				GrossAccountsReceivable,"3,957,000,000",,"3,888,000,000","3,583,000,000",,,,"1,062,000,000","39,915,000,000","44,025,000,000","1,433,000,000","1,077,000,000","930,000,000",,"1,334,000,000","1,399,000,000","930,000,000",,"1,335,000,000","1,201,000,000","1,007,000,000",,"1,390,000,000","1,271,000,000","1,037,000,000","1,178,000,000","1,518,000,000","1,432,000,000","1,200,000,000","1,345,000,000","1,581,000,000","1,508,000,000","1,181,000,000","1,254,000,000","1,407,000,000","1,322,000,000","1,012,000,000","1,018,000,000","1,114,000,000","1,023,000,000","735,000,000","857,000,000","1,075,000,000","1,026,000,000","704,000,000","759,000,000",,,,,,,,"467,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-666,000,000",,"-792,000,000","-761,000,000",,,,"-47,000,000","-39,000,000,000","-43,000,000,000","-57,000,000","-28,000,000","-32,000,000",,"-37,000,000","-28,000,000","-27,000,000",,"-61,000,000","-39,000,000","-33,000,000",,"-28,000,000","-20,000,000","-19,000,000","-21,000,000","-26,000,000","-19,000,000","-21,000,000","-23,000,000","-27,000,000","-26,000,000","-32,000,000","-40,000,000","-41,000,000","-32,000,000","-30,000,000","-32,000,000","-39,000,000","-23,000,000","-19,000,000","-23,000,000","-33,000,000","-18,000,000","-17,000,000","-25,000,000",,,,,,,,"-3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,000,000",,,,"32,000,000",,,,"68,000,000",,,,,,,,,,,,,,,,,,,,"65,341,000","1,639,000","1,660,000","3,197,000","5,442,000","3,000,000","2,260,000","2,494,000","737,000","105,162,000","25,533,000","1,690,000","267,000","207,000","1,207,000","287,000","287,000"
