name,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
OperatingCashFlow,"1,744,600,000"
	CashFlowFromContinuingOperatingActivities,"1,744,800,000"
		NetIncomeFromContinuingOperations,"1,495,700,000"
		OperatingGainsLosses,"-21,000,000"
			GainLossOnInvestmentSecurities,"-3,300,000"
		DepreciationAmortizationDepletion,"195,400,000"
			DepreciationAndAmortization,"195,400,000"
		DeferredTax,"5,400,000"
			DeferredIncomeTax,"5,400,000"
		AssetImpairmentCharge,"2,600,000"
		StockBasedCompensation,"30,100,000"
		OtherNonCashItems,"1,900,000"
		ChangeInWorkingCapital,"34,700,000"
			ChangeInReceivables,"135,000,000"
			ChangeInInventory,"599,100,000"
			ChangeInPayablesAndAccruedExpense,"-872,700,000"
				ChangeInPayable,"-872,700,000"
					ChangeInAccountPayable,"-872,700,000"
			ChangeInOtherCurrentAssets,"115,000,000"
			ChangeInOtherCurrentLiabilities,"58,300,000"
	CashFromDiscontinuedOperatingActivities,"-200,000"
InvestingCashFlow,"-589,900,000"
	CashFlowFromContinuingInvestingActivities,"-589,900,000"
		NetPPEPurchaseAndSale,"-231,000,000"
			PurchaseOfPPE,"-231,000,000"
		NetBusinessPurchaseAndSale,"-385,900,000"
			SaleOfBusiness,"46,800,000"
		NetInvestmentPurchaseAndSale,"-5,500,000"
			SaleOfInvestment,"0"
		NetOtherInvestingChanges,"32,500,000"
	CashFromDiscontinuedInvestingActivities,"0"
FinancingCashFlow,"-896,500,000"
	CashFlowFromContinuingFinancingActivities,"-896,500,000"
		NetIssuancePaymentsOfDebt,"1,463,800,000"
			NetLongTermDebtIssuance,"1,463,800,000"
				LongTermDebtIssuance,"1,546,800,000"
				LongTermDebtPayments,"-83,000,000"
			NetShortTermDebtIssuance,"0"
				ShortTermDebtPayments,"-340,000,000"
		NetCommonStockIssuance,"-2,349,800,000"
			CommonStockPayments,"-2,349,800,000"
		ProceedsFromStockOptionExercised,"34,200,000"
		NetOtherFinancingCharges,"-44,700,000"
	CashFromDiscontinuedFinancingActivities,"0"
EndCashPosition,"608,300,000"
	ChangesInCash,"258,200,000"
	BeginningCashPosition,"350,100,000"
CapitalExpenditure,"-231,000,000"
IssuanceOfDebt,"1,886,800,000"
RepaymentOfDebt,"-423,000,000"
RepurchaseOfCapitalStock,"-2,349,800,000"
FreeCashFlow,"1,513,600,000"
