name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"2,567,200,000","2,628,600,000","2,489,800,000","2,410,500,000","2,297,000,000","2,297,700,000","2,250,000,000","2,256,400,000","2,221,900,000","2,134,500,000","2,062,400,000","2,067,300,000","2,101,400,000","2,057,500,000","2,106,400,000","2,123,800,000","2,012,100,000","2,040,400,000","1,932,800,000","1,929,400,000","1,898,400,000","1,912,500,000","1,989,500,000","2,038,900,000","2,052,200,000","2,181,300,000","2,278,800,000","5,889,200,000","5,779,800,000","5,902,200,000","6,335,800,000","6,440,500,000","6,566,200,000","6,856,200,000","6,548,900,000","6,399,900,000","6,804,900,000","7,130,100,000","7,469,100,000","7,343,900,000","7,462,200,000","7,391,800,000","6,185,800,000","6,247,800,000","6,103,500,000","5,993,300,000","5,912,100,000","5,557,900,000","5,662,300,000","5,724,400,000","5,771,900,000","5,809,900,000","5,834,000,000","6,121,600,000","6,563,200,000","6,689,600,000","6,537,000,000","6,237,400,000","5,297,300,000","5,197,900,000","5,248,900,000","5,437,100,000","5,217,800,000","5,262,400,000","5,248,600,000","5,306,400,000","5,905,500,000","6,349,700,000","7,088,700,000","7,588,500,000","7,500,500,000","7,588,900,000","7,660,300,000","7,625,000,000","7,135,900,000","7,175,100,000","7,045,600,000","7,091,500,000","7,105,700,000","7,034,400,000","6,803,700,000","7,080,100,000","6,791,700,000","6,260,700,000","3,812,800,000","3,164,600,000","3,083,200,000","2,971,300,000","2,942,500,000","2,846,000,000","2,946,700,000","2,890,800,000","2,932,200,000","2,968,300,000","635,500,000","642,900,000","618,600,000","583,800,000","540,900,000","551,500,000","645,500,000","616,000,000","806,700,000","846,000,000","854,600,000","831,400,000","850,900,000","945,400,000","960,200,000","931,700,000","942,900,000","957,700,000","947,900,000","1,024,400,000","714,900,000","716,100,000","578,700,000","560,300,000","628,300,000","621,300,000","588,200,000","579,300,000","580,500,000","591,400,000","636,500,000","624,100,000","621,200,000","632,300,000","599,400,000","574,600,000","546,400,000","551,000,000","702,400,000","562,400,000","518,300,000","505,300,000"
	CurrentAssets,"815,500,000","903,400,000","1,046,500,000","901,400,000","695,500,000","682,600,000","648,600,000","769,000,000","744,000,000","632,100,000","563,100,000","545,500,000","553,700,000","598,400,000","623,100,000","622,400,000","598,500,000","632,500,000","559,000,000","538,900,000","511,100,000","527,600,000","628,800,000","660,200,000","665,700,000","782,300,000","878,500,000","2,253,200,000","2,193,200,000","2,215,100,000","2,492,400,000","2,504,600,000","2,599,600,000","2,772,900,000","2,636,600,000","2,436,200,000","2,874,100,000","3,115,000,000","3,288,400,000","3,233,300,000","3,249,200,000","2,895,300,000","2,561,200,000","2,563,200,000","2,439,000,000","2,428,500,000","2,427,200,000","2,248,900,000","2,282,800,000","2,312,500,000","2,393,900,000","2,502,400,000","2,565,800,000","2,812,200,000","3,013,100,000","3,071,200,000","2,896,400,000","2,629,400,000","2,267,400,000","2,157,700,000","2,276,900,000","2,458,500,000","2,357,000,000","2,160,600,000","2,152,800,000","2,228,300,000","2,477,700,000","2,748,600,000","3,460,400,000","3,870,800,000","2,981,200,000","2,614,000,000","2,619,600,000","2,661,700,000","2,652,600,000","2,683,800,000","2,554,200,000","2,573,100,000","2,357,000,000","2,372,200,000","2,286,100,000","2,429,000,000","2,327,700,000","2,209,800,000","1,593,300,000","1,062,900,000","1,036,300,000","1,012,200,000","985,700,000","976,500,000","924,800,000","932,300,000","955,100,000","975,700,000","372,800,000","392,100,000","415,600,000","383,500,000","340,900,000","349,400,000","445,700,000","408,100,000","375,600,000","405,800,000","397,000,000","363,500,000","381,400,000","389,100,000","431,800,000","406,300,000","432,500,000","443,700,000","439,200,000","518,200,000","446,900,000","369,200,000","328,400,000","307,700,000","386,100,000","377,300,000","341,900,000","331,200,000","336,400,000","337,800,000","381,500,000","377,300,000","375,400,000","387,600,000","358,900,000","340,300,000","330,800,000","332,000,000","383,200,000","310,600,000","261,900,000","255,400,000"
		CashCashEquivalentsAndShortTermInvestments,"262,800,000","388,200,000","560,100,000","69,100,000","106,900,000","68,300,000","70,700,000","190,200,000","163,100,000","54,700,000","49,300,000","34,600,000","39,000,000","68,800,000","61,900,000","66,700,000","103,700,000","124,300,000","87,200,000","83,500,000","92,700,000","99,600,000","83,400,000","102,000,000","97,900,000","101,400,000","82,500,000","328,900,000","363,100,000","427,600,000","501,900,000","466,200,000","486,000,000","691,800,000","490,700,000","352,900,000","755,100,000","984,100,000","346,300,000","327,500,000","337,100,000","551,000,000","396,200,000","395,100,000","372,000,000","455,400,000","391,000,000","408,100,000","464,100,000","522,900,000","438,100,000","434,500,000","430,900,000","475,900,000","466,400,000","419,600,000","384,800,000","354,100,000","282,800,000","341,700,000","286,500,000","477,200,000","335,800,000","337,600,000","364,100,000","576,300,000","731,400,000","1,017,400,000","1,157,300,000","581,400,000","416,800,000","514,400,000","583,600,000","721,600,000","706,000,000","579,900,000","398,900,000","555,900,000","271,400,000","381,300,000","374,300,000","460,000,000","340,500,000","360,300,000","562,900,000","73,700,000","46,600,000","30,000,000","32,600,000","78,800,000","42,400,000","49,300,000","78,800,000","70,300,000","10,500,000","12,400,000","8,100,000","12,100,000","15,400,000","15,800,000","111,500,000","12,300,000","25,200,000","30,600,000","27,100,000","17,100,000","20,800,000","14,700,000","14,200,000","9,900,000","22,500,000","16,900,000","14,900,000","117,800,000","17,800,000","20,500,000","7,700,000","9,700,000","10,100,000","9,500,000","9,700,000","11,100,000","11,100,000","8,900,000","8,500,000","12,500,000","11,000,000","7,600,000","4,300,000","22,100,000","8,800,000","11,000,000","9,400,000","6,700,000","7,800,000","6,100,000"
			CashAndCashEquivalents,"262,800,000","388,200,000","560,100,000","69,100,000","106,900,000","68,300,000","70,700,000","190,200,000","163,100,000","54,700,000","49,300,000","34,600,000","39,000,000","68,800,000","61,900,000","66,700,000","103,700,000","124,300,000","87,200,000","83,500,000","92,700,000","99,600,000","83,400,000","102,000,000","97,900,000","101,400,000","82,500,000","328,900,000","363,100,000","427,600,000","501,900,000","466,200,000","486,000,000","691,800,000","490,700,000","352,900,000","755,100,000","984,100,000","346,300,000","327,500,000","337,100,000","551,000,000","396,200,000","395,100,000","372,000,000","455,400,000","391,000,000","408,100,000","464,100,000","522,900,000","438,100,000","434,500,000","430,900,000","475,900,000","466,400,000","419,600,000","384,800,000","354,100,000","282,800,000","341,700,000","286,500,000","477,200,000","335,800,000","337,600,000","364,100,000","576,300,000","731,400,000","1,017,400,000","1,157,300,000","581,400,000","416,800,000","514,400,000","583,600,000","721,600,000","706,000,000","579,900,000","398,900,000","555,900,000","271,400,000","381,300,000","374,300,000","460,000,000","340,500,000","360,300,000","562,900,000","73,700,000","46,600,000","30,000,000","32,600,000","78,800,000","42,400,000","49,300,000","78,800,000","70,300,000","10,500,000","12,400,000","8,100,000","12,100,000","15,400,000","15,800,000","111,500,000","12,300,000","25,200,000","30,600,000","27,100,000","17,100,000","20,800,000","14,700,000","14,200,000","9,900,000","22,500,000","16,900,000","14,900,000","117,800,000","17,800,000","20,500,000","7,700,000","9,700,000","10,100,000","9,500,000","9,700,000","11,100,000","11,100,000","8,900,000","8,500,000","12,500,000","11,000,000","7,600,000","4,300,000","22,100,000","8,800,000","11,000,000","9,400,000","6,700,000","7,800,000","6,100,000"
				CashFinancial,,,"560,100,000",,,"68,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"253,400,000","252,300,000","238,400,000","267,600,000","342,700,000","352,900,000","327,200,000","305,000,000","313,200,000","329,300,000","333,300,000","314,000,000","319,200,000","360,300,000","346,400,000","339,500,000","313,000,000","267,500,000","266,600,000","252,000,000","232,700,000","251,700,000","318,000,000","340,500,000","339,500,000","367,000,000","433,900,000","1,081,800,000","1,026,200,000","1,067,400,000","1,152,000,000","1,172,800,000","1,180,700,000","1,206,700,000","1,200,200,000","1,236,500,000","1,284,000,000","1,333,000,000","1,355,900,000","1,305,100,000","1,291,700,000","1,416,300,000","1,276,300,000","1,301,300,000","1,198,400,000","1,164,800,000","1,234,500,000","1,070,600,000","1,047,800,000","1,046,300,000","1,112,200,000","1,210,200,000","1,221,800,000","1,306,900,000","1,419,000,000","1,463,700,000","1,392,600,000","1,299,900,000","1,166,100,000","1,102,600,000","1,086,900,000","1,127,000,000","987,000,000","976,100,000","980,900,000","961,800,000","926,600,000","940,600,000","905,000,000","980,400,000","1,007,000,000","1,030,500,000","997,100,000","1,002,500,000","983,000,000","1,023,800,000","957,900,000","1,053,300,000","1,033,900,000","932,400,000","885,400,000","976,200,000","916,000,000","890,000,000","546,800,000","547,700,000","515,400,000","509,500,000","488,200,000","473,700,000","490,000,000","466,800,000","462,100,000","458,700,000","162,400,000","168,700,000","156,300,000","172,800,000","143,000,000","147,000,000","147,500,000","96,500,000","151,000,000","168,300,000","152,600,000","130,200,000","143,800,000","136,900,000","177,400,000","128,500,000","172,800,000","186,400,000","181,300,000","156,900,000","172,100,000","113,000,000","102,500,000","84,900,000","146,700,000","135,000,000","102,100,000","89,000,000","97,900,000","98,500,000","129,300,000","120,800,000","131,400,000","147,700,000","122,900,000","101,100,000","106,100,000","107,700,000","131,400,000","108,800,000","88,400,000","82,300,000"
			AccountsReceivable,"223,100,000","223,400,000","212,100,000","212,500,000","237,600,000","271,800,000","232,000,000","239,500,000","239,600,000","265,900,000","246,400,000","251,500,000","250,300,000","269,100,000","256,200,000","247,100,000","214,700,000","267,500,000","266,600,000","252,000,000","232,700,000","251,700,000","318,000,000","340,500,000","339,500,000","367,000,000","433,900,000","1,081,800,000","1,026,200,000","1,067,400,000","1,152,000,000","1,172,800,000","1,180,700,000","1,206,700,000","1,200,200,000","1,236,500,000","1,284,000,000","1,333,000,000","1,355,900,000","1,305,100,000","1,291,700,000","1,416,300,000","1,276,300,000","1,301,300,000","1,198,400,000","1,164,800,000","1,234,500,000","1,070,600,000","1,047,800,000","1,046,300,000","1,112,200,000","1,210,200,000","1,221,800,000","1,306,900,000","1,419,000,000","1,463,700,000","1,392,600,000","1,299,900,000","1,166,100,000","1,102,600,000","1,086,900,000","1,127,000,000","987,000,000","976,100,000","980,900,000","961,800,000","926,600,000","940,600,000","905,000,000","980,400,000","1,007,000,000","1,030,500,000","997,100,000","1,002,500,000","983,000,000","1,023,800,000","957,900,000","1,053,300,000","1,033,900,000","932,400,000","885,400,000","976,200,000","916,000,000","890,000,000","546,800,000","547,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,"281,300,000",,,,"277,700,000",,,,"261,800,000",,,,"377,200,000",,,,"1,104,200,000",,,,"1,253,000,000",,,,"1,383,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-12,200,000",,,,"-10,200,000",,,,"-10,100,000",,,,"-10,200,000",,,,"-36,800,000",,,,"-46,300,000",,,,"-50,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,"2,600,000","30,100,000","29,300,000",,"24,900,000",,,,"18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
