name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalAssets,"10,322,000,000","10,203,000,000","10,183,000,000","9,112,000,000","8,769,100,000","8,198,100,000","7,984,200,000","7,776,500,000","7,079,600,000","6,195,300,000","6,119,500,000","6,184,000,000","4,493,100,000","4,441,600,000","4,499,800,000","4,531,100,000","4,554,100,000","4,387,100,000","3,784,800,000","3,454,300,000","3,285,200,000","3,154,300,000","3,128,100,000","3,091,100,000","3,057,700,000","3,035,200,000","3,056,400,000","3,145,400,000","2,974,100,000","3,038,100,000","2,951,300,000","3,090,200,000","3,091,000,000","3,072,900,000","3,041,600,000","3,056,800,000"
	CurrentAssets,"3,025,000,000","2,974,000,000","3,931,000,000","2,918,000,000","2,774,500,000","2,518,900,000","2,356,100,000","2,293,000,000","1,746,100,000","1,300,500,000","1,266,800,000","1,395,800,000","1,143,700,000","1,071,500,000","1,083,400,000","1,240,300,000","1,214,400,000","1,075,500,000","1,330,100,000","1,059,800,000","928,400,000","882,600,000","768,900,000","790,200,000","727,500,000","679,500,000","691,200,000","737,500,000","653,100,000","637,500,000","619,100,000","687,500,000","627,400,000","612,100,000","616,700,000","677,900,000"
		CashCashEquivalentsAndShortTermInvestments,"880,000,000","915,000,000","2,019,000,000","967,000,000","1,062,800,000","833,100,000","1,007,000,000","953,200,000","608,400,000","188,900,000","243,400,000","345,400,000","227,900,000","207,900,000","266,100,000","410,200,000","402,200,000","339,300,000","614,800,000","306,900,000","268,800,000","255,800,000","139,900,000","131,600,000","133,900,000","115,500,000","151,400,000","151,300,000","116,100,000","84,100,000","63,200,000","74,400,000","55,700,000","64,200,000","95,800,000","106,400,000"
			CashAndCashEquivalents,"786,000,000","849,000,000","1,969,000,000","896,000,000","988,100,000","833,100,000","1,007,000,000","953,200,000","608,400,000","188,900,000","243,400,000","345,400,000","227,900,000","207,900,000","266,100,000","410,200,000","391,500,000","329,500,000","601,400,000","288,300,000","241,200,000","255,800,000","132,100,000","131,600,000","133,900,000","115,500,000","151,400,000","151,300,000","116,100,000","84,100,000","63,200,000","74,400,000","55,700,000","64,200,000","95,800,000","106,400,000"
			OtherShortTermInvestments,"94,000,000","66,000,000","50,000,000","71,000,000","74,700,000",,,,,,,,,,,"0","10,700,000","9,800,000","13,400,000","18,600,000","27,600,000","0","7,800,000",,,,,,,,,,,,,
		Receivables,"1,297,000,000","1,214,000,000","1,119,000,000","1,243,000,000","1,052,300,000","927,800,000","840,600,000","918,500,000","746,300,000","716,500,000","676,300,000","732,800,000","598,000,000","569,000,000","520,300,000","568,300,000","526,900,000","447,800,000","433,900,000","488,800,000","402,600,000","366,300,000","376,300,000","414,800,000","343,700,000","332,000,000","308,200,000","372,400,000","331,600,000","336,400,000","332,200,000","403,700,000","344,200,000","317,300,000","295,000,000","358,000,000"
			AccountsReceivable,"932,000,000","871,000,000","831,000,000","1,012,000,000","834,900,000","771,500,000","700,900,000","838,100,000","698,700,000","681,000,000","647,900,000","716,400,000","583,500,000","551,300,000","503,300,000","555,800,000","506,800,000","427,900,000","410,500,000","488,800,000","402,600,000","366,300,000","376,300,000","414,800,000","343,700,000","332,000,000","308,200,000","372,400,000","331,600,000","336,400,000","332,200,000","403,700,000","344,200,000","317,300,000","295,000,000","358,000,000"
				GrossAccountsReceivable,,,,,,,,,,,,"722,500,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,"-6,100,000",,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"38,000,000","35,000,000","64,000,000","50,000,000","40,000,000","33,400,000","23,500,000","19,000,000","12,000,000","10,700,000","12,300,000","16,400,000","14,500,000","17,700,000","17,000,000","12,500,000","20,100,000","19,900,000","23,400,000",,,,,,,,,,,,,,,,,
			OtherReceivables,"327,000,000","308,000,000","224,000,000","181,000,000","177,400,000","122,900,000","116,200,000","61,400,000","35,600,000","24,800,000","16,100,000",,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"697,000,000","709,000,000","653,000,000","593,000,000","555,100,000","486,200,000","406,700,000","346,900,000","320,300,000","258,300,000","259,100,000","265,300,000","256,700,000","245,800,000","246,700,000","220,200,000","235,000,000","224,100,000","205,900,000","196,700,000","205,600,000","180,900,000","188,600,000","165,600,000","179,100,000","170,500,000","162,100,000","144,400,000","153,600,000","156,300,000","154,500,000","147,300,000","167,300,000","152,600,000","145,200,000","136,700,000"
			RawMaterials,"639,000,000","613,000,000","513,000,000","499,000,000","403,800,000","363,400,000","301,200,000","245,700,000","236,800,000","187,200,000","177,900,000","169,700,000","176,800,000","167,900,000","169,100,000","148,200,000","155,700,000","145,700,000","130,000,000","119,300,000","125,200,000","114,000,000","114,400,000","99,500,000","109,800,000","99,100,000","100,800,000","88,400,000","93,400,000","98,000,000","98,900,000","96,600,000","105,100,000","95,900,000","92,500,000","82,400,000"
			WorkInProcess,"115,000,000","153,000,000","203,000,000","151,000,000","204,600,000","157,000,000","135,000,000","123,200,000","108,200,000","94,600,000","101,600,000","115,000,000","59,200,000","43,800,000","47,500,000","42,300,000","43,300,000","29,300,000","40,000,000","42,800,000","41,800,000","30,200,000","36,200,000","30,700,000","32,000,000","21,400,000","28,200,000","26,300,000","28,200,000","23,700,000","25,600,000","23,800,000","30,300,000","21,600,000","24,300,000","26,100,000"
			FinishedGoods,,,,,,,,,,,,,"41,900,000","54,800,000","49,800,000","48,300,000","56,300,000","69,900,000","61,500,000","56,700,000","55,100,000","52,900,000","53,900,000","55,200,000","54,600,000","66,400,000","46,500,000","43,800,000","46,000,000","50,200,000","41,900,000","39,800,000","43,700,000","46,000,000","38,900,000","40,000,000"
			InventoriesAdjustmentsAllowances,"-57,000,000","-57,000,000","-63,000,000","-57,000,000","-53,300,000","-34,200,000","-29,500,000","-22,000,000","-24,700,000","-23,500,000","-20,400,000","-19,400,000","-21,200,000","-20,700,000","-19,700,000","-18,600,000","-20,300,000","-20,800,000","-25,600,000","-22,100,000","-16,500,000","-16,200,000","-15,900,000","-19,800,000","-17,300,000","-16,400,000","-13,400,000","-14,100,000","-14,000,000","-15,600,000","-11,900,000","-12,900,000","-11,800,000","-10,900,000","-10,500,000","-11,800,000"
		PrepaidAssets,"95,000,000","75,000,000","87,000,000","68,000,000","67,200,000","69,000,000","68,000,000","43,600,000","44,100,000","104,900,000","51,000,000","28,700,000","41,100,000","31,800,000","34,400,000","26,400,000","33,600,000","29,500,000","35,800,000","23,800,000","22,400,000","22,800,000","30,700,000","29,300,000","30,100,000","22,400,000","27,500,000","22,000,000","19,900,000","30,300,000","25,200,000","16,600,000","12,100,000","22,900,000","21,000,000","16,200,000"
