name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"12,799,000","5,299,000","2,500,000","2,500,000","2,500,000","2,500,000","2,551,000","862,000","0","0"
	OperatingRevenue,"12,799,000","5,299,000","2,500,000","2,500,000","2,500,000","2,500,000","2,551,000","862,000","0","0"
CostOfRevenue,,"7,799,000",,,,,,,,
GrossProfit,,"-2,500,000",,,,,,,,
OperatingExpense,"213,272,000","53,481,000","67,460,000","48,902,000","43,429,000","32,984,000","28,132,000","23,336,000","18,217,000","18,343,000"
	SellingGeneralAndAdministration,"69,819,000","21,074,000","19,201,000","15,690,000","13,854,000","8,937,000","7,574,000","6,964,000","5,159,000","5,561,000"
		GeneralAndAdministrativeExpense,"69,819,000","21,074,000","19,201,000","15,690,000","13,854,000","8,937,000","7,574,000","6,964,000","5,159,000","5,561,000"
			OtherGandA,"69,819,000","21,074,000","19,201,000","15,690,000","13,854,000","8,937,000","7,574,000","6,964,000","5,159,000","5,561,000"
	ResearchAndDevelopment,"143,603,000","32,441,000","48,292,000","33,246,000","29,624,000","24,109,000","20,698,000","16,535,000","13,244,000","12,842,000"
	OtherOperatingExpenses,"-150,000","-34,000","-33,000","-34,000","-49,000","-62,000","-140,000","-163,000","-186,000","-60,000"
OperatingIncome,"-208,272,000","-55,981,000","-64,960,000","-46,402,000","-40,929,000","-30,484,000","-25,581,000","-22,474,000","-18,217,000","-18,343,000"
NetNonOperatingInterestIncomeExpense,"-2,573,000","73,000","-2,000","-170,000","-2,472,000","-233,000","-185,000","-355,000","-402,000","-81,000"
	InterestIncomeNonOperating,"144,000","87,000","-21,000","50,000","29,000","16,000","46,000","46,000","24,000","220,000"
	InterestExpenseNonOperating,"2,717,000","14,000","-19,000","220,000","2,501,000","249,000","231,000","401,000","426,000","301,000"
OtherIncomeExpense,,"-71,000","29,000","-856,000",,,"0","-1,044,000","-324,000",
	GainOnSaleOfSecurity,,,,,,,,"-161,000","-324,000",
	SpecialIncomeCharges,,,"0","-827,000",,,"0","-883,000",,
		OtherSpecialCharges,,,"0","827,000",,,"0","883,000",,
	OtherNonOperatingIncomeExpenses,,"-71,000","29,000","-29,000",,,,,,
PretaxIncome,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
NetIncomeCommonStockholders,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
	NetIncome,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
		NetIncomeIncludingNoncontrollingInterests,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
			NetIncomeContinuousOperations,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
DilutedNIAvailtoComStockholders,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
BasicEPS,,"-0.33","-0.38","-0.28","-0.31","-0.197",,"-0.212","-0.168","-0.164"
DilutedEPS,,"-0.33","-0.38","-0.28","-0.31","-0.197",,"-0.212","-0.168","-0.164"
BasicAverageShares,,"170,690,392","169,368,999","168,533,550","138,360,646","155,912,703",,"112,466,062","112,466,062","112,466,062"
DilutedAverageShares,,"170,690,392","169,368,999","168,533,550","138,360,646","155,912,703",,"112,466,062","112,466,062","112,466,062"
TotalOperatingIncomeAsReported,"-208,272,000","-55,981,000","-64,960,000","-46,402,000","-40,929,000","-30,484,000","-25,581,000","-22,474,000","-18,217,000","-18,343,000"
TotalExpenses,"221,071,000","61,280,000","67,460,000","48,902,000","43,429,000","32,984,000","28,132,000","23,336,000","18,217,000","18,343,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
NormalizedIncome,"-210,914,000","-55,979,000","-64,933,000","-46,601,000","-43,401,000","-30,717,000","-26,250,000","-22,829,000","-18,619,000","-18,424,000"
InterestIncome,"144,000","87,000","-21,000","50,000","29,000","16,000","46,000","46,000","24,000","220,000"
InterestExpense,"2,717,000","14,000","-19,000","220,000","2,501,000","249,000","231,000","401,000","426,000","301,000"
NetInterestIncome,"-2,573,000","73,000","-2,000","-170,000","-2,472,000","-233,000","-185,000","-355,000","-402,000","-81,000"
EBIT,"-209,024,000","-55,965,000","-64,952,000","-47,208,000","-40,900,000","-30,468,000","-25,535,000","-23,472,000","-18,517,000","-18,123,000"
EBITDA,"-199,254,000"
ReconciledCostOfRevenue,,"7,799,000",,,,,,,,
ReconciledDepreciation,"9,770,000","2,767,000","2,236,000","2,436,000","2,331,000","1,402,000","1,624,000","857,000","1,024,000","937,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-211,741,000","-55,979,000","-64,933,000","-47,428,000","-43,401,000","-30,717,000","-25,766,000","-23,873,000","-18,943,000","-18,424,000"
TotalUnusualItemsExcludingGoodwill,"-827,000",,"0","-827,000",,,"484,000","-1,044,000","-324,000",
