name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"1,141,237","187,769","514,263","134,291","304,914","157,838"
	SellingGeneralAndAdministration,"949,007","144,568","464,412","84,428","255,599","109,569"
		GeneralAndAdministrativeExpense,"949,007","144,568","464,412","84,428","255,599","109,569"
			OtherGandA,"949,007","144,568","464,412","84,428","255,599","109,569"
	OtherTaxes,"192,230","43,201","49,851","49,863","49,315","48,269"
OperatingIncome,"-1,141,237","-187,769","-514,263","-134,291","-304,914","-157,838"
NetNonOperatingInterestIncomeExpense,"0","0","0","0","0","-1,011,102"
	TotalOtherFinanceCost,,,"0",,,"1,011,102"
OtherIncomeExpense,"6,615,128","4,278,389","1,253,954","4,633,074","-3,550,289","14,482,290"
	GainOnSaleOfSecurity,"6,615,128","4,278,389","1,253,954","4,633,074","-3,550,289","14,482,290"
	OtherNonOperatingIncomeExpenses,,,,,,"-1,011,102"
PretaxIncome,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
NetIncomeCommonStockholders,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
	NetIncome,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
		NetIncomeIncludingNoncontrollingInterests,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
			NetIncomeContinuousOperations,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
DilutedNIAvailtoComStockholders,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
BasicEPS,,"0.09",,"0.1","-0.089","0.311"
DilutedEPS,,"0.09",,"0.1","-0.089","0.311"
BasicAverageShares,,"43,125,000",,"43,125,000","43,125,000","42,812,500"
DilutedAverageShares,,"43,125,000",,"43,125,000","43,125,000","42,812,500"
TotalOperatingIncomeAsReported,"-1,141,237","-187,769","-514,263","-134,291","-304,914",
TotalExpenses,"1,141,237","187,769","514,263","134,291","304,914","157,838"
NetIncomeFromContinuingAndDiscontinuedOperation,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
NormalizedIncome,"1,504,814.2","1,523,586.6","-175,695.42","1,116,638.98","-304,914","2,741,278.3"
NetInterestIncome,"0","0","0","0","0","-1,011,102"
EBIT,"-1,141,237","-187,769","-514,263","-134,291","-304,914","-157,838"
EBITDA,"-1,141,237"
NetIncomeFromContinuingOperationNetMinorityInterest,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
TotalUnusualItemsExcludingGoodwill,"6,615,128","4,278,389","1,253,954","4,633,074","-3,550,289","14,482,290"
TotalUnusualItems,"6,615,128","4,278,389","1,253,954","4,633,074","-3,550,289","14,482,290"
NormalizedEBITDA,"-7,756,365","-4,466,158","-1,768,217","-4,767,365","3,245,375","-14,640,128"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0","0.27"
TaxEffectOfUnusualItems,"2,646,051.2","1,711,355.6","338,567.58","1,250,929.98","0","3,910,218.3"
