name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
OperatingCashFlow,"436,700,000","80,700,000","40,800,000","-135,400,000","450,600,000","106,200,000","127,500,000","-44,200,000","442,600,000","144,100,000","97,900,000","-86,400,000","399,000,000","53,600,000","259,800,000","-95,500,000","418,800,000","133,000,000","235,100,000","-93,300,000","353,800,000","167,600,000","81,900,000","-87,400,000","276,600,000","118,500,000","67,200,000","-24,600,000","274,800,000","85,800,000","53,700,000","17,100,000","200,300,000","96,500,000","96,300,000","-5,400,000","198,600,000","-1,200,000","89,100,000","-15,600,000","181,600,000","14,500,000","64,800,000","23,300,000","160,300,000","14,500,000","52,500,000","-13,000,000","292,000,000","-189,500,000","393,300,000","-2,200,000","47,700,000","34,200,000","523,200,000","-246,300,000","22,500,000","612,200,000","-272,500,000","119,800,000","84,900,000","-141,300,000","179,200,000","37,700,000","94,100,000"
	CashFlowFromContinuingOperatingActivities,"436,700,000","80,700,000","40,700,000","-135,300,000","450,600,000","106,100,000","127,500,000","-44,200,000","442,600,000","144,100,000","97,900,000","-86,400,000","399,000,000","135,700,000","177,700,000","-95,500,000","418,800,000","133,000,000","235,100,000","-93,300,000","353,800,000","167,600,000","81,900,000","-87,400,000","276,600,000","118,500,000","67,200,000","-24,600,000","274,800,000","85,800,000","53,700,000","17,100,000","200,300,000","96,500,000","96,300,000","-5,400,000","198,600,000","-1,200,000","89,100,000","-15,600,000","186,700,000","15,800,000","64,800,000","23,300,000","152,000,000","12,000,000","51,400,000","-24,500,000","179,300,000","62,000,000","121,000,000","-2,200,000","47,700,000","34,200,000","523,200,000","-246,300,000","22,500,000","612,200,000","-272,500,000","119,800,000","84,900,000","-141,300,000","179,200,000","37,700,000","92,400,000"
		NetIncomeFromContinuingOperations,"551,400,000","176,600,000","47,200,000","67,200,000","260,400,000","165,000,000","56,300,000","65,800,000","229,700,000","166,800,000","10,100,000","55,900,000","183,300,000","172,200,000","49,900,000","76,700,000","206,800,000","109,100,000","62,100,000","49,900,000","187,100,000","75,900,000","30,100,000","33,700,000","170,100,000","63,600,000","40,300,000","33,500,000","165,900,000","54,000,000","34,700,000","32,500,000","140,200,000","50,800,000","27,600,000","44,400,000","134,600,000","43,400,000","15,800,000","18,300,000","-40,200,000","18,100,000","6,800,000","16,700,000","-54,300,000","32,600,000","10,600,000","13,300,000","116,200,000","30,800,000","51,700,000","26,400,000","116,900,000","40,900,000","29,900,000","35,600,000","97,800,000","29,500,000","28,900,000","36,000,000","98,700,000","41,900,000","28,000,000","28,500,000","100,700,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-8,400,000",,,,,,,,,
		DepreciationAmortizationDepletion,"331,100,000","82,100,000","83,200,000","89,100,000","76,700,000","48,200,000","48,500,000","47,700,000","49,300,000","47,600,000","51,200,000","48,600,000","44,600,000","42,300,000","42,600,000","43,100,000","43,400,000","40,900,000","40,400,000","38,800,000","37,200,000","36,400,000","37,300,000","30,300,000","21,200,000","21,200,000","21,500,000","20,500,000","20,300,000","18,800,000","17,700,000","17,800,000","18,100,000","18,200,000","16,700,000","16,400,000","16,100,000","16,300,000","18,000,000","19,000,000","18,200,000","20,400,000","18,200,000","16,400,000","6,100,000","19,200,000","16,500,000","15,600,000","14,500,000","14,300,000","13,900,000","14,300,000","14,300,000","13,900,000","13,900,000","14,200,000","13,900,000","17,400,000","10,300,000","9,900,000","33,200,000","9,500,000","10,000,000","9,800,000","12,900,000"
			DepreciationAndAmortization,"331,100,000","82,100,000","83,200,000","89,100,000","76,700,000","48,200,000","48,500,000","47,700,000","49,300,000","47,600,000","51,200,000","48,600,000","44,600,000","42,300,000","42,600,000","43,100,000","43,400,000","40,900,000","40,400,000","38,800,000","37,200,000","36,400,000","37,300,000","30,300,000","21,200,000","21,200,000","21,500,000","20,500,000","20,300,000","18,800,000","17,700,000","17,800,000","18,100,000","18,200,000","16,700,000","16,400,000","16,100,000","16,300,000","18,000,000","19,000,000","18,200,000","20,400,000","18,200,000","16,400,000","6,100,000","19,200,000","16,500,000","15,600,000","14,500,000","14,300,000","13,900,000","14,300,000","14,300,000","13,900,000","13,900,000","14,200,000","13,900,000","17,400,000","10,300,000","9,900,000","33,200,000","9,500,000","10,000,000","9,800,000","12,900,000"
				Depreciation,"82,200,000","21,300,000","20,700,000","20,400,000","19,800,000","16,300,000","15,900,000","15,400,000","17,300,000","15,100,000","20,900,000","20,500,000","21,500,000","21,200,000","21,300,000","21,200,000","21,400,000","20,700,000","20,600,000","19,400,000","17,400,000","16,700,000","17,000,000","17,500,000","13,400,000","13,400,000","13,400,000","12,400,000","12,800,000","12,500,000","12,000,000","12,000,000","12,100,000","12,500,000","11,300,000","10,900,000","10,700,000","10,900,000","12,500,000","13,500,000","13,700,000","13,600,000","12,500,000","11,200,000",,,,,,,,,,,,,,"14,900,000","8,200,000","7,400,000",,"5,000,000","5,400,000","4,100,000",
				AmortizationCashFlow,"248,900,000","60,800,000","62,500,000","68,700,000","56,900,000","31,900,000","32,600,000","32,300,000","32,000,000","32,500,000","30,300,000","28,100,000","23,100,000","21,100,000","21,300,000","21,900,000","22,000,000","20,200,000","19,800,000","19,400,000","19,800,000","19,700,000","20,300,000","12,800,000","7,800,000","7,800,000","8,100,000","8,100,000","7,500,000","6,300,000","5,700,000","5,800,000","6,000,000","5,700,000","5,400,000","5,500,000","5,400,000","5,400,000","5,500,000","5,500,000","4,500,000","6,800,000","5,700,000","5,200,000",,,,,,,,,,,,,,"2,500,000","2,100,000","2,500,000",,"4,500,000","4,600,000","5,700,000",
					AmortizationOfIntangibles,"248,900,000","60,800,000","62,500,000","68,700,000","56,900,000","31,900,000","32,600,000","32,300,000","32,000,000","32,500,000","30,300,000","28,100,000","23,100,000","21,100,000","21,300,000","21,900,000","22,000,000","20,200,000","19,800,000","19,400,000","19,800,000","19,700,000","20,300,000","12,800,000","7,800,000","7,800,000","8,100,000","8,100,000","7,500,000","6,300,000","5,700,000","5,800,000","6,000,000","5,700,000","5,400,000","5,500,000","5,400,000","5,400,000","5,500,000","5,500,000","4,500,000","6,800,000","5,700,000","5,200,000",,,,,,,,,,,,,,"2,500,000","2,100,000","2,500,000",,"4,500,000","4,600,000","5,700,000",
		DeferredTax,"75,500,000","31,300,000","19,400,000","-3,000,000","27,800,000","13,300,000","6,200,000","4,700,000","19,300,000","10,500,000","-8,300,000","7,500,000","-20,900,000","27,400,000","-8,600,000","-1,400,000","12,200,000","-10,300,000","-6,100,000","-5,100,000","1,400,000","-7,200,000","-1,100,000","-7,800,000","14,700,000","-6,800,000","-5,000,000","-8,800,000","29,300,000","-17,300,000","-6,200,000","-5,200,000","3,700,000","-12,100,000","-3,600,000","400,000","15,400,000","7,200,000","-3,500,000","-5,000,000","8,600,000","-2,100,000","-10,500,000","-4,400,000","20,500,000","-5,800,000","-800,000","-1,100,000","20,900,000","3,300,000","-18,600,000","-2,200,000","8,000,000","2,400,000","-3,500,000","800,000","400,000","300,000","-7,700,000","-8,000,000",,,"-500,000","-1,800,000",
