name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
TotalRevenue,"1,949,684,000","511,548,000","486,696,000","486,164,000","465,276,000","464,323,000","449,764,000","446,853,000","428,643,000","445,518,000","464,600,000","465,398,000","479,621,000","453,720,000","437,485,000","438,550,000","434,063,000","427,384,000","419,264,000","415,778,000","403,589,000","409,834,000","391,427,000","386,108,000","363,766,000","367,799,000","363,097,000","373,384,000","359,208,000","365,574,000","361,462,000","370,361,000","351,988,000","352,238,000","343,967,000","346,704,000","352,876,000","335,764,000","334,306,000","332,569,000","312,374,000","320,931,000","309,959,000","313,025,000","290,874,000","291,567,000","278,595,000","273,090,000","254,950,000","261,248,000","253,562,000","256,179,000","241,472,000","252,105,000","257,285,000","262,554,000","251,010,000","254,617,000","270,288,000","247,260,000","227,509,000","229,849,000","222,367,000","222,377,000","207,541,000","211,938,000","202,168,000","199,325,000","188,767,000","195,957,000","190,684,000","188,434,000","178,066,000","182,985,000","177,407,000","180,898,000","147,642,000","153,690,000","146,425,000","149,179,000","140,491,000","144,259,000","151,523,000","142,625,000","138,175,000","140,625,000","136,562,000","141,009,000","132,156,000","134,497,000","130,283,000","131,800,000","125,000,000","125,700,000","120,100,000","116,300,000","112,300,000","114,100,000","109,300,000","112,400,000","105,900,000","107,100,000","102,100,000","104,000,000","97,000,000","98,600,000","100,800,000","95,400,000","90,000,000","92,600,000","86,200,000","86,200,000","80,700,000","83,100,000","76,100,000","78,100,000","72,100,000","74,200,000","69,600,000","71,700,000","67,900,000","69,400,000","65,300,000","65,500,000","59,600,000","63,000,000","66,600,000","61,200,000","57,500,000","58,000,000","54,800,000","56,400,000","52,400,000","54,000,000","52,800,000","53,500,000","50,100,000","50,300,000","48,100,000","47,800,000","44,800,000","45,000,000","38,900,000","31,200,000","29,400,000","29,000,000","28,100,000","27,600,000","23,500,000"
	OperatingRevenue,"1,949,684,000","511,548,000","486,696,000","486,164,000","465,276,000","464,323,000","449,764,000","446,853,000","428,643,000","445,518,000","464,600,000","465,398,000","479,621,000","453,720,000","437,485,000","438,550,000","434,063,000","427,384,000","419,264,000","415,778,000","403,589,000","409,834,000","391,427,000","386,108,000","363,766,000","367,799,000","363,097,000","373,384,000","359,208,000","365,574,000","361,462,000","370,361,000","351,988,000","352,238,000","343,967,000","346,704,000","352,876,000","335,764,000","334,306,000","332,569,000","312,374,000","320,931,000","309,959,000","313,025,000","290,874,000","291,567,000","278,595,000","273,090,000","254,950,000","261,248,000","253,562,000","256,179,000","241,472,000","252,105,000","257,285,000","262,554,000","251,010,000","254,617,000","270,288,000","247,260,000","227,509,000","229,849,000","222,367,000","222,377,000","207,541,000","211,938,000","202,168,000","199,325,000","188,767,000","195,957,000","190,684,000","188,434,000","178,066,000","182,985,000","177,407,000","180,898,000","147,642,000","153,690,000","146,425,000","149,179,000","140,491,000","144,259,000","151,523,000","142,625,000","138,175,000","140,625,000","136,562,000","141,009,000","132,156,000","134,497,000","130,283,000","131,800,000","125,000,000","125,700,000","120,100,000","116,300,000","112,300,000","114,100,000","109,300,000","112,400,000","105,900,000","107,100,000","102,100,000","104,000,000","97,000,000","98,600,000","100,800,000","95,400,000","90,000,000","92,600,000","86,200,000","86,200,000","80,700,000","83,100,000","76,100,000","78,100,000","72,100,000","74,200,000","69,600,000","71,700,000","67,900,000","69,400,000","65,300,000","65,500,000","59,600,000","63,000,000","66,600,000","61,200,000","57,500,000","58,000,000","54,800,000","56,400,000","52,400,000","54,000,000","52,800,000","53,500,000","50,100,000","50,300,000","48,100,000","47,800,000","44,800,000","45,000,000","38,900,000","31,200,000","29,400,000","29,000,000","28,100,000","27,600,000","23,500,000"
CostOfRevenue,"1,258,994,000","334,633,000","324,816,000","310,130,000","289,415,000","286,605,000","289,455,000","275,800,000","270,971,000","303,223,000","301,422,000","289,316,000","300,574,000","279,900,000","281,672,000","277,049,000","270,528,000","267,146,000","265,400,000","253,650,000","249,720,000","255,824,000","249,280,000","238,765,000","223,220,000","224,932,000","229,672,000","222,603,000","219,442,000","221,995,000","223,874,000","219,353,000","217,965,000","216,644,000","215,560,000","208,137,000","218,136,000","208,066,000","208,421,000","201,551,000","198,935,000","202,433,000","201,437,000","195,139,000","187,624,000","185,217,000","176,233,000","163,235,000","155,915,000","158,563,000","157,025,000","149,224,000","144,997,000","148,597,000","158,972,000","157,063,000","163,089,000","157,169,000","172,481,000","151,147,000","144,855,000","144,257,000","146,190,000","136,919,000","130,713,000","135,483,000","132,767,000","125,731,000","120,774,000","121,985,000","121,922,000","116,033,000","115,588,000","116,223,000","115,713,000","115,088,000","94,638,000","93,103,000","94,524,000","88,290,000","85,070,000","86,035,000","92,711,000","85,193,000","90,074,000","87,268,000","85,358,000","86,749,000","88,059,000","83,742,000","82,684,000","81,800,000","78,500,000","75,200,000","74,300,000","66,500,000","65,100,000","69,300,000","68,900,000","66,300,000","64,700,000","65,900,000","64,200,000","62,100,000","60,200,000","59,300,000","63,600,000","57,600,000","56,800,000","57,200,000","56,000,000","52,300,000","51,100,000","51,100,000","48,300,000","46,100,000","43,500,000","44,300,000","43,200,000","42,700,000","44,400,000","40,700,000","42,300,000","39,000,000","39,800,000","37,400,000","40,700,000","36,600,000","36,700,000","34,400,000","33,800,000","32,800,000","35,100,000","31,300,000","32,200,000","32,100,000",,,,,,,,,,,,,
GrossProfit,"690,690,000","176,915,000","161,880,000","176,034,000","175,861,000","177,718,000","160,309,000","171,053,000","157,672,000","142,295,000","163,178,000","176,082,000","179,047,000","173,820,000","155,813,000","161,501,000","163,535,000","160,238,000","153,864,000","162,128,000","153,869,000","154,010,000","142,147,000","147,343,000","140,546,000","142,867,000","133,425,000","150,781,000","139,766,000","143,579,000","137,588,000","151,008,000","134,023,000","135,594,000","128,407,000","138,567,000","134,740,000","127,698,000","125,885,000","131,018,000","113,439,000","118,498,000","108,522,000","117,886,000","103,250,000","106,350,000","102,362,000","109,855,000","99,035,000","102,685,000","96,537,000","106,955,000","96,475,000","103,508,000","98,313,000","105,491,000","87,921,000","97,448,000","97,807,000","96,113,000","82,654,000","85,592,000","76,177,000","85,458,000","76,828,000","76,455,000","69,401,000","73,594,000","67,993,000","73,972,000","68,762,000","72,401,000","62,478,000","66,762,000","61,694,000","65,810,000","53,004,000","60,587,000","51,901,000","60,889,000","55,421,000","58,224,000","58,812,000","57,432,000","48,101,000","53,357,000","51,204,000","54,260,000","44,097,000","50,755,000","47,599,000","50,000,000","46,500,000","50,500,000","45,800,000","49,800,000","47,200,000","44,800,000","40,400,000","46,100,000","41,200,000","41,200,000","37,900,000","41,900,000","36,800,000","39,300,000","37,200,000","37,800,000","33,200,000","35,400,000","30,200,000","33,900,000","29,600,000","32,000,000","27,800,000","32,000,000","28,600,000","29,900,000","26,400,000","29,000,000","23,500,000","28,700,000","23,000,000","26,500,000","19,800,000","25,600,000","25,900,000","24,600,000","20,800,000","23,600,000","21,000,000","23,600,000","17,300,000","22,700,000","20,600,000","21,400,000",,,,,,,,,,,,,
OperatingExpense,"544,659,000","143,218,000","139,267,000","131,244,000","130,930,000","123,559,000","119,616,000","115,011,000","116,873,000","114,587,000","119,051,000","115,987,000","120,123,000","113,608,000","93,367,000","111,075,000","122,109,000","113,151,000","111,912,000","110,217,000","108,460,000","115,239,000","106,001,000","101,586,000","83,790,000","94,950,000","95,232,000","92,487,000","93,874,000","91,227,000","96,037,000","90,419,000","86,601,000","86,105,000","87,683,000","82,927,000","87,182,000","81,901,000","82,996,000","81,059,000","78,193,000","75,826,000","77,686,000","75,532,000","75,253,000","77,217,000","74,689,000","70,685,000","70,344,000","70,612,000","67,456,000","66,528,000","67,316,000","66,793,000","64,452,000","71,190,000","66,477,000","67,658,000","70,181,000","66,335,000","62,444,000","60,981,000","62,260,000","59,975,000","56,917,000","56,155,000","56,437,000","52,998,000","53,716,000","53,069,000","51,067,000","49,264,000","47,740,000","48,412,000","48,733,000","47,855,000","41,734,000","44,244,000","45,382,000","46,183,000","43,086,000","44,503,000","46,978,000","43,343,000","36,985,000","41,026,000","41,021,000","40,325,000","34,014,000","40,057,000","39,533,000","39,500,000","36,100,000","36,800,000","33,700,000","34,300,000","31,900,000","30,600,000","30,100,000","31,700,000","28,300,000","29,100,000","28,600,000","29,000,000","26,300,000","28,200,000","29,000,000","26,700,000","24,100,000","25,900,000","23,700,000","24,700,000","21,700,000","23,800,000","21,100,000","22,400,000","20,900,000","21,500,000","20,400,000","20,700,000","16,900,000","21,100,000","18,700,000","19,200,000","14,800,000","19,700,000","19,600,000","17,600,000","14,400,000","16,300,000","15,300,000","16,600,000","11,600,000","16,500,000","15,100,000","15,300,000",,,,,,,,,,,,,
	SellingGeneralAndAdministration,"437,138,000","116,191,000","112,406,000","104,388,000","104,153,000","96,976,000","93,329,000","88,703,000","89,788,000","88,405,000","93,080,000","90,528,000","92,353,000","88,207,000","68,321,000","85,959,000","96,219,000","88,350,000","88,648,000","87,510,000","85,023,000","93,077,000","84,861,000","79,446,000","62,134,000","74,541,000","75,423,000","72,749,000","72,612,000","72,205,000","77,245,000","72,382,000","68,086,000","67,996,000","69,853,000","65,629,000","68,640,000","64,786,000","65,817,000","64,288,000","61,369,000","59,108,000","61,197,000","59,124,000","58,462,000","60,852,000","58,614,000","55,183,000","54,770,000","54,798,000","52,423,000","51,472,000","52,210,000","52,152,000","50,113,000","57,487,000","52,787,000","54,466,000","56,066,000","53,548,000","49,658,000","48,659,000","50,441,000","48,390,000","45,332,000","44,610,000","45,159,000","42,066,000","42,661,000","41,927,000","40,000,000","38,601,000","37,240,000","36,750,000","37,034,000","36,827,000","31,981,000","34,026,000","35,578,000","36,299,000","33,230,000","34,836,000","37,618,000","34,195,000","27,151,000","31,749,000","31,730,000","31,159,000","24,956,000","31,481,000","30,988,000","31,000,000","27,600,000","28,700,000","25,900,000","27,000,000","24,400,000","24,000,000","23,800,000","25,400,000","22,100,000","23,100,000","23,000,000","23,500,000","20,900,000","22,900,000","23,900,000","21,800,000","19,300,000","21,000,000","18,900,000","19,900,000","17,000,000","19,400,000","16,700,000","18,100,000","16,600,000","17,400,000","16,300,000","16,600,000","16,100,000","16,900,000","14,800,000","15,400,000","11,100,000","16,100,000","16,000,000","14,200,000","11,200,000","13,300,000","12,300,000","13,500,000","8,500,000","13,500,000","12,000,000","12,200,000",,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"107,521,000","27,027,000","26,861,000","26,856,000","26,777,000","26,583,000","26,287,000","26,308,000","27,085,000","26,182,000","25,971,000","25,459,000","27,770,000","25,401,000","25,046,000","25,116,000","25,890,000","24,801,000","23,264,000","22,707,000","23,437,000","22,162,000","21,140,000","22,140,000","21,656,000","20,409,000","19,809,000","19,738,000","21,262,000","19,022,000","18,792,000","18,037,000","18,515,000","18,109,000","17,830,000","17,298,000","18,542,000","17,115,000","17,179,000","16,771,000","16,824,000","16,718,000","16,489,000","16,408,000","16,791,000","16,365,000","16,075,000","15,502,000","15,574,000","15,814,000","15,033,000","15,056,000","15,106,000","14,641,000","14,339,000","13,703,000","13,690,000","13,192,000","14,115,000","12,787,000","12,786,000","12,322,000","11,819,000","11,585,000","11,585,000","11,515,000","11,278,000","10,932,000","11,055,000","11,142,000","11,067,000","10,663,000","10,500,000","11,662,000","11,699,000","11,028,000","9,753,000","10,218,000","9,804,000","9,884,000","9,856,000","9,667,000","9,360,000","9,148,000","9,834,000","9,277,000","9,291,000","9,166,000","9,058,000","8,576,000","8,545,000","8,500,000","8,500,000","8,100,000","7,800,000","7,300,000","7,500,000","6,600,000","6,300,000","6,300,000","6,200,000","6,000,000","5,600,000","5,500,000","5,400,000","5,300,000","5,100,000","4,900,000","4,800,000","4,900,000","4,800,000","4,800,000","4,700,000","4,400,000","4,400,000","4,300,000","4,300,000","4,100,000","4,100,000","4,100,000","800,000","4,200,000","3,900,000","3,800,000","3,700,000","3,600,000","3,600,000","3,400,000","3,200,000","3,000,000","3,000,000","3,100,000","3,100,000","3,000,000","3,100,000","3,100,000",,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"107,521,000","27,027,000","26,861,000","26,856,000","26,777,000","26,583,000","26,287,000","26,308,000","27,085,000","26,182,000","25,971,000","25,459,000","27,770,000","25,401,000","25,046,000","25,116,000","25,890,000","24,801,000","23,264,000","22,707,000","23,437,000","22,162,000","21,140,000","22,140,000","21,656,000","20,409,000","19,809,000","19,738,000","21,262,000","19,022,000","18,792,000","18,037,000","18,515,000","18,109,000","17,830,000","17,298,000","18,542,000","17,115,000","17,179,000","16,771,000","16,824,000","16,718,000","16,489,000","16,408,000","16,791,000","16,365,000","16,075,000","15,502,000","15,574,000","15,814,000","15,033,000","15,056,000","15,106,000","14,641,000","14,339,000","13,703,000","13,690,000","13,192,000","14,115,000","12,787,000","12,786,000","12,322,000","11,819,000","11,585,000","11,585,000","11,515,000","11,278,000","10,932,000","11,055,000","11,142,000","11,067,000","10,663,000","10,500,000","11,662,000","11,699,000","11,028,000","9,753,000","10,218,000","9,804,000","9,884,000","9,856,000","9,667,000","9,360,000","9,148,000","9,834,000","9,277,000","9,291,000","9,166,000","9,058,000","8,576,000","8,545,000","8,500,000","8,500,000","8,100,000","7,800,000","7,300,000","7,500,000","6,600,000","6,300,000","6,300,000","6,200,000","6,000,000","5,600,000","5,500,000","5,400,000","5,300,000","5,100,000","4,900,000","4,800,000","4,900,000","4,800,000","4,800,000","4,700,000","4,400,000","4,400,000","4,300,000","4,300,000","4,100,000","4,100,000","4,100,000","800,000","4,200,000","3,900,000","3,800,000","3,700,000","3,600,000","3,600,000","3,400,000","3,200,000","3,000,000","3,000,000","3,100,000","3,100,000","3,000,000","3,100,000","3,100,000",,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"146,031,000","33,697,000","22,613,000","44,790,000","44,931,000","54,159,000","40,693,000","56,042,000","40,799,000","27,708,000","44,127,000","60,095,000","58,924,000","60,212,000","62,446,000","50,426,000","41,426,000","47,087,000","41,952,000","51,911,000","45,409,000","38,771,000","36,146,000","45,757,000","56,756,000","47,917,000","38,193,000","58,294,000","45,892,000","52,352,000","41,551,000","60,589,000","47,422,000","49,489,000","40,724,000","55,640,000","47,558,000","45,797,000","42,889,000","49,959,000","35,246,000","42,672,000","30,836,000","42,354,000","27,997,000","29,133,000","27,673,000","39,170,000","28,691,000","32,073,000","29,081,000","40,427,000","29,159,000","36,715,000","33,861,000","34,301,000","21,444,000","29,790,000","27,626,000","29,778,000","20,210,000","24,611,000","13,917,000","25,483,000","19,911,000","20,300,000","12,964,000","20,596,000","14,277,000","20,903,000","17,695,000","23,137,000","14,738,000","18,350,000","12,961,000","17,955,000","11,270,000","16,343,000","6,519,000","14,706,000","12,335,000","13,721,000","11,834,000","14,089,000","11,116,000","12,331,000","10,183,000","13,935,000","10,083,000","10,698,000","8,066,000","10,500,000","10,400,000","13,700,000","12,100,000","15,500,000","15,300,000","14,200,000","10,300,000","14,400,000","12,900,000","12,100,000","9,300,000","12,900,000","10,500,000","11,100,000","8,200,000","11,100,000","9,100,000","9,500,000","6,500,000","9,200,000","7,900,000","8,200,000","6,700,000","9,600,000","7,700,000","8,400,000","6,000,000","8,300,000","6,600,000","7,600,000","4,300,000","7,300,000","5,000,000","5,900,000","6,300,000","7,000,000","6,400,000","7,300,000","5,700,000","7,000,000","5,700,000","6,200,000","5,500,000","6,100,000","-126,300,000","50,300,000","48,100,000","47,800,000","-97,400,000","45,000,000","38,900,000","31,200,000","-69,300,000","29,000,000","28,100,000","27,600,000","-70,000,000"
