name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,03/31/2000
OperatingCashFlow,"449,755,000","183,662,000","101,335,000","81,044,000","83,714,000","58,118,000","43,642,000","22,518,000","27,889,000","71,867,000","34,999,000","59,436,000","16,588,000","72,832,000","39,553,000","74,845,000","53,296,000","52,253,000","65,603,000","44,407,000","22,693,000","71,218,000","98,074,000","4,058,000","23,618,000","4,855,000","42,389,000","47,550,000","16,699,000","16,248,000","39,980,000","49,017,000","10,956,000","35,576,000","33,434,000","33,195,000","48,097,000","19,477,000","38,986,000","7,215,000","22,696,000","35,573,000","29,435,000","25,839,000","31,599,000","9,709,000","11,121,000","57,467,000","42,298,000","24,853,000","15,912,000","17,743,000","10,657,000","13,218,000","2,792,000","6,191,000","4,289,000","18,920,000","13,597,000","24,373,000","-21,036,000","18,541,000","3,959,000","6,368,000","6,320,000","14,524,000","809,409","18,879,574","2,101,823","7,132,194","17,912,140","20,051,047","-13,906,084","464,606","803,694","-11,516,939","-4,266,100","4,473,381","-7,625,269","-2,400,230","-8,318,089","958,528","2,862,136","2,164,237","21,675,913","-10,449,560","22,167,758","-9,038,901"
	CashFlowFromContinuingOperatingActivities,"449,755,000","183,662,000","101,335,000","81,044,000","83,714,000","58,118,000","43,642,000","22,518,000","27,889,000","71,867,000","34,999,000","59,436,000","16,588,000","72,832,000","39,553,000","74,845,000","53,296,000","52,253,000","65,603,000","44,407,000","22,693,000","71,218,000","98,074,000","4,058,000","23,618,000","4,855,000","42,389,000","47,550,000","16,699,000","16,248,000","39,980,000","49,017,000","10,956,000","35,576,000","33,434,000","33,195,000","48,097,000","19,477,000","38,986,000","7,215,000","22,696,000","35,573,000","29,435,000","25,839,000","31,599,000","9,709,000","11,121,000","57,467,000","42,298,000","24,853,000","15,912,000","17,743,000","10,657,000","13,218,000","2,792,000","6,191,000","4,289,000","18,920,000","13,597,000","24,373,000","-21,036,000","18,541,000","3,959,000","6,368,000","6,320,000","14,524,000","809,409","18,879,574","2,101,823","7,132,194","17,912,140","20,051,047","-13,906,084","464,606","803,694","-11,516,939","-4,266,100","4,473,381","-7,625,269","-2,400,230","-8,318,089","958,528","2,862,136","2,164,237","21,675,913","-10,449,560","22,167,758","-9,038,901"
		NetIncomeFromContinuingOperations,"221,623,000","60,738,000","51,623,000","55,499,000","53,763,000","43,687,000","28,319,000","30,490,000","26,753,000","25,953,000","43,009,000","42,592,000","42,681,000","42,758,000","44,449,000","46,378,000","47,530,000","51,232,000","17,984,000","44,564,000","40,687,000","36,210,000","40,630,000","26,104,000","23,390,000","23,623,000","22,868,000","25,091,000","22,941,000","21,358,000","22,687,000","21,420,000","22,312,000","22,196,000","18,071,000","23,552,000","22,671,000","17,461,000","21,527,000","18,398,000","19,364,000","23,934,000","4,236,000","9,815,000","6,318,000","6,746,000","6,070,000","5,100,000","-15,877,000","-2,532,000",,,"-6,008,000","-3,180,000","-9,853,000","4,982,000","1,853,000","5,773,000","8,339,000","8,782,000","8,770,000","7,308,000","9,357,000","8,669,000","7,901,000","7,879,000","7,910,247","7,929,087","5,612,584","5,405,082","6,110,612","4,983,139","4,544,993","4,143,284","3,956,376","3,704,334","3,415,519","3,236,924","3,139,401","3,109,324","2,842,085","6,404,962","2,134,218","2,546,124","3,328,111","2,775,076","2,326,237","2,339,226"
		OperatingGainsLosses,"-6,911,000","-4,417,000","-1,302,000","-745,000","-467,000","553,000","2,110,000","-1,737,000","750,000","64,000","-276,000","1,355,000","1,174,000","2,119,000","2,601,000","588,000","-1,425,000","-2,158,000","2,507,000","-1,669,000","-1,187,000","-326,000","-5,931,000","2,128,000","-2,530,000","-1,552,000","-3,340,000","-2,670,000","-2,638,000","-4,352,000","-3,602,000","-3,725,000","-2,680,000","-2,621,000","-2,069,000","-2,222,000","-3,149,000","-2,270,000","8,815,000","-23,897,000","18,016,000","-9,093,000","20,343,000","59,172,000","18,380,000","-1,162,000","16,776,000","44,528,000","40,274,000","-2,252,000","9,403,000","6,908,000","1,576,000","2,459,000","1,786,000","-1,128,000","-1,019,000","-1,267,000","-1,712,000","-2,188,000","-2,491,000","-1,215,000","-1,828,000","-1,265,000","-1,096,000","-1,717,000","-2,566,368","-1,899,862","-1,108,384","-818,386","5,062,449","-2,635,026","-818,232","-1,962,797","-1,249,242","-1,371,517","-1,195,050","-1,518,357","2,008,492","-1,878,961","-177,498","-964,962",,,"-632,165","-328","1,072,223","-160,293"
			GainLossOnSaleOfPPE,,,,,,,"56,000","357,000","0","0","0","0","62,000","13,000","12,000","2,000","3,000","33,000","-591,000","61,000","-485,000","1,231,000","-2,273,000","2,449,000","0","0","0","57,000","0","7,000",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0",,,,"0","-7,531,000",,,"0","-153,000",,,,,,,,,,,"-2,000","-948,000","0","0","0","0","0","-424,000","0","0","0","0","0","0","0","-54,000","24,000","-144,000","-10,000","-819,000","-1,219,000","-181,000","111,000","0","0","-4,000","-96,000","-6,296,000","-1,700,000","-1,722,000","-221,000","-784,000","0","0","-393,000","-467,000","-24,000",,,,,,,,"461","-800","-127,503","-15,158","-309,816","-331,405","922,509","-1,024,711","-448,510","-219,244","-27,525","-158,757","-37,794","69,973",,,,,,,,
			EarningsLossesFromEquityInvestments,"10,088,000","1,943,000","2,694,000","2,573,000","2,878,000","2,629,000","3,775,000","3,805,000","2,803,000","2,480,000","1,614,000","2,307,000","2,330,000","2,886,000","3,381,000","3,273,000","2,528,000","2,546,000","7,346,000","2,719,000","2,970,000","2,077,000","1,043,000","2,381,000","271,000","405,000","420,000",,,"-599,000","507,000","-117,000","162,000","507,000","523,000","504,000","154,000","523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,"-5,633,000","-3,026,000","-5,740,000","-504,000","5,000","-1,968,000","1,192,000","-798,000","-1,652,000","-977,000","-1,186,000","-715,000","-2,151,000","-975,000","-4,837,000","-5,171,000","-32,000","-6,074,000","-4,611,000","-2,717,000","-2,845,000","-4,165,000","-16,376,000","2,023,000","2,445,000","1,913,000","2,036,000","2,293,000","2,377,000","2,167,000","2,994,000","3,439,000","2,272,000","1,338,000","633,000","763,000","821,000","786,000","515,000","695,000","785,000","803,000","427,000","1,128,000","1,100,000","1,237,000","1,170,000","1,020,000","1,592,832","826,720","803,860","799,588","885,555","-929,971","963,039","2,382,062","2,258,949","-1,462,569","377,734","449,445","-865,944","247,397","229,514","263,799","-48,180","4,583","-507,422","125,138","-933,282","123,070"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,"-5,633,000","-3,026,000","-5,740,000","-504,000","5,000","-1,968,000","1,192,000","-798,000","-1,652,000","-977,000","-1,186,000","-715,000","-2,151,000","-975,000","-4,837,000","-5,171,000","-32,000","-6,074,000","-4,611,000","-2,717,000","-2,845,000","-4,165,000","-16,376,000","2,023,000","2,445,000","1,913,000","2,036,000","2,293,000","2,377,000","2,167,000","2,994,000","3,439,000","2,272,000","1,338,000","633,000","763,000","821,000","786,000","515,000","695,000","785,000","803,000","427,000","1,128,000","1,100,000","1,237,000","1,170,000","1,020,000","1,592,832","826,720","803,860","799,588","885,555","-929,971","963,039","2,382,062","2,258,949","-1,462,569","377,734","449,445","-865,944","247,397","229,514","263,799","-48,180","4,583","-507,422","125,138","-933,282","123,070"
		DeferredTax,"15,516,000","65,000","-10,362,000","20,843,000","4,970,000","4,175,000","-4,270,000","-6,812,000","-6,063,000","-853,000","-2,372,000","-26,000","-308,000","4,241,000","-2,121,000","455,000","-34,000","4,442,000","33,849,000","-1,653,000","-4,638,000","7,182,000","567,000","-939,000","-672,000","6,794,000","-3,601,000","-3,441,000",,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,015,255","-4,089","-6,006","-2,172","-1,394,973","-1,332,036","-4,089","-52,362",,,,,,,,,,
