name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"17,068,442,000","13,708,474,000","13,582,003,000","15,484,810,000","12,339,077,000","10,491,499,000","8,728,479,000","8,310,119,000"
	CurrentAssets,"15,761,447,000","12,386,380,000","12,220,917,000","14,095,982,000","10,926,641,000","8,916,386,000","7,212,208,000","6,561,443,000"
		CashCashEquivalentsAndShortTermInvestments,"9,322,289,000","8,322,476,000","7,920,703,000","7,427,939,000","6,569,307,000","6,391,257,000","4,495,211,000","3,074,273,000"
			CashAndCashEquivalents,"6,886,628,000","6,067,438,000","5,994,698,000","5,672,682,000","4,482,641,000","5,480,557,000","2,664,390,000","2,013,547,000"
			OtherShortTermInvestments,"2,435,661,000","2,255,038,000","1,926,005,000","1,755,257,000","2,086,666,000","910,700,000","1,830,821,000","1,060,726,000"
		Receivables,"6,104,653,000","3,715,471,000","3,940,494,000","6,301,695,000","4,014,876,000","2,181,329,000","2,354,450,000","3,145,457,000"
			OtherReceivables,"6,104,653,000","3,715,471,000","3,940,494,000","6,301,695,000","4,014,876,000","2,181,329,000","2,354,450,000","3,145,457,000"
		PrepaidAssets,"319,738,000","333,669,000","344,956,000","351,584,000","322,544,000","309,954,000","306,919,000","341,598,000"
		RestrictedCash,"14,767,000","14,764,000","14,764,000","14,764,000","19,914,000","33,846,000","55,628,000","115,000"
	TotalNonCurrentAssets,"1,306,995,000","1,322,094,000","1,361,086,000","1,388,828,000","1,412,436,000","1,575,113,000","1,516,271,000","1,748,676,000"
		NetPPE,"405,839,000","428,621,000","453,934,000","482,322,000","511,973,000","654,262,000","615,693,000","686,867,000"
			GrossPPE,"405,839,000","807,815,000","453,934,000","482,322,000","511,973,000","922,113,000","858,677,000","865,602,000"
				Properties,,"0",,,,"0","0","0"
				BuildingsAndImprovements,,"16,844,000",,,,"16,844,000","16,844,000","16,844,000"
				MachineryFurnitureEquipment,,"274,811,000",,,,"267,270,000","198,303,000","186,603,000"
				OtherProperties,"405,839,000","272,036,000","453,934,000","482,322,000","511,973,000","384,068,000","354,461,000","385,594,000"
				ConstructionInProgress,,"30,174,000",,,,"10,821,000","47,569,000","40,534,000"
				Leases,,"213,950,000",,,,"243,110,000","241,500,000","236,027,000"
			AccumulatedDepreciation,,"-379,194,000",,,,"-267,851,000","-242,984,000","-178,735,000"
		GoodwillAndOtherIntangibleAssets,"698,537,000","704,910,000","711,620,000","718,207,000","723,342,000","731,687,000","728,333,000","755,000,000"
			Goodwill,"651,864,000","652,602,000","653,639,000","654,554,000","654,017,000","655,801,000","653,766,000","652,088,000"
			OtherIntangibleAssets,"46,673,000","52,308,000","57,981,000","63,653,000","69,325,000","75,886,000","74,567,000","102,912,000"
		OtherNonCurrentAssets,"202,619,000","188,563,000","195,532,000","188,299,000","177,121,000","189,164,000","172,245,000","306,809,000"
TotalLiabilitiesNetMinorityInterest,"12,331,026,000","8,932,761,000","9,133,069,000","12,091,609,000","9,179,654,000","7,589,716,000","8,407,255,000","9,117,804,000"
	CurrentLiabilities,"9,773,782,000","6,359,282,000","6,559,314,000","9,496,350,000","6,573,192,000","5,139,779,000","5,918,050,000","5,233,764,000"
		PayablesAndAccruedExpenses,"6,769,480,000","4,227,978,000","4,501,629,000","6,839,625,000","4,490,629,000","2,451,921,000","5,395,567,000","3,598,564,000"
			Payables,"6,769,480,000","4,168,560,000","4,445,515,000","6,786,818,000","4,467,136,000","2,426,484,000","2,400,422,000","3,504,336,000"
				AccountsPayable,"128,187,000","118,361,000","97,093,000","97,669,000","116,688,000","79,898,000","45,972,000","151,417,000"
				TotalTaxPayable,"536,640,000","334,728,000","407,928,000","387,454,000","335,572,000","165,257,000","241,352,000","207,462,000"
					IncomeTaxPayable,,"25,112,000","27,431,000","19,227,000","8,577,000","12,002,000","13,037,000","15,424,000"
				OtherPayable,"6,104,653,000","3,715,471,000","3,940,494,000","6,301,695,000","4,014,876,000","2,181,329,000","2,354,450,000","3,145,457,000"
			CurrentAccruedExpenses,"1,729,672,000","59,418,000","56,114,000","52,807,000","23,493,000","25,437,000","2,995,145,000","94,228,000"
		CurrentProvisions,,,,,"184,101,000","188,309,000","177,040,000","262,454,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"296,991,000","415,626,000","399,576,000","366,802,000","302,369,000","380,164,000","206,609,000","253,305,000"
		CurrentDebtAndCapitalLeaseObligation,"63,524,000","63,479,000","65,578,000","51,112,000","54,867,000","83,341,000","62,711,000","38,022,000"
			CurrentDebt,,,,,,"26,755,000","27,856,000",
				OtherCurrentBorrowings,,,,,,"26,755,000","27,856,000",
			CurrentCapitalLeaseObligation,"63,524,000","63,479,000","65,578,000","51,112,000","54,867,000","56,586,000","62,711,000","38,022,000"
		CurrentDeferredLiabilities,"184,282,000","182,796,000","195,010,000","188,125,000","184,101,000","188,309,000",,"262,454,000"
			CurrentDeferredTaxesLiabilities,"184,282,000","182,796,000","195,010,000","188,125,000","184,101,000","188,309,000",,"262,454,000"
		OtherCurrentLiabilities,"2,459,505,000","1,469,403,000","1,397,521,000","2,050,686,000","1,541,226,000","2,036,044,000","459,772,000","1,081,419,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,557,244,000","2,573,479,000","2,573,755,000","2,595,259,000","2,606,462,000","2,449,937,000","2,489,205,000","3,884,040,000"
		LongTermDebtAndCapitalLeaseObligation,"2,342,486,000","2,355,020,000","2,365,420,000","2,392,637,000","2,402,157,000","2,246,467,000","2,191,381,000","381,374,000"
			LongTermDebt,"1,983,578,000","1,982,537,000","1,981,496,000","1,980,455,000","1,979,398,000","1,815,562,000","1,811,302,000",
