name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"-163,200,000","-270,200,000","-76,500,000","211,000,000","-27,500,000","-170,200,000","-132,100,000","-53,100,000","-228,400,000","-331,300,000","204,100,000","246,900,000","229,500,000","242,200,000","202,500,000","170,200,000","230,600,000","166,600,000","-50,900,000","290,600,000","222,300,000","111,700,000","142,500,000","265,600,000","215,000,000","93,800,000","320,300,000","240,400,000","305,300,000","423,700,000","33,300,000","118,800,000","164,500,000","45,000,000","61,300,000","185,000,000","59,700,000","-45,400,000","308,900,000","102,700,000","121,200,000","11,600,000","128,500,000","66,100,000","-113,800,000","-128,100,000","364,100,000","-121,700,000","-7,100,000","-110,200,000","197,400,000","4,700,000","-66,900,000","-149,100,000","64,100,000","68,200,000","7,100,000","71,300,000","73,500,000","42,000,000","14,500,000","50,100,000","-52,100,000","113,100,000","122,600,000","90,000,000"
	CashFlowFromContinuingOperatingActivities,"-163,200,000","-270,200,000","-76,500,000","211,000,000","-27,500,000","-170,200,000","-132,100,000","-53,100,000","-228,400,000","-331,300,000","204,100,000","246,900,000","229,500,000","242,200,000","202,500,000","170,200,000","230,600,000","166,600,000","-50,900,000","290,600,000","222,300,000","111,700,000","142,500,000","265,600,000","215,000,000","93,800,000","320,300,000","240,400,000","305,300,000","423,700,000","33,300,000","118,800,000","164,500,000","45,000,000","61,300,000","185,000,000","59,700,000","-45,400,000","308,900,000","102,700,000","121,200,000","11,600,000","128,500,000","66,100,000","-113,800,000","-128,100,000","364,100,000","-121,700,000","-7,100,000","-110,200,000","197,400,000","4,700,000","-66,900,000","-149,100,000","64,100,000","68,200,000","7,100,000","71,300,000","73,500,000","42,000,000","14,500,000","50,100,000","-52,100,000","113,100,000","122,600,000","90,000,000"
		NetIncomeFromContinuingOperations,"-422,000,000","-52,800,000","-120,300,000","-113,600,000","-135,300,000","-171,600,000","-295,900,000","-155,500,000","-255,900,000","-163,000,000","67,700,000","131,300,000","168,000,000","163,100,000","177,600,000","168,800,000","145,200,000","125,400,000","122,800,000","147,200,000","-56,800,000","141,700,000","108,200,000","145,100,000","44,800,000","171,600,000","138,300,000","313,600,000","154,900,000","181,900,000","-106,200,000","168,000,000","143,400,000","153,600,000","-586,900,000","93,700,000","-209,400,000","81,200,000","60,700,000","-134,400,000","34,900,000","73,600,000","60,400,000","67,300,000","30,100,000","34,600,000","61,900,000","46,400,000","55,100,000","55,500,000","50,000,000","87,300,000","-8,300,000","62,700,000","19,800,000","74,000,000","86,400,000","85,200,000","75,500,000","83,600,000","68,000,000","69,800,000","-69,400,000","34,000,000","20,200,000","32,000,000"
		OperatingGainsLosses,"-138,700,000","-39,400,000","1,000,000","-84,400,000","-15,900,000","-7,400,000","15,700,000","-4,700,000","35,900,000","53,600,000","-26,400,000","6,600,000","6,700,000","3,000,000","-20,000,000","-25,500,000","16,800,000","-12,800,000","3,100,000","-13,900,000","-15,400,000","-8,300,000","10,900,000","-5,200,000","800,000","13,500,000","7,400,000","-2,500,000","-8,800,000","1,600,000","326,200,000","3,900,000","-13,200,000","-7,000,000","-28,700,000","-11,400,000","-3,700,000","6,200,000","8,400,000","-3,100,000","4,600,000","-5,900,000","-3,300,000","-600,000","-4,700,000","-3,400,000","-2,600,000","-9,500,000","700,000","5,600,000","-400,000","700,000","-3,800,000","-400,000","-20,600,000","500,000","5,800,000","-6,200,000","-1,500,000","300,000","8,100,000","-8,000,000",,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-28,400,000","-16,800,000","2,900,000","-12,200,000","-2,300,000","7,200,000","26,100,000","2,000,000","3,400,000","-6,500,000","-15,600,000","17,300,000","0","-100,000","-1,100,000","3,000,000","-600,000","-1,600,000","-2,200,000","-2,500,000","-3,900,000","500,000","1,500,000","4,700,000","6,600,000","4,600,000","2,300,000","3,600,000","-3,700,000","6,400,000","6,200,000","10,000,000","-7,500,000","1,800,000","-5,900,000","-6,800,000","-100,000","10,200,000","300,000","-5,700,000","2,200,000","-2,400,000","-200,000","2,200,000","-100,000","-900,000","400,000","-2,300,000","-1,400,000","8,100,000","-600,000","800,000","-4,000,000","-700,000",,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-700,000","-700,000","0","0","0","-100,000","-9,800,000","77,200,000","158,100,000","-9,000,000","0","300,000","-1,800,000","9,600,000","-10,600,000","-15,800,000","20,900,000","-1,700,000","-2,000,000","-400,000",,,,,,,"0","0","0","1,600,000","400,000","0","-700,000","-600,000","-700,000","-500,000","-600,000","-800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"2,800,000","400,000","900,000","900,000","600,000","400,000","800,000","800,000",,,"200,000","0","0","0","0","0","0","-600,000","0","-200,000","0","-100,000","0","-500,000","-200,000","-600,000","-300,000","-300,000","-300,000","-300,000","-100,000","0","-200,000","-200,000","-800,000","200,000","-100,000","200,000","200,000","100,000","100,000","300,000","300,000","200,000","100,000","400,000","100,000","300,000","0","300,000","0",,,"-100,000",,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-116,200,000","-22,300,000","-4,600,000","-74,000,000","-15,300,000","-15,200,000","-12,700,000","-8,700,000","6,000,000","59,900,000","-10,300,000","-11,900,000","8,600,000","-6,400,000","-8,300,000","-8,200,000","-8,200,000","-8,700,000","-2,200,000","-10,800,000","-13,000,000","-8,700,000","8,500,000","-5,800,000","-6,200,000","7,000,000","-6,300,000","-6,600,000","-7,000,000","-6,100,000","-4,800,000","-6,400,000","-4,800,000","-8,000,000","-21,200,000","-4,100,000","-3,400,000","-3,300,000","-1,900,000","-2,300,000","-2,600,000","-2,100,000","-2,200,000","-2,400,000","-3,500,000","-1,500,000","-2,600,000","-600,000","-3,400,000","-2,300,000","600,000","600,000","600,000","400,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"332,500,000","85,200,000","85,700,000","81,600,000","80,000,000","80,300,000","75,100,000","67,100,000","68,100,000","67,300,000","64,700,000","63,500,000","63,000,000","60,500,000","59,300,000","57,900,000","57,000,000","56,800,000","55,100,000","53,700,000","53,000,000","52,500,000","59,500,000","50,300,000","49,600,000","49,400,000","47,100,000","44,600,000","45,300,000","44,100,000","44,000,000","42,800,000","43,200,000","46,000,000","40,000,000","40,100,000","40,600,000","40,600,000","38,800,000","37,500,000","45,800,000","34,100,000","33,500,000","33,800,000","33,600,000","33,200,000","32,000,000","30,700,000","26,900,000","30,400,000","34,200,000","32,700,000","34,000,000","32,900,000","33,900,000","35,500,000","32,300,000","30,100,000","32,200,000","25,300,000","24,700,000","22,800,000","28,300,000","18,300,000","400,000","17,800,000"
