name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"5,707,969,000","3,536,551,000","3,584,119,000","3,591,829,000","3,390,821,000","3,335,639,000","3,297,115,000","3,137,786,000","3,714,870,000","3,643,084,000","3,688,419,000","3,896,071,000","3,882,364,000","3,773,788,000","4,032,281,000","4,043,131,000","3,391,554,000","3,376,293,000","3,334,156,000","2,795,137,000","2,700,549,000","2,717,752,000","2,794,632,000","2,756,064,000","2,796,841,000","2,777,840,000","2,751,660,000","2,794,906,000","2,699,510,000","2,735,406,000","2,943,898,000","2,363,811,000","2,369,200,000","2,324,042,000","2,347,666,000","2,379,494,000","2,320,922,000","2,207,701,000","2,221,749,000","1,955,424,000","1,924,810,000","1,946,815,000","1,949,614,000","1,905,870,000","1,911,180,000","1,822,039,000","1,841,339,000","1,804,744,000","1,749,350,000","1,747,088,000","1,697,025,000","1,688,770,000","1,687,026,000","1,776,190,000","1,572,031,000","1,586,181,000","1,536,857,000","1,515,080,000","1,568,258,000","1,640,465,000","1,681,929,000","1,685,750,000","1,454,894,000","1,305,564,000","1,275,401,000","1,239,850,000","1,231,462,000","1,186,238,000","1,171,471,000","1,131,833,000","1,150,742,000","1,086,582,000","1,068,412,000","1,045,748,000","1,036,090,000","1,031,793,000","1,010,577,000","1,009,477,000","999,646,000","1,014,373,000","957,438,000","953,853,000","994,627,000","911,177,000","874,680,000","867,548,000","883,853,000","868,742,000","834,045,000","865,000,000","790,600,000","740,300,000","754,900,000","717,800,000","763,100,000","765,000,000","725,200,000","712,600,000","704,900,000","709,000,000","669,700,000","679,500,000","694,600,000","718,700,000","848,400,000","857,800,000","927,800,000","903,200,000","918,300,000","868,600,000","824,500,000","800,600,000","354,800,000","334,300,000","347,400,000","327,000,000","287,000,000","274,500,000","278,100,000","277,800,000","273,400,000","311,800,000","286,500,000","286,500,000","291,600,000","290,200,000","288,400,000","273,600,000","262,400,000","258,700,000","189,900,000","154,400,000","126,800,000","96,800,000"
	CurrentAssets,"2,553,349,000","2,321,812,000","2,398,225,000","2,402,073,000","2,206,736,000","2,135,865,000","2,097,533,000","1,951,028,000","2,519,811,000","2,407,283,000","2,251,260,000","2,474,629,000","2,465,246,000","2,538,578,000","2,492,908,000","2,515,182,000","2,187,773,000","2,181,905,000","2,131,921,000","2,022,853,000","1,942,994,000","1,962,039,000","2,020,777,000","1,974,780,000","2,001,485,000","1,974,700,000","1,928,378,000","1,960,690,000","1,864,347,000","1,870,706,000","2,330,204,000","1,745,932,000","1,768,914,000","1,725,932,000","1,759,292,000","1,800,707,000","1,748,273,000","1,628,894,000","1,651,526,000","1,531,379,000","1,503,795,000","1,525,825,000","1,529,556,000","1,485,916,000","1,493,234,000","1,403,789,000","1,429,048,000","1,391,859,000","1,343,127,000","1,342,067,000","1,292,798,000","1,283,382,000","1,282,407,000","1,311,794,000","1,153,118,000","1,166,473,000","1,109,013,000","1,089,857,000","1,148,283,000","1,225,654,000","1,263,671,000","1,266,770,000","1,036,735,000","953,686,000","925,607,000","894,552,000","898,177,000","855,218,000","850,246,000","864,476,000","886,943,000","821,725,000","800,757,000","781,375,000","763,523,000","753,819,000","733,965,000","729,753,000","724,213,000","742,934,000","687,406,000","679,452,000","718,087,000","639,827,000","601,837,000","594,291,000","611,050,000","594,304,000","558,363,000","589,200,000","518,400,000","526,900,000","542,500,000","504,200,000","549,700,000","550,100,000","513,100,000","499,300,000","487,800,000","490,200,000","449,500,000","455,500,000","465,200,000","487,100,000","615,300,000","623,900,000","693,500,000","671,000,000","686,100,000","640,800,000","609,900,000","578,900,000","304,500,000","282,200,000","294,500,000","277,300,000","241,900,000","229,100,000","234,300,000","235,100,000","232,200,000","266,900,000","245,800,000","245,400,000","251,500,000","249,400,000","250,400,000","236,100,000","225,600,000","226,100,000","170,500,000","138,000,000","113,800,000","87,300,000"
		CashCashEquivalentsAndShortTermInvestments,"211,298,000","55,712,000","39,759,000","45,424,000","54,455,000","83,058,000","77,256,000","101,276,000","92,315,000","67,030,000","96,803,000","91,339,000","75,239,000","103,367,000","124,890,000","118,188,000","87,632,000","104,522,000","98,415,000","57,066,000","127,167,000","185,488,000","213,096,000","138,951,000","190,323,000","161,020,000","125,245,000","200,969,000","159,056,000","56,772,000","610,147,000","92,027,000","182,373,000","101,905,000","153,789,000","207,826,000","218,563,000","97,888,000","79,667,000","224,937,000","213,927,000","135,938,000","196,852,000","159,194,000","185,850,000","159,213,000","145,070,000","157,638,000","146,357,000","96,136,000","42,931,000","14,723,000","10,520,000","7,886,000","25,741,000","4,932,000","2,641,000","2,129,000","3,700,000","4,408,000","4,936,000","5,090,000","2,278,000","74,104,000","72,715,000","71,897,000","99,346,000","74,084,000","74,234,000","55,796,000","102,342,000","48,674,000","46,393,000","16,335,000","29,438,000","18,535,000","3,390,000","3,361,000","15,990,000","11,662,000","688,000","953,000","878,000","1,423,000","949,000","626,000","706,000","630,000","552,000","700,000","600,000","500,000","700,000","500,000","3,600,000","600,000","300,000","600,000","700,000","200,000","600,000","700,000","700,000","500,000","300,000","200,000","200,000","300,000","300,000","500,000","300,000","1,900,000","2,000,000","2,000,000","10,600,000","10,600,000","5,300,000","7,100,000","7,000,000","19,800,000","11,100,000","800,000","3,300,000","1,800,000","6,300,000","3,300,000","7,400,000","2,600,000","1,700,000","3,300,000","600,000","600,000","6,200,000","2,600,000"
			CashAndCashEquivalents,"211,298,000","55,712,000","39,759,000","45,424,000","54,455,000","83,058,000","77,256,000","101,276,000","92,315,000","67,030,000","96,803,000","91,339,000","75,239,000","103,367,000","124,890,000","118,188,000","87,632,000","104,522,000","98,415,000","57,066,000","127,167,000","185,488,000","213,096,000","138,951,000","190,323,000","161,020,000","125,245,000","200,969,000","159,056,000","56,772,000","610,147,000","92,027,000","182,373,000","101,905,000","153,789,000","207,826,000","218,563,000","97,888,000","79,667,000","224,937,000","213,927,000","135,938,000","196,852,000","159,194,000","185,850,000","159,213,000","145,070,000","157,638,000","146,357,000","96,136,000","42,931,000","14,723,000","10,520,000","7,886,000","25,741,000","4,932,000","2,641,000","2,129,000","3,700,000","4,408,000","4,936,000","5,090,000","2,278,000","74,104,000","72,715,000","71,897,000","99,346,000","74,084,000","74,234,000","55,796,000","102,342,000","48,674,000","46,393,000","16,335,000","29,438,000","18,535,000","3,390,000","3,361,000","15,990,000","11,662,000","688,000","953,000","878,000","1,423,000","949,000","626,000","706,000","630,000","552,000","700,000","600,000","500,000","700,000","500,000","3,600,000","600,000","300,000","600,000","700,000","200,000","600,000","700,000","700,000","500,000","300,000","200,000","200,000","300,000","300,000","500,000","300,000","1,900,000","2,000,000","2,000,000","10,600,000","10,600,000","5,300,000","7,100,000","7,000,000","19,800,000","11,100,000","800,000","3,300,000","1,800,000","6,300,000","3,300,000","7,400,000","2,600,000","1,700,000","3,300,000","600,000","600,000","6,200,000","2,600,000"
		Receivables,"775,779,000","681,564,000","759,744,000","738,573,000","736,176,000","700,792,000","688,884,000","633,647,000","667,607,000","674,706,000","741,670,000","843,343,000","843,384,000","823,418,000","870,187,000","856,673,000","778,155,000","758,936,000","732,756,000","655,259,000","605,249,000","606,084,000","579,031,000","609,212,000","615,750,000","587,935,000","640,653,000","580,739,000","597,235,000","626,192,000","590,140,000","545,179,000","543,214,000","572,854,000","571,458,000","550,642,000","581,121,000","553,502,000","582,994,000","485,249,000","499,015,000","506,758,000","507,152,000","504,509,000","520,688,000","471,661,000","501,270,000","468,026,000","478,234,000","498,080,000","509,497,000","500,204,000","511,875,000","521,311,000","468,304,000","474,248,000","457,345,000","462,392,000","508,746,000","515,496,000","561,279,000","539,178,000","391,408,000","377,283,000","378,066,000","353,102,000","351,129,000","345,155,000","345,601,000","344,642,000","327,433,000","329,049,000","335,028,000","353,431,000","323,103,000","322,314,000","340,590,000","354,856,000","336,991,000","344,167,000","324,215,000","264,235,000","308,869,000","245,277,000","250,955,000","261,905,000","258,499,000","212,458,000","207,813,000","226,900,000","186,300,000","229,100,000","231,700,000","213,800,000","199,000,000","198,000,000","176,500,000","187,800,000","180,100,000","163,300,000","154,700,000","147,200,000","151,500,000","170,700,000","269,600,000","265,200,000","325,000,000","300,900,000","306,300,000","290,200,000","267,700,000","239,300,000","145,300,000","144,600,000","136,500,000","126,200,000","116,100,000","117,000,000","119,500,000","111,500,000","116,500,000","140,800,000","128,100,000","133,000,000","132,600,000","127,500,000","121,800,000","119,000,000","115,700,000","118,500,000","80,300,000","65,100,000","50,700,000","43,300,000"
			AccountsReceivable,"775,779,000","681,564,000","759,744,000","738,573,000","736,176,000","700,792,000","688,884,000","633,647,000","667,607,000","674,706,000","741,670,000","843,343,000","843,384,000","823,418,000","870,187,000","856,673,000","778,155,000","758,936,000","732,756,000","655,259,000","605,249,000","606,084,000","579,031,000","609,212,000","615,750,000","587,935,000","640,653,000","580,739,000","597,235,000","626,192,000","590,140,000","545,179,000","543,214,000","572,854,000","571,458,000","550,642,000","581,121,000","553,502,000","582,994,000","485,249,000","499,015,000","506,758,000","507,152,000","504,509,000","520,688,000",,"501,270,000","468,026,000","478,234,000",,"509,497,000","500,204,000","511,875,000",,"468,304,000","474,248,000","457,345,000","462,392,000","508,746,000","515,496,000","561,279,000","539,178,000","391,408,000","377,283,000","378,066,000","353,102,000","351,129,000","345,155,000","345,601,000","344,642,000","327,433,000","329,049,000","335,028,000","353,431,000","323,103,000","322,314,000","340,590,000","354,856,000","336,991,000","344,167,000","324,215,000","264,235,000","308,869,000","245,277,000","250,955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"796,493,000","699,564,000","779,017,000","759,223,000","757,407,000","719,892,000","709,019,000","656,966,000","691,578,000","695,706,000","762,713,000","864,799,000","864,956,000","843,018,000","889,745,000","876,264,000","796,080,000","775,136,000","747,365,000","668,494,000","618,269,000","619,584,000","591,958,000","622,334,000","628,984,000","601,135,000","653,372,000","593,959,000","610,530,000","639,492,000","605,207,000","560,507,000","558,544,000","587,854,000","586,786,000","565,946,000","595,593,000",,"599,222,000","500,508,000","514,438,000",,"523,149,000","520,218,000","536,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-20,714,000","-18,000,000","-19,273,000","-20,650,000","-21,231,000","-19,100,000","-20,135,000","-23,319,000","-23,971,000","-21,000,000","-21,043,000","-21,456,000","-21,572,000","-19,600,000","-19,558,000","-19,591,000","-17,925,000","-16,200,000","-14,609,000","-13,235,000","-13,020,000","-13,500,000","-12,927,000","-13,122,000","-13,234,000","-13,200,000","-12,719,000","-13,220,000","-13,295,000","-13,300,000","-15,067,000","-15,328,000","-15,330,000","-15,000,000","-15,328,000","-15,304,000","-14,472,000",,"-16,228,000","-15,259,000","-15,423,000",,"-15,997,000","-15,709,000","-15,552,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,,,"0",,,"0",,,,,,,"0","0","0","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,"-12,927,000","-13,122,000","-13,234,000",,"-12,719,000","-13,220,000",,,,"-15,328,000","-15,330,000",,"-15,328,000",,"-14,472,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
