name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"1,144,664,000","1,236,487,000","1,311,374,000","849,956,000","893,512,000","932,153,000","976,713,000","723,261,000","558,639,000","582,656,000","380,250,000","383,326,000","261,445,000","268,171,000","277,309,000","194,361,000","218,655,000","178,776,000","204,056,000","158,425,000","176,024,000","210,680,000","242,385,000","261,267,000","265,748,000","265,240,000","262,367,000","106,752,000","120,104,000","123,623,000"
	CurrentAssets,"980,226,000","1,093,138,000","1,191,223,000","739,888,000","791,403,000","862,663,000","916,012,000","663,504,000","497,208,000","523,167,000","323,737,000","321,967,000","208,081,000","240,518,000","248,688,000","165,370,000","187,523,000","144,788,000","169,240,000","123,104,000","140,161,000","174,115,000","212,278,000","237,175,000","248,625,000","250,726,000","246,293,000","85,831,000","101,871,000","106,477,000"
		CashCashEquivalentsAndShortTermInvestments,"751,958,000","914,282,000","1,023,699,000","580,243,000","653,572,000","737,274,000","809,556,000","571,174,000","405,825,000","440,991,000","238,309,000","237,981,000","128,086,000","153,868,000","165,426,000","83,207,000","113,697,000","118,867,000","146,228,000","102,126,000","115,778,000","146,116,000","183,039,000","215,204,000","230,582,000","230,533,000","222,581,000","62,243,000","80,348,000","87,176,000"
			CashAndCashEquivalents,"158,298,000","84,386,000","95,103,000","62,811,000","65,126,000","48,668,000","209,351,000","77,322,000","74,144,000","61,926,000","51,609,000","29,928,000","34,281,000","46,407,000","34,535,000","12,306,000","33,674,000","12,620,000","11,211,000","7,138,000","9,086,000","15,256,000","25,322,000","16,557,000","33,985,000","28,947,000","196,192,000","62,243,000","80,348,000","87,176,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,192,000","62,243,000",,
			OtherShortTermInvestments,"593,660,000","829,896,000","928,596,000","517,432,000","588,446,000","688,606,000","600,205,000","493,852,000","331,681,000","379,065,000","186,700,000","208,053,000","93,805,000","107,461,000","130,891,000","70,901,000","80,023,000","106,247,000","135,017,000","94,988,000","106,692,000","130,860,000","157,717,000","198,647,000","196,597,000","201,586,000","26,389,000",,,
		Receivables,"167,862,000","122,074,000","110,416,000","100,130,000","87,562,000","78,565,000","70,674,000","58,706,000","61,577,000","53,351,000","58,905,000","62,974,000","60,293,000","62,223,000","60,397,000","57,002,000","50,326,000","8,252,000","7,342,000","7,107,000","7,478,000","13,396,000","9,408,000","6,171,000","6,105,000","5,862,000","5,820,000","5,273,000","5,388,000","5,942,000"
			AccountsReceivable,"167,862,000","122,074,000","110,416,000","100,130,000","87,562,000","78,565,000","70,674,000","58,706,000","61,577,000","53,351,000","58,905,000","62,974,000","60,293,000","62,223,000","60,397,000","57,002,000","50,326,000","8,252,000","7,342,000","7,107,000","7,478,000","13,396,000","9,408,000","6,171,000","6,105,000","5,862,000","5,820,000","5,273,000","5,388,000","5,942,000"
				GrossAccountsReceivable,"170,254,000","124,503,000","113,381,000","102,779,000","90,532,000","81,645,000","73,754,000","61,786,000","64,597,000","56,270,000","61,182,000","64,971,000","62,087,000","64,011,000","62,377,000","58,775,000","52,207,000","10,252,000","9,137,000","8,755,000","9,267,000","15,286,000","10,730,000","7,384,000","7,308,000","6,833,000","6,604,000","5,901,000","5,998,000","6,469,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,392,000","-2,429,000","-2,965,000","-2,649,000","-2,970,000","-3,080,000","-3,080,000","-3,080,000","-3,020,000","-2,919,000","-2,277,000","-1,997,000","-1,794,000","-1,788,000","-1,980,000","-1,773,000","-1,881,000","-2,000,000","-1,795,000","-1,648,000","-1,789,000","-1,890,000","-1,322,000","-1,213,000","-1,203,000","-971,000","-784,000","-628,000","-610,000","-527,000"
