name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"738,890,000","739,851,000","289,955,000","286,668,000","282,096,000"
	CurrentAssets,"617,017,000","641,873,000","205,949,000","233,523,000","236,964,000"
		CashCashEquivalentsAndShortTermInvestments,"511,305,000","534,613,000","130,951,000","164,352,000","175,031,000"
			CashAndCashEquivalents,"510,965,000","533,868,000","130,178,000","163,198,000","175,031,000"
			OtherShortTermInvestments,"340,000","745,000","773,000","1,154,000","0"
		Receivables,"67,699,000","73,180,000","40,655,000","42,762,000","46,257,000"
			AccountsReceivable,"67,699,000","73,180,000","40,655,000","42,762,000","46,257,000"
				GrossAccountsReceivable,"68,377,000","73,858,000","41,362,000","43,265,000","46,900,000"
				AllowanceForDoubtfulAccountsReceivable,"-678,000","-678,000","-707,000","-503,000","-643,000"
		PrepaidAssets,"11,735,000","12,465,000","7,690,000","5,865,000","4,904,000"
		RestrictedCash,,,,"0","0"
		CurrentDeferredAssets,"23,074,000","18,898,000","22,520,000","16,987,000","9,640,000"
			CurrentDeferredTaxesAssets,,,,"2,216,000","0"
		OtherCurrentAssets,"3,204,000","2,717,000","4,133,000","3,557,000","1,132,000"
	TotalNonCurrentAssets,"121,873,000","97,978,000","84,006,000","53,145,000","45,132,000"
		NetPPE,"24,931,000","9,887,000","10,590,000","10,669,000","9,106,000"
			GrossPPE,"47,095,000","30,832,000","30,385,000","29,645,000","25,812,000"
				Properties,"0","0","0","0","0"
				MachineryFurnitureEquipment,"12,086,000","11,882,000","11,802,000","11,336,000","10,632,000"
				OtherProperties,"15,994,000",,,,
				ConstructionInProgress,"13,000","18,000","2,884,000","2,817,000","16,000"
				Leases,"19,002,000","18,932,000","15,699,000","15,492,000","15,164,000"
			AccumulatedDepreciation,"-22,164,000","-20,945,000","-19,795,000","-18,976,000","-16,706,000"
		GoodwillAndOtherIntangibleAssets,"46,870,000","46,297,000","45,900,000","17,479,000","14,013,000"
			Goodwill,"12,646,000","12,646,000","12,646,000",,
			OtherIntangibleAssets,"34,224,000","33,651,000","33,254,000","17,479,000","14,013,000"
		InvestmentsAndAdvances,"15,000,000","10,000,000",,,
			OtherInvestments,"15,000,000","10,000,000",,,
		NonCurrentDeferredAssets,"27,927,000","25,647,000","21,859,000","19,557,000","16,197,000"
		OtherNonCurrentAssets,"7,145,000","6,147,000","5,657,000","5,440,000","5,816,000"
TotalLiabilitiesNetMinorityInterest,"358,382,000","350,151,000","556,763,000","553,439,000","542,781,000"
	CurrentLiabilities,"339,598,000","341,343,000","276,953,000","273,656,000","263,813,000"
		PayablesAndAccruedExpenses,"63,195,000","88,700,000","73,449,000","72,832,000","73,354,000"
			Payables,"57,671,000","81,374,000","65,141,000","65,386,000","66,558,000"
				AccountsPayable,"16,275,000","34,627,000","26,220,000","25,269,000","23,710,000"
				TotalTaxPayable,"9,790,000","10,786,000","8,339,000","9,906,000","11,365,000"
				OtherPayable,"31,606,000","35,961,000","30,582,000","30,211,000","31,483,000"
			CurrentAccruedExpenses,"5,524,000","7,326,000","8,308,000","7,446,000","6,796,000"
		CurrentProvisions,,,,"24,130,000","26,645,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"20,909,000","22,341,000","14,633,000","12,053,000","20,403,000"
		CurrentDebtAndCapitalLeaseObligation,"7,410,000",,,,
			CurrentCapitalLeaseObligation,"7,410,000",,,,
		CurrentDeferredLiabilities,"245,112,000","227,469,000","186,368,000","187,536,000","168,681,000"
			CurrentDeferredTaxesLiabilities,"17,411,000","18,392,000","19,817,000","24,130,000","26,645,000"
			CurrentDeferredRevenue,"227,701,000","208,274,000","165,858,000","162,745,000","141,439,000"
		OtherCurrentLiabilities,"2,972,000","2,833,000","2,503,000","1,235,000","1,375,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"18,784,000","8,808,000","279,810,000","279,783,000","278,968,000"
		LongTermDebtAndCapitalLeaseObligation,"11,458,000",,,,
			LongTermCapitalLeaseObligation,"11,458,000",,,,
		NonCurrentDeferredLiabilities,"2,817,000","2,280,000","1,362,000","1,226,000","937,000"
			NonCurrentDeferredRevenue,"2,817,000","2,280,000","1,362,000","1,226,000","937,000"
		PreferredSecuritiesOutsideStockEquity,,"0","274,267,000","274,267,000","274,104,000"
		OtherNonCurrentLiabilities,"4,509,000","6,528,000","4,181,000","4,290,000","3,927,000"
TotalEquityGrossMinorityInterest,"380,508,000","389,700,000","-266,808,000","-266,771,000","-260,685,000"
	StockholdersEquity,"380,508,000","389,700,000","-266,808,000","-266,771,000","-260,685,000"
		CapitalStock,"1,000","1,000","0","0","0"
			PreferredStock,"0","0",,,
			CommonStock,"1,000","1,000","0","0","0"
		AdditionalPaidInCapital,"864,676,000","848,229,000","150,337,000","141,112,000","117,818,000"
		RetainedEarnings,"-484,178,000","-458,529,000","-417,145,000","-407,883,000","-378,503,000"
		GainsLossesNotAffectingRetainedEarnings,"9,000","-1,000",,,
			ForeignCurrencyTranslationAdjustments,,"-1,000",,,
TotalCapitalization,"380,508,000","389,700,000","-266,808,000","-266,771,000","-260,685,000"
CommonStockEquity,"380,508,000","389,700,000","-266,808,000","-266,771,000","-260,685,000"
CapitalLeaseObligations,"18,868,000",,,,
NetTangibleAssets,"333,638,000","343,403,000","-312,708,000","-284,250,000","-274,698,000"
WorkingCapital,"277,419,000","300,530,000","-71,004,000","-40,133,000","-26,849,000"
InvestedCapital,"380,508,000","389,700,000","-266,808,000","-266,771,000","-260,685,000"
TangibleBookValue,"333,638,000","343,403,000","-312,708,000","-284,250,000","-274,698,000"
TotalDebt,"18,868,000",,,,
ShareIssued,"139,573,416","139,164,693","137,427,466","137,427,466","137,427,466"
OrdinarySharesNumber,"139,573,416","139,164,693","137,427,466","137,427,466","137,427,466"
