name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988
TotalAssets,"564,671,000","523,584,000","545,834,000","535,515,000","522,504,000","514,870,000","567,640,000","658,807,000","663,186,000","712,668,000","730,934,000","730,100,000","749,377,000","707,373,000","690,936,000","754,489,000","755,610,000","755,743,000","811,948,000","807,961,000","767,667,000","651,162,000","655,770,000","641,597,000","635,763,000","623,260,000","664,354,000","757,989,000","770,355,000","788,626,000","806,654,000","806,485,000","808,530,000","793,008,000","793,294,000","799,320,000","789,129,000","783,165,000","737,881,000","754,414,000","792,377,000","778,589,000","602,929,000","600,854,000","591,060,000","580,342,000","580,830,000","560,059,000","574,412,000","596,279,000","588,484,000","562,490,000","554,235,000","610,632,000","735,406,000","753,131,000","751,949,000","784,478,000","781,106,000","802,972,000","794,158,000","781,787,000","824,904,000","827,174,000","824,611,000","781,758,000","789,635,000","776,539,000","781,141,000","769,474,000","748,772,000","716,404,000","752,217,000","753,025,000","809,546,000","809,652,000","809,197,000","837,962,000","836,158,000","849,941,000","853,895,000","865,031,000","880,195,000","905,828,000","886,763,000","903,768,000","1,040,580,000","912,043,000","885,770,000","792,500,000","738,300,000","705,700,000","479,700,000","457,200,000","443,700,000","443,100,000","404,600,000","410,900,000","397,700,000","379,700,000","358,000,000","341,100,000","345,700,000","332,400,000","328,100,000","314,100,000","319,400,000","330,200,000","334,400,000","318,300,000","336,800,000","335,900,000","342,400,000","353,400,000","370,600,000","354,800,000","354,400,000","359,100,000","362,900,000","346,800,000","344,900,000","338,600,000","358,100,000","366,700,000","350,100,000","342,200,000","358,300,000","367,600,000","369,600,000","367,800,000","345,400,000"
	CurrentAssets,"279,613,000","236,413,000","228,790,000","214,622,000","200,107,000","188,435,000","240,088,000","236,843,000","234,822,000","233,156,000","260,329,000","260,922,000","290,816,000","269,281,000","268,584,000","289,860,000","285,492,000","283,837,000","257,854,000","258,416,000","239,353,000","208,224,000","216,996,000","204,556,000","211,538,000","211,004,000","235,901,000","253,403,000","268,028,000","255,742,000","258,706,000","241,157,000","245,171,000","234,507,000","244,067,000","255,904,000","244,748,000","239,009,000","219,720,000","238,050,000","254,857,000","245,534,000","264,386,000","247,377,000","231,656,000","219,261,000","212,787,000","192,969,000","197,419,000","215,300,000","209,844,000","184,616,000","180,225,000","199,761,000","223,868,000","233,165,000","231,112,000","245,269,000","263,022,000","268,345,000","270,497,000","253,250,000","263,136,000","261,630,000","265,062,000","224,367,000","227,300,000","222,767,000","228,793,000","220,538,000","216,311,000","201,660,000","239,159,000","231,146,000","308,605,000","323,346,000","282,482,000","284,590,000","266,993,000","260,755,000","250,217,000","245,712,000","246,208,000","236,539,000","219,628,000","208,762,000","234,706,000","198,863,000","217,664,000","214,600,000","195,500,000","187,400,000","168,900,000","166,300,000","162,800,000","170,200,000","189,900,000","223,100,000","224,400,000","218,200,000","209,200,000","194,400,000","200,900,000","181,300,000","180,500,000","126,400,000","134,500,000","145,000,000","148,500,000","134,900,000","128,900,000","122,300,000","122,200,000","116,800,000","134,200,000","123,900,000","119,600,000","124,700,000","133,200,000","125,100,000","127,400,000","119,400,000","130,000,000","134,800,000","130,300,000","133,600,000","132,200,000","148,300,000","127,600,000","127,100,000","114,100,000"
		CashCashEquivalentsAndShortTermInvestments,"25,648,000","30,521,000","30,253,000","18,298,000","21,859,000","11,846,000","35,022,000","39,930,000","35,059,000","31,422,000","36,886,000","34,660,000","36,302,000","34,397,000","36,776,000","62,321,000","36,135,000","36,491,000","31,850,000","24,026,000","28,864,000","29,511,000","28,356,000","27,497,000","40,022,000","44,156,000","46,609,000","47,405,000","55,155,000","50,056,000","51,930,000","44,008,000","45,227,000","52,617,000","42,604,000","44,427,000","37,685,000","48,822,000","44,167,000","52,559,000","70,816,000","68,939,000","109,403,000","93,784,000","72,029,000","73,191,000","61,630,000","52,670,000","60,361,000","90,663,000","82,053,000","58,658,000","53,281,000","45,975,000","46,624,000","48,509,000","41,443,000","48,217,000","38,946,000","32,397,000","38,480,000","40,898,000","29,842,000","25,425,000","30,138,000","23,434,000","23,447,000","26,950,000","25,572,000","22,994,000","25,347,000","19,168,000","69,401,000","19,943,000","94,850,000","113,074,000","131,662,000","109,928,000","103,615,000","96,544,000","99,257,000","96,810,000","74,081,000","71,785,000","46,072,000","44,530,000","47,158,000","15,431,000","13,709,000","25,800,000","19,400,000","19,900,000","28,000,000","25,400,000","23,300,000","26,600,000","65,100,000","120,100,000","114,000,000","109,200,000","115,500,000","101,300,000","99,000,000","85,000,000","63,700,000","2,100,000","11,400,000","6,300,000","5,000,000","9,000,000","10,400,000","4,600,000","1,900,000",,,,,,,"500,000","3,100,000","500,000","500,000","4,000,000","5,900,000","2,300,000","4,400,000","19,600,000","3,300,000","1,700,000","3,800,000"
			CashAndCashEquivalents,"25,648,000","30,521,000","30,253,000","18,298,000","21,859,000","11,846,000","35,022,000","39,930,000","35,059,000","31,422,000","36,886,000","34,660,000","36,302,000","34,397,000","36,776,000","62,321,000","36,135,000","36,491,000","31,850,000","24,026,000","28,864,000","29,511,000","28,356,000","27,497,000","40,022,000","44,156,000","46,609,000","47,405,000","55,155,000","50,056,000","51,930,000","44,008,000","45,227,000","52,617,000","42,604,000","44,427,000","37,685,000","48,822,000","44,167,000","52,559,000","70,816,000","68,939,000","109,403,000","93,784,000","72,029,000","73,191,000","61,630,000","52,670,000","60,361,000","90,663,000","82,053,000","58,658,000","53,281,000","45,975,000","46,624,000","48,509,000","41,443,000","48,217,000","38,946,000","32,397,000","38,480,000","40,898,000","29,842,000","25,425,000","30,138,000","23,434,000","23,447,000","26,950,000","25,572,000","22,994,000","25,347,000","19,168,000","69,401,000","19,943,000","94,850,000","113,074,000","131,662,000","109,928,000","103,615,000","96,544,000","99,257,000","96,810,000","74,081,000","71,785,000","46,072,000","44,530,000","47,158,000","15,431,000","13,709,000","25,800,000","19,400,000","19,900,000","28,000,000","25,400,000","23,300,000","26,600,000","65,100,000","120,100,000","114,000,000","109,200,000","115,500,000","101,300,000","99,000,000","85,000,000","63,700,000","2,100,000","11,400,000","6,300,000","5,000,000","9,000,000","10,400,000","4,600,000","1,900,000",,,,,,,"500,000","3,100,000","500,000","500,000","4,000,000","5,900,000","2,300,000","4,400,000","19,600,000","3,300,000","1,700,000","3,800,000"
		Receivables,"132,071,000","105,870,000","99,198,000","99,793,000","89,914,000","89,134,000","82,147,000","101,312,000","106,776,000","111,658,000","120,924,000","119,293,000","145,627,000","131,510,000","131,254,000","133,873,000","156,305,000","152,215,000","135,224,000","142,855,000","125,699,000","104,906,000","109,016,000","103,496,000","98,717,000","94,577,000","108,396,000","116,150,000","122,859,000","114,218,000","121,030,000","115,783,000","118,584,000","99,246,000","111,452,000","121,292,000","116,201,000","103,123,000","95,666,000","102,975,000","105,166,000","100,619,000","109,956,000","107,141,000","106,364,000","90,719,000","101,560,000","96,854,000","91,678,000","78,030,000","87,140,000","88,487,000","90,857,000","103,949,000","128,524,000","131,031,000","130,483,000","97,387,000","147,692,000","154,915,000","146,667,000","132,809,000","163,992,000","165,550,000","159,827,000","126,493,000","140,443,000","123,813,000","125,489,000","117,314,000","117,785,000","115,663,000","104,268,000","145,618,000","100,130,000","90,365,000","86,662,000","92,892,000","99,494,000","101,777,000","88,078,000","84,684,000","103,185,000","101,790,000","105,524,000","96,944,000","126,013,000","116,952,000","137,036,000","121,800,000","119,000,000","109,700,000","95,500,000","94,300,000","94,800,000","95,300,000","84,500,000","69,700,000","78,500,000","75,900,000","64,400,000","61,100,000","65,200,000","61,000,000","61,800,000","71,700,000","76,100,000","85,500,000","91,500,000","73,200,000","76,600,000","74,200,000","76,500,000","70,200,000","78,700,000","70,700,000","69,800,000","69,000,000","75,500,000","67,600,000","66,900,000","63,600,000","72,200,000","70,800,000","69,300,000","68,100,000","93,500,000","93,800,000","88,500,000","89,700,000","81,300,000"
			AccountsReceivable,"128,930,000","102,090,000","95,773,000","94,346,000","88,280,000","85,274,000","82,369,000","99,520,000","104,604,000","106,153,000","114,112,000","115,522,000","121,949,000","122,182,000","125,985,000","126,598,000","129,056,000","110,252,000","126,964,000","129,164,000","121,031,000","91,109,000","104,394,000","101,868,000","98,717,000","90,028,000","108,030,000","112,471,000","122,859,000","106,093,000","119,281,000","113,429,000","118,584,000","94,684,000","111,452,000","120,600,000","116,201,000","96,686,000","98,809,000","104,599,000","108,533,000","98,027,000","103,118,000","103,158,000","105,162,000","84,076,000","98,107,000","93,167,000","87,747,000","74,014,000","85,840,000","81,933,000","79,914,000","95,349,000","114,523,000","120,771,000","116,185,000","97,064,000","143,689,000","149,650,000","143,817,000","116,943,000","159,190,000","157,042,000","152,380,000","119,330,000","131,816,000","123,813,000","125,489,000","117,314,000","117,785,000","112,800,000","100,712,000","84,110,000","99,576,000","90,365,000","86,662,000","92,892,000","95,316,000","99,683,000","87,020,000","79,274,000","102,705,000","100,048,000","99,972,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"113,556,000","130,088,000","131,858,000","124,329,000","94,211,000","107,600,000","105,260,000","101,793,000","93,774,000","110,952,000","115,301,000",,"108,703,000",,"116,299,000","121,263,000","98,011,000","115,221,000","124,054,000","119,555,000","100,238,000",,,,"101,566,000",,,,"89,362,000","104,074,000","98,804,000",,"79,313,000","91,053,000","85,998,000","84,416,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,"-3,304,000","-3,124,000","-2,694,000","-3,298,000","-3,102,000","-3,206,000","-3,392,000","-3,076,000","-3,746,000","-2,922,000","-2,830,000",,"-2,610,000",,"-2,870,000","-2,679,000","-3,327,000","-3,769,000","-3,454,000","-3,354,000","-3,552,000",,,,"-3,539,000",,,,"-5,286,000","-5,967,000","-5,637,000",,"-5,299,000","-5,213,000","-4,065,000","-4,502,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,"4,192,000","5,482,000","5,147,000","4,729,000","4,604,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"2,512,000","2,558,000","2,013,000","141,000","2,266,000","2,807,000","58,000","852,000","565,000","4,100,000","5,263,000","2,923,000","5,098,000","6,783,000","5,886,000","5,572,000","25,754,000","32,080,000","8,260,000","13,691,000","4,668,000","7,518,000","4,622,000","1,628,000","0","360,000","366,000","3,679,000","0","877,000","1,749,000","2,354,000",,"0","0","692,000","0","2,886,000","0","1,695,000","0","2,592,000","9,898,000","6,319,000","4,514,000","6,643,000","3,453,000","3,687,000","3,931,000","4,016,000","1,300,000","6,554,000","10,943,000","12,549,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
