name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"2,228,000,000","613,000,000","293,000,000","255,000,000","1,067,000,000","1,042,000,000","758,000,000","105,000,000","964,000,000","592,000,000","811,000,000","1,009,000,000","744,000,000","550,000,000","1,233,000,000","558,000,000","372,000,000","495,000,000","988,000,000","877,000,000","699,000,000","582,000,000","620,000,000","802,000,000","763,000,000","641,000,000","1,040,000,000","686,000,000","1,156,000,000","1,151,000,000","1,641,000,000","1,368,000,000","1,494,000,000","1,174,000,000","1,713,000,000","1,334,000,000","1,011,000,000","937,000,000","1,385,000,000","1,154,000,000","768,000,000","531,000,000","982,260,000","809,068,000","782,736,000","699,610,000","854,005,000","747,114,000","726,379,000","418,262,000","770,600,000","738,241,000","730,718,000","668,527,000","683,723,000","693,403,000","738,599,000","766,270,000","792,546,000","629,486,000","654,585,000","564,492,000","625,961,000","522,113,000","515,513,000","584,204,000","526,237,000","491,703,000","496,532,000","495,419,000","381,207,000","274,763,000","263,100,000","366,245,000","267,418,000","208,013,000","208,682,000","190,006,000","182,862,000","111,928,000","92,840,000","92,273,000","83,683,000","61,474,000","69,507,000","37,448,000","34,465,000","26,922,000","28,235,000","10,526,000","46,600,000","0","26,200,000","-6,200,000","900,000","200,000"
	CashFlowFromContinuingOperatingActivities,"2,774,000,000","629,000,000","475,000,000","661,000,000","1,019,000,000","938,000,000","883,000,000","597,000,000","964,000,000","702,000,000","811,000,000","1,009,000,000","744,000,000","550,000,000","1,234,000,000","560,000,000","372,000,000","495,000,000","988,000,000","877,000,000","699,000,000","582,000,000","620,000,000","802,000,000","764,000,000","641,000,000","1,126,000,000","-551,000,000","1,151,000,000","1,151,000,000","1,641,000,000","1,368,000,000","1,494,000,000","1,174,000,000","1,713,000,000","1,334,000,000","1,011,000,000","937,000,000","1,385,000,000","1,154,000,000","768,000,000","531,000,000","982,260,000","809,068,000","782,736,000","699,610,000","854,005,000","747,114,000","726,379,000","418,262,000","770,600,000","738,241,000","730,718,000","668,527,000","683,723,000","693,403,000","738,599,000","766,270,000","792,546,000","629,486,000","654,585,000","564,492,000","625,961,000","522,113,000","515,513,000","584,204,000","526,237,000","491,703,000","496,532,000","495,419,000","381,207,000","274,763,000","263,100,000","366,245,000","267,418,000","208,013,000","208,682,000","190,006,000","182,862,000","111,928,000","92,840,000","92,273,000","83,683,000","61,474,000","69,507,000","37,448,000","34,465,000","26,922,000","28,235,000","10,526,000","46,600,000","0","26,200,000","-6,200,000","900,000","200,000"
		NetIncomeFromContinuingOperations,"-1,655,000,000","-1,339,000,000","-893,000,000","283,000,000","293,000,000","569,000,000","781,000,000","536,000,000","740,000,000","485,000,000","558,000,000","310,000,000","403,000,000","521,000,000","763,000,000","720,000,000","638,000,000","407,000,000","-2,597,000,000","523,000,000","27,000,000","1,035,000,000","5,948,000,000","418,000,000","437,000,000","482,000,000","523,000,000","71,000,000","727,000,000","626,000,000","1,023,000,000","673,000,000","676,000,000","-2,326,000,000","850,000,000","689,000,000","640,000,000","677,000,000","751,000,000",,,,,,,"475,865,000","559,187,000","431,929,000","412,192,000","397,653,000","1,354,906,000","349,736,000","327,342,000","357,113,000","367,192,000","492,219,000","460,345,000","459,718,000","530,886,000","-935,635,000","375,824,000","377,176,000","346,467,000","280,896,000","249,994,000","248,282,000","279,221,000","254,971,000","291,560,000","256,291,000","205,379,000","182,349,000","190,395,000","200,100,000","142,462,000","103,250,000","91,868,000","104,191,000","86,996,000","61,003,000","54,308,000","47,584,000","25,935,000","18,838,000","24,608,000","21,067,000","23,863,000","6,551,000","11,590,000","6,288,000","4,900,000","1,300,000","-1,300,000","5,900,000","1,500,000","700,000"
		OperatingGainsLosses,"4,340,000,000","2,291,000,000","1,604,000,000","174,000,000","271,000,000","45,000,000","-512,000,000","-192,000,000","-253,000,000","-50,000,000","-78,000,000","101,000,000","8,000,000","-112,000,000","128,000,000","-438,000,000","-369,000,000",,"49,000,000","-167,000,000",,,"-1,261,000,000","31,000,000","-6,000,000",,"17,000,000","-80,000,000","-132,000,000",,,,,,"0","-75,000,000",,,"0","0",,,"-1,669,757,000","-56,345,000",,,,,,,,,,,,,,,,,,,"1,000","1,000","-150,561,000","150,563,000","145,690,000","98,290,000","60,870,000","125,613,000","128,312,000","56,385,000","118,861,000","105,948,000","60,880,000","67,097,000","43,552,000","61,478,000","-508,000","42,800,000","35,214,000","36,698,000","31,856,000","28,701,000","24,392,000","28,074,000","31,417,000","21,051,000","-1,389,000","3,166,000","-3,700,000","7,300,000","1,200,000","1,800,000","1,900,000","1,100,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0",,,"0","52,000,000",,,"0","0",,,"0","-167,000,000",,,,,,,,,,,"0","0",,,"0","-75,000,000","0",,"0","0",,,"-1,590,675,000","-56,345,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-240,000,000","295,000,000","-78,000,000","-306,000,000","-151,000,000","35,000,000","-512,000,000","-192,000,000","-253,000,000","-50,000,000","-78,000,000","49,000,000","8,000,000","-112,000,000","128,000,000","-438,000,000","-369,000,000",,,,,,"-1,261,000,000","31,000,000","-6,000,000",,"17,000,000","-80,000,000","-132,000,000",,,,,,,,,,"9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"4,580,000,000","1,996,000,000","1,682,000,000","480,000,000","422,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"486,000,000","118,000,000","122,000,000","119,000,000","121,000,000","140,000,000","138,000,000","152,000,000","172,000,000","147,000,000","167,000,000","170,000,000","175,000,000","169,000,000","172,000,000","175,000,000","170,000,000","179,000,000","172,000,000","173,000,000","168,000,000","163,000,000","176,000,000","172,000,000","167,000,000","167,000,000","171,000,000","-118,000,000","253,000,000","381,000,000","370,000,000","365,000,000","373,000,000","382,000,000","367,000,000","357,000,000","347,000,000","329,000,000","318,000,000","311,000,000","290,000,000","281,000,000","272,553,000","266,716,000","207,595,000","193,089,000","192,288,000","194,338,000","187,817,000","188,022,000","200,784,000","215,068,000","197,805,000","197,289,000","201,897,000","178,578,000","173,359,000","165,980,000","159,816,000","151,720,000","146,722,000","143,449,000","-99,129,000","377,969,000","142,426,000","123,286,000","144,099,000","97,227,000","85,355,000","83,256,000","77,055,000","65,974,000","60,252,000","56,241,000","40,386,000","44,319,000","40,006,000","34,292,000","27,289,000","17,762,000","17,601,000","13,924,000","27,632,000","23,560,000","23,542,000","14,998,000","11,200,000","15,149,000","9,572,000","9,270,000","15,800,000","1,700,000","5,600,000","2,300,000","2,100,000","1,400,000"
			DepreciationAndAmortization,"486,000,000","118,000,000","122,000,000","119,000,000","121,000,000","140,000,000","138,000,000","152,000,000","172,000,000","147,000,000","167,000,000","170,000,000","175,000,000","169,000,000","172,000,000","175,000,000","170,000,000","179,000,000","172,000,000","173,000,000","168,000,000","163,000,000","176,000,000","172,000,000","167,000,000","167,000,000","171,000,000","-118,000,000","253,000,000","381,000,000","370,000,000","365,000,000","373,000,000","382,000,000","367,000,000","357,000,000","347,000,000","329,000,000","318,000,000","311,000,000","290,000,000","281,000,000","272,553,000","266,716,000","207,595,000","193,089,000","192,288,000","194,338,000","187,817,000","188,022,000","200,784,000","215,068,000","197,805,000","197,289,000","201,897,000","178,578,000","173,359,000","165,980,000","159,816,000","151,720,000","146,722,000","143,449,000","-99,129,000","377,969,000","142,426,000","123,286,000","144,099,000","97,227,000","85,355,000","83,256,000","77,055,000","65,974,000","60,252,000","56,241,000","40,386,000","44,319,000","40,006,000","34,292,000","27,289,000","17,762,000","17,601,000","13,924,000","27,632,000","23,560,000","23,542,000","14,998,000","11,200,000","15,149,000","9,572,000","9,270,000","15,800,000","1,700,000","5,600,000","2,300,000","2,100,000","1,400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,298,000","91,902,000","85,305,000","79,660,000","72,849,000","65,722,000","59,434,000","55,685,000",,"43,358,000","38,507,000","32,020,000",,"17,172,000","18,377,000","13,011,000","26,725,000","22,884,000","22,795,000","14,237,000",,,,,,,,,,
