name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,06/30/1991,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalAssets,"8,511,600,000","8,618,500,000","8,590,700,000","7,486,200,000","5,734,400,000","5,419,800,000","5,106,700,000","5,072,400,000","4,981,900,000","5,091,800,000","4,839,600,000","4,842,300,000","4,765,500,000","4,738,900,000","4,828,900,000","4,783,300,000","4,745,100,000","4,594,300,000","4,573,600,000","4,310,200,000","4,166,800,000","4,065,700,000","3,855,400,000","3,955,700,000","3,958,200,000","3,930,500,000","3,719,400,000","3,518,300,000","3,313,200,000","3,191,000,000","2,973,800,000","2,688,900,000","2,534,600,000","2,435,400,000","2,333,100,000","2,217,900,000","2,216,900,000","2,151,107,000","2,136,646,000","2,089,893,000","2,007,326,000","1,914,633,000","1,890,389,000","1,805,599,000","1,678,797,000","1,614,076,000","1,564,052,000","1,448,232,000","1,403,469,000","1,392,404,000","1,355,326,000","1,259,259,000","1,214,304,000","1,211,689,000","1,236,099,000","1,241,008,000","1,208,291,000","1,177,783,000","1,189,908,000","1,164,547,000","1,140,815,000","1,092,413,000","1,090,496,000","1,166,762,000","1,158,396,000","1,199,940,000","1,187,843,000","1,181,043,000","1,170,994,000","1,175,351,000","1,168,806,000","1,161,669,000","1,118,195,000","1,115,722,000","1,090,668,000","1,410,623,000","1,421,053,000","1,401,643,000","1,346,912,000","1,305,991,000","316,119,000","324,904,000","330,281,000","320,330,000","337,019,000","332,837,000","311,151,000","294,088,000","259,104,000","238,828,000","224,456,000","217,598,000","106,681,000","92,367,000","84,859,000","81,548,000","76,929,000","71,449,000","69,567,000","65,646,000","65,253,000","66,567,000","69,725,000","70,864,000","75,400,000","75,000,000","52,000,000","52,100,000","50,200,000","47,500,000","44,900,000","44,400,000","53,100,000","52,500,000","53,300,000","53,800,000","52,600,000","53,200,000","52,400,000","53,200,000","54,100,000","56,400,000","57,100,000","59,300,000","70,300,000","71,300,000","75,200,000","80,700,000"
	CurrentAssets,"2,775,500,000","2,863,400,000","2,865,400,000","4,521,900,000","2,804,700,000","2,575,200,000","2,317,600,000","2,337,400,000","2,220,800,000","2,346,500,000","2,234,600,000","2,206,300,000","2,160,100,000","2,208,500,000","2,262,200,000","2,631,400,000","2,810,900,000","2,686,600,000","2,633,700,000","2,412,000,000","2,308,100,000","2,198,500,000","2,002,100,000","2,078,100,000","2,127,000,000","2,114,700,000","1,914,700,000","1,818,100,000","1,678,900,000","1,590,400,000","1,429,200,000","1,387,300,000","1,268,900,000","1,180,100,000","1,073,300,000","959,600,000","963,700,000","899,553,000","883,363,000","829,490,000","752,332,000","856,342,000","816,334,000","712,133,000","872,444,000","820,603,000","789,865,000","683,658,000","644,018,000","635,853,000","590,127,000","526,322,000","486,634,000","469,445,000","494,656,000","529,667,000","496,261,000","469,338,000","513,718,000","491,223,000","468,181,000","426,085,000","420,843,000","470,693,000","461,123,000","505,053,000","495,982,000","487,477,000","477,647,000","476,704,000","463,864,000","455,835,000","423,995,000","406,836,000","386,095,000","275,612,000","281,597,000","267,897,000","227,396,000","184,877,000","157,891,000","186,243,000","203,190,000","203,168,000","220,001,000","228,636,000","212,957,000","210,313,000","190,141,000","177,884,000","170,621,000","169,957,000","62,823,000","53,134,000","49,754,000","46,505,000","43,173,000","39,357,000","38,129,000","35,119,000","35,176,000","36,006,000","39,740,000","41,020,000","46,600,000","50,400,000","29,600,000","30,600,000","27,200,000","25,600,000","23,800,000","23,000,000","28,900,000","28,100,000","28,500,000","28,300,000","26,800,000","27,600,000","26,900,000","27,200,000","27,300,000","27,800,000","27,500,000","26,700,000","34,300,000","31,800,000","33,000,000","30,700,000"
		CashCashEquivalentsAndShortTermInvestments,"774,800,000","1,013,400,000","1,020,100,000","2,974,200,000","1,419,600,000","1,018,600,000","974,800,000","1,138,300,000","1,073,900,000","1,190,400,000","1,054,600,000","935,000,000","957,400,000","1,099,100,000","1,027,400,000","1,542,500,000","1,881,300,000","1,681,500,000","1,616,800,000","1,444,000,000","1,406,900,000","1,350,500,000","1,083,800,000","973,700,000","1,177,500,000","1,233,200,000","1,043,600,000","1,106,000,000","1,054,200,000","1,049,900,000","805,800,000","893,300,000","797,800,000","648,600,000","511,100,000","400,300,000","458,800,000","377,538,000","306,293,000","327,098,000","306,474,000","445,636,000","410,087,000","309,645,000","503,801,000","450,054,000","453,257,000","383,824,000","405,410,000","396,327,000","364,221,000","302,504,000","261,951,000","243,695,000","225,104,000","248,015,000","222,157,000","201,178,000","247,277,000","228,095,000","216,497,000","177,032,000","164,899,000","148,247,000","177,009,000","238,462,000","229,847,000","229,466,000","213,340,000","209,682,000","208,539,000","196,187,000","191,773,000","176,251,000","165,494,000","65,223,000","84,327,000","94,263,000","53,358,000","90,698,000","114,140,000","129,510,000","145,528,000","149,557,000","153,784,000","143,032,000","133,169,000","136,230,000","139,955,000","135,891,000","128,513,000","129,619,000","23,760,000","22,755,000","18,387,000","18,644,000","15,849,000","11,895,000","8,363,000","6,021,000","7,033,000","5,046,000","10,157,000","9,984,000","11,300,000","21,200,000","2,100,000","2,200,000","3,500,000","2,600,000","2,800,000","1,700,000","2,100,000","1,900,000","2,600,000","3,400,000","300,000","700,000","800,000","2,200,000","1,600,000","700,000","1,700,000","4,900,000","10,500,000","10,700,000","9,600,000","3,800,000"
			CashAndCashEquivalents,"656,400,000","876,400,000","882,900,000","2,845,000,000","1,059,900,000","617,200,000","566,700,000","791,300,000","912,400,000","928,200,000","851,300,000","742,800,000","816,300,000","1,085,700,000","733,300,000","1,158,100,000","1,881,300,000","1,681,500,000","1,616,800,000","1,444,000,000","1,406,900,000","1,350,500,000","1,083,800,000","973,700,000","1,177,500,000","1,233,200,000","1,043,600,000","1,106,000,000","1,054,200,000","1,049,900,000","805,800,000","893,300,000","797,800,000","648,600,000","511,100,000","400,300,000","458,800,000","377,538,000","306,293,000","327,098,000","306,474,000","445,636,000","410,087,000","309,645,000","503,801,000","450,054,000","453,257,000","383,824,000","405,410,000","396,327,000","364,221,000","302,504,000","261,951,000","243,695,000","225,104,000","248,015,000","222,157,000","198,714,000","241,577,000","153,195,000","152,447,000","113,932,000","136,749,000","92,242,000","116,754,000","123,492,000","116,522,000","116,940,000","105,585,000","202,203,000","203,539,000","188,187,000","191,773,000","176,251,000","161,506,000","65,223,000","84,327,000","94,263,000","53,358,000","55,276,000","62,413,000","45,888,000","53,172,000","60,516,000","68,802,000","30,004,000","22,981,000","27,747,000","20,884,000","27,850,000","19,001,000","73,381,000","14,029,000","10,433,000","7,148,000","12,923,000","14,356,000","11,895,000","7,129,000","4,680,000","5,815,000","2,000,000","7,118,000","4,369,000","11,300,000","21,200,000","2,100,000","2,200,000","3,500,000","2,600,000","2,800,000","1,700,000","2,100,000","1,900,000","2,600,000","3,400,000","300,000","700,000","800,000","2,200,000","1,600,000","700,000","1,700,000","4,900,000","10,500,000","10,700,000","9,600,000","3,800,000"
			OtherShortTermInvestments,"118,400,000","137,000,000","137,200,000","129,200,000","359,700,000","401,400,000","408,100,000","347,000,000","161,500,000","262,200,000","203,300,000","192,200,000","141,100,000","13,400,000","294,100,000","384,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,464,000","5,700,000","74,900,000","64,050,000","63,100,000","28,150,000","56,005,000","60,255,000","114,970,000","113,325,000","112,526,000","107,755,000","7,479,000","5,000,000","8,000,000",,,"3,988,000",,,,,"35,422,000","51,727,000","83,622,000","92,356,000","89,041,000","84,982,000","113,028,000","110,188,000","108,483,000","119,071,000","108,041,000","109,512,000","56,238,000","9,731,000","12,322,000","11,239,000","5,721,000","1,493,000",,"1,234,000","1,341,000","1,218,000","3,046,000","3,039,000","5,615,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"798,100,000","774,000,000","756,200,000","570,500,000","499,000,000","689,900,000","393,600,000","346,100,000","367,600,000","426,800,000","465,300,000","557,800,000","543,800,000","524,400,000","655,800,000","468,400,000","367,200,000","458,800,000","454,700,000","397,400,000","368,800,000","368,400,000","416,600,000","570,000,000","538,500,000","527,600,000","538,000,000","381,700,000","277,100,000","242,300,000","317,600,000","251,400,000","216,300,000","267,100,000","292,700,000","283,900,000","234,600,000","252,149,000","297,589,000","246,894,000","211,488,000","199,010,000","177,940,000","186,129,000","183,352,000","200,905,000","175,232,000","154,783,000","107,669,000","119,220,000","115,034,000","112,462,000","112,130,000","108,871,000","146,710,000","169,289,000","164,604,000","166,647,000","167,319,000","164,343,000","161,192,000","163,262,000","158,798,000","204,257,000","172,792,000","171,065,000","171,454,000","162,006,000","166,358,000","170,860,000","157,772,000","156,530,000","142,708,000","150,842,000","144,267,000","135,941,000","122,127,000","109,907,000","94,425,000","24,344,000","24,485,000","27,112,000","24,721,000","23,704,000","36,984,000","52,563,000","50,177,000","44,439,000","32,955,000","27,691,000","27,996,000","24,682,000","22,972,000","19,318,000","20,174,000","17,070,000","18,500,000","17,707,000","18,936,000","17,927,000","17,019,000","17,431,000","15,410,000","15,593,000","17,700,000","16,500,000","16,200,000","15,500,000","13,500,000","13,300,000","13,000,000","13,200,000","14,800,000","14,600,000","15,100,000","13,900,000","14,200,000","14,100,000","14,400,000","13,300,000","14,000,000","15,100,000","13,800,000","10,800,000","12,300,000","11,100,000","11,200,000","11,700,000"
			AccountsReceivable,"798,100,000","774,000,000","756,200,000","570,500,000","499,000,000","689,900,000","393,600,000","346,100,000","367,600,000","426,800,000","465,300,000","557,800,000","543,800,000","524,400,000","655,800,000","468,400,000","367,200,000","458,800,000","454,700,000","397,400,000","368,800,000","368,400,000","416,600,000","570,000,000","538,500,000","527,600,000","538,000,000","381,700,000","277,100,000","242,300,000","317,600,000","251,400,000","216,300,000","267,100,000","292,700,000","283,900,000","234,600,000","252,149,000","297,589,000","247,399,000","212,760,000","200,819,000","177,940,000","186,129,000","183,352,000","200,905,000",,"154,783,000","107,669,000","119,220,000",,"112,462,000",,"108,871,000","146,710,000","169,289,000","164,604,000","166,647,000","167,319,000","164,343,000","161,192,000","163,262,000","158,798,000","204,257,000","172,792,000","171,065,000","171,454,000","162,006,000","166,358,000","170,860,000","157,772,000","156,530,000","142,708,000","150,842,000","144,267,000","135,941,000","122,127,000","109,907,000","94,425,000","24,344,000","24,485,000","27,112,000","24,721,000","23,704,000","36,984,000","52,563,000","50,177,000","44,439,000","32,955,000","27,691,000","27,996,000","24,682,000","22,972,000","19,318,000","20,174,000","17,070,000","18,500,000","17,707,000","18,936,000","17,927,000","17,019,000","17,431,000","15,410,000","15,593,000",,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"798,900,000","774,700,000","756,900,000","571,200,000","499,600,000","690,500,000","394,200,000","347,000,000","368,400,000","427,600,000","466,100,000","558,500,000","544,500,000","525,100,000","656,400,000","469,000,000","367,700,000","459,300,000","455,200,000","397,800,000","369,400,000","369,000,000","417,100,000","570,500,000","539,000,000","528,100,000","538,400,000","382,100,000","277,500,000","243,100,000","318,400,000","252,200,000","217,100,000","267,700,000","293,200,000","284,400,000","235,000,000","252,695,000","298,110,000",,,,"178,725,000","187,409,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-800,000","-700,000","-700,000","-700,000","-600,000",,"-600,000","-900,000","-800,000","-800,000","-800,000","-700,000","-700,000","-700,000","-600,000","-600,000","-500,000","-500,000","-500,000","-400,000","-600,000","-600,000","-500,000","-500,000","-500,000","-500,000","-400,000","-400,000","-400,000","-800,000","-800,000","-800,000","-800,000","-600,000","-500,000","-500,000","-400,000","-546,000","-521,000",,,,"-785,000","-1,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-505,000","-1,272,000","-1,809,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
