name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
TotalAssets,"2,753,741,000","2,798,125,000","2,717,718,000","2,722,290,000","2,735,439,000","2,747,054,000","2,828,063,000","2,867,281,000","2,675,782,000","2,840,593,000","2,381,770,000","2,073,790,000","2,076,080,000","1,314,133,000","1,308,063,000","1,306,639,000","1,287,343,000","1,333,060,000","1,275,328,000","1,299,315,000","1,276,828,000","1,293,319,000","1,204,379,000","1,204,318,000","1,192,651,000","1,233,346,000","1,175,856,000","1,174,790,000","1,128,726,000","1,176,452,000","1,105,514,000","1,080,521,000","1,073,756,000","1,124,114,000","1,101,138,000","1,124,887,000","1,071,108,000","1,092,167,000","1,049,123,000","1,012,752,000","1,000,347,000","1,022,570,000","968,423,000","995,722,000","1,004,796,000","1,028,397,000","1,000,712,000","1,033,456,000","1,053,672,000","1,046,751,000","1,077,461,000","1,099,327,000","1,117,463,000","1,142,630,000","1,092,876,000","1,143,630,000","1,191,085,000","1,145,753,000","1,085,813,000","1,065,216,000","1,010,894,000","1,039,731,000","984,670,000","939,029,000","948,424,000","925,922,000","858,533,000","817,818,000","779,014,000","758,717,000","663,152,000","637,009,000","611,018,000","584,808,000","534,576,000","506,509,000","481,122,000","463,842,000","424,493,000","403,113,000","375,819,000","356,927,000","322,563,000","312,391,000","297,032,000","288,392,000","262,743,000","249,347,000","230,928,000","221,800,000","211,200,000","202,400,000","197,300,000","185,420,000","193,900,000","190,700,000","183,400,000","179,943,000","127,800,000","116,100,000","111,200,000","108,155,248","108,400,000","99,700,000","91,400,000","91,800,000","84,800,000","83,500,000","75,400,000","73,200,000","71,300,000","69,200,000","64,700,000","34,100,000","32,500,000","31,500,000","29,600,000","27,500,000","27,100,000"
	CurrentAssets,"367,321,000","405,589,000","310,187,000","328,264,000","343,815,000","341,359,000","411,019,000","454,605,000","270,658,000","244,515,000","449,141,000","158,192,000","157,516,000","195,230,000","154,821,000","169,060,000","163,868,000","208,633,000","164,641,000","210,492,000","201,580,000","221,427,000","182,897,000","197,972,000","189,790,000","225,396,000","187,406,000","207,853,000","188,776,000","239,462,000","173,852,000","163,415,000","166,515,000","225,903,000","216,091,000","261,702,000","211,112,000","230,207,000","185,703,000","165,196,000","152,588,000","176,395,000","128,481,000","156,298,000","168,570,000","186,052,000","153,196,000","178,200,000","189,766,000","172,227,000","165,277,000","176,736,000","179,890,000","190,219,000","136,354,000","183,947,000","234,292,000","181,213,000","157,829,000","157,903,000","155,591,000","202,477,000","177,116,000","183,526,000","210,440,000","172,254,000","149,701,000","146,699,000","126,354,000","114,546,000","109,335,000","97,951,000","149,230,000","115,493,000","89,450,000","78,921,000","72,057,000","73,288,000","59,492,000","62,320,000","54,616,000","58,053,000","50,356,000","62,266,000","80,223,000","82,607,000","72,670,000","61,718,000","63,365,000","68,500,000","64,000,000","60,900,000","56,900,000","54,694,000","65,800,000","74,800,000","75,500,000","78,024,000","31,000,000","29,200,000","27,900,000","27,400,440","31,000,000","28,800,000","24,500,000","29,600,000","22,300,000","19,800,000","18,400,000","21,000,000","21,500,000","17,800,000","15,800,000","12,100,000","10,800,000","10,700,000","9,100,000","5,800,000","17,200,000"
		CashCashEquivalentsAndShortTermInvestments,"183,556,000","189,627,000","131,030,000","161,768,000","181,345,000","154,085,000","243,768,000","250,155,000","81,023,000","58,416,000","306,252,000","22,604,000","22,529,000","26,578,000","12,639,000","29,369,000","24,801,000","6,008,000","19,795,000","66,314,000","65,666,000","53,839,000","65,845,000","79,618,000","53,922,000","43,854,000","29,607,000","61,548,000","39,478,000","58,018,000","22,141,000","25,577,000","31,465,000","61,751,000","82,625,000","130,623,000","87,140,000","83,569,000","56,431,000","48,416,000","41,300,000","48,211,000","19,718,000","58,933,000","76,234,000","81,619,000","59,794,000","86,293,000","106,736,000","73,715,000","82,301,000","95,582,000","88,650,000","81,361,000","55,960,000","94,778,000","129,784,000","41,881,000","38,141,000","62,310,000","69,658,000","101,058,000","85,959,000","107,858,000","137,104,000","94,274,000","74,795,000","78,115,000","56,919,000","45,410,000","34,653,000","35,677,000","86,474,000","49,155,000","25,587,000","27,072,000","21,487,000","22,852,000","21,816,000","32,082,000","23,704,000","22,985,000","22,463,000","33,958,000","43,045,000","51,106,000","46,445,000","45,567,000","46,748,000","24,000,000","43,400,000","29,300,000","25,800,000","39,063,000","26,300,000","35,700,000","36,000,000","52,051,000","9,100,000","11,100,000","9,400,000","10,305,960","9,500,000","8,300,000","6,500,000","10,100,000","2,500,000","1,300,000","900,000","400,000","1,600,000","2,200,000","3,000,000","1,100,000","1,200,000","1,200,000","2,100,000","2,800,000","1,600,000"
			CashAndCashEquivalents,"183,556,000","189,627,000","131,030,000","161,768,000","181,345,000","154,085,000","243,768,000","250,155,000","81,023,000","58,416,000","306,252,000","22,604,000","22,529,000","26,578,000","12,639,000","29,369,000","24,801,000","6,008,000","19,795,000","66,314,000","65,666,000","53,839,000","65,845,000","79,618,000","53,922,000","43,854,000","29,607,000","61,548,000","39,478,000","58,018,000","22,141,000","25,577,000","31,465,000","61,751,000","82,625,000","130,623,000","87,140,000","83,569,000","56,431,000","48,416,000","41,300,000","48,211,000","19,718,000","58,933,000","76,234,000","81,619,000","59,794,000","86,293,000","106,736,000","73,715,000","82,301,000","95,582,000","88,650,000","80,365,000","55,011,000","93,784,000","128,786,000","36,867,000","22,417,000","1,694,000","29,770,000","44,790,000","19,571,000","20,599,000","13,024,000","31,052,000","21,127,000","24,368,000","18,301,000","14,041,000","6,454,000","8,012,000","63,641,000","15,167,000","1,706,000","5,302,000","7,297,000","11,033,000","10,318,000","22,329,000","15,367,000","14,025,000","5,981,000","18,460,000","27,038,000","34,284,000","26,393,000","14,972,000","25,783,000","24,000,000","25,300,000","29,300,000","25,800,000","17,467,000","26,300,000","35,700,000","36,000,000","43,543,000","9,100,000","11,100,000","9,400,000","8,535,960","9,500,000","8,300,000","6,500,000","10,100,000","2,500,000","1,300,000","900,000","400,000","1,600,000","2,200,000","3,000,000","1,100,000","1,200,000","1,200,000","2,100,000","2,800,000","1,600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","996,000","949,000","994,000","998,000","5,014,000","15,724,000","60,616,000","39,888,000","56,268,000","66,388,000","87,259,000","124,080,000","63,222,000","53,668,000","53,747,000","38,618,000","31,369,000","28,199,000","27,665,000","22,833,000","33,988,000","23,881,000","21,770,000","14,190,000","11,819,000","11,498,000","9,753,000","8,337,000","8,960,000","16,482,000","15,498,000","16,007,000","16,822,000","20,052,000","30,595,000","20,965,000",,"18,100,000",,,"21,596,000",,,,"8,508,000",,,,"1,770,000",,,,,,,,,,,,,,,,,
		Receivables,"103,344,000","136,677,000","106,173,000","92,589,000","92,788,000","112,676,000","97,336,000","127,597,000","99,324,000","94,928,000","56,216,000","50,053,000","46,188,000","89,121,000","54,086,000","52,054,000","44,072,000","102,399,000","52,130,000","53,013,000","44,788,000","80,224,000","45,174,000","45,959,000","59,688,000","105,556,000","61,901,000","48,141,000","55,118,000","94,880,000","58,107,000","43,430,000","41,493,000","70,071,000","43,917,000","40,690,000","34,802,000","62,658,000","47,942,000","39,412,000","30,214,000","48,902,000","37,616,000","27,522,000","24,356,000","47,320,000","31,989,000","32,102,000","22,392,000","40,702,000","25,928,000","22,388,000","34,068,000","58,071,000","28,932,000","29,871,000","31,960,000","72,392,000","55,543,000","33,905,000","29,339,000","59,383,000","39,445,000","26,719,000","26,394,000","34,498,000","27,624,000","24,766,000","27,155,000","31,595,000","40,071,000","29,232,000","28,669,000","30,776,000","31,676,000","21,675,000","20,997,000","23,241,000","17,825,000","12,674,000","12,881,000","19,011,000","13,390,000","14,880,000","24,393,000","19,989,000","16,130,000","6,972,000","7,167,000","12,100,000","10,700,000","8,200,000","6,700,000","8,951,000","5,700,000","4,900,000","7,600,000","10,251,000","4,800,000","3,600,000","2,100,000","4,693,234","4,800,000","5,000,000","4,300,000","4,900,000","6,200,000","4,100,000","3,800,000","4,700,000","4,000,000","2,000,000","2,300,000","2,500,000","1,600,000","1,300,000","1,400,000","1,000,000","1,000,000"
			AccountsReceivable,"66,451,000",,"66,663,000","57,934,000","57,815,000",,"26,265,000","22,932,000","22,862,000","25,619,000","16,356,000","16,874,000","17,742,000","20,928,000","15,985,000","17,806,000","16,348,000","19,865,000","13,195,000","14,073,000","12,460,000","15,632,000","13,950,000","14,468,000","13,079,000","14,159,000","10,866,000","8,811,000","12,643,000","15,170,000","11,013,000","9,158,000","11,672,000","10,081,000","11,165,000","10,944,000","8,787,000","14,558,000","12,194,000","10,248,000","8,880,000","11,334,000","13,024,000","5,801,000","6,677,000","16,184,000","9,744,000","6,269,000","6,995,000","11,352,000","10,426,000","6,289,000","6,612,000","12,537,000","9,491,000","6,930,000","7,791,000","11,347,000","8,461,000","6,358,000","7,488,000","11,639,000","6,250,000","6,117,000","6,224,000","8,108,000","6,803,000","5,477,000","6,535,000","8,492,000","6,742,000","4,630,000","6,699,000","7,360,000","6,538,000","5,152,000","3,857,000","5,490,000","5,236,000","5,379,000","4,779,000","5,745,000","4,170,000","4,051,000","4,971,000",,"3,964,000","3,298,000","3,352,000",,,,,"3,473,000",,,,"2,164,000",,,,"2,383,138",,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,135,000",,,,"1,433,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"36,893,000","36,173,000","39,510,000","34,655,000","34,973,000","36,889,000","45,603,000","79,013,000","49,179,000","4,626,000","8,415,000","2,382,000",,"0","3,185,000","2,433,000","1,348,000","15,016,000","5,038,000","4,198,000",,"0","459,000","4,341,000","16,021,000","18,739,000","16,031,000","5,917,000","12,783,000","17,383,000","11,539,000","2,767,000","1,093,000","4,529,000","2,416,000","1,897,000",,"0","5,811,000","3,943,000","2,542,000","5,472,000","4,632,000","1,748,000",,"3,840,000","5,874,000","10,825,000","1,241,000","1,875,000","0","0","8,564,000","12,713,000",,,,"0","0","0","0","4,943,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"100,504,000",,,,"75,787,000","25,468,000","25,652,000","27,283,000","64,683,000","31,445,000","30,797,000","28,446,000","68,193,000","34,916,000","31,815,000","26,376,000","67,518,000","33,897,000","34,742,000","32,328,000","64,592,000","30,765,000","27,150,000","30,588,000","72,658,000","35,004,000","33,413,000","29,692,000","62,327,000","35,555,000","31,505,000","28,728,000","55,461,000","30,336,000","27,849,000","26,015,000","48,100,000","29,937,000","25,221,000","18,792,000","32,096,000","19,960,000","19,973,000","17,679,000","27,296,000","16,371,000","15,008,000","14,156,000","27,475,000","15,502,000","16,099,000","18,892,000","32,821,000","19,441,000","22,941,000","24,169,000","61,045,000","47,082,000","27,547,000","21,851,000","41,666,000","33,195,000","20,602,000","20,170,000","24,957,000","20,821,000","19,289,000","20,620,000","23,103,000","33,329,000","24,602,000","21,970,000","23,416,000","25,138,000","16,523,000","17,140,000","17,751,000","12,589,000","7,295,000","8,102,000","13,266,000","9,220,000","10,829,000","19,422,000",,"12,166,000","3,674,000","3,815,000",,,,,"5,478,000",,,,"8,087,000",,,,"2,310,096",,,,,,,,,,,,,,,,,
