name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"722,800,000","85,600,000","125,600,000","285,200,000","226,400,000","85,900,000","155,600,000","330,000,000","155,500,000","13,900,000","112,800,000","156,100,000","40,000,000","3,900,000","70,100,000","111,400,000","11,300,000","-9,700,000","20,400,000","127,300,000","8,000,000","67,200,000","55,700,000","57,900,000","70,700,000","-18,800,000","101,000,000","132,100,000","7,500,000","-6,400,000","44,300,000","108,500,000","74,000,000","-1,600,000","-6,300,000","116,300,000","-16,700,000","5,200,000","36,195,000","67,164,000","41,983,000","44,558,000","69,727,000","75,029,000","48,225,000","55,725,000","44,408,000","71,892,000","44,502,000","23,320,000","14,583,000","54,953,000","39,451,000","25,999,000","29,480,000","72,606,000","71,723,000","24,585,000","-3,499,000","55,676,000","45,609,000","28,575,000","32,724,000","46,581,000","34,955,000","51,555,000","23,173,000","29,952,000","15,031,000","34,093,000","21,237,000","26,028,000","20,804,000","8,897,000","5,180,000","18,811,000","18,456,000","4,503,000"
	CashFlowFromContinuingOperatingActivities,"722,400,000","85,600,000","125,600,000","284,500,000","226,700,000","86,300,000","156,800,000","327,500,000","155,400,000","15,000,000","113,100,000","155,800,000","41,300,000","4,600,000","76,900,000","129,000,000","11,300,000","-9,700,000","20,400,000","127,300,000","8,000,000","67,200,000","55,700,000","57,900,000","70,700,000","-18,800,000","101,000,000","132,100,000","7,500,000","-6,400,000","44,300,000","108,500,000","74,000,000","-1,600,000","-6,300,000","116,300,000","-16,700,000","5,200,000","36,195,000","67,164,000","41,983,000","44,558,000","69,727,000","75,029,000","48,225,000","55,725,000","44,408,000","71,892,000","44,502,000","23,320,000","14,583,000","54,953,000","39,451,000","25,999,000","29,480,000","72,606,000","71,723,000","24,585,000","-3,499,000","55,676,000","45,609,000","28,575,000","32,724,000","46,581,000","34,955,000","51,555,000","23,173,000","29,952,000","15,031,000","34,093,000","21,237,000","26,028,000","20,804,000","8,897,000","5,180,000","18,811,000","18,456,000","4,503,000"
		NetIncomeFromContinuingOperations,"625,200,000","130,900,000","176,500,000","177,400,000","140,400,000","130,700,000","146,300,000","119,400,000","23,100,000","61,000,000","46,700,000","72,400,000","42,700,000","29,000,000","19,100,000","52,300,000","21,200,000","22,800,000","45,800,000","41,200,000","21,700,000","32,000,000","60,900,000","76,600,000","20,000,000","39,000,000","-12,200,000","40,900,000","21,000,000","25,000,000","47,200,000","37,500,000","-2,400,000","27,700,000","28,300,000","39,700,000","-1,600,000","12,500,000",,,,,,,,"48,260,000","46,249,000","44,138,000","33,515,000","33,243,000","29,114,000","25,684,000","16,857,000","13,338,000","1,055,000","24,071,000","20,228,000","13,514,000","39,930,000","38,818,000","32,931,000","29,780,000","30,454,000","28,863,000","26,112,000","26,893,000","30,361,000","17,368,000","24,850,000","26,750,000","23,880,000","22,411,000","16,945,000","11,771,000","11,585,000","325,000","14,780,000","10,885,000"
		OperatingGainsLosses,"-28,000,000","-7,000,000","-9,600,000","-6,400,000","-5,000,000","-5,100,000","-8,000,000","-4,500,000","-4,600,000","800,000","-4,200,000","-3,100,000","-3,400,000","-9,400,000","-4,700,000","-2,300,000","-2,200,000","-7,200,000","-5,200,000","-5,600,000","-5,200,000","-2,500,000","-3,200,000","-2,400,000","44,500,000","-4,200,000","-2,400,000","700,000","-400,000","-2,800,000","1,500,000","2,400,000","18,000,000","-1,300,000","-1,800,000","-1,300,000","-100,000","-300,000","482,000","839,000","-318,000","1,097,000","337,000","85,000","1,268,000","-442,000","-42,000","1,727,000","-1,306,000","-844,000","415,000","-114,000","459,000","-311,000","-13,000","-190,000","828,000","41,000","-564,000","925,000","-11,000","-26,000","169,000","-203,000","-702,000","1,264,000","2,192,000","2,050,000","1,630,000","2,815,000","1,569,000","-1,460,000","2,320,000","2,552,000",,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,000",,,,"583,000","26,000","-45,000","0",,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"800,000","-100,000","0","400,000","500,000","100,000","-900,000","-600,000","400,000","600,000","600,000","500,000","400,000","-6,700,000","300,000","-500,000","1,600,000","-3,500,000","-900,000","-3,000,000","800,000","-100,000","1,000,000","-300,000","400,000","-1,600,000","800,000","2,300,000","2,300,000","100,000","1,700,000","0","0","100,000","100,000","-900,000","1,000,000","-100,000","482,000","839,000","-318,000","1,097,000","283,000","85,000","1,268,000","-442,000","-162,000","646,000","-1,306,000","-844,000","-168,000","-140,000","504,000","-311,000",,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-30,800,000","-6,900,000","-10,100,000","-6,800,000","-7,000,000","-6,700,000","-6,800,000","-4,800,000","-5,000,000","200,000","-5,500,000","-3,900,000","-3,600,000","-2,900,000","-6,100,000","-3,800,000","-3,800,000","-3,900,000","-5,000,000","-3,500,000","-4,400,000","-2,700,000","-4,700,000","-2,400,000","-3,400,000","-2,800,000","-3,500,000","-2,000,000","-3,400,000","-3,000,000","-2,700,000","-1,800,000","-2,100,000","-1,700,000","-2,100,000","-1,000,000","-1,100,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"117,100,000","30,400,000","30,700,000","29,000,000","27,000,000","26,500,000","25,500,000","25,000,000","24,300,000","23,200,000","23,000,000","23,200,000","22,000,000","21,500,000","21,900,000","23,200,000","21,100,000","20,900,000","20,600,000","21,000,000","20,100,000","19,600,000","19,000,000","18,300,000","18,400,000","17,600,000","16,500,000","18,300,000","18,800,000","17,800,000","18,600,000","17,600,000","20,200,000","19,900,000","22,100,000","21,100,000","20,200,000","11,200,000","9,423,000","9,229,000","8,958,000","8,690,000","8,955,000","8,750,000","8,249,000","8,341,000","8,491,000","8,164,000","8,121,000","7,585,000","17,379,000","8,012,000","7,787,000","7,727,000","10,021,000","10,396,000","10,942,000","10,498,000","9,919,000","10,335,000","10,068,000","10,723,000","3,905,000","8,094,000","7,400,000","7,297,000","9,416,000","6,726,000","5,686,000","8,207,000","8,381,000","11,443,000","6,161,000","6,022,000","7,586,000","4,697,000","5,027,000","4,713,000"
			DepreciationAndAmortization,"117,100,000","30,400,000","30,700,000","29,000,000","27,000,000","26,500,000","25,500,000","25,000,000","24,300,000","23,200,000","23,000,000","23,200,000","22,000,000","21,500,000","21,900,000","23,200,000","21,100,000","20,900,000","20,600,000","21,000,000","20,100,000","19,600,000","19,000,000","18,300,000","18,400,000","17,600,000","16,500,000","18,300,000","18,800,000","17,800,000","18,600,000","17,600,000","20,200,000","19,900,000","22,100,000","21,100,000","20,200,000","11,200,000","9,423,000","9,229,000","8,958,000","8,690,000","8,955,000","8,750,000","8,249,000","8,341,000","8,491,000","8,164,000","8,121,000","7,585,000","17,379,000","8,012,000","7,787,000","7,727,000","10,021,000","10,396,000","10,942,000","10,498,000","9,919,000","10,335,000","10,068,000","10,723,000","3,905,000","8,094,000","7,400,000","7,297,000","9,416,000","6,726,000","5,686,000","8,207,000","8,381,000","11,443,000","6,161,000","6,022,000","7,586,000","4,697,000","5,027,000","4,713,000"
