name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalAssets,"11,703,000,000","11,622,000,000","11,616,000,000","11,941,000,000","11,837,000,000","11,852,000,000","11,811,000,000","12,395,000,000","12,224,000,000","13,226,000,000","13,383,000,000","13,592,000,000","13,616,000,000","13,232,000,000","5,028,000,000","5,003,000,000","5,166,000,000","4,842,000,000","4,935,000,000","4,881,000,000","4,637,000,000","4,342,000,000","4,406,000,000","4,276,000,000","4,348,000,000","3,967,000,000","4,157,000,000","4,201,000,000","4,139,000,000","4,010,000,000","4,232,000,000","4,317,000,000","4,179,000,000","3,830,000,000","4,099,000,000","3,939,000,000","3,878,000,000","3,608,000,000","3,702,000,000","3,627,000,000","3,651,000,000","3,337,000,000","3,436,000,000","3,558,000,000","3,532,000,000","3,167,000,000","3,270,000,000","2,980,000,000","3,034,000,000","2,841,000,000","2,939,000,000","2,767,000,000","2,742,000,000","2,828,000,000","3,562,000,000","3,892,000,000","3,773,000,000","3,590,000,000","3,822,000,000","3,709,000,000","3,489,000,000","3,263,000,000","3,153,000,000","3,165,000,000","3,032,000,000","2,940,000,000","3,050,000,000","3,067,000,000","3,061,000,000","3,110,000,000","2,996,000,000","2,923,000,000","2,912,000,000","2,795,000,000","2,649,000,000","2,673,000,000","2,582,000,000","2,504,000,000","2,740,000,000","2,765,000,000","2,719,000,000","2,681,000,000","2,799,000,000","2,845,000,000","2,869,000,000","2,886,000,000","2,912,000,000","2,988,000,000","2,961,000,000","2,943,000,000","4,494,000,000"
	CurrentAssets,"6,020,000,000","5,813,000,000","5,817,000,000","6,005,000,000","5,872,000,000","5,693,000,000","5,779,000,000","5,844,000,000","5,636,000,000","5,735,000,000","5,888,000,000","5,994,000,000","6,027,000,000","6,109,000,000","2,936,000,000","2,925,000,000","3,065,000,000","2,799,000,000","2,961,000,000","2,962,000,000","2,856,000,000","2,602,000,000","2,677,000,000","2,604,000,000","2,662,000,000","2,311,000,000","2,571,000,000","2,606,000,000","2,614,000,000","2,426,000,000","2,645,000,000","2,729,000,000","2,628,000,000","2,290,000,000","2,579,000,000","2,447,000,000","2,383,000,000","2,124,000,000","2,273,000,000","2,264,000,000","2,259,000,000","1,979,000,000","2,103,000,000","2,142,000,000","2,129,000,000","1,790,000,000","1,917,000,000","1,672,000,000","1,643,000,000","1,393,000,000","1,485,000,000","1,338,000,000","1,313,000,000","1,338,000,000","1,765,000,000","1,923,000,000","1,800,000,000","1,641,000,000","1,894,000,000","1,819,000,000","1,638,000,000","1,422,000,000","1,361,000,000","1,374,000,000","1,277,000,000","1,197,000,000","1,338,000,000","1,335,000,000","1,272,000,000","1,278,000,000","1,275,000,000","1,270,000,000","1,231,000,000","1,105,000,000","1,044,000,000","1,097,000,000","1,059,000,000","966,000,000","998,000,000","1,024,000,000","998,000,000","941,000,000","1,075,000,000","1,136,000,000","1,127,000,000","1,109,000,000","1,207,000,000","1,284,000,000","1,251,000,000","1,201,000,000","1,216,000,000"
		CashCashEquivalentsAndShortTermInvestments,"636,000,000","859,000,000","589,000,000","713,000,000","626,000,000","798,000,000","716,000,000","1,362,000,000","767,000,000","564,000,000","389,000,000","384,000,000","357,000,000","697,000,000","202,000,000","235,000,000","288,000,000","315,000,000","277,000,000","333,000,000","341,000,000","347,000,000","324,000,000","311,000,000","374,000,000","287,000,000","220,000,000","250,000,000","288,000,000","282,000,000","275,000,000","260,000,000","267,000,000","275,000,000","276,000,000","235,000,000","233,000,000","223,000,000","207,000,000","181,000,000","193,000,000","214,000,000","163,000,000","161,000,000","199,000,000","233,000,000","184,000,000","146,000,000","193,000,000","167,000,000","137,000,000","111,000,000","113,000,000","126,000,000","127,000,000","164,000,000","161,000,000","188,000,000","203,000,000","168,000,000","136,000,000","202,000,000","116,000,000","123,000,000","96,000,000","141,000,000","89,000,000","66,000,000","68,000,000","214,000,000","203,000,000","166,000,000","149,000,000","145,000,000","63,000,000","58,000,000","58,000,000","54,000,000","46,000,000","52,000,000","56,000,000","53,000,000","92,000,000","70,000,000","56,000,000","35,000,000","68,000,000","51,000,000","53,000,000","84,000,000","42,000,000"
			CashAndCashEquivalents,"636,000,000","859,000,000","589,000,000","713,000,000","626,000,000","798,000,000","716,000,000","1,362,000,000","767,000,000","564,000,000","389,000,000","384,000,000","357,000,000","697,000,000","202,000,000","235,000,000","288,000,000","315,000,000","277,000,000","333,000,000","341,000,000","347,000,000","324,000,000","311,000,000","374,000,000","287,000,000","220,000,000","250,000,000","288,000,000","282,000,000","275,000,000","260,000,000","267,000,000","275,000,000","276,000,000","235,000,000","233,000,000","223,000,000","207,000,000","181,000,000","193,000,000","214,000,000","163,000,000","161,000,000","199,000,000","233,000,000","184,000,000","146,000,000","193,000,000","167,000,000","137,000,000","111,000,000","113,000,000","126,000,000","127,000,000","164,000,000","161,000,000","188,000,000","203,000,000","168,000,000","136,000,000","202,000,000","116,000,000","123,000,000","96,000,000","141,000,000","89,000,000","66,000,000","68,000,000","214,000,000","203,000,000","166,000,000","149,000,000","145,000,000","63,000,000","58,000,000","58,000,000","54,000,000","46,000,000","52,000,000","56,000,000","53,000,000","92,000,000","70,000,000","56,000,000","35,000,000","68,000,000","51,000,000","53,000,000","84,000,000","42,000,000"
		Receivables,"2,503,000,000","2,308,000,000","2,471,000,000","2,636,000,000","2,706,000,000","2,423,000,000","2,675,000,000","2,100,000,000","2,242,000,000","2,538,000,000","2,753,000,000","2,847,000,000","2,843,000,000","2,572,000,000","1,408,000,000","1,442,000,000","1,524,000,000","1,321,000,000","1,475,000,000","1,501,000,000","1,442,000,000","1,294,000,000","1,298,000,000","1,287,000,000","1,286,000,000","1,112,000,000","1,281,000,000","1,285,000,000","1,252,000,000","1,088,000,000","1,265,000,000","1,358,000,000","1,288,000,000","1,060,000,000","1,255,000,000","1,218,000,000","1,153,000,000","986,000,000","1,131,000,000","1,181,000,000","1,172,000,000","980,000,000","1,117,000,000","1,136,000,000","1,090,000,000","826,000,000","969,000,000","855,000,000","779,000,000","596,000,000","718,000,000","637,000,000","610,000,000","574,000,000","846,000,000","924,000,000","855,000,000","757,000,000","914,000,000","917,000,000","799,000,000","604,000,000","641,000,000","659,000,000","628,000,000","543,000,000","675,000,000","662,000,000","556,000,000","488,000,000","511,000,000","550,000,000","512,000,000","442,000,000","483,000,000","522,000,000","466,000,000","409,000,000","428,000,000","457,000,000","442,000,000","395,000,000","461,000,000","519,000,000","499,000,000","487,000,000","584,000,000","684,000,000","645,000,000","571,000,000","680,000,000"
			AccountsReceivable,"2,503,000,000","2,308,000,000","2,471,000,000","2,636,000,000","2,706,000,000","2,423,000,000","2,675,000,000","2,100,000,000","2,146,000,000","2,438,000,000","2,645,000,000","2,754,000,000","2,738,000,000","2,487,000,000","1,389,000,000","1,418,000,000","1,499,000,000","1,294,000,000","1,451,000,000","1,482,000,000","1,421,000,000","1,272,000,000","1,276,000,000","1,263,000,000","1,269,000,000","1,102,000,000","1,259,000,000","1,266,000,000","1,231,000,000","1,064,000,000","1,244,000,000","1,334,000,000","1,265,000,000","1,041,000,000","1,226,000,000","1,196,000,000","1,129,000,000","966,000,000","1,131,000,000","1,181,000,000","1,172,000,000","980,000,000","1,117,000,000","1,136,000,000","1,090,000,000","826,000,000",,"35,000,000","29,000,000","24,000,000",,"56,000,000","23,000,000","529,000,000","795,000,000","907,000,000","834,000,000","732,000,000","880,000,000","908,000,000","777,000,000","579,000,000","619,000,000","636,000,000","608,000,000","515,000,000","27,000,000","631,000,000","528,000,000","458,000,000","511,000,000","550,000,000","498,000,000","427,000,000","470,000,000","508,000,000","451,000,000","394,000,000","411,000,000","446,000,000","427,000,000","380,000,000","439,000,000","494,000,000","499,000,000",,,,,,
				GrossAccountsReceivable,,"2,334,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"648,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"820,000,000","750,000,000","572,000,000",,"581,000,000","587,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
