name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994
TotalAssets,"3,210,445,000","3,158,741,000","3,184,490,000","3,175,180,000","3,160,197,000","3,386,903,000","3,132,434,000","3,137,577,000","3,109,899,000","3,257,534,000","3,340,756,000","3,450,320,000","2,114,142,000","2,122,455,000","1,984,324,000","1,965,736,000","2,015,169,000","1,861,639,000","1,814,889,000","1,858,303,000","1,830,806,000","1,902,295,000","1,802,186,000","1,799,925,000","1,834,342,000","1,990,212,000","1,744,664,000","1,772,458,000","1,771,494,000","1,850,700,000","1,822,021,000","1,614,204,000","1,640,002,000","1,681,851,000","1,601,495,000","1,533,724,000","1,557,316,000","1,250,886,000","1,220,802,000","1,202,999,000","1,228,676,000","664,642,000","614,702,000","613,647,000","615,453,000","601,529,000","581,393,000","552,516,000","560,371,000","590,043,000","552,958,000","546,626,000","548,314,000","552,842,000","558,326,000","582,504,000","584,715,000","570,458,000","506,741,000","529,582,000","533,386,000","509,476,000","534,147,000","427,336,000","390,795,000","362,306,000","363,380,000","342,494,000","356,950,000","344,433,000","325,458,000","315,158,000","292,698,000","276,042,000","263,900,000","256,349,000","259,260,000","276,808,000","266,519,000","284,531,000","286,216,000","291,731,000","327,453,000","341,352,000","365,365,000","328,199,000","330,152,000","325,048,000","317,719,000","307,600,000","329,500,000","302,400,000","296,100,000","243,000,000","221,400,000","195,000,000","177,300,000","169,800,000","165,200,000","154,200,000","140,600,000","131,600,000","123,200,000","111,600,000","105,700,000","102,700,000","100,100,000","67,200,000","63,300,000","56,100,000","58,600,000"
	CurrentAssets,"1,009,727,000","937,434,000","1,011,535,000","985,230,000","956,252,000","1,154,914,000","870,331,000","852,407,000","806,446,000","920,376,000","1,004,890,000","1,121,983,000","514,217,000","566,477,000","413,335,000","389,986,000","419,294,000","421,821,000","306,722,000","345,477,000","340,867,000","407,991,000","262,768,000","268,479,000","312,914,000","388,084,000","380,626,000","381,457,000","356,046,000","418,268,000","410,449,000","390,603,000","411,928,000","436,362,000","475,694,000","417,915,000","422,026,000","356,126,000","337,506,000","373,833,000","416,613,000","341,864,000","291,239,000","288,180,000","285,600,000","294,809,000","268,508,000","249,047,000","251,677,000","274,062,000","237,285,000","237,561,000","242,194,000","246,544,000","224,256,000","235,256,000","237,270,000","225,684,000","171,878,000","205,240,000","210,430,000","191,699,000","225,519,000","265,249,000","273,846,000","244,577,000","244,612,000","253,976,000","268,270,000","261,750,000","243,980,000","236,154,000","225,414,000","207,330,000","194,504,000","169,089,000","164,536,000","175,707,000","162,652,000","165,238,000","161,745,000","155,836,000","157,712,000","168,580,000","174,793,000","173,281,000","173,773,000","174,332,000","177,634,000","164,300,000","186,100,000","179,800,000","176,000,000","173,800,000","161,200,000","139,300,000","125,200,000","120,100,000","118,100,000","112,900,000","102,400,000","93,300,000","86,000,000","76,700,000","73,700,000","76,900,000","78,800,000","47,400,000","42,800,000","33,900,000","36,600,000"
		CashCashEquivalentsAndShortTermInvestments,"114,754,000","122,059,000","141,482,000","146,213,000","184,364,000","165,374,000","133,845,000","129,223,000","119,124,000","121,398,000","121,581,000","139,396,000","176,173,000","148,502,000","76,342,000","59,033,000","74,281,000","69,710,000","67,930,000","95,357,000","99,744,000","75,753,000","50,912,000","52,463,000","94,369,000","102,239,000","80,857,000","50,397,000","68,459,000","77,301,000","60,071,000","54,982,000","58,936,000","95,059,000","166,511,000","107,741,000","112,484,000","76,329,000","87,682,000","149,616,000","201,080,000","197,098,000","179,700,000","170,807,000","168,882,000","171,310,000","143,902,000","117,757,000","130,546,000","125,917,000","102,986,000","114,403,000","109,500,000","112,966,000","94,341,000","98,193,000","108,667,000","97,011,000","60,794,000","89,965,000","95,963,000","89,900,000","110,148,000","176,090,000","189,721,000","157,798,000","156,512,000","189,098,000","195,938,000","186,486,000","169,632,000","158,859,000","137,218,000","126,839,000","115,282,000","103,700,000","94,591,000","91,309,000","91,651,000","62,228,000","54,496,000","38,853,000","34,902,000","32,215,000","23,447,000","22,438,000","31,506,000","41,539,000","64,942,000","57,100,000","79,000,000","62,600,000","62,600,000","62,000,000","62,600,000","48,600,000","49,400,000","47,000,000","46,600,000","42,600,000","38,200,000","31,000,000","31,500,000","22,900,000","28,900,000","34,100,000","35,500,000","14,100,000","13,600,000","3,800,000","3,500,000"
			CashAndCashEquivalents,"114,754,000","122,059,000","141,482,000","146,213,000","184,364,000","165,374,000","133,845,000","129,223,000","119,124,000","121,398,000","121,581,000","139,396,000","176,173,000","148,502,000","76,342,000","59,033,000","74,281,000","69,710,000","67,930,000","95,357,000","99,744,000","75,753,000","50,912,000","52,463,000","94,369,000","102,239,000","80,857,000","50,397,000","68,459,000","77,301,000","60,071,000","54,982,000","58,936,000","95,059,000","166,511,000","107,741,000","112,484,000","76,329,000","87,682,000","149,616,000","201,080,000","197,098,000","179,700,000","170,807,000","168,882,000","171,310,000","143,902,000","117,757,000","130,546,000","125,917,000","102,986,000","114,403,000","109,500,000","112,966,000","94,341,000","98,193,000","108,667,000","97,011,000","60,794,000","89,965,000","95,963,000","89,900,000","110,148,000","108,365,000","113,539,000","95,705,000","83,693,000","113,015,000","87,499,000","178,317,000","169,632,000","158,859,000","137,218,000","125,684,000","113,986,000","100,893,000","91,408,000","88,122,000","87,894,000","59,268,000","47,305,000","36,753,000","32,252,000","28,101,000","20,749,000","20,581,000","23,400,000","29,501,000","40,801,000","44,000,000","70,500,000","62,600,000","62,600,000","62,000,000","62,600,000","48,600,000","49,400,000","47,000,000","46,600,000","42,600,000","38,200,000","31,000,000","31,500,000","22,900,000","28,900,000","34,100,000","35,500,000","14,100,000","13,600,000","3,800,000","3,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,198,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,725,000","76,182,000","62,093,000","72,819,000","76,083,000","108,439,000","8,169,000",,,,"1,155,000","1,296,000","2,807,000","3,183,000","3,187,000","3,757,000","2,960,000","7,191,000","2,100,000","2,650,000","4,114,000","2,698,000","1,857,000","8,106,000","12,038,000","24,141,000","13,100,000","8,500,000",,,,,,,,,,,,,,,,,,,,
		Receivables,"310,778,000","320,405,000","299,336,000","289,351,000","280,386,000","342,879,000","309,496,000","324,659,000","305,647,000","359,197,000","325,333,000","286,393,000","279,592,000","363,473,000","299,336,000","290,201,000","297,925,000","300,829,000","195,443,000","205,041,000","194,114,000","287,103,000","167,574,000","175,532,000","177,345,000","239,125,000","196,072,000","231,011,000","187,833,000","242,919,000","227,067,000","215,382,000","220,631,000","225,952,000","203,239,000","206,462,000","204,109,000","222,893,000","180,427,000","159,951,000","144,632,000","100,048,000","78,956,000","81,080,000","79,303,000","87,351,000","82,012,000","90,341,000","81,050,000","108,383,000","95,296,000","85,471,000","99,774,000","98,290,000","106,437,000","110,863,000","101,467,000","105,097,000","86,191,000","89,959,000","92,225,000","78,995,000","86,882,000","72,316,000","67,657,000","65,688,000","69,065,000","52,141,000","60,305,000","60,006,000","55,693,000","67,992,000","65,404,000","58,096,000","51,817,000","50,367,000","51,322,000","61,384,000","48,887,000","86,602,000","87,819,000","95,943,000","101,209,000","95,762,000","117,544,000","121,236,000","115,215,000","109,647,000","96,477,000","96,600,000","92,500,000","96,300,000","101,200,000","100,500,000","87,900,000","77,700,000","68,800,000","65,900,000","65,000,000","62,400,000","60,900,000","59,300,000","49,100,000","48,900,000","41,100,000","39,400,000","39,600,000","31,700,000","27,700,000","28,200,000","28,900,000"
			AccountsReceivable,"149,047,000","159,618,000","299,336,000","289,351,000","280,386,000","342,879,000","309,496,000","324,659,000","305,647,000","359,197,000","325,333,000","286,393,000","265,750,000","348,182,000","279,641,000","273,192,000","278,369,000","235,338,000","156,465,000","170,641,000","160,787,000","246,243,000","135,842,000","144,958,000","146,715,000","187,000,000","138,884,000","172,672,000","146,978,000","195,586,000","181,435,000","174,790,000","173,711,000","168,641,000","166,649,000","165,450,000","168,145,000","176,313,000","171,419,000","150,553,000","138,926,000","93,355,000","69,046,000",,,,"80,488,000","84,640,000","75,159,000","108,383,000","94,791,000","81,602,000","96,178,000","95,150,000","79,742,000","88,208,000","88,203,000","87,932,000","70,384,000","73,226,000","75,068,000","65,402,000","72,439,000","62,324,000","59,110,000","53,806,000","63,530,000","45,754,000","52,484,000","46,008,000","44,487,000","7,560,000","13,476,000","15,284,000","9,592,000","6,888,000","43,985,000",,"13,132,000","49,986,000","49,259,000","50,973,000","50,277,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"152,027,000","162,479,000","301,880,000","292,929,000","283,724,000","346,791,000","313,013,000","328,320,000","309,112,000","364,346,000","329,123,000","290,174,000","269,413,000","352,094,000","283,239,000","276,651,000","282,370,000","240,137,000","160,622,000","174,109,000","165,002,000","250,116,000","139,671,000","148,869,000","151,050,000","192,045,000","144,363,000","177,730,000","151,856,000","200,392,000","187,117,000","179,512,000","177,860,000","173,100,000","173,618,000","175,485,000","176,979,000","184,430,000",,"127,754,000",,"98,198,000","73,523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,980,000","-2,861,000","-2,544,000","-3,578,000","-3,338,000","-3,912,000","-3,517,000","-3,661,000","-3,465,000","-5,149,000","-3,790,000","-3,781,000","-3,663,000","-3,912,000","-3,598,000","-3,459,000","-4,001,000","-4,799,000","-4,157,000","-3,468,000","-4,215,000","-3,873,000","-3,829,000","-3,911,000","-4,335,000","-5,045,000","-5,479,000","-5,058,000","-4,878,000","-4,806,000","-5,682,000","-4,722,000","-4,149,000","-4,459,000","-6,969,000","-10,035,000","-8,834,000","-8,117,000",,"-8,046,000",,"-4,843,000","-4,477,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,"6,686,000","8,233,000","7,903,000","7,673,000","7,921,000","5,935,000","7,192,000","6,749,000","4,614,000","5,318,000","3,443,000","2,808,000","12,048,000","11,289,000","4,107,000","5,017,000","4,781,000","3,233,000","3,009,000","2,927,000","2,258,000","4,287,000","3,974,000","4,120,000","5,572,000","9,008,000","9,398,000","5,706,000",,"2,781,000",,,,"1,524,000","5,701,000","5,891,000","0","505,000","3,869,000","3,596,000","3,140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
