name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,01/31/2013
TotalAssets,"897,755,000","840,581,000","814,714,000","757,004,000","705,874,000","660,818,000","696,962,000","646,780,000","662,329,000","616,641,000","673,012,000","584,461,000","584,348,000","388,897,000","480,119,000","446,182,000","416,428,000","379,661,000","429,025,000","421,722,000","405,634,000","346,248,000","402,846,000","365,843,000","338,786,000","303,024,000","343,423,000","325,925,000","305,849,000","270,723,000","315,666,000","292,332,000","272,734,000","224,229,000","264,993,000","166,563,000"
	CurrentAssets,"516,275,000","467,470,000","447,419,000","393,962,000","363,327,000","324,653,000","356,418,000","326,073,000","343,025,000","291,638,000","351,313,000","302,758,000","303,629,000","293,570,000","385,077,000","346,742,000","318,145,000","280,755,000","324,887,000","312,309,000","304,816,000","255,924,000","311,929,000","275,450,000","260,669,000","233,059,000","264,516,000","246,696,000","232,633,000","203,671,000","251,214,000","229,207,000","218,031,000","176,316,000","217,158,000","143,511,000"
		CashCashEquivalentsAndShortTermInvestments,"57,705,000","57,018,000","2,532,000","2,620,000","59,719,000","65,525,000","19,314,000","12,288,000","22,090,000","1,685,000","1,737,000","1,475,000","1,715,000","1,547,000","1,892,000","2,734,000","2,379,000","1,769,000","2,155,000","1,821,000","2,269,000","1,911,000","2,691,000","2,578,000","2,404,000","2,109,000","1,941,000","583,000","2,006,000","1,751,000","1,738,000","1,652,000","1,752,000","1,354,000","405,000","36,515,000"
			CashAndCashEquivalents,"57,705,000","57,018,000","2,532,000","2,620,000","59,719,000","65,525,000","19,314,000","12,288,000","22,090,000","1,685,000","1,737,000","1,475,000","1,715,000","1,547,000","1,892,000","2,734,000","2,379,000","1,769,000","2,155,000","1,821,000","2,269,000","1,911,000","2,691,000","2,578,000","2,404,000","2,109,000","1,941,000","583,000","2,006,000","1,751,000","1,738,000","1,652,000","1,752,000","1,354,000","405,000","36,515,000"
				CashFinancial,"57,705,000","57,018,000","2,532,000","2,620,000","59,719,000","65,525,000","19,314,000","12,288,000","22,090,000","1,685,000","1,737,000","1,475,000","1,715,000","1,547,000","1,892,000","2,734,000","2,379,000","1,769,000",,,,,,,,,,,,,,,,,,
		Receivables,"1,254,000","1,937,000","684,000","616,000","574,000","581,000","462,000","551,000","5,145,000","1,716,000","620,000","1,319,000","886,000","249,000","2,036,000","1,478,000","382,000","319,000","404,000","1,158,000","2,745,000","411,000","469,000","309,000","2,501,000","469,000","393,000","4,082,000","7,505,000","5,615,000","7,298,000","8,920,000","6,084,000","3,646,000","1,095,000","347,000"
			AccountsReceivable,"1,254,000","1,937,000","684,000","616,000","574,000","581,000","462,000","551,000","581,000","904,000","620,000","239,000","289,000","249,000","419,000","388,000","382,000","319,000","404,000","441,000","382,000","411,000","469,000","309,000","446,000","469,000","393,000","419,000","554,000","425,000","470,000","372,000","437,000","413,000","199,000","347,000"
			TaxesReceivable,,,,,,"0","0","0","4,564,000","812,000",,"1,080,000","597,000",,"1,617,000","1,090,000",,,,"717,000","2,363,000",,,,"2,055,000",,"0","3,663,000","6,951,000","5,190,000","6,828,000","8,548,000","5,647,000","3,233,000","896,000","0"
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,
		Inventory,"436,438,000","386,560,000","428,497,000","378,353,000","287,077,000","243,434,000","322,078,000","296,765,000","300,851,000","275,505,000","337,894,000","289,311,000","291,462,000","276,600,000","369,057,000","329,068,000","306,201,000","270,594,000","318,323,000","302,229,000","288,308,000","246,289,000","304,044,000","265,718,000","250,965,000","217,794,000","253,882,000","235,446,000","216,730,000","185,909,000","230,602,000","207,381,000","202,340,000","161,334,000","208,489,000","98,970,000"
