name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,12/31/1993
TotalAssets,"10,114,200,000","9,536,000,000","9,252,400,000","8,930,000,000","8,549,000,000","8,106,800,000","7,998,700,000","7,724,100,000","8,085,500,000","8,131,100,000","8,130,900,000","8,327,100,000","8,504,200,000","8,044,900,000","8,372,600,000","8,352,600,000","8,147,900,000","7,751,000,000","7,846,900,000","7,831,200,000","7,724,400,000","7,411,300,000","7,584,900,000","7,644,600,000","7,519,500,000","7,121,600,000","7,455,600,000","7,691,200,000","7,887,600,000","7,836,600,000","8,034,700,000","7,714,700,000","7,596,700,000","7,341,000,000","7,492,300,000","7,575,600,000","5,981,100,000","5,857,700,000","6,030,400,000","6,035,300,000","5,931,800,000","5,605,900,000","5,728,000,000","5,218,500,000","5,088,500,000","4,668,893,000","4,817,523,000","4,618,520,000","4,571,701,000","4,306,777,000","4,464,342,000","4,564,459,000","4,807,504,000","5,195,485,000","6,085,144,000","4,473,253,000","4,165,271,000","3,983,477,000","4,151,071,000","4,176,580,000","4,075,325,000","3,614,173,000","3,732,685,000","3,460,694,000","1,926,875,000","1,769,070,000","1,728,216,000","1,617,072,000","1,638,033,000","1,563,331,000","1,604,600,000","1,557,844,000","1,501,445,000","1,369,424,000","1,391,812,000","1,140,732,000","1,155,181,000","1,139,247,000","1,177,718,000","1,140,995,000","1,079,457,000","1,082,293,000","1,106,776,000","1,051,737,000","1,067,785,000","997,243,000","1,019,457,000","990,964,000","955,623,000","900,000,000","892,800,000","877,800,000","906,500,000","841,400,000","832,800,000","686,700,000","690,300,000","583,900,000","505,200,000","492,500,000","403,600,000","391,200,000","284,600,000","284,700,000","249,600,000","260,500,000","256,100,000","212,500,000","208,100,000","199,400,000","223,200,000","163,400,000"
	CurrentAssets,"4,744,000,000","4,160,100,000","4,284,000,000","3,944,600,000","3,584,700,000","3,112,800,000","3,032,000,000","2,726,700,000","3,086,400,000","3,010,200,000","3,165,000,000","3,365,900,000","3,560,800,000","3,285,000,000","3,692,600,000","3,648,200,000","3,437,600,000","3,051,300,000","3,169,100,000","3,144,400,000","3,025,600,000","2,688,500,000","2,848,900,000","2,853,800,000","2,739,900,000","2,554,200,000","2,890,000,000","3,038,900,000","3,215,000,000","3,121,100,000","3,394,400,000","3,155,400,000","3,025,100,000","2,738,900,000","2,869,100,000","2,932,500,000","2,426,400,000","2,277,400,000","2,580,200,000","2,608,200,000","2,585,900,000","2,274,700,000","2,429,700,000","2,256,600,000","2,116,300,000","1,700,897,000","1,921,157,000","1,722,333,000","1,660,930,000","1,390,904,000","1,576,183,000","1,677,837,000","1,931,283,000","2,302,372,000","3,085,675,000","2,166,371,000","1,896,415,000","1,721,403,000","1,956,666,000","2,035,513,000","1,952,602,000","1,675,389,000","1,810,731,000","1,612,466,000","969,816,000","847,348,000","814,061,000","787,680,000","809,036,000","733,229,000","771,116,000","723,984,000","679,659,000","544,586,000","565,048,000","544,305,000","553,301,000","532,544,000","569,409,000","547,041,000","518,135,000","517,993,000","541,588,000","520,230,000","536,512,000","491,396,000","516,721,000","497,835,000","480,517,000","428,900,000","418,500,000","414,200,000","443,000,000","420,300,000","423,100,000","358,100,000","364,700,000","322,100,000","277,000,000","268,300,000","223,200,000","210,900,000","159,200,000","161,700,000","151,100,000","166,900,000","164,900,000","136,500,000","132,700,000","125,400,000","153,000,000","96,100,000"
		CashCashEquivalentsAndShortTermInvestments,"548,000,000","300,500,000","638,400,000","727,600,000","760,300,000","683,500,000","591,600,000","222,700,000","172,100,000","174,300,000","166,000,000","141,500,000","133,600,000","128,200,000","112,100,000","124,300,000","145,400,000","154,400,000","170,200,000","146,500,000","133,800,000","122,800,000","143,300,000","116,500,000","120,500,000","104,300,000","94,100,000","131,900,000","101,600,000","106,200,000","100,700,000","113,500,000","113,600,000","83,600,000","104,900,000","100,800,000","100,100,000","97,600,000","120,600,000","93,600,000","70,000,000","84,600,000","91,100,000","92,000,000","76,800,000","72,915,000","186,463,000","47,403,000","52,306,000","43,002,000","87,864,000","179,413,000","33,643,000","51,995,000","43,682,000","89,843,000","96,730,000","77,023,000","106,003,000","74,950,000","28,578,000","57,475,000","22,041,000","10,104,000","34,459,000","35,022,000","10,419,000","16,210,000","12,995,000","11,659,000","2,225,000","2,592,000","12,529,000","2,166,000","11,183,000","19,063,000","12,168,000","9,305,000","9,277,000","5,644,000","687,000","9,931,000","6,734,000","12,585,000","2,520,000","3,107,000","5,578,000","1,784,000","7,388,000","9,900,000","10,800,000","2,600,000","3,000,000","6,500,000","4,600,000",,"100,000","34,000,000","3,500,000","1,400,000",,"800,000","2,700,000","6,200,000","6,600,000","18,000,000","3,500,000","3,300,000","6,500,000","8,300,000","33,800,000","1,500,000"
			CashAndCashEquivalents,"548,000,000","300,500,000","638,400,000","727,600,000","760,300,000","683,500,000","591,600,000","222,700,000","172,100,000","174,300,000","166,000,000","141,500,000","133,600,000","128,200,000","112,100,000","124,300,000","145,400,000","154,400,000","170,200,000","146,500,000","133,800,000","122,800,000","143,300,000","116,500,000","120,500,000","104,300,000","94,100,000","131,900,000","101,600,000","106,200,000","100,700,000","113,500,000","113,600,000","83,600,000","104,900,000","100,800,000","100,100,000","97,600,000","120,600,000","93,600,000","70,000,000","84,600,000","91,100,000","92,000,000","76,800,000","72,915,000","186,463,000","47,403,000","52,306,000","43,002,000","87,864,000","179,413,000","33,643,000","51,995,000","43,682,000","89,843,000","96,730,000","77,023,000","106,003,000","74,950,000","28,578,000","57,475,000","22,041,000","10,104,000","34,459,000","35,022,000","10,419,000","16,210,000","12,995,000","11,659,000","2,225,000","2,592,000","12,529,000","2,166,000","11,183,000","19,063,000","12,168,000","9,305,000","9,277,000","5,644,000","687,000","9,931,000","6,734,000","12,585,000","2,520,000","3,107,000","5,578,000","1,784,000","7,388,000","9,900,000","10,800,000","2,600,000","3,000,000","6,500,000","4,600,000",,"100,000","34,000,000","3,500,000","1,400,000",,"800,000","2,700,000","6,200,000","6,600,000","18,000,000","3,500,000","3,300,000","6,500,000","8,300,000","33,800,000","1,500,000"
		Receivables,"2,078,700,000","1,683,000,000","1,693,500,000","1,492,600,000","1,272,300,000","928,400,000","950,800,000","922,500,000","1,216,100,000","1,105,000,000","1,259,900,000","1,363,900,000","1,422,000,000","1,258,200,000","1,425,800,000","1,379,200,000","1,323,700,000","1,090,200,000","1,166,000,000","1,177,500,000","1,147,700,000","960,200,000","1,048,000,000","1,052,900,000","1,038,300,000","953,100,000","1,112,900,000","1,131,800,000","1,214,100,000","1,144,600,000","1,253,200,000","1,169,200,000","1,160,100,000","1,017,400,000","1,095,500,000","1,161,100,000","943,600,000","836,100,000","1,011,800,000","1,015,600,000","1,044,200,000","896,200,000","1,019,500,000","958,100,000","913,500,000","725,325,000","775,288,000","743,434,000","728,292,000","587,891,000","588,293,000","582,433,000","710,560,000","861,194,000","1,254,181,000","946,081,000","829,203,000","709,037,000","822,494,000","837,936,000","835,204,000","691,417,000","746,007,000","683,566,000","437,319,000","369,931,000","394,326,000","362,030,000","371,869,000","329,991,000","358,574,000","344,494,000","321,154,000","221,793,000","233,468,000","207,650,000","209,186,000","190,191,000","211,024,000","213,315,000","198,259,000","172,603,000","207,628,000","197,630,000","213,590,000","193,106,000","213,996,000","209,440,000","206,384,000","167,700,000","179,300,000","173,000,000","182,800,000","156,200,000","165,300,000","148,700,000","156,600,000","117,700,000","123,900,000","114,000,000","90,400,000","73,100,000","67,000,000","73,500,000","72,800,000","68,900,000","76,800,000","67,800,000","66,300,000","57,300,000","58,600,000","43,400,000"
			AccountsReceivable,"2,078,700,000","1,683,000,000","1,693,500,000","1,492,600,000","1,272,300,000","926,300,000","943,900,000","922,500,000","1,216,100,000","1,067,800,000","1,250,900,000","1,350,300,000","1,422,000,000","1,242,300,000","1,425,800,000","1,379,200,000","1,323,700,000","1,087,300,000","1,166,000,000","1,177,500,000","1,147,700,000","960,200,000","1,042,900,000","1,036,000,000","1,009,000,000","916,600,000","1,074,300,000","1,117,100,000","1,214,100,000","1,144,600,000","1,253,200,000","1,169,200,000","1,160,100,000","983,500,000","1,073,500,000","1,143,500,000","940,400,000","807,700,000","978,500,000","1,013,500,000","1,044,200,000","896,200,000","1,019,500,000","958,100,000","913,500,000","697,033,000","761,955,000","736,404,000","691,983,000","533,871,000","588,293,000","561,355,000","690,249,000","851,214,000","1,254,181,000","946,081,000","829,203,000","691,462,000","807,798,000","837,936,000","835,204,000","666,273,000","746,007,000","683,566,000","437,319,000","369,931,000","394,326,000","362,030,000","371,869,000","329,991,000","358,574,000","344,494,000","321,154,000","221,793,000","233,468,000","207,650,000","209,186,000","190,191,000","211,024,000","213,315,000","198,259,000","172,603,000","207,628,000","197,630,000","213,590,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,108,300,000","1,709,700,000","1,721,500,000","1,517,200,000","1,295,100,000","945,300,000","966,700,000","944,900,000","1,236,700,000","1,085,600,000","1,272,200,000","1,370,700,000","1,441,700,000","1,261,100,000","1,447,300,000","1,400,400,000","1,342,100,000","1,102,800,000","1,183,000,000","1,195,000,000","1,164,900,000","975,500,000","1,060,100,000","1,054,200,000","1,026,200,000","932,900,000","1,093,000,000","1,136,500,000","1,234,000,000","1,162,900,000","1,275,200,000","1,189,800,000","1,180,100,000","1,002,400,000","1,095,700,000","1,166,400,000","960,200,000","828,200,000","1,002,000,000","1,036,200,000","1,067,500,000","918,400,000","1,042,900,000","981,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-29,600,000","-26,700,000","-28,000,000","-24,600,000","-22,800,000","-19,000,000","-22,800,000","-22,400,000","-20,600,000","-17,800,000","-21,300,000","-20,400,000","-19,700,000","-18,800,000","-21,500,000","-21,200,000","-18,400,000","-15,500,000","-17,000,000","-17,500,000","-17,200,000","-15,300,000","-17,200,000","-18,200,000","-17,200,000","-16,300,000","-18,700,000","-19,400,000","-19,900,000","-18,300,000","-22,000,000","-20,600,000","-20,000,000","-18,900,000","-22,200,000","-22,900,000","-19,800,000","-20,500,000","-23,500,000","-22,700,000","-23,300,000","-22,200,000","-23,400,000","-23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"0","0","0","0","2,100,000","6,900,000","0","0","37,200,000","9,000,000","13,600,000","0","15,900,000","0","0","0","2,900,000",,,,"0","5,100,000","16,900,000","29,300,000","36,500,000","38,600,000","14,700,000",,"0","0","0","0","33,900,000","22,000,000","17,600,000","3,200,000","28,400,000","33,300,000","2,100,000",,"0","0","0","0","28,292,000","13,333,000","7,030,000","36,309,000","54,020,000","0","21,078,000","20,311,000","9,980,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,575,000","14,696,000",,,"25,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
