name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
OperatingCashFlow,"6,800,000","11,223,000","-29,094,000","10,367,000","14,304,000","9,909,000","11,977,000","5,794,000"
	CashFlowFromContinuingOperatingActivities,"6,800,000","11,223,000","-29,094,000","10,367,000","14,304,000","9,909,000","11,977,000","5,794,000"
		NetIncomeFromContinuingOperations,"-28,977,000","-7,376,000","-21,887,000","-6,345,000","6,631,000","8,043,000","1,742,000","-6,938,000"
		OperatingGainsLosses,"745,000","185,000","189,000","187,000","184,000","181,000","191,000","164,000"
			GainLossOnSaleOfPPE,"745,000","185,000","189,000","187,000","184,000","181,000","191,000","164,000"
		DepreciationAmortizationDepletion,"5,194,000","1,167,000","1,465,000","1,438,000","1,124,000","1,170,000","895,000","744,000"
			DepreciationAndAmortization,"5,194,000","1,167,000","1,465,000","1,438,000","1,124,000","1,170,000","895,000","744,000"
		DeferredTax,,,"-868,000","0",,,"1,049,000","1,081,000"
			DeferredIncomeTax,,,"-868,000","0",,,"1,049,000","1,081,000"
		AssetImpairmentCharge,"494,000","231,000","36,000","150,000","77,000","56,000","71,000","65,000"
		StockBasedCompensation,"28,531,000","14,667,000","12,079,000","897,000","888,000","710,000","4,886,000","11,765,000"
		OtherNonCashItems,"34,000","10,000","9,000","7,000","8,000","8,000","8,000","8,000"
		ChangeInWorkingCapital,"1,647,000","2,339,000","-20,117,000","14,033,000","5,392,000","-259,000","3,135,000","-1,095,000"
			ChangeInReceivables,"-4,287,000","-468,000","-1,331,000","-285,000","-2,203,000","-1,601,000","-1,941,000","-1,432,000"
				ChangesInAccountReceivables,"-4,887,000","-482,000","-2,141,000","-352,000","-1,912,000","-1,601,000","-1,941,000","-1,432,000"
			ChangeInPrepaidAssets,"-4,490,000","377,000","-3,623,000","-1,344,000","100,000","-1,642,000","561,000","75,000"
			ChangeInPayablesAndAccruedExpense,"927,000","-4,951,000","-9,605,000","13,107,000","2,376,000","3,057,000","2,461,000","-548,000"
				ChangeInPayable,"-1,128,000","-2,316,000","1,754,000","1,005,000","-1,571,000","236,000","849,000","-144,000"
					ChangeInAccountPayable,"-1,128,000","-2,316,000","1,754,000","1,005,000","-1,571,000","236,000","849,000","-144,000"
				ChangeInAccruedExpense,"2,055,000","-2,635,000","-11,359,000","12,102,000","3,947,000","2,821,000","1,612,000","-404,000"
			ChangeInOtherCurrentAssets,"-10,427,000","-5,833,000","-1,791,000","109,000","-2,912,000","791,000","2,146,000","-3,472,000"
			ChangeInOtherCurrentLiabilities,"19,924,000","13,214,000","-3,767,000","2,446,000","8,031,000","-864,000","-92,000","4,282,000"
InvestingCashFlow,"-7,334,000","-673,000","-615,000","-3,706,000","-2,340,000","-953,000","-1,387,000","-640,000"
	CashFlowFromContinuingInvestingActivities,"-7,334,000","-673,000","-615,000","-3,706,000","-2,340,000","-953,000","-1,387,000","-640,000"
		NetPPEPurchaseAndSale,"-2,601,000","-179,000","-104,000","-662,000","-1,656,000","-284,000","-629,000","-292,000"
			PurchaseOfPPE,"-2,601,000","-179,000","-104,000","-662,000","-1,656,000","-284,000","-631,000","-292,000"
		NetIntangiblesPurchaseAndSale,"-4,733,000","-494,000","-511,000","-3,044,000","-684,000","-669,000","-758,000","-348,000"
			PurchaseOfIntangibles,"-4,733,000","-494,000","-511,000","-3,044,000","-684,000","-669,000","-758,000","-348,000"
FinancingCashFlow,"81,866,000","218,000","63,001,000","21,552,000","-2,905,000","-1,083,000","324,000","17,000"
	CashFlowFromContinuingFinancingActivities,"81,866,000","218,000","63,001,000","21,552,000","-2,905,000","-1,083,000","324,000","17,000"
		NetIssuancePaymentsOfDebt,"19,500,000","-343,000","-229,000","20,880,000","-808,000","-808,000","-418,000","-232,000"
			NetLongTermDebtIssuance,"19,500,000","-343,000","-229,000","20,880,000","-808,000","-808,000","-418,000","-232,000"
				LongTermDebtIssuance,,,"0",,,,,
				LongTermDebtPayments,"-25,500,000","-343,000","-229,000","-24,120,000","-808,000","-808,000","-418,000","-232,000"
			NetShortTermDebtIssuance,,,"0","0",,,"0","0"
				ShortTermDebtIssuance,,,"0","0",,,"0","0"
				ShortTermDebtPayments,,,"0","0",,,"0","0"
		NetCommonStockIssuance,"58,043,000","18,000","57,791,000","234,000","0","0","0","0"
			CommonStockIssuance,"58,043,000","18,000","57,791,000",,,"0",,
		ProceedsFromStockOptionExercised,"3,923,000","543,000","643,000","1,891,000","846,000","125,000","742,000","249,000"
		NetOtherFinancingCharges,,,,"-1,453,000","-2,943,000","-400,000",,
EndCashPosition,"136,083,000","136,083,000","125,315,000","92,023,000","63,810,000","54,751,000","46,878,000","35,964,000"
	ChangesInCash,"81,332,000","10,768,000","33,292,000","28,213,000","9,059,000","7,873,000","10,914,000","5,171,000"
	BeginningCashPosition,"54,751,000","125,315,000","92,023,000","63,810,000","54,751,000","46,878,000","35,964,000","30,793,000"
IncomeTaxPaidSupplementalData,"6,943,000","284,000","12,000","1,788,000","4,859,000","263,000","49,000","65,000"
InterestPaidSupplementalData,"2,626,000","267,000","900,000","737,000","722,000","723,000","743,000","738,000"
CapitalExpenditure,"-7,334,000","-673,000","-615,000","-3,706,000","-2,340,000","-953,000","-1,389,000","-640,000"
IssuanceOfCapitalStock,"58,043,000","18,000","57,791,000",,,"0",,
IssuanceOfDebt,,,"0","45,000,000",,,"0","0"
RepaymentOfDebt,"-25,500,000","-343,000","-229,000","-24,120,000","-808,000","-808,000","-418,000","-232,000"
FreeCashFlow,"-534,000","10,550,000","-29,709,000","6,661,000","11,964,000","8,956,000","10,588,000","5,154,000"
