name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998
OperatingCashFlow,"-94,100,000","-55,100,000","-43,500,000","2,500,000","2,000,000","-63,600,000","27,600,000","-7,700,000","138,300,000","-93,400,000","142,000,000","176,000,000","113,800,000","-71,000,000","85,100,000","84,400,000","79,400,000","-117,700,000","131,900,000","72,800,000","72,800,000","-50,500,000","66,700,000","83,900,000","85,800,000","-65,700,000","55,900,000","76,800,000","89,500,000","-35,800,000","76,700,000","23,700,000","56,400,000","-72,600,000","81,800,000","79,900,000","56,400,000","-39,300,000","57,500,000","100,600,000","66,100,000","-36,900,000","53,800,000","51,000,000","35,600,000","-38,700,000","13,900,000","48,300,000","29,600,000","-19,100,000","8,300,000","51,100,000","-5,900,000","-64,400,000","-8,000,000","144,900,000","23,600,000","-56,800,000","81,900,000","105,400,000","107,300,000","-44,900,000","88,100,000","109,800,000","112,400,000","-29,800,000","82,500,000","77,400,000","47,400,000","-31,800,000","80,400,000","20,500,000","55,000,000","-41,200,000","33,000,000","56,000,000","60,900,000","-62,000,000","-13,800,000","57,100,000","8,700,000","-10,200,000","44,000,000","123,700,000","107,500,000","19,400,000","-4,800,000","121,200,000","63,400,000","30,000,000","160,900,000","63,300,000","68,700,000","12,800,000","22,500,000","106,100,000","111,700,000","67,400,000"
	CashFlowFromContinuingOperatingActivities,"-94,100,000","-55,100,000","-43,500,000","2,500,000","2,000,000","-63,600,000","27,600,000","-7,700,000","138,300,000","-93,400,000","142,000,000","176,000,000","113,800,000","-71,000,000","85,100,000","84,400,000","79,400,000","-117,700,000","131,900,000","72,800,000","72,800,000","-50,500,000","66,700,000","83,900,000","85,800,000","-65,700,000","55,900,000","76,800,000","89,500,000","-35,800,000","76,700,000","23,700,000","56,400,000","-72,600,000","81,800,000","79,900,000","56,400,000","-39,300,000","57,500,000","100,600,000","66,100,000","-36,900,000","53,800,000","51,000,000","35,600,000","-38,700,000","13,900,000","48,300,000","29,600,000","-19,100,000","8,300,000","51,100,000","-5,900,000","-64,400,000","-8,000,000","144,900,000","23,600,000","-56,800,000","81,900,000","105,400,000","107,300,000","-44,900,000","88,100,000","109,800,000","112,400,000","-29,800,000","82,500,000","77,400,000","47,400,000","-31,800,000","80,400,000","20,500,000","55,000,000","-41,200,000","33,000,000","56,000,000","60,900,000","-62,000,000","-13,800,000","57,100,000","8,700,000","-10,200,000","44,000,000","123,700,000","107,500,000","19,400,000","-4,800,000","121,200,000","63,400,000","30,000,000","160,900,000","63,300,000","68,700,000","12,800,000","22,500,000","106,100,000","111,700,000","67,400,000"
		NetIncomeFromContinuingOperations,"20,700,000","-11,400,000","-2,200,000","9,600,000","24,700,000","-28,100,000","6,600,000","2,100,000","55,500,000","-38,100,000","66,500,000","54,900,000","60,500,000","17,800,000","22,600,000","37,300,000","49,100,000","17,000,000","0","25,700,000","36,900,000","18,100,000","25,800,000","41,200,000","38,200,000","19,400,000","77,500,000","35,600,000","37,200,000","20,000,000","22,800,000","11,800,000","30,500,000","21,000,000","23,900,000","23,000,000","27,600,000","13,200,000","-27,500,000","23,600,000","29,500,000","13,200,000","14,900,000","22,400,000","11,900,000","7,500,000","27,100,000","18,300,000","2,800,000","-11,100,000","-19,400,000","0","0","0","-54,700,000","400,000","31,500,000","22,100,000","30,600,000","31,300,000","37,700,000","33,600,000","29,300,000","32,800,000","26,600,000","18,200,000","9,300,000","19,100,000","13,800,000","6,700,000","1,000,000","10,100,000","7,300,000","-5,700,000","-18,400,000","-9,500,000","18,100,000","-13,400,000","-41,700,000","-31,100,000","-7,300,000","-186,000,000","-34,300,000","4,900,000","6,500,000","23,900,000","25,700,000","50,600,000","54,300,000","63,100,000","44,000,000","45,300,000","38,200,000","56,700,000","47,300,000","57,400,000","62,700,000","54,000,000"
		OperatingGainsLosses,,,"-3,400,000","-2,300,000","-800,000","-1,300,000","-2,600,000","-2,800,000","-2,100,000","-1,800,000","-21,900,000","-4,200,000","-3,200,000","-2,500,000","-15,600,000","-4,300,000","-3,500,000","-3,300,000","-16,800,000","-5,000,000","-2,400,000","-3,000,000","-2,400,000","-2,500,000","-2,300,000","-2,500,000","-13,600,000","-4,500,000","-3,300,000","-3,300,000","-3,600,000","-4,200,000","-3,700,000","-3,700,000",,,,,,,,,,,,,,,,,,,,,"200,000","1,700,000","1,500,000","12,600,000","-12,400,000","3,500,000","-1,700,000","7,500,000",,,,,,,,,,,,,"50,100,000","5,900,000","-32,400,000","-5,400,000","55,500,000","3,100,000","3,900,000","175,700,000",,,,,,,,"-500,000","101,700,000",,,"15,800,000","-9,600,000","15,200,000","2,300,000","5,900,000"
			EarningsLossesFromEquityInvestments,,,"-3,400,000","-2,300,000","-800,000","-1,300,000","-2,600,000","-2,800,000","-2,100,000","-1,800,000","-2,300,000","-4,200,000","-3,200,000","-2,500,000","-2,600,000","-4,300,000","-3,500,000","-3,300,000","-2,400,000","-5,000,000","-2,400,000","-3,000,000","-2,400,000","-2,500,000","-2,300,000","-2,500,000","-2,300,000","-4,500,000","-3,300,000","-3,300,000","-3,600,000","-4,200,000","-3,700,000","-3,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"82,700,000","20,200,000","21,000,000","21,000,000","20,500,000","20,700,000","21,100,000","20,800,000","20,800,000","22,500,000","22,700,000","21,500,000","21,100,000","20,300,000","21,100,000","21,800,000","21,200,000","17,500,000","18,200,000","16,500,000","15,800,000","15,400,000","15,600,000","15,300,000","14,300,000","15,100,000","16,300,000","16,800,000","16,400,000","16,200,000","15,700,000","14,900,000","14,600,000","14,700,000","16,200,000","14,900,000","14,800,000","14,100,000","15,800,000","15,100,000","13,800,000","13,600,000","14,700,000","14,100,000","13,600,000","14,000,000","15,300,000","16,900,000","15,700,000","16,500,000","18,600,000","19,000,000","18,100,000","18,500,000","19,800,000","22,200,000","22,900,000","22,400,000","22,300,000","25,400,000","22,600,000","22,100,000","23,800,000","25,600,000","25,400,000","26,600,000","28,300,000","30,000,000","30,500,000","30,600,000","31,800,000","31,900,000","31,800,000","32,100,000","34,600,000","34,900,000","36,400,000","35,500,000","41,100,000","39,200,000","37,700,000","39,000,000","43,900,000","42,700,000","43,900,000","41,900,000","42,000,000","42,400,000","40,600,000","37,500,000","41,500,000","37,400,000","36,900,000","26,000,000","31,100,000","24,600,000","27,100,000","24,200,000"
			DepreciationAndAmortization,"82,700,000","20,200,000","21,000,000","21,000,000","20,500,000","20,700,000","21,100,000","20,800,000","20,800,000","22,500,000","22,700,000","21,500,000","21,100,000","20,300,000","21,100,000","21,800,000","21,200,000","17,500,000","18,200,000","16,500,000","15,800,000","15,400,000","15,600,000","15,300,000","14,300,000","15,100,000","16,300,000","16,800,000","16,400,000","16,200,000","15,700,000","14,900,000","14,600,000","14,700,000","16,200,000","14,900,000","14,800,000","14,100,000","15,800,000","15,100,000","13,800,000","13,600,000","14,700,000","14,100,000","13,600,000","14,000,000","15,300,000","16,900,000","15,700,000","16,500,000","18,600,000","19,000,000","18,100,000","18,500,000","19,800,000","22,200,000","22,900,000","22,400,000","22,300,000","25,400,000","22,600,000","22,100,000","23,800,000","25,600,000","25,400,000","26,600,000","28,300,000","30,000,000","30,500,000","30,600,000","31,800,000","31,900,000","31,800,000","32,100,000","34,600,000","34,900,000","36,400,000","35,500,000","41,100,000","39,200,000","37,700,000","39,000,000","43,900,000","42,700,000","43,900,000","41,900,000","42,000,000","42,400,000","40,600,000","37,500,000","41,500,000","37,400,000","36,900,000","26,000,000","31,100,000","24,600,000","27,100,000","24,200,000"
		DeferredTax,,,"-4,500,000","-6,500,000","-800,000","-2,300,000","-2,000,000","-100,000","5,600,000","12,400,000",,,,,,,,,"59,200,000","-2,300,000","-3,400,000","-600,000","21,600,000","-13,500,000","-14,900,000","33,600,000","-71,100,000","-10,500,000","-11,500,000","24,800,000","8,800,000","-26,500,000","5,100,000","13,000,000","16,800,000","-2,800,000","-600,000","700,000","-18,300,000","3,500,000","3,800,000","8,000,000","9,800,000","6,700,000","-8,300,000","5,400,000",,,,"16,300,000",,,,,,,,,,,,,"7,200,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,"-4,500,000","-6,500,000","-800,000","-2,300,000","-2,000,000","-100,000","5,600,000","12,400,000",,,,,,,,,"59,200,000","-2,300,000","-3,400,000","-600,000","21,600,000","-13,500,000","-14,900,000","33,600,000","-71,100,000","-10,500,000","-11,500,000","24,800,000","8,800,000","-26,500,000","5,100,000","13,000,000","16,800,000","-2,800,000","-600,000","700,000","-18,300,000","3,500,000","3,800,000","8,000,000","9,800,000","6,700,000","-8,300,000","5,400,000",,,,"16,300,000",,,,,,,,,,,,,"7,200,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"0","0","0","0","0","0","0","17,600,000",,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
