name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
TotalAssets,"2,035,300,000","2,012,800,000","2,004,500,000","1,956,900,000","1,996,600,000","2,036,700,000","1,946,900,000","1,903,700,000","1,874,800,000","1,965,800,000","1,884,900,000","1,958,600,000","1,927,100,000","1,898,100,000","1,934,900,000","1,930,400,000","1,938,600,000","1,824,400,000","1,710,400,000","1,472,900,000","1,269,000,000","1,179,600,000","1,241,500,000","1,234,400,000","1,241,200,000","1,242,700,000","1,312,700,000","1,367,900,000","1,504,500,000","1,642,500,000","1,651,400,000","1,733,000,000","1,756,000,000","1,619,100,000","1,673,800,000","1,742,300,000","1,860,300,000","2,027,000,000","2,036,200,000","2,115,800,000","2,062,100,000","1,823,900,000","1,776,700,000","1,786,700,000","1,782,200,000","1,707,600,000","1,329,200,000","1,262,400,000","1,316,800,000","1,325,000,000","1,346,700,000","1,337,600,000","1,294,500,000","1,358,700,000","1,430,700,000","1,530,100,000","1,513,100,000","1,455,000,000","1,483,000,000","1,485,700,000","1,480,200,000","1,421,516,000","1,391,778,000","1,380,006,000","1,327,775,000","1,298,932,000","1,262,708,000","1,278,346,000","1,331,174,000","1,353,283,000","1,289,852,000","1,251,426,000","1,096,699,000","1,121,877,000","1,000,397,000"
	CurrentAssets,"1,279,500,000","1,258,000,000","1,219,100,000","1,159,100,000","1,200,200,000","1,218,300,000","1,188,700,000","1,171,000,000","1,163,400,000","1,219,700,000","1,186,900,000","1,230,300,000","1,203,100,000","1,201,400,000","1,238,400,000","1,230,500,000","1,195,500,000","1,062,500,000","1,021,200,000","800,000,000","734,300,000","650,400,000","690,500,000","697,400,000","695,200,000","710,800,000","781,200,000","820,400,000","817,100,000","886,200,000","897,600,000","943,900,000","937,900,000","781,200,000","821,500,000","925,500,000","1,035,500,000","1,223,400,000","1,054,600,000","1,188,700,000","1,083,500,000","865,000,000","840,400,000","829,700,000","915,900,000","824,300,000","568,600,000","534,700,000","531,900,000","529,900,000","533,100,000","543,200,000","523,900,000","589,500,000","603,500,000","647,800,000","640,600,000","621,700,000","655,600,000","609,700,000","609,500,000","562,889,000","586,582,000","577,299,000","554,307,000","525,344,000","527,024,000","484,001,000","502,124,000","495,518,000","540,943,000","508,439,000","524,985,000","523,177,000","430,966,000"
		CashCashEquivalentsAndShortTermInvestments,"350,000,000","406,000,000","373,500,000","363,800,000","373,600,000","355,300,000","348,400,000","341,400,000","341,500,000","390,800,000","385,800,000","328,600,000","339,500,000","373,300,000","432,300,000","431,900,000","364,600,000","322,000,000","316,700,000","114,100,000","89,800,000","50,700,000","92,100,000","79,200,000","55,500,000","92,500,000","126,800,000","115,700,000","121,400,000","167,700,000","151,200,000","177,900,000","179,000,000","53,800,000","59,800,000","102,000,000","102,200,000","282,700,000","110,900,000","91,600,000","47,900,000","103,400,000","156,600,000","151,800,000","232,500,000","304,700,000","46,400,000","34,100,000","22,800,000","31,100,000","40,400,000","73,900,000","27,600,000","13,600,000","30,300,000","17,100,000","26,200,000","72,200,000","86,900,000","40,900,000","54,600,000","63,268,000","88,750,000","61,428,000","61,702,000","72,029,000","62,915,000","17,645,000","38,406,000","60,790,000","118,504,000","88,434,000","90,360,000","55,876,000","39,434,000"
			CashAndCashEquivalents,"350,000,000","406,000,000","373,500,000","363,800,000","373,600,000","355,300,000","348,400,000","341,400,000","341,500,000","390,800,000","385,800,000","328,600,000","339,500,000","373,300,000","432,300,000","431,900,000","364,600,000","322,000,000","316,700,000","114,100,000","89,800,000","50,700,000","92,100,000","79,200,000","55,500,000","92,500,000","126,800,000","115,700,000","121,400,000","167,700,000","151,200,000","177,900,000","179,000,000","53,800,000","59,800,000","102,000,000","102,200,000","282,700,000","110,900,000","91,600,000","47,900,000","82,500,000","112,100,000","72,200,000","126,400,000","304,700,000","46,400,000","34,100,000","22,800,000","31,100,000","40,400,000","73,900,000","27,600,000","13,600,000","30,300,000","17,100,000","26,200,000","72,200,000","86,900,000","40,900,000","54,600,000","63,268,000","88,750,000","61,428,000","61,702,000","72,029,000","62,915,000","17,645,000","38,406,000","60,790,000","118,504,000","88,434,000","90,360,000","55,876,000","39,434,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","20,900,000","44,500,000","79,600,000","106,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"416,400,000","379,100,000","384,000,000","347,800,000","338,300,000","323,000,000","314,500,000","320,500,000","330,400,000","309,400,000","348,300,000","400,600,000","354,000,000","312,500,000","340,700,000","372,300,000","390,200,000","346,500,000","355,400,000","334,800,000","273,900,000","244,600,000","267,800,000","272,200,000","252,900,000","220,800,000","248,300,000","286,100,000","286,300,000","278,200,000","329,900,000","347,600,000","331,500,000","282,500,000","336,900,000","360,500,000","387,000,000","285,800,000","316,300,000","437,900,000","432,300,000","299,900,000","333,400,000","358,000,000","343,500,000","231,200,000","254,100,000","249,400,000","218,300,000","189,600,000","220,500,000","209,600,000","187,500,000","178,600,000","260,500,000","310,200,000","273,000,000","227,300,000","267,100,000","262,600,000","241,600,000","203,769,000","241,555,000","251,803,000","230,630,000","185,639,000","200,170,000","220,649,000","214,823,000","193,607,000","205,712,000","200,845,000","184,184,000","157,421,000","175,496,000"
			AccountsReceivable,"374,100,000","326,300,000","346,600,000","321,600,000","314,700,000","294,800,000","295,800,000","287,400,000","306,600,000","270,500,000","333,900,000","372,500,000","317,900,000","273,300,000","318,500,000","350,800,000","347,300,000","301,400,000","326,800,000","314,700,000","255,900,000","224,800,000","238,800,000","242,300,000","213,700,000","194,800,000","220,000,000","256,100,000","256,500,000","230,900,000","288,400,000","310,000,000","286,800,000","226,100,000","276,500,000","317,200,000","303,800,000","229,700,000","287,700,000","390,600,000","396,600,000","246,000,000","309,300,000","320,900,000","258,600,000","200,000,000","254,100,000","249,400,000","218,300,000","189,500,000","220,500,000","209,600,000","187,500,000","178,600,000","260,500,000","310,200,000","273,000,000","227,300,000","236,300,000","236,800,000","212,500,000","181,493,000","241,156,000","249,592,000","229,766,000","184,584,000","199,304,000","206,165,000","197,981,000","173,955,000","203,976,000","200,845,000","183,583,000","156,212,000","175,496,000"
				GrossAccountsReceivable,,,,,,,,,,,,,"317,900,000","273,300,000","318,500,000","350,800,000","347,300,000","301,400,000","326,800,000","314,700,000","255,900,000","224,800,000","238,800,000","242,300,000","213,700,000","194,800,000","220,000,000","256,100,000","256,500,000","230,900,000",,"310,000,000","286,800,000","226,100,000","276,500,000","317,200,000","303,800,000","229,700,000","288,900,000","391,700,000","397,800,000","247,200,000","310,500,000","322,300,000","260,200,000","202,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,"-1,500,000","-1,400,000","-1,600,000","-700,000","-700,000","-700,000","-1,000,000","-1,100,000","-1,100,000","-1,100,000","-1,000,000","-900,000","-900,000","-1,600,000",,"-1,100,000","-1,000,000","-1,000,000","-1,100,000","-1,000,000","-1,000,000","-1,100,000","-1,200,000","-1,100,000","-1,200,000","-1,200,000","-1,200,000","-1,400,000","-1,600,000","-2,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"27,400,000","36,400,000","23,600,000","25,800,000","22,900,000","26,600,000","17,900,000","21,100,000","23,100,000","33,100,000","14,400,000","17,900,000","24,900,000","27,400,000","20,100,000","19,500,000","31,600,000","19,100,000","17,400,000","17,600,000","15,400,000","17,000,000","18,400,000","28,500,000","27,700,000","24,600,000","26,600,000","28,100,000","28,600,000","30,900,000","41,300,000","38,000,000","45,400,000","43,200,000","43,400,000","44,300,000","48,800,000","57,200,000","28,600,000","27,300,000","2,200,000","24,300,000","0","800,000","37,300,000","31,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"18,000,000","18,400,000","15,800,000","2,400,000","2,700,000","3,500,000","2,500,000","13,400,000","2,000,000","6,900,000","2,000,000","12,200,000","12,900,000","13,000,000","3,300,000","3,300,000","12,800,000","27,400,000","12,800,000","3,200,000","3,300,000","3,500,000","11,600,000","2,500,000","12,600,000","2,500,000","2,700,000","2,800,000","2,100,000","18,000,000","1,200,000","700,000","300,000","14,200,000","18,100,000",,"35,400,000","0","0","20,000,000",,"29,600,000",,,"47,600,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","12,800,000","0","3,300,000","0","0","2,500,000","2,500,000","0","2,700,000","2,800,000","2,100,000","18,000,000",,"3,200,000","300,000","14,200,000","18,100,000","0","73,400,000","0","0","20,000,000","33,500,000",,"24,100,000","36,300,000","47,600,000","0","0","0","0","100,000","0","0","0","0","0","0","0","0","30,800,000","25,800,000","29,100,000","22,276,000","399,000","2,211,000","864,000","1,055,000","866,000","14,484,000","16,842,000","19,652,000","1,736,000","0","601,000","1,209,000",
			ReceivablesAdjustmentsAllowances,"-3,100,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-1,900,000","-1,700,000","-1,400,000","-1,300,000","-1,100,000","-2,000,000","-2,000,000","-1,700,000","-1,200,000","-1,200,000","-1,300,000","-1,500,000","-1,400,000","-1,600,000","-700,000","-700,000","-700,000","-1,000,000","-1,100,000","-1,100,000","-1,100,000","-1,000,000","-900,000","-900,000","-1,600,000","-1,000,000","-1,100,000","-1,000,000","-1,000,000","-1,100,000","-1,000,000","-1,000,000","-1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"464,200,000","432,300,000","423,600,000","429,400,000","473,000,000","519,000,000","504,200,000","498,400,000","479,400,000","503,000,000","434,900,000","488,600,000","495,800,000","497,900,000","446,200,000","412,000,000","430,200,000","382,300,000","335,300,000","341,800,000","360,700,000","343,500,000","317,100,000","338,100,000","377,500,000","387,200,000","385,400,000","399,200,000","394,000,000","423,600,000","399,600,000","398,500,000","405,000,000","416,600,000","393,400,000","449,800,000","531,300,000","638,300,000","604,200,000","641,300,000","585,000,000","444,200,000","336,700,000","308,800,000","327,200,000","275,800,000","251,500,000","239,600,000","276,500,000","294,800,000","256,000,000","248,200,000","294,600,000","385,100,000","301,900,000","310,600,000","332,100,000","312,800,000","288,600,000","294,700,000","303,300,000","286,521,000","247,048,000","255,935,000","253,669,000","259,844,000","251,445,000","234,932,000","239,384,000","233,858,000","203,171,000","209,816,000","227,530,000","266,020,000","203,321,000"
			RawMaterials,"179,600,000","156,300,000","179,900,000","173,800,000","213,100,000","213,000,000","207,300,000","173,400,000","190,600,000","194,100,000","183,000,000","204,700,000","167,700,000","157,600,000","170,800,000","153,300,000","173,300,000","170,000,000","154,600,000","142,700,000","139,300,000","125,500,000","121,200,000","129,500,000","135,400,000","133,700,000","146,000,000","139,300,000","132,900,000","138,200,000","128,900,000","133,600,000","136,600,000","136,000,000","138,300,000","165,400,000","156,000,000","216,200,000","244,400,000","268,000,000","198,300,000","146,200,000","144,400,000","111,900,000","126,000,000","107,600,000","109,200,000","96,600,000","100,400,000","115,600,000","103,100,000","108,100,000","104,200,000","67,100,000","48,100,000","49,500,000","56,200,000","66,200,000","64,600,000","57,500,000","53,000,000","46,087,000","47,865,000","46,769,000","39,649,000","52,343,000","43,934,000","36,956,000","43,596,000","45,962,000","36,363,000","35,409,000","31,591,000","61,959,000",
			WorkInProcess,"35,600,000","30,400,000","29,800,000","37,700,000","30,500,000","36,800,000","50,000,000","49,800,000","43,000,000","39,000,000","29,000,000","27,300,000","29,200,000","23,500,000","26,600,000","33,100,000","37,100,000","20,800,000","17,800,000","18,900,000","22,100,000","22,300,000","25,400,000","25,900,000","22,600,000","21,100,000","25,200,000","30,800,000","33,000,000","32,900,000","28,600,000","30,000,000","21,900,000","18,000,000","18,100,000","19,800,000","27,600,000","27,300,000","21,800,000","16,100,000","21,900,000","17,300,000","13,300,000","12,500,000","17,300,000","13,600,000","13,000,000","13,600,000","15,000,000","18,200,000","18,800,000","14,500,000","18,200,000","19,800,000","16,800,000","18,100,000","20,400,000","19,900,000","15,400,000","13,100,000","16,900,000","25,650,000","22,178,000","16,871,000","19,483,000","17,959,000","19,480,000","14,634,000","17,256,000","16,612,000","16,762,000","17,078,000","18,135,000","19,855,000",
			FinishedGoods,"249,000,000","245,600,000","213,900,000","217,900,000","229,400,000","269,200,000","246,900,000","275,200,000","245,800,000","269,900,000","222,900,000","256,600,000","298,900,000","316,800,000","248,800,000","225,600,000","219,800,000","191,500,000","162,900,000","180,200,000","199,300,000","195,700,000","170,500,000","182,700,000","219,500,000","232,400,000","214,200,000","229,100,000","228,100,000","252,500,000","242,100,000","234,900,000","246,500,000","262,600,000","237,000,000","264,600,000","347,700,000","394,800,000","338,000,000","357,200,000","364,800,000","280,700,000","179,000,000","184,400,000","183,900,000","154,600,000","129,300,000","129,400,000","161,100,000","161,000,000","134,100,000","125,600,000","172,200,000","243,000,000","179,600,000","180,600,000","195,100,000","170,900,000","152,800,000","171,400,000","183,500,000","167,663,000","131,907,000","145,934,000","152,361,000","149,900,000","148,977,000","143,968,000","138,168,000","130,385,000","113,128,000","121,659,000","142,175,000","147,270,000",
			OtherInventories,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","55,200,000","57,400,000","62,400,000","60,400,000","55,800,000","55,800,000","52,700,000","49,900,000","47,121,000","45,098,000","46,361,000","42,176,000","39,642,000","39,054,000","39,374,000","40,364,000","40,899,000","36,918,000","35,670,000","35,629,000","36,936,000",
		PrepaidAssets,"47,100,000","38,500,000","36,300,000","16,300,000","13,600,000","19,000,000","16,900,000","9,200,000","10,900,000","15,000,000","16,800,000","11,600,000","12,700,000","16,300,000","18,100,000","13,000,000","9,200,000","10,000,000","12,500,000","8,000,000","8,800,000","10,000,000","12,300,000","6,500,000","8,000,000","8,500,000","10,300,000","9,700,000","7,700,000","8,200,000","10,800,000","8,100,000","10,900,000","9,100,000","12,900,000","6,900,000","9,000,000","9,800,000","11,500,000","6,100,000","6,700,000","5,700,000","7,400,000","4,800,000","6,900,000","6,100,000","11,700,000","6,700,000","9,500,000","9,000,000","10,800,000","6,300,000","9,100,000","6,600,000","8,000,000","6,700,000","6,500,000","6,000,000","10,500,000","8,400,000","7,000,000","5,712,000","7,452,000","5,643,000","5,713,000","4,290,000","7,280,000","6,514,000","6,551,000","4,529,000","9,551,000","4,151,000","4,520,000","4,456,000","7,613,000"
		RestrictedCash,"1,800,000","2,100,000","1,700,000","1,800,000","1,700,000","2,000,000","4,700,000","1,500,000","1,200,000","1,500,000","1,100,000","900,000","1,100,000","1,400,000","1,100,000","1,300,000","1,300,000","1,700,000","1,300,000","1,300,000","1,100,000","1,600,000","1,200,000","1,400,000","1,300,000","1,800,000","1,400,000","1,800,000","1,500,000","2,200,000","2,000,000","2,300,000","2,100,000","2,600,000","1,900,000","2,200,000","1,900,000","2,700,000","1,900,000","2,000,000","1,800,000","1,900,000","1,500,000","1,800,000","1,300,000","1,900,000","1,200,000","1,200,000","1,100,000","1,700,000","1,100,000","1,000,000","1,000,000","1,500,000","1,200,000","1,600,000","1,200,000","1,800,000","1,100,000","1,300,000","900,000","1,480,000","933,000","1,227,000","951,000","1,355,000","915,000","1,047,000","965,000","1,529,000","916,000","1,047,000","845,000","1,313,000",
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000,000","7,900,000","6,200,000","6,300,000","4,100,000","9,500,000","9,400,000","16,600,000","16,600,000","4,100,000","4,100,000","4,100,000","9,800,000","9,800,000","9,800,000","9,900,000","4,800,000","4,500,000","4,500,000","4,600,000","3,700,000","3,700,000","3,700,000","3,700,000","4,300,000","4,200,000","4,100,000","4,100,000","1,600,000","1,600,000","1,600,000","1,600,000","1,400,000","1,800,000","2,100,000","2,139,000","844,000","1,263,000","1,642,000","2,187,000","4,299,000","3,214,000","1,995,000","1,205,000","3,089,000","2,814,000","3,118,000","2,755,000","4,266,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000,000","7,900,000","6,200,000","6,300,000","4,100,000","9,500,000","9,400,000","16,600,000","16,600,000","4,100,000","4,100,000","4,100,000","9,800,000","9,800,000","9,800,000","9,900,000","4,800,000","4,500,000","4,500,000","4,600,000","3,700,000","3,700,000","3,700,000","3,700,000","4,300,000","4,200,000","4,100,000","4,100,000","1,600,000","1,600,000","1,600,000","1,600,000","1,400,000","1,800,000","2,100,000","2,139,000","844,000","1,263,000","1,642,000","2,187,000","4,299,000","3,214,000","1,995,000","1,205,000","3,089,000","2,814,000","3,118,000","2,755,000","4,266,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"1,332,000","14,428,000","35,336,000","836,000"
	TotalNonCurrentAssets,"755,800,000","754,800,000","785,400,000","797,800,000","796,400,000","818,400,000","758,200,000","732,700,000","711,400,000","746,100,000","698,000,000","728,300,000","724,000,000","696,700,000","696,500,000","699,900,000","743,100,000","761,900,000","689,200,000","672,900,000","534,700,000","529,200,000","551,000,000","537,000,000","546,000,000","531,900,000","531,500,000","547,500,000","687,400,000","756,300,000","753,800,000","789,100,000","818,100,000","837,900,000","852,300,000","816,800,000","824,800,000","803,600,000","981,600,000","927,100,000","978,600,000","958,900,000","936,300,000","957,000,000","866,300,000","883,300,000","760,600,000","727,700,000","784,900,000","795,100,000","813,600,000","794,400,000","770,600,000","769,200,000","827,200,000","882,300,000","872,500,000","833,300,000","827,400,000","876,000,000","870,700,000","858,627,000","805,196,000","802,707,000","773,468,000","773,588,000","735,684,000","794,345,000","829,050,000","857,765,000","748,909,000","742,987,000","571,714,000","598,700,000","569,431,000"
		NetPPE,"525,300,000","523,300,000","524,800,000","532,800,000","531,700,000","550,700,000","512,000,000","494,400,000","486,000,000","519,600,000","495,600,000","519,100,000","515,500,000","486,400,000","491,900,000","487,400,000","514,100,000","506,400,000","486,200,000","466,400,000","439,300,000","434,000,000","446,600,000","439,600,000","441,300,000","429,500,000","431,300,000","440,700,000","430,100,000","479,700,000","500,800,000","529,000,000","534,400,000","536,300,000","524,000,000","507,900,000","503,200,000","522,500,000","491,400,000","466,900,000","497,100,000","485,500,000","478,800,000","498,100,000","490,600,000","473,600,000","463,300,000","437,900,000","471,500,000","499,700,000","500,300,000","486,900,000","473,500,000","485,500,000","522,600,000","559,100,000","554,600,000","526,500,000","497,400,000","469,400,000","459,800,000","462,003,000","437,440,000","433,336,000","416,854,000","418,920,000","414,430,000","414,317,000","441,753,000","466,890,000","419,552,000","413,171,000","417,321,000","434,967,000","404,317,000"
			GrossPPE,"1,620,800,000","1,610,400,000","1,625,700,000","1,649,600,000","1,624,400,000","1,661,700,000","1,614,600,000","1,547,600,000","1,496,000,000","1,565,000,000","1,514,100,000","1,564,900,000","1,534,500,000","1,507,300,000","1,539,200,000","1,512,700,000","1,577,300,000","1,535,100,000","1,506,200,000","1,441,800,000","1,356,200,000","1,327,300,000","1,386,500,000","1,357,900,000","1,355,100,000","1,308,600,000","1,327,400,000","1,355,300,000","1,308,900,000","1,439,900,000","1,521,200,000","1,599,500,000","1,595,200,000","1,591,900,000","1,563,500,000","1,510,600,000","1,493,000,000","1,535,600,000","1,482,000,000","1,406,400,000","1,481,100,000","1,429,700,000","1,455,400,000","1,507,500,000","1,481,000,000","1,408,100,000","1,385,400,000","1,292,700,000","1,377,800,000","1,437,500,000","1,428,300,000","1,362,500,000","1,303,200,000","1,318,800,000","1,424,900,000","1,517,600,000","1,504,200,000","1,417,400,000","1,368,500,000","1,280,300,000","1,239,200,000","1,223,590,000","1,171,412,000","1,155,032,000","1,098,162,000","1,085,053,000","1,092,343,000","1,081,385,000","1,133,969,000","1,178,941,000","1,060,579,000","1,033,526,000","1,026,958,000","1,050,409,000","979,398,000"
