name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018
OperatingCashFlow,"642,208,000","214,957,000","159,718,000","159,058,000","108,475,000","147,533,000","114,463,000","88,501,000","55,025,000","98,577,000","66,107,000","38,635,000","-6,214,000","1,415,000","15,808,000","-3,639,000","-28,744,000","-6,393,000"
	CashFlowFromContinuingOperatingActivities,"642,208,000","214,957,000","159,718,000","159,058,000","108,475,000","147,533,000","114,463,000","88,501,000","55,025,000","98,577,000","66,107,000","38,635,000","-6,214,000","1,415,000","15,808,000","-3,639,000","-28,744,000","-6,393,000"
		NetIncomeFromContinuingOperations,"-179,916,000","-30,409,000","-41,739,000","-50,450,000","-57,318,000","-82,871,000","-19,002,000","-24,531,000","-29,874,000","-19,222,000","-28,408,000","-35,505,000","-51,889,000","-25,977,000","-31,260,000","-42,323,000","-32,877,000","-33,617,000"
		OperatingGainsLosses,,,,"15,000","225,000","19,000","15,000","0","0","-1,347,000","0","0","4,855,000","1,167,000","609,000","1,103,000",,
			GainLossOnSaleOfPPE,,,,"15,000","225,000","19,000",,,,,"0",,,,"-32,000",,,
			GainLossOnInvestmentSecurities,,,,,,"-4,356,000","0","0","0","-1,347,000","0","0","4,855,000","1,167,000","641,000","880,000",,
		DepreciationAmortizationDepletion,"74,848,000","20,429,000","20,491,000","17,859,000","16,088,000","14,372,000","11,836,000","10,479,000","9,523,000","8,305,000","7,105,000","5,930,000","5,459,000","5,019,000","4,764,000","3,837,000","3,648,000","3,149,000"
			DepreciationAndAmortization,"74,848,000","20,429,000","20,491,000","17,859,000","16,088,000","14,372,000","11,836,000","10,479,000","9,523,000","8,305,000","7,105,000","5,930,000","5,459,000","5,019,000","4,764,000","3,837,000","3,648,000","3,149,000"
				Depreciation,"60,275,000","16,341,000","16,661,000","14,522,000","12,770,000","11,955,000","10,967,000","10,107,000","9,419,000","8,202,000","7,003,000","5,830,000","5,320,000","4,873,000","4,616,000","3,775,000","3,441,000","2,983,000"
				AmortizationCashFlow,"14,573,000","4,088,000","3,830,000","3,337,000","3,318,000","2,417,000","869,000","372,000","104,000","103,000","102,000","100,000","139,000","146,000","148,000","62,000","207,000","166,000"
					AmortizationOfIntangibles,"14,573,000","4,088,000","3,830,000","3,337,000","3,318,000","2,417,000","869,000","372,000","104,000","103,000","102,000","100,000","139,000","146,000","148,000","62,000","207,000","166,000"
		DeferredTax,"-11,997,000","1,752,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-11,997,000","1,752,000",,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,"0","0","0","0","0","0","0","578,000","66,000","-353,000","-447,000","-513,000","-527,000","-456,000","-162,000","-7,000"
		ProvisionandWriteOffofAssets,,,,,"80,000","274,000","-96,000","-179,000","-418,000","149,000","143,000","391,000","276,000","-254,000","66,000","282,000","118,000","85,000"
		UnrealizedGainLossOnInvestmentSecurities,"-2,675,000","-2,208,000","-467,000","0","0","-4,356,000",,,,,,,,,,,,
		StockBasedCompensation,"358,084,000","102,494,000","92,637,000","86,666,000","76,287,000","54,362,000","47,714,000","40,610,000","37,713,000","23,638,000","24,363,000","21,966,000","29,859,000","3,752,000","3,102,000","13,460,000","2,224,000","1,719,000"
		OtherNonCashItems,"138,803,000","40,498,000","37,193,000","32,176,000","28,936,000","27,151,000","21,952,000","19,682,000","17,545,000","15,885,000","11,049,000","9,179,000","8,318,000","6,921,000","9,241,000","7,321,000","6,535,000","5,643,000"
