name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
TotalRevenue,"1,002,470,000","235,601,000","261,600,000","247,731,000","274,900,000"
	OperatingRevenue,"1,002,470,000","235,601,000","261,600,000","247,731,000","274,900,000"
CostOfRevenue,"390,305,000","85,807,000","125,900,000","81,302,000","92,100,000"
GrossProfit,"612,165,000","149,794,000","135,700,000","166,429,000","182,800,000"
OperatingExpense,"710,173,000","172,670,000","187,900,000","164,397,000","177,500,000"
	SellingGeneralAndAdministration,"559,427,000","134,112,000","149,300,000","129,085,000","142,300,000"
	ResearchAndDevelopment,"65,524,000","17,653,000","17,400,000","13,429,000","13,100,000"
	DepreciationAmortizationDepletionIncomeStatement,"85,222,000","20,905,000","21,200,000","21,883,000","22,100,000"
		DepreciationAndAmortizationInIncomeStatement,"85,222,000","20,905,000","21,200,000","21,883,000","22,100,000"
			Amortization,"85,222,000","20,905,000","21,200,000","21,883,000","22,100,000"
				AmortizationOfIntangiblesIncomeStatement,"85,222,000","20,905,000","21,200,000","21,883,000","22,100,000"
OperatingIncome,"-98,008,000","-22,876,000","-52,200,000","2,032,000","5,300,000"
NetNonOperatingInterestIncomeExpense,"-858,000","-711,000","0","-153,000","-100,000"
	InterestExpenseNonOperating,"858,000","711,000","0","153,000","100,000"
OtherIncomeExpense,"-35,323,000","-9,492,000","-13,200,000","-2,069,000","0"
	SpecialIncomeCharges,"-35,440,000","-9,747,000","-13,100,000","-1,707,000","-700,000"
		RestructuringAndMergernAcquisition,"35,440,000","9,747,000","13,100,000","1,707,000","700,000"
		ImpairmentOfCapitalAssets,,,"0",,"0"
	OtherNonOperatingIncomeExpenses,"117,000","255,000","-100,000","-362,000","700,000"
PretaxIncome,"-134,189,000","-33,079,000","-65,400,000","-190,000","5,200,000"
TaxProvision,"-12,806,000","-7,423,000","-4,700,000","-617,000","-31,300,000"
NetIncomeCommonStockholders,"-121,383,000","-25,656,000","-60,700,000","427,000","36,500,000"
	NetIncome,"-121,383,000","-25,656,000","-60,700,000","427,000","36,500,000"
		NetIncomeIncludingNoncontrollingInterests,"-121,383,000","-25,656,000","-60,700,000","427,000","36,500,000"
			NetIncomeContinuousOperations,"-121,383,000","-25,656,000","-60,700,000","427,000","36,500,000"
		MinorityInterests,,,"0",,"0"
DilutedNIAvailtoComStockholders,"-121,383,000","-25,656,000","-60,700,000","427,000","36,500,000"
BasicEPS,,"-0.98",,"0.016",
DilutedEPS,,"-0.98",,"0.016",
BasicAverageShares,,"26,057,000",,"26,100,000",
DilutedAverageShares,,"26,057,000",,"26,100,000",
TotalOperatingIncomeAsReported,"-133,448,000","-32,623,000","-65,300,000","325,000","4,600,000"
TotalExpenses,"1,100,478,000","258,477,000","313,800,000","245,699,000","269,600,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-121,383,000","-25,656,000","-60,700,000","427,000","36,500,000"
NormalizedIncome,"-89,325,129.981","-18,092,328","-48,541,437.309","1,673,110","37,011,000"
InterestExpense,"858,000","711,000","0","153,000","100,000"
NetInterestIncome,"-858,000","-711,000","0","-153,000","-100,000"
EBIT,"-133,331,000","-32,368,000","-65,400,000","-37,000","5,300,000"
EBITDA,"-4,049,000"
ReconciledCostOfRevenue,"346,245,000","74,158,000","113,100,000","70,213,000","80,100,000"
ReconciledDepreciation,"129,282,000","32,554,000","34,000,000","32,972,000","34,100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-121,383,000","-25,656,000","-60,700,000","427,000","36,500,000"
TotalUnusualItemsExcludingGoodwill,"-35,440,000","-9,747,000","-13,100,000","-1,707,000","-700,000"
TotalUnusualItems,"-35,440,000","-9,747,000","-13,100,000","-1,707,000","-700,000"
NormalizedEBITDA,"31,391,000","9,933,000","-18,300,000","34,642,000","40,100,000"
TaxRateForCalcs,"0.095","0.224","0.072","0.27","0.27"
TaxEffectOfUnusualItems,"-3,382,129.981","-2,183,328","-941,437.309","-460,890","-189,000"
