name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-74,505,000","-21,673,000","-21,389,000","-14,967,000","-16,476,000","20,313,000","-8,076,000","-8,691,000","-7,205,000","-9,243,000"
	CashFlowFromContinuingOperatingActivities,"-74,505,000","-21,673,000","-21,389,000","-14,967,000","-16,476,000","20,313,000","-8,076,000","-8,691,000","-7,205,000","-9,243,000"
		NetIncomeFromContinuingOperations,"-72,852,000","-19,088,000","-18,479,000","-20,974,000","-14,311,000","-13,159,000","-14,703,000","-7,933,000","-1,872,000","-9,800,000"
		OperatingGainsLosses,,,"1,000","0","-1,578,000","3,000","0",,,
			GainLossOnSaleOfPPE,"1,000","0","1,000","0","0","3,000","0","70,000","0","0"
		DepreciationAmortizationDepletion,"1,071,000","308,000","273,000","260,000","230,000","221,000","220,000","226,000","228,000","226,000"
			DepreciationAndAmortization,"1,071,000","308,000","273,000","260,000","230,000","221,000","220,000","226,000","228,000","226,000"
		AmortizationOfSecurities,"379,000","327,000",,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"88,000","88,000","0","0","0","0","0","0","0","733,000"
		StockBasedCompensation,"6,130,000","3,024,000","1,578,000","935,000","593,000","343,000","231,000","248,000","286,000","237,000"
		OtherNonCashItems,"512,000","-1,224,000","-2,158,000","2,403,000","1,491,000","690,000","5,366,000","-80,000","-7,500,000","425,000"
		ChangeInWorkingCapital,"-8,256,000","-5,108,000","-2,656,000","2,409,000","-2,901,000","32,215,000","810,000","-1,222,000","1,653,000","-1,064,000"
			ChangeInReceivables,"-211,000","2,086,000","-337,000","622,000","-2,582,000","-666,000","-1,499,000","-604,000","1,142,000","-217,000"
				ChangesInAccountReceivables,"-298,000","779,000","-575,000","-576,000","74,000","74,000","-150,000","21,000","12,000","-29,000"
			ChangeInPrepaidAssets,"-4,777,000","-1,296,000","-1,284,000","-917,000","-1,280,000","-562,000","-1,125,000","-68,000","840,000","715,000"
			ChangeInPayablesAndAccruedExpense,"-3,242,000","-4,746,000","-283,000","3,663,000","-1,876,000","3,916,000","3,129,000","-216,000","-144,000","-435,000"
				ChangeInPayable,"-813,000","-1,915,000","291,000","-183,000","994,000","37,000","1,950,000","-2,225,000","1,355,000","-1,037,000"
					ChangeInAccountPayable,"-813,000","-1,915,000","291,000","-183,000","994,000","37,000","1,950,000","-2,225,000","1,355,000","-1,037,000"
				ChangeInAccruedExpense,"-2,429,000","-2,831,000","-574,000","3,846,000","-2,870,000","3,879,000","1,179,000","2,009,000","-1,499,000","602,000"
			ChangeInOtherCurrentAssets,"-382,000","-487,000","-165,000","0","270,000","-421,000","0","0","0","-19,000"
			ChangeInOtherCurrentLiabilities,"-247,000","-93,000","-140,000","-8,000","-6,000","-8,000","184,000","48,000","-31,000","-448,000"
			ChangeInOtherWorkingCapital,"603,000","-572,000","-447,000","-951,000","2,573,000","29,956,000","121,000","-382,000","-154,000","-660,000"
