name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,05/31/1988,05/31/1987,05/31/1986
TotalAssets,"3,643,023,000","3,738,160,000","3,517,632,000","3,547,755,000","3,373,245,000","3,137,873,000","3,027,385,000","3,131,053,000","2,331,515,000","2,429,083,000","2,408,961,000","2,382,632,000","2,510,796,000","2,567,293,000","2,562,437,000","2,610,175,000","2,621,787,000","2,614,736,000","2,571,713,000","2,630,554,000","2,325,344,000","2,247,175,000","2,142,724,000","2,181,953,000","2,063,755,000","1,959,928,000","1,961,005,000","2,045,910,000","2,085,142,000","2,221,401,000","2,307,391,000","2,354,696,000","2,296,381,000","2,125,907,000","2,041,401,000","2,093,060,000","1,950,857,000","1,885,182,000","1,820,835,000","1,805,506,000","1,877,797,000","1,859,370,000","1,609,624,000","1,645,421,000","1,667,249,000","1,593,043,000","1,512,312,000","1,557,561,000","1,520,347,000","1,402,973,000","1,356,680,000","1,354,090,000","1,363,829,000","1,488,944,000","1,694,965,000","2,101,657,000","1,988,031,000","1,894,932,000","1,814,240,000","1,804,669,000","1,814,182,000","1,828,462,000","1,918,120,000","1,980,821,000","1,900,397,000","1,909,234,000","1,905,948,000","1,816,214,000","1,830,005,000","1,822,579,000","1,712,523,000","1,667,934,000","1,643,139,000","1,557,307,000","1,479,907,000","1,441,223,000","1,478,069,000","1,525,141,000","1,532,196,000","1,559,986,000","1,457,314,000","1,402,835,000","1,427,351,000","1,432,090,000","1,475,862,000","1,502,061,000","1,508,649,000","1,658,571,000","1,673,873,000","1,764,700,000","1,685,500,000","1,667,900,000","1,687,000,000","1,845,800,000","1,869,800,000","1,881,100,000","1,842,200,000","1,763,700,000","1,674,900,000","1,601,800,000","1,561,200,000","1,506,000,000","1,308,800,000","1,283,800,000","1,220,100,000","1,182,500,000","929,800,000","916,700,000","917,000,000","911,500,000","861,400,000","827,800,000","798,600,000","741,100,000","695,000,000","682,300,000","686,100,000","650,600,000","620,600,000","629,600,000","622,400,000","614,200,000","591,400,000","583,400,000","563,800,000","581,400,000","590,800,000","551,300,000","560,600,000","529,300,000","543,400,000","530,500,000","557,800,000","527,000,000","506,600,000","455,200,000","435,700,000"
	CurrentAssets,"1,785,653,000","1,896,979,000","1,910,767,000","1,970,310,000","1,967,992,000","1,686,916,000","1,687,870,000","1,766,457,000","983,179,000","1,053,200,000","1,010,646,000","1,030,092,000","1,165,913,000","1,205,113,000","1,187,616,000","1,230,421,000","1,241,122,000","1,158,642,000","1,111,728,000","1,161,165,000","1,190,969,000","1,116,941,000","1,007,481,000","1,032,466,000","915,460,000","847,658,000","871,896,000","934,836,000","992,193,000","1,125,930,000","1,154,394,000","1,204,544,000","1,198,922,000","1,043,600,000","1,004,615,000","1,010,242,000","866,883,000","863,580,000","795,114,000","846,185,000","914,239,000","888,629,000","808,684,000","858,642,000","891,635,000","836,543,000","777,710,000","822,262,000","782,285,000","652,977,000","581,711,000","595,175,000","598,935,000","729,880,000","889,111,000","1,178,977,000","1,104,970,000","1,017,196,000","933,452,000","966,205,000","969,383,000","954,978,000","994,010,000","1,048,095,000","996,241,000","997,115,000","999,108,000","922,476,000","938,333,000","933,597,000","814,652,000","847,697,000","833,110,000","596,067,000","520,522,000","483,141,000","506,246,000","531,938,000","521,972,000","537,593,000","490,340,000","418,718,000","401,808,000","406,285,000","449,719,000","458,166,000","456,976,000","603,992,000","624,229,000","727,300,000","652,900,000","605,600,000","624,300,000","643,900,000","649,500,000","641,600,000","643,000,000","623,500,000","580,100,000","576,000,000","594,100,000","580,300,000","474,100,000","462,800,000","476,000,000","474,600,000","412,100,000","424,900,000","451,900,000","460,500,000","435,300,000","420,600,000","413,100,000","382,800,000","361,700,000","355,100,000","364,000,000","333,000,000","301,700,000","311,000,000","311,200,000","303,900,000","284,500,000","281,500,000","275,700,000","300,400,000","314,100,000","289,700,000","312,900,000","292,500,000","306,100,000","302,400,000","333,000,000","315,000,000","306,700,000","268,000,000","247,600,000"
		CashCashEquivalentsAndShortTermInvestments,"34,485,000","44,324,000","225,194,000","399,246,000","640,311,000","649,505,000","856,980,000","937,698,000","147,198,000","103,430,000","72,260,000","45,583,000","92,363,000","113,116,000","93,027,000","96,843,000","121,967,000","147,424,000","122,214,000","195,855,000","278,081,000","227,281,000","175,180,000","181,525,000","84,188,000","25,432,000","27,354,000","18,772,000","31,067,000","42,468,000","96,537,000","146,921,000","190,079,000","52,886,000","109,055,000","121,049,000","51,385,000","37,359,000","32,889,000","30,481,000","41,028,000","35,266,000","53,806,000","36,875,000","56,167,000","49,726,000","60,870,000","64,865,000","59,016,000","54,693,000","69,441,000","102,401,000","56,319,000","31,943,000","26,443,000","74,775,000","73,772,000","54,432,000","39,554,000","78,686,000","63,839,000","38,968,000","22,527,000","17,009,000","58,389,000","113,441,000","108,722,000","150,747,000","57,249,000","15,537,000","11,143,000","10,932,000","1,977,000","7,166,000","2,008,000","598,000","1,139,000","553,000","714,000","2,455,000","496,000","610,000","819,000","816,000","194,000","786,000","936,000","240,000","538,000","18,100,000","7,200,000","7,100,000","7,600,000","16,800,000","22,800,000","11,200,000","3,800,000","7,100,000","6,300,000","1,600,000","7,200,000","2,800,000","300,000","11,200,000","19,000,000","7,500,000","14,900,000","12,100,000","2,000,000","7,100,000","4,500,000","1,200,000","13,300,000","21,000,000","9,600,000","12,500,000","16,700,000","9,100,000","12,300,000","19,300,000","5,000,000","6,900,000","11,900,000","12,400,000","7,500,000","3,000,000","9,400,000","15,300,000","47,900,000","21,100,000","20,500,000","15,400,000","40,800,000","19,100,000","32,800,000","50,500,000","28,500,000"
			CashAndCashEquivalents,"34,485,000","44,324,000","225,194,000","399,246,000","640,311,000","649,505,000","713,130,000","650,068,000","147,198,000","103,430,000","72,260,000","45,583,000","92,363,000","113,116,000","93,027,000","96,843,000","121,967,000","147,424,000","122,214,000","195,855,000","278,081,000","227,281,000","175,180,000","181,525,000","84,188,000","25,432,000","27,354,000","18,772,000","31,067,000","42,468,000","96,537,000","146,921,000","190,079,000","52,886,000","109,055,000","121,049,000","51,385,000","37,359,000","32,889,000","30,481,000","41,028,000","35,266,000","53,806,000","36,875,000","56,167,000","49,726,000","60,870,000","64,865,000","59,016,000","54,693,000","69,441,000","102,401,000","56,319,000","31,943,000","26,443,000","74,775,000","73,772,000","54,432,000","39,554,000","78,686,000","38,277,000","38,968,000","22,527,000","17,009,000","56,216,000","71,370,000","108,722,000","112,748,000","57,249,000","6,137,000","11,143,000","10,932,000","1,977,000","7,166,000","2,008,000","598,000","1,139,000","553,000","714,000","2,455,000","496,000","610,000","819,000","816,000","194,000","786,000","936,000","240,000","538,000","18,100,000","7,200,000","7,100,000","7,600,000","16,800,000","22,800,000","11,200,000","3,800,000","7,100,000","6,300,000","1,600,000","7,200,000","2,800,000","300,000","11,200,000","19,000,000","7,500,000","14,900,000","12,100,000","2,000,000","7,100,000","4,500,000","1,200,000","13,300,000","21,000,000","9,600,000","12,500,000","16,700,000","9,100,000","12,300,000","19,300,000","5,000,000","6,900,000","11,900,000","12,400,000","7,500,000","3,000,000","9,400,000","15,300,000","47,900,000","21,100,000","20,500,000","15,400,000","40,800,000","19,100,000","32,800,000","50,500,000","28,500,000"
			OtherShortTermInvestments,,,,,,,"143,850,000","287,630,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,562,000",,,,"2,173,000","42,071,000",,"37,999,000",,"9,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"878,049,000","859,411,000","738,312,000","718,368,000","641,922,000","529,119,000","445,183,000","425,425,000","349,414,000","483,893,000","489,785,000","480,639,000","512,838,000","530,273,000","536,085,000","570,961,000","574,339,000","517,679,000","518,562,000","467,218,000","493,894,000","482,243,000","437,008,000","419,027,000","450,223,000","411,072,000","410,862,000","434,454,000","486,411,000","504,301,000","505,444,000","489,359,000","498,565,000","477,273,000","436,614,000","441,743,000","395,051,000","391,661,000","341,781,000","361,054,000","401,761,000","377,777,000","341,763,000","355,313,000","389,906,000","354,922,000","321,055,000","325,159,000","302,898,000","215,608,000","189,078,000","199,011,000","212,630,000","240,460,000","312,019,000","378,645,000","384,354,000","408,322,000","378,882,000","384,224,000","400,916,000","371,360,000","379,219,000","399,993,000","404,553,000","363,900,000","348,820,000","349,567,000","404,506,000","399,447,000","300,051,000","355,023,000","348,833,000","237,104,000","204,228,000","172,934,000","181,271,000","122,062,000","110,536,000","138,251,000","197,240,000","144,610,000","125,946,000","130,091,000","169,330,000","171,228,000","154,502,000","272,028,000","301,175,000","293,400,000","259,700,000","254,800,000","281,700,000","294,300,000","281,300,000","269,000,000","310,200,000","304,500,000","257,300,000","243,500,000","266,800,000","270,100,000","214,200,000","207,200,000","225,000,000","217,300,000","185,200,000","180,500,000","216,400,000","207,700,000","190,800,000","177,000,000","189,700,000","170,800,000","151,600,000","144,800,000","168,900,000","150,900,000","125,700,000","126,800,000","150,200,000","132,600,000","121,500,000",,"126,100,000","112,600,000","119,300,000","109,900,000","129,300,000","124,600,000","121,900,000","117,000,000","135,100,000","135,700,000","123,900,000","110,600,000","108,600,000"
			AccountsReceivable,"857,493,000","856,656,000","736,738,000","718,368,000","639,964,000","525,768,000","441,936,000","423,138,000","341,038,000","472,741,000","477,228,000","472,441,000","501,944,000","512,739,000","518,006,000","564,612,000","572,689,000","507,968,000","507,704,000","465,113,000","486,730,000","466,689,000","429,011,000","416,529,000","439,688,000","399,138,000","407,371,000","431,586,000","474,292,000","495,861,000","491,687,000","486,005,000","493,127,000","467,927,000","433,995,000","439,365,000","394,327,000","376,534,000","334,912,000","359,660,000","400,869,000","373,487,000","331,892,000","357,328,000","388,550,000","345,209,000","315,140,000","324,031,000","301,455,000","200,149,000","182,558,000","178,508,000","195,351,000","215,050,000","312,019,000","378,645,000","384,354,000","408,322,000","370,031,000","384,224,000","400,916,000","371,360,000","379,219,000","399,993,000","404,553,000","363,900,000","348,820,000","349,567,000","404,506,000","399,447,000","300,051,000","355,023,000","348,833,000","237,104,000","204,228,000","172,934,000","169,967,000","122,062,000","110,536,000","138,251,000","197,240,000","144,610,000","125,946,000","130,091,000","169,330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"858,785,000","858,103,000","737,528,000","718,834,000","640,572,000","526,819,000","443,227,000","424,784,000","342,559,000","474,419,000","478,635,000","473,752,000","503,094,000","513,598,000","518,656,000","565,234,000","573,321,000","511,230,000","510,831,000","468,902,000","490,174,000","469,823,000","432,510,000","420,395,000","444,267,000","402,451,000","410,534,000","434,495,000","477,377,000","498,699,000","494,684,000","489,029,000","496,170,000","470,734,000","437,333,000","443,744,000","397,735,000","380,512,000","339,051,000","363,253,000","404,198,000","376,919,000","336,629,000",,,"351,391,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,292,000","-1,447,000","-790,000","-466,000","-608,000","-1,051,000","-1,291,000","-1,646,000","-1,521,000","-1,678,000","-1,407,000","-1,311,000","-1,150,000","-859,000","-650,000","-622,000","-632,000","-3,262,000","-3,127,000","-3,789,000","-3,444,000","-3,134,000","-3,499,000","-3,866,000","-4,579,000","-3,313,000","-3,163,000","-2,909,000","-3,085,000","-2,838,000","-2,997,000","-3,024,000","-3,043,000","-2,807,000","-3,338,000","-4,379,000","-3,408,000","-3,978,000","-4,139,000","-3,593,000","-3,329,000","-3,432,000","-3,254,000",,,"-6,182,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"20,556,000","2,755,000","1,574,000","0","1,958,000","3,351,000","3,247,000","2,287,000","8,376,000","11,152,000","12,557,000","8,198,000","10,894,000","17,534,000","18,079,000","6,349,000","1,650,000","9,711,000","10,858,000","2,105,000","7,164,000","15,554,000","7,997,000","2,498,000","10,535,000","11,934,000","3,491,000","2,868,000","12,119,000","8,440,000","13,757,000","3,354,000","5,438,000","9,346,000","2,619,000","2,378,000","724,000","15,127,000","6,869,000","1,394,000","892,000","4,290,000","13,125,000","2,066,000","1,356,000","9,713,000","5,915,000","1,128,000","1,443,000","15,459,000","6,520,000","20,503,000","29,749,000","25,410,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
