name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"991,631,000","275,977,000","288,519,000","247,875,000","179,260,000","108,224,000","106,006,000","54,043,000","40,498,000"
	OperatingRevenue,"991,631,000","275,977,000","288,519,000","247,875,000","179,260,000","108,224,000","106,006,000","54,043,000","40,498,000"
CostOfRevenue,"1,642,896,000","193,892,000","130,529,000","96,910,000","1,221,565,000","47,984,000","132,073,000","44,214,000","32,269,000"
GrossProfit,"-651,265,000","82,085,000","157,990,000","150,965,000","-1,042,305,000","60,240,000","-26,067,000","9,829,000","8,229,000"
OperatingExpense,"344,117,000","104,820,000","91,812,000","74,629,000","72,856,000","14,860,000","19,354,000","13,642,000","15,595,000"
	SellingGeneralAndAdministration,"168,702,000","43,294,000","45,450,000","28,438,000","51,520,000","14,860,000","19,354,000","13,642,000","15,595,000"
		GeneralAndAdministrativeExpense,"168,702,000","43,294,000","45,450,000","28,438,000","51,520,000","14,860,000","19,354,000","13,642,000","15,595,000"
			SalariesAndWages,,,,,"1,221,565,000",,,,"32,269,000"
			OtherGandA,"168,702,000","43,294,000","45,450,000","28,438,000","51,520,000","14,860,000","19,354,000","13,642,000","15,595,000"
	DepreciationAmortizationDepletionIncomeStatement,"175,415,000","61,526,000","46,362,000","46,191,000","21,336,000","0","0","0","0"
		DepreciationAndAmortizationInIncomeStatement,"175,415,000","61,526,000","46,362,000","46,191,000","21,336,000","0","0","0","0"
			Amortization,"175,415,000","61,526,000","46,362,000","46,191,000","21,336,000","0","0","0","0"
				AmortizationOfIntangiblesIncomeStatement,"175,415,000","61,526,000","46,362,000","46,191,000","21,336,000","0","0","0","0"
OperatingIncome,"-995,382,000","-22,735,000","66,178,000","76,336,000","-1,115,161,000","45,380,000","-45,421,000","-3,813,000","-7,366,000"
NetNonOperatingInterestIncomeExpense,"-34,251,000","-12,834,000","-9,488,000","-6,112,000","-5,817,000","-5,858,000","-5,809,000","-6,127,000","-5,986,000"
	InterestExpenseNonOperating,"34,251,000","12,834,000","9,488,000","6,112,000","5,817,000","5,858,000","5,809,000","6,127,000","5,986,000"
OtherIncomeExpense,,"7,615,000","-91,912,000","-325,462,000","-495,561,000",,,,
	GainOnSaleOfSecurity,,"17,763,000","-4,289,000","-27,607,000","-15,300,000",,,,
	SpecialIncomeCharges,"-18,132,000","-496,000","-1,491,000","0","-16,145,000","0","0","0","0"
		RestructuringAndMergernAcquisition,,"496,000",,,,"0",,,
		OtherSpecialCharges,,,"1,491,000",,"16,145,000",,,,
	OtherNonOperatingIncomeExpenses,,"-9,652,000","-86,132,000","-297,855,000","-464,116,000",,,,
PretaxIncome,"-1,934,953,000","-27,954,000","-35,222,000","-255,238,000","-1,616,539,000","39,522,000","-51,230,000","-9,940,000","-13,352,000"
TaxProvision,"-70,437,000","-5,038,000","-21,809,000","-14,391,000","-29,199,000","188,000","17,000","-26,000","-47,000"
NetIncomeCommonStockholders,"-501,659,000","-11,815,000","-74,177,000","-53,323,000","-362,344,000","39,414,000","-49,706,000","-8,622,000","-12,443,000"
