name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalAssets,"15,808,000,000","16,249,000,000","16,960,000,000","16,906,000,000","16,571,000,000","16,999,000,000","16,792,000,000","16,697,000,000","16,510,000,000","17,305,000,000","16,979,000,000","17,721,000,000","17,797,000,000","17,841,000,000","17,673,000,000","17,829,000,000","18,715,000,000","17,237,000,000","13,980,000,000","13,953,000,000","14,040,000,000","14,357,000,000","14,442,000,000","14,630,000,000","14,825,000,000","15,141,000,000","12,588,000,000","12,351,000,000","12,481,000,000","13,012,000,000","14,293,000,000","14,346,000,000","14,580,000,000","14,862,000,000","14,484,000,000","14,359,000,000","14,554,000,000","15,115,000,000","14,830,000,000","17,031,000,000","17,144,000,000","17,339,000,000","17,025,000,000","26,578,000,000","17,551,000,000","16,294,000,000","16,029,000,000","16,320,000,000","17,149,000,000","17,343,000,000","17,217,000,000","16,967,000,000","16,936,000,000","17,487,000,000","19,510,000,000","19,028,000,000","19,148,000,000","19,326,000,000","19,390,000,000","19,552,000,000","19,647,000,000","19,820,000,000","19,025,000,000","18,633,000,000","18,724,000,000"
	CurrentAssets,"4,169,000,000","4,448,000,000","4,537,000,000","4,427,000,000","4,135,000,000","4,565,000,000","4,369,000,000","4,194,000,000","3,748,000,000","4,576,000,000","3,829,000,000","3,533,000,000","3,718,000,000","4,186,000,000","3,643,000,000","3,470,000,000","4,303,000,000","3,582,000,000","2,567,000,000","2,455,000,000","2,440,000,000","2,642,000,000","2,454,000,000","2,488,000,000","2,591,000,000","2,827,000,000","2,840,000,000","2,542,000,000","2,610,000,000","2,783,000,000","3,081,000,000","2,921,000,000","3,028,000,000","3,245,000,000","2,835,000,000","2,689,000,000","2,755,000,000","3,141,000,000","2,776,000,000","2,637,000,000","2,764,000,000","3,120,000,000","2,926,000,000","7,112,000,000","3,205,000,000","3,128,000,000","2,645,000,000","3,138,000,000","3,819,000,000","3,379,000,000","3,047,000,000","2,998,000,000","3,116,000,000","3,282,000,000","3,758,000,000","2,969,000,000","2,922,000,000","2,921,000,000","2,778,000,000","2,683,000,000","2,805,000,000","2,984,000,000","2,819,000,000","2,667,000,000","2,628,000,000"
		CashCashEquivalentsAndShortTermInvestments,"608,000,000","587,000,000","798,000,000","950,000,000","739,000,000","806,000,000","1,044,000,000","948,000,000","555,000,000","673,000,000","605,000,000","519,000,000","508,000,000","653,000,000","532,000,000","657,000,000","1,055,000,000","330,000,000","383,000,000","420,000,000","379,000,000","338,000,000","348,000,000","394,000,000","440,000,000","438,000,000","527,000,000","505,000,000","539,000,000","443,000,000","749,000,000","703,000,000","682,000,000","598,000,000","455,000,000","591,000,000","587,000,000","699,000,000","558,000,000","790,000,000","794,000,000","847,000,000","896,000,000","3,786,000,000","1,350,000,000","1,089,000,000","935,000,000","1,100,000,000","1,731,000,000","884,000,000","816,000,000","947,000,000","939,000,000","832,000,000","1,442,000,000","731,000,000","646,000,000","557,000,000","718,000,000","806,000,000","885,000,000","946,000,000","910,000,000","925,000,000","892,000,000"
			CashAndCashEquivalents,"608,000,000","587,000,000","798,000,000","950,000,000","739,000,000","806,000,000","1,044,000,000","948,000,000","555,000,000","673,000,000","605,000,000","519,000,000","508,000,000","653,000,000","532,000,000","657,000,000","1,055,000,000","330,000,000","383,000,000","420,000,000","379,000,000","338,000,000","348,000,000","394,000,000","440,000,000","426,000,000","512,000,000","497,000,000","530,000,000","422,000,000","733,000,000","692,000,000","682,000,000","598,000,000","455,000,000","591,000,000","587,000,000","699,000,000","558,000,000","790,000,000","794,000,000","847,000,000","896,000,000","3,414,000,000","1,239,000,000","1,089,000,000","935,000,000","1,100,000,000","1,731,000,000","884,000,000","816,000,000","946,000,000","939,000,000","832,000,000","1,442,000,000","731,000,000","646,000,000","557,000,000","718,000,000","806,000,000","885,000,000","946,000,000","910,000,000","925,000,000","892,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0",,,,"12,000,000","15,000,000","8,000,000","9,000,000","21,000,000","16,000,000","11,000,000","0","0","0","0",,,,,,,,"372,000,000","111,000,000","0",,,,,,"1,000,000",,,,,,,,,,,,,
		Receivables,"1,546,000,000","2,003,000,000","1,579,000,000","1,584,000,000","1,538,000,000","1,985,000,000","1,142,000,000","1,324,000,000","1,440,000,000","1,854,000,000","1,260,000,000","1,295,000,000","1,464,000,000","1,835,000,000","1,186,000,000","1,103,000,000","1,273,000,000","1,719,000,000","908,000,000","854,000,000","933,000,000","1,270,000,000","809,000,000","861,000,000","1,040,000,000","1,379,000,000","876,000,000","800,000,000","836,000,000","1,196,000,000","797,000,000","785,000,000","885,000,000","1,150,000,000","764,000,000","731,000,000","814,000,000","1,095,000,000","711,000,000","664,000,000","734,000,000","1,054,000,000","648,000,000","915,000,000","638,000,000","885,000,000","517,000,000","1,005,000,000","1,004,000,000","1,250,000,000","912,000,000","945,000,000","962,000,000","1,171,000,000","881,000,000","970,000,000","992,000,000","1,179,000,000","865,000,000","840,000,000","809,000,000","977,000,000","747,000,000","730,000,000","694,000,000"
			AccountsReceivable,"1,307,000,000","1,679,000,000","1,185,000,000","1,199,000,000","1,245,000,000","1,640,000,000","1,142,000,000","1,324,000,000","1,440,000,000","1,854,000,000","1,260,000,000","1,295,000,000","1,464,000,000","1,835,000,000","1,186,000,000","1,103,000,000","1,273,000,000","1,719,000,000","908,000,000","854,000,000","933,000,000","1,270,000,000","809,000,000","861,000,000","1,040,000,000","1,379,000,000","876,000,000","800,000,000","836,000,000","1,196,000,000","797,000,000","785,000,000","885,000,000","1,150,000,000","764,000,000","731,000,000","814,000,000","1,095,000,000",,,,,,,,,"517,000,000","1,005,000,000","1,004,000,000","1,250,000,000","912,000,000","945,000,000","962,000,000","1,171,000,000","881,000,000","970,000,000","992,000,000","1,179,000,000","865,000,000","840,000,000","809,000,000","977,000,000","747,000,000","730,000,000","694,000,000"
				GrossAccountsReceivable,"1,409,000,000","1,786,000,000","1,288,000,000","1,302,000,000","1,356,000,000","1,772,000,000","1,289,000,000","1,474,000,000","1,579,000,000","1,983,000,000","1,377,000,000","1,415,000,000","1,582,000,000",,"1,282,000,000","1,201,000,000","1,368,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-102,000,000","-107,000,000","-103,000,000","-103,000,000","-111,000,000","-132,000,000","-147,000,000","-150,000,000","-139,000,000","-129,000,000","-117,000,000","-120,000,000","-118,000,000",,"-96,000,000","-98,000,000","-95,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"239,000,000","324,000,000","394,000,000","385,000,000","293,000,000","345,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0"
