name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalAssets,"868,580,000","489,922,096","556,975,734","625,696,662","674,488,568","717,313,674","771,293,809","440,930,824","481,242,717","251,186,476","280,523,030","309,862,614","342,972,817","357,206,498","385,587,198","412,073,723","445,639,072","471,486,699","334,190,841","349,539,535","372,292,306","388,903,495","542,571,982","447,602,845","463,661,840","484,103,528","513,122,309","213,404,030","237,127,805","131,111,769","137,609,238","141,342,810","146,636,660","38,449,312","47,336,046","49"
	CurrentAssets,"848,342,000","467,280,830","533,242,665","601,303,244","649,100,443","690,904,482","744,866,006","418,573,378","460,972,500","230,323,969","259,456,926","288,341,898","321,127,630","355,438,681","383,253,450","409,661,068","443,153,579","469,215,328","333,435,470","348,834,869","371,610,858","388,200,116","541,818,514","446,808,421","462,858,536","483,256,131","512,264,890","212,610,955","236,497,152","130,986,272","137,480,854","141,208,016","146,371,138","38,249,485","47,129,591","49"
		CashCashEquivalentsAndShortTermInvestments,"771,848,000","412,333,338","477,283,933","554,757,382","611,964,674","657,448,059","721,947,490","407,758,947","448,953,958","224,010,184","255,433,578","285,300,168","312,822,371","347,530,548","375,988,022","403,764,485","437,005,512","464,331,035","328,121,804","342,628,115","367,781,376","384,100,684","537,793,800","442,690,089","456,068,432","475,200,324","510,731,982","203,989,186","235,226,468","129,645,716","135,982,062","140,495,422","145,618,247","37,150,924","46,072,012","49"
			CashAndCashEquivalents,"129,295,000","92,364,990","106,125,959","121,030,152","129,979,888","60,045,933","300,988,981","129,290,445","179,593,032","107,636,849","102,162,982","91,763,368","64,091,080","54,947,502","69,776,956","69,767,045","74,421,386","37,790,114","52,340,519","29,590,446","23,598,325","48,642,225","200,388,020","51,972,773","37,240,565","47,159,303","332,828,289","71,418,286","100,802,133","61,325,044","68,915,333","91,140,138","143,618,247","35,150,924","44,072,012","49"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145,618,247","37,150,924","46,072,012",
			OtherShortTermInvestments,"642,553,000","319,968,348","371,157,974","433,727,230","481,984,786","597,402,126","420,958,509","278,468,502","269,360,926","116,373,335","153,270,596","193,536,800","248,731,291","292,583,046","306,211,066","333,997,440","362,584,126","426,540,921","275,781,285","313,037,669","344,183,051","335,458,459","337,405,780","390,717,316","418,827,867","428,041,021","177,903,693","132,570,900","134,424,335","68,320,672","67,066,729","49,355,284","2,000,000","2,000,000","2,000,000",
		Receivables,"32,832,000","20,155,994","16,934,352","15,187,814","13,661,992","10,764,583","7,480,604","2,353,255","1,351,013",,,,,,,,,"0","6,309","61,935","68,200","94,339","1,309","98,240","0","30,660","0","9,118","3,315","51,603","124,414","219,238","167,787","336,318","251,291",
			AccountsReceivable,"32,832,000","20,155,994","16,934,352","15,187,814","13,661,992","10,764,583","7,480,604","2,353,255","1,351,013",,,,,,,,,"0","6,309","61,935","68,200","94,339","1,309","98,240","0","30,660","0","9,118","3,315","51,603","124,414","219,238","167,787","336,318","251,291",
				GrossAccountsReceivable,,,,"15,307,814","13,781,992","10,884,583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
